TOKEN_ID,TOKEN_NAME,Background,Skin,Skin Pattern,Tail Spikes,Bling Level,Eyewear,Face,Clothing,Headwear,Face Detail,Vest,Special
2165,Tezzardz #2165,Peach,Orange,Bolt,Bone,,,Split Tongue Feisty,Patterned Sweater,Plain Black Spikes,Scar,,
2166,Tezzardz #2166,Yellow,Red,Heavy Bolt,Gold,$,,Green Tongue Wavy Sassy,Ghost Tee,,,,
2167,Tezzardz #2167,Pink,White,Freckles,,$$$$$,Bad Eyesight Reybannes,Green Tongue Feisty,Fk Yeh Sweater,Purple Spikes,,,
2168,Tezzardz #2168,Green,Yellow,Heavy Freckles,,$$,Flame Shades,Split Tongue Feisty,Meditation Tee,Limited Spikes,,,
2169,Tezzardz #2169,Yellow,Green,Freckles,Bone,$$,Cool Shades,Straight Tongue Feisty,Patterned Sweater,Red Spikes,Scar,,
2170,Tezzardz #2170,Yellow,Yellow,Heavy Bolt,Bone,$$$,,Straight Tongue Sad,Rainbow Onesie,Rainbow Spikes,,,
2171,Tezzardz #2171,Blue,Red,Heavy,,$$$,,Straight Tongue Feisty,Gardening Utility Belt,Yellow Spikes,,,
2172,Tezzardz #2172,Peach,Orange,Heavy,Bone,$$$,Gold Leaf Eye Patch,Green Tongue Feisty,Space Onesie,Backwards Cap Jungle,,,
2173,Tezzardz #2173,Green,Yellow,Heavy Freckles,Gold,$$$$,Disguise Glasses,Split Tongue Feisty,,Yellow Spikes,,Pink,
2174,Tezzardz #2174,Purple,Red,Freckles,Bone,$$,Cool Shades,Split Tongue Feisty,Fk Yeh Sweater,Backwards Cap Jungle,,,
2175,Tezzardz #2175,Purple,Orange,Freckles,Gold,$$,,Split Tongue Feisty,Rainbow Onesie,Purple Spikes,,,
2176,Tezzardz #2176,Pink,Yellow,Freckles,,$$,Cool Shades,Straight Tongue Sad,Shrine Onesie,Yellow Spikes,,,
2177,Tezzardz #2177,Blue,Green,Freckles,Bone,$$$,Plain Specs,Split Tongue Angry,Silk Shirt Dark,Purple Spikes,,Green,
2178,Tezzardz #2178,Green,Yellow,Heavy Bolt,,$,Disguise Glasses,Split Tongue Angry,Patterned Sweater,Backwards Cap Jungle,,,
2179,Tezzardz #2179,Purple,Green,Heavy,Bone,,,Straight Tongue Feisty,Space Onesie,Backwards Cap Flames,,,
2180,Tezzardz #2180,Blue,Red,Bolt,,$$$,,Green Tongue Feisty,Meditation Tee,Yellow Spikes,,,
2181,Tezzardz #2181,Peach,Purple,Heavy Bolt,,$,,Dumb Tongue,Ghost Tee,Backwards Cap Jungle,,,
2182,Tezzardz #2182,Purple,Orange,Freckles,Bone,$$,Gold Leaf Eye Patch,Bent Tongue Feisty,Skulls Shell Suit,Backwards Cap Jungle,,,
2183,Tezzardz #2183,Green,Red,Bolt,,$,Gold Leaf Eye Patch,Split Tongue Feisty,Ghost Tee,,,,
2184,Tezzardz #2184,Purple,Orange,Heavy,,$$,,Straight Tongue Feisty,Fk Yeh Sweater,Purple Spikes,,,
2185,Tezzardz #2185,Purple,Green,Heavy Bolt,,,Cool Shades,Split Tongue Pink Feisty,Patterned Sweater,,,,
2186,Tezzardz #2186,Yellow,Green,Freckles,,$$,Cool Shades,Straight Tongue Sad,Space Onesie,Purple Spikes,Scar,,
2187,Tezzardz #2187,Blue,Red,Bolt,,,Cool Shades,Blue Tongue Wavy Not Amused,Fk Yeh Sweater,Red Spikes,Scar,,
2188,Tezzardz #2188,Peach,Red,Freckles,Bone,$$,,Split Tongue Angry,Tech Armour,Backwards Cap Jungle,,Pink,
2189,Tezzardz #2189,Blue,Red,Bolt,,,Gold Leaf Eye Patch,Straight Tongue Feisty,,Red Spikes,,,
2190,Tezzardz #2190,Green,Purple,Freckles,,$,Cool Shades,Green Tongue Feisty,Pink Biker,Backwards Cap Jungle,Scar,,
2191,Tezzardz #2191,Green,Purple,Heavy Freckles,,,,Split Tongue Feisty,Video Games Tee,Rare Frog Hat,,,
2192,Tezzardz #2192,Blue,Yellow,Bolt,Bone,$$$$$,Gold Leaf Eye Patch,Bent Tongue Feisty,Rainbow Onesie,,,,
2193,Tezzardz #2193,Pink,Green,Orange,Bone,$$,,Bent Tongue Feisty,Patterned Tee,Red Spikes,,,
2194,Tezzardz #2194,Blue,Green,Heavy,Bone,$$,Cool Shades,Straight Tongue Feisty,Tassle Jacket,,,,
2195,Tezzardz #2195,Peach,Yellow,Bolt,Gold,$$$$,,Green Tongue Feisty,,Party Pal Hat,,,
2196,Tezzardz #2196,Pink,Orange,Freckles,,$,,Straight Tongue Feisty,Silk Shirt Dark,Yellow Spikes,,,
2197,Tezzardz #2197,Yellow,Orange,Bolt,Bone,,Cool Shades,Straight Tongue Feisty,Tassle Jacket,Green Spikes,,,
2198,Tezzardz #2198,Peach,Yellow,Heavy,,$$,Hearts Shades,Straight Tongue Feisty,Patterned Sweater,Backwards Cap,,,
2199,Tezzardz #2199,Yellow,Orange,Heavy Bolt,Rainbow,$$,Plain Specs,Straight Tongue Feisty,Skulls Shell Suit,Green Spikes,,,
2200,Tezzardz #2200,Purple,Orange,Heavy Freckles,Bone,$$,Tech Scope,Blue Tongue Wavy Not Amused,Patterned Tee,,,,
2201,Tezzardz #2201,Peach,Yellow,Heavy,,,Flame Shades,Green Tongue Feisty,Video Games Tee,Plain Black Spikes,,,
2202,Tezzardz #2202,Green,Yellow,Freckles,,$$$,Cool Shades,Straight Tongue Feisty,Tassle Jacket,Fancy Hat,,,
2203,Tezzardz #2203,Purple,Red,Freckles,,$$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Fkyencci Shirt,Purple Spikes,,Green,
2204,Tezzardz #2204,Blue,Green,Heavy Freckles,,$,Cool Shades,Split Tongue Feisty,Gardening Utility Belt,Backwards Cap Jungle,,,
2205,Tezzardz #2205,Purple,Green,Freckles,Bone,$$$,Plain Specs,Dumb Tongue,Patterned Sweater,Yellow Spikes,,,
2206,Tezzardz #2206,Pink,Yellow,Bolt,,$,Bad Eyesight Reybannes,Split Tongue Feisty,Rainbow Onesie,Red Spikes,Scar,,
2207,Tezzardz #2207,Green,Green,Heavy,Bone,$$,,Straight Tongue Feisty,Ghost Tee,Backwards Cap Jungle,,,
2208,Tezzardz #2208,Peach,Orange,Red,,$,Tech Scope,Bent Tongue Feisty,Ghost Tee,,Scar,,
2209,Tezzardz #2209,Purple,Purple,Freckles,Bone,$$,,Bent Tongue Feisty,Silk Shirt Dark,Green Spikes,,Pink,
2210,Tezzardz #2210,Yellow,Orange,Bolt,Bone,$,Gold Leaf Eye Patch,Straight Tongue Sad,Firework Utility Belt,Red Spikes,,,
2211,Tezzardz #2211,Peach,Purple,Bolt,Rainbow,,Flame Shades,Split Tongue Pink Feisty,Patterned Sweater,Hunting Hat,,,
2212,Tezzardz #2212,Green,White,Freckles,Rainbow,$$,Monocle,Blue Tongue Wavy Not Amused,Pool Shirt,Green Spikes,Scar,,
2213,Tezzardz #2213,Purple,Yellow,Freckles,Rainbow,$$,Hearts Shades,Bent Tongue Feisty,Silk Shirt Dark,Hunting Hat,,,
2214,Tezzardz #2214,Pink,Green,Orange,Bone,$$,Gold Leaf Eye Patch,Split Tongue Pink Feisty,Tassle Jacket,Plain Black Spikes,,Red,
2215,Tezzardz #2215,Pink,Green,Heavy,,$,Flame Shades,Straight Tongue Feisty,Fk Yeh Sweater,Green Spikes,,,
2216,Tezzardz #2216,Yellow,Green,Freckles,Bone,$$$,Dopey Swimming Goggles,Straight Tongue Feisty,,Yellow Spikes,,,
2217,Tezzardz #2217,Yellow,Yellow,Freckles,,,,Split Tongue Pink Feisty,Fk Yeh Sweater,,,,
2218,Tezzardz #2218,Yellow,Red,Freckles,Bone,,Disguise Glasses,Bent Tongue Feisty,Ghost Tee,Limited Spikes,,,
2219,Tezzardz #2219,Purple,Yellow,Heavy Freckles,Gold,$$$$,,Straight Tongue Feisty,Skulls Shell Suit,Red Spikes,,,
2220,Tezzardz #2220,Blue,Green,Freckles,,$,Disguise Glasses,Split Tongue Angry,Permanent Vacation Tee,Limited Spikes,,,
2221,Tezzardz #2221,Yellow,Purple,Bolt,Bone,$,Plain Specs,Green Tongue Wavy Sassy,Firework Utility Belt,Rainbow Spikes,,,
2222,Tezzardz #2222,Blue,Red,Heavy Freckles,,$$,,Split Tongue Pink Feisty,Fk Yeh Sweater,Green Spikes,,,
2223,Tezzardz #2223,Blue,Purple,Heavy Freckles,Bone,$,Dopey Swimming Goggles,Straight Tongue Sad,,Purple Spikes,,,
2224,Tezzardz #2224,Pink,Purple,Freckles,Bone,$,Tech Scope,Split Tongue Feisty,Silk Shirt Blue,Plain Black Spikes,,Green,
2225,Tezzardz #2225,Green,Yellow,Freckles,Bone,$,,Straight Tongue Sad,Patterned Sweater,,,,
2226,Tezzardz #2226,Pink,Yellow,Heavy Freckles,Bone,$$,Dopey Swimming Goggles,Split Tongue Angry,Biker,Backwards Cap Jungle,,,
2227,Tezzardz #2227,Peach,Purple,Heavy Bolt,,,,Straight Tongue Feisty,Fk Yeh Sweater,Red Spikes,,,
2228,Tezzardz #2228,Yellow,Red,Heavy Bolt,Gold,$,,Green Tongue Wavy Sassy,Patterned Sweater,Yellow Spikes,,Green,
2229,Tezzardz #2229,Blue,Green,Freckles,Bone,$$$,Hearts Shades,Straight Tongue Feisty,Space Onesie,Hunting Hat,,,
2230,Tezzardz #2230,Blue,Red,Bolt,Bone,$$,Cool Shades,Straight Tongue Sad,Shrine Onesie,Yellow Spikes,,,
2231,Tezzardz #2231,Yellow,Orange,Bolt,,,Cool Shades,Straight Tongue Sad,Skulls Shell Suit,Red Spikes,,,
2232,Tezzardz #2232,Purple,Yellow,Heavy Freckles,,$,Disguise Glasses,Straight Tongue Feisty,Rainbow Onesie,Backwards Cap,,,
2233,Tezzardz #2233,Pink,Red,Freckles,,,,Split Tongue Angry,Rainbow Onesie,Backwards Cap Jungle,,,
2234,Tezzardz #2234,Green,Green,Heavy,,$,,Split Tongue Pink Feisty,Silk Shirt Dark,Yellow Spikes,,,
2235,Tezzardz #2235,Peach,Orange,Heavy Bolt,Bone,$,Hearts Shades,Straight Tongue Sad,Ghost Tee,Purple Spikes,,,
2236,Tezzardz #2236,Pink,Purple,Bolt,,,Gold Leaf Eye Patch,Green Tongue Feisty,Tech Armour,Plain Black Spikes,,Pink,
2237,Tezzardz #2237,Green,Red,Freckles,Bone,$$,Hearts Shades,Straight Tongue Feisty,Ghost Tee,Sad Boi Cap,,,
2238,Tezzardz #2238,Green,Red,Freckles,Rainbow,$$$,Dopey Swimming Goggles,Straight Tongue Feisty,Pink Biker,Yellow Spikes,,,
2239,Tezzardz #2239,Peach,Orange,Bolt,Bone,,Bad Eyesight Reybannes,Green Tongue Wavy Sassy,Space Onesie,,,,
2240,Tezzardz #2240,Purple,Purple,Heavy,,$$$,,Dumb Tongue,Rainbow Onesie,Party Pal Hat,,,
2241,Tezzardz #2241,Peach,Orange,Heavy,Gold,$,,Tiny Face,Patterned Sweater,Sad Boi Cap,,Red,
2242,Tezzardz #2242,Pink,Red,Heavy Freckles,Rainbow,,Hearts Shades,Bent Tongue Feisty,Silk Shirt Dark,Backwards Cap Jungle,,,
2243,Tezzardz #2243,Purple,Purple,Bolt,Rainbow,$$,Joke Eyes Glasses,Bent Tongue Feisty,Silk Shirt Dark,Yellow Spikes,,Pink,
2244,Tezzardz #2244,Green,Yellow,Heavy Bolt,Gold,$$$,Flame Shades,Split Tongue Angry,Space Onesie,Sad Boi Cap,,,
2245,Tezzardz #2245,Purple,Yellow,Bolt,,$,Hearts Shades,Straight Tongue Sad,Patterned Tee,Backwards Cap Jungle,,,
2246,Tezzardz #2246,Green,Orange,Green,Bone,$$$,,Tiny Face,Silk Shirt Dark,Purple Spikes,,,
2247,Tezzardz #2247,Blue,Green,Orange,Rainbow,$$,Cool Shades,Straight Tongue Sad,Tech Armour,Backwards Cap Jungle,,,
2248,Tezzardz #2248,Pink,Green,Heavy,Bone,$$$,,Straight Tongue Feisty,Permanent Vacation Tee,Backwards Cap Flames,,,
2249,Tezzardz #2249,Peach,Yellow,Heavy Bolt,,,Joke Eyes Glasses,Straight Tongue Feisty,Tassle Jacket,Green Spikes,,,
2250,Tezzardz #2250,Blue,Yellow,Bolt,Gold,,,Green Tongue Wavy Sassy,Tassle Jacket,Green Spikes,,Pink,
2251,Tezzardz #2251,Purple,Orange,Heavy Bolt,Gold,$$,,Straight Tongue Feisty,Meditation Tee,Rainbow Spikes,,,
2252,Tezzardz #2252,Peach,Red,Heavy Freckles,Bone,$,,Green Tongue Feisty,Fkyencci Shirt,Sad Boi Cap,Scar,Pink,
2253,Tezzardz #2253,Blue,Purple,Bolt,,$,Cool Shades,Straight Tongue Feisty,Ghost Tee,Purple Spikes,,,
2254,Tezzardz #2254,Peach,Purple,Heavy Freckles,,$$,,Green Tongue Wavy Sassy,Pink Biker,Yellow Spikes,,,
2255,Tezzardz #2255,Yellow,Yellow,Freckles,Bone,$$,Plain Specs,Bent Tongue Feisty,Patterned Sweater,Purple Spikes,,,
2256,Tezzardz #2256,Green,Red,Bolt,Bone,$$,Hearts Shades,Straight Tongue Sad,Space Onesie,,,,
2257,Tezzardz #2257,Yellow,Yellow,Freckles,,$,,Straight Tongue Sad,Fk Yeh Sweater,Limited Spikes,,,
2258,Tezzardz #2258,Yellow,Red,Green,Gold,$,Flame Shades,Straight Tongue Sad,Ghost Tee,,,,
2259,Tezzardz #2259,Pink,Yellow,Heavy,Gold,$$$$,,Split Tongue Feisty,Meditation Tee,Yellow Spikes,,,
2260,Tezzardz #2260,Pink,Red,Heavy Bolt,Rainbow,$$,,Split Tongue Angry,Silk Shirt Dark,Plain Black Spikes,Scar,Pink,
2261,Tezzardz #2261,Purple,Purple,Freckles,,$,Dopey Swimming Goggles,Split Tongue Feisty,Ghost Tee,Backwards Cap Jungle,,,
2262,Tezzardz #2262,Blue,Green,Heavy Bolt,Rainbow,$$,,Straight Tongue Feisty,Meditation Tee,Sad Boi Cap,,,
2263,Tezzardz #2263,Purple,Purple,Heavy Bolt,,$,Hearts Shades,Green Tongue Wavy Sassy,Ghost Tee,Backwards Cap,Scar,,
2264,Tezzardz #2264,Peach,Red,Green,,$$$,Hearts Shades,Straight Tongue Feisty,Ghost Tee,,,,
2265,Tezzardz #2265,Peach,Green,Red,Gold,$$$$$,Disguise Glasses,Dumb Tongue,Skulls Shell Suit,Party Pal Hat,,,
2266,Tezzardz #2266,Peach,Purple,Freckles,,$$,Cool Shades,Green Tongue Feisty,Space Onesie,Jester Crown,,,
2267,Tezzardz #2267,Pink,Yellow,Orange,,$,Plain Specs,Straight Tongue Sad,Video Games Tee,Red Spikes,,,
2268,Tezzardz #2268,Purple,Red,Heavy Freckles,,$$,Cool Shades,Split Tongue Pink Feisty,Silk Shirt Dark,Fancy Hat,,,
2269,Tezzardz #2269,Green,Orange,Freckles,,$$$$,,Bent Tongue Feisty,Firework Utility Belt,Fancy Hat,Scar,,
2270,Tezzardz #2270,Blue,Red,Heavy,Bone,$$,,Tiny Face,Silk Shirt Blue,Plain Black Spikes,,,
2271,Tezzardz #2271,Pink,Purple,Red,,,Plain Specs,Split Tongue Angry,Ghost Tee,Limited Spikes,Scar,,
2272,Tezzardz #2272,Peach,Green,Bolt,Bone,$$,Disguise Glasses,Green Tongue Feisty,Fk Yeh Sweater,Yellow Spikes,,,
2273,Tezzardz #2273,Green,Orange,Heavy Bolt,Bone,$$$,Plain Specs,Bent Tongue Feisty,Rainbow Onesie,Yellow Spikes,,,
2274,Tezzardz #2274,Pink,Red,Heavy,,$$,Flame Shades,Straight Tongue Feisty,Video Games Tee,Yellow Spikes,,,
2275,Tezzardz #2275,Blue,Green,Freckles,Rainbow,$,Dopey Swimming Goggles,Split Tongue Angry,Silk Shirt Blue,Green Spikes,Scar,Red,
2276,Tezzardz #2276,Green,Red,Bolt,Bone,,Gold Leaf Eye Patch,Straight Tongue Feisty,Video Games Tee,Limited Spikes,,,
2277,Tezzardz #2277,Purple,Red,Heavy Freckles,,,Dopey Swimming Goggles,Straight Tongue Feisty,Space Onesie,Purple Spikes,,,
2278,Tezzardz #2278,Yellow,Red,Heavy Freckles,,$$,,Split Tongue Angry,Fk Yeh Sweater,Fancy Hat,,,
2279,Tezzardz #2279,Green,Purple,Freckles,,,Flame Shades,Split Tongue Feisty,Silk Shirt Blue,Purple Spikes,,,
2280,Tezzardz #2280,Green,Green,Bolt,Bone,$$$,,Straight Tongue Sad,Space Onesie,,,,
2281,Tezzardz #2281,Purple,White,Heavy Freckles,,$$$,Flame Shades,Straight Tongue Sad,Patterned Sweater,Limited Spikes,,,
2282,Tezzardz #2282,Purple,Red,Bolt,Bone,,,Bent Tongue Feisty,Tassle Jacket,Yellow Spikes,,,
2283,Tezzardz #2283,Green,Yellow,Heavy,,$,,Straight Tongue Feisty,Patterned Sweater,,,,
2284,Tezzardz #2284,Blue,Green,Bolt,Gold,,Tech Scope,Bent Tongue Feisty,Rainbow Onesie,Limited Spikes,,,
2285,Tezzardz #2285,Yellow,Yellow,Heavy,,$$,Hearts Shades,Green Tongue Wavy Sassy,Fk Yeh Sweater,Backwards Cap Flames,,,
2286,Tezzardz #2286,Pink,Orange,Freckles,Rainbow,$$$,Hearts Shades,Green Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,,,
2287,Tezzardz #2287,Peach,Green,Heavy,,$$,Cool Shades,Split Tongue Feisty,Tassle Jacket,Purple Spikes,,,
2288,Tezzardz #2288,Pink,Red,Freckles,,$$,Cool Shades,Straight Tongue Feisty,Fk Yeh Sweater,,,,
2289,Tezzardz #2289,Peach,White,Heavy Freckles,Bone,$,,Straight Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,,,
2290,Tezzardz #2290,Blue,Orange,Heavy,,$$$,Cool Shades,Green Tongue Feisty,Patterned Sweater,Backwards Cap Jungle,,,
2291,Tezzardz #2291,Pink,Orange,Freckles,Bone,,Flame Shades,Bent Tongue Feisty,Space Onesie,Backwards Cap,,,
2292,Tezzardz #2292,Pink,Orange,Bolt,,,Hearts Shades,Bent Tongue Feisty,Patterned Sweater,Plain Black Spikes,Scar,,
2293,Tezzardz #2293,Pink,Yellow,Heavy Freckles,Gold,$,,Straight Tongue Sad,Space Onesie,Oven,,,
2294,Tezzardz #2294,Purple,Green,Bolt,Bone,,Cool Shades,Bent Tongue Feisty,Meditation Tee,Green Spikes,,,
2295,Tezzardz #2295,Pink,Yellow,Bolt,,,Flame Shades,Green Tongue Wavy Sassy,Gardening Utility Belt,,,,
2296,Tezzardz #2296,Blue,Purple,Heavy,Bone,$,Dopey Swimming Goggles,Green Tongue Feisty,Patterned Sweater,Limited Spikes,,Green,
2297,Tezzardz #2297,Peach,Orange,Heavy,Bone,$,Monocle,Bent Tongue Feisty,Skulls Shell Suit,Fancy Hat,,,
2298,Tezzardz #2298,Purple,Purple,Heavy Freckles,,$$$$,,Green Tongue Wavy Sassy,Space Onesie,,,,
2299,Tezzardz #2299,Purple,Yellow,Orange,Bone,,Plain Specs,Straight Tongue Feisty,Space Onesie,Backwards Cap Jungle,Scar,,
2300,Tezzardz #2300,Peach,Purple,Bolt,,$$$,Gold Leaf Eye Patch,Split Tongue Angry,Patterned Tee,Plain Black Spikes,,,
2301,Tezzardz #2301,Green,Green,Bolt,Gold,$$$,Joke Eyes Glasses,Green Tongue Wavy Sassy,Patterned Sweater,Hunting Hat,,,
2302,Tezzardz #2302,Green,Purple,Bolt,Bone,$,Plain Specs,Straight Tongue Sad,Tassle Jacket,Red Spikes,,,
2303,Tezzardz #2303,Peach,Yellow,Heavy Freckles,Bone,$,,Split Tongue Pink Feisty,Patterned Sweater,Purple Spikes,,,
2304,Tezzardz #2304,Pink,Red,Heavy,Rainbow,$,Cool Shades,Straight Tongue Sad,Video Games Tee,Hunting Hat,,,
2305,Tezzardz #2305,Yellow,Orange,Heavy Bolt,Bone,$$$,,Split Tongue Feisty,Silk Shirt Blue,Backwards Cap,,,
2306,Tezzardz #2306,Blue,Orange,Heavy Freckles,,$,Dopey Swimming Goggles,Straight Tongue Sad,Silk Shirt Blue,Hunting Hat,Scar,Red,
2307,Tezzardz #2307,Green,Green,Bolt,,$,,Dumb Tongue,Space Onesie,Yellow Spikes,,,
2308,Tezzardz #2308,Blue,Yellow,Red,,$,Plain Specs,Straight Tongue Sad,Fk Yeh Sweater,Backwards Cap Jungle,,,
2309,Tezzardz #2309,Green,Red,Bolt,Rainbow,$$$$$,,Split Tongue Angry,Rainbow Onesie,Jester Crown,,,
2310,Tezzardz #2310,Yellow,Red,Heavy,Bone,$,,Straight Tongue Sad,Gardening Utility Belt,Backwards Cap Jungle,,,
2311,Tezzardz #2311,Green,Orange,Heavy Freckles,Bone,$$$,Hearts Shades,Straight Tongue Feisty,Silk Shirt Dark,Sad Boi Cap,,Pink,
2312,Tezzardz #2312,Yellow,Purple,Bolt,Bone,,,Green Tongue Wavy Sassy,Rainbow Onesie,Purple Spikes,Scar,,
2313,Tezzardz #2313,Peach,Purple,Heavy Freckles,,$,Cool Shades,Green Tongue Wavy Sassy,Shrine Onesie,Sad Boi Cap,Scar,,
2314,Tezzardz #2314,Yellow,Red,Freckles,Bone,$,,Straight Tongue Sad,Patterned Sweater,Red Spikes,,,
2315,Tezzardz #2315,Green,Red,Heavy Bolt,Bone,$$,Hearts Shades,Straight Tongue Feisty,Silk Shirt Dark,,,,
2316,Tezzardz #2316,Pink,Orange,Heavy,,,Flame Shades,Green Tongue Wavy Sassy,Space Onesie,Backwards Cap Jungle,,,
2317,Tezzardz #2317,Yellow,Orange,Freckles,,$$,Flame Shades,Split Tongue Pink Feisty,Tassle Jacket,Yellow Spikes,,Green,
2318,Tezzardz #2318,Blue,Orange,Heavy Freckles,,$$$$,,Straight Tongue Sad,Ghost Tee,Backwards Cap Flames,,,
2319,Tezzardz #2319,Peach,Yellow,Heavy Freckles,Bone,$$,Disguise Glasses,Green Tongue Wavy Sassy,Tassle Jacket,Backwards Cap Flames,,,
2320,Tezzardz #2320,Peach,Orange,Bolt,,$,Disguise Glasses,Blue Tongue Wavy Not Amused,Shrine Onesie,Backwards Cap Jungle,,,
2321,Tezzardz #2321,Green,Green,Bolt,,,Gold Leaf Eye Patch,Green Tongue Feisty,,Backwards Cap,Scar,,
2322,Tezzardz #2322,Purple,Green,Heavy,,$,Hearts Shades,Split Tongue Feisty,Patterned Sweater,,,,
2323,Tezzardz #2323,Purple,Green,Heavy Bolt,Bone,,Disguise Glasses,Straight Tongue Feisty,Ghost Tee,Plain Black Spikes,Scar,,
2324,Tezzardz #2324,Blue,Green,Freckles,,$$,Dopey Swimming Goggles,Straight Tongue Sad,Rainbow Onesie,Yellow Spikes,,,
2325,Tezzardz #2325,Pink,Green,Bolt,,$,Disguise Glasses,Straight Tongue Feisty,Rainbow Onesie,,,,
2326,Tezzardz #2326,Pink,Purple,Freckles,Bone,$,Tech Scope,Straight Tongue Sad,Patterned Tee,Yellow Spikes,,,
2327,Tezzardz #2327,Yellow,Green,Freckles,Bone,$,Gold Leaf Eye Patch,Straight Tongue Feisty,Patterned Sweater,Sad Boi Cap,,Pink,
2328,Tezzardz #2328,Purple,Orange,Freckles,,,Plain Specs,Split Tongue Feisty,Rainbow Onesie,Jester Crown,Scar,,
2329,Tezzardz #2329,Green,Yellow,Heavy,,$,,Dumb Tongue,Tassle Jacket,Plain Black Spikes,,,
2330,Tezzardz #2330,Green,Purple,Freckles,Rainbow,$,Monocle,Dumb Tongue,Pink Biker,Plain Black Spikes,,,
2331,Tezzardz #2331,Yellow,Green,Orange,,,,Green Tongue Feisty,,,,,
2332,Tezzardz #2332,Green,Purple,Heavy Bolt,Bone,$,Cool Shades,Straight Tongue Sad,Silk Shirt Dark,Plain Black Spikes,,,
2333,Tezzardz #2333,Green,Green,Freckles,,,Hearts Shades,Straight Tongue Feisty,Rainbow Onesie,Fancy Hat,,,
2334,Tezzardz #2334,Yellow,Orange,Freckles,,$,,Straight Tongue Sad,Meditation Tee,Sad Boi Cap,,,
2335,Tezzardz #2335,Purple,Yellow,Heavy,Rainbow,$,Tech Scope,Straight Tongue Sad,Tassle Jacket,Rare Frog Hat,,,
2336,Tezzardz #2336,Pink,Red,Purple,,$,,Split Tongue Feisty,Patterned Sweater,Green Spikes,,,
2337,Tezzardz #2337,Yellow,Green,Heavy Freckles,,,Plain Specs,Split Tongue Angry,Patterned Sweater,Purple Spikes,,,
2338,Tezzardz #2338,Peach,Green,Heavy Bolt,Bone,$$$$,Monocle,Split Tongue Angry,Space Onesie,Red Spikes,,,
2339,Tezzardz #2339,Purple,Purple,Bolt,,$$,Tech Scope,Split Tongue Angry,Rainbow Onesie,Red Spikes,,,
2340,Tezzardz #2340,Peach,Orange,Freckles,Rainbow,$,,Blue Tongue Wavy Not Amused,Ghost Tee,Green Spikes,,,
2341,Tezzardz #2341,Green,Yellow,Purple,Rainbow,$,Flame Shades,Split Tongue Feisty,Patterned Sweater,Plain Black Spikes,,,
2342,Tezzardz #2342,Blue,Purple,Heavy Freckles,Bone,$,Cool Shades,Straight Tongue Sad,,Plain Black Spikes,,,
2343,Tezzardz #2343,Yellow,Red,Freckles,Bone,$,,Green Tongue Wavy Sassy,Pink Biker,Plain Black Spikes,,,
2344,Tezzardz #2344,Green,White,Heavy Bolt,,$,,Straight Tongue Feisty,Fk Yeh Sweater,Balaclava,,,
2345,Tezzardz #2345,Peach,Orange,Heavy Freckles,Bone,$$,Plain Specs,Green Tongue Feisty,Fk Yeh Sweater,,,,
2346,Tezzardz #2346,Pink,Red,Freckles,,$,Cool Shades,Straight Tongue Feisty,Patterned Tee,Fancy Hat,Scar,,
2347,Tezzardz #2347,Pink,Red,Green,,$$$$$,,Split Tongue Feisty,Tassle Jacket,Plain Black Spikes,,,
2348,Tezzardz #2348,Purple,Orange,Heavy Bolt,,$,Disguise Glasses,Straight Tongue Sad,Tassle Jacket,Yellow Spikes,Scar,,
2349,Tezzardz #2349,Yellow,Purple,Heavy,,$,Cool Shades,Green Tongue Wavy Sassy,Ghost Tee,,,,
2350,Tezzardz #2350,Blue,Purple,Heavy Freckles,,$,Bad Eyesight Reybannes,Straight Tongue Feisty,Space Onesie,Yellow Spikes,,,
2351,Tezzardz #2351,Green,Purple,Freckles,Bone,$$,Plain Specs,Bent Tongue Feisty,Ghost Tee,Backwards Cap,,,
2352,Tezzardz #2352,Yellow,Orange,Heavy Freckles,,,Gold Leaf Eye Patch,Straight Tongue Sad,Ghost Tee,Backwards Cap Jungle,,,
2353,Tezzardz #2353,Pink,Orange,Bolt,Bone,$$,Gold Leaf Eye Patch,Straight Tongue Sad,Pink Biker,Rainbow Spikes,,Pink,
2354,Tezzardz #2354,Pink,Orange,Freckles,,$,Cool Shades,Split Tongue Feisty,Rainbow Onesie,,,,
2355,Tezzardz #2355,Yellow,Yellow,Heavy Bolt,,$,Tech Scope,Split Tongue Feisty,Ghost Tee,,,,
2356,Tezzardz #2356,Green,Green,Heavy,Bone,$$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Patterned Sweater,Jester Crown,,,
2357,Tezzardz #2357,Peach,Red,Heavy Freckles,Bone,$,,Split Tongue Feisty,Meditation Tee,Limited Spikes,,,
2358,Tezzardz #2358,Blue,Purple,Heavy Bolt,Rainbow,$,Tech Scope,Split Tongue Angry,Pink Biker,Backwards Cap,,Green,
2359,Tezzardz #2359,Purple,Yellow,Heavy Freckles,Rainbow,,Gold Leaf Eye Patch,Straight Tongue Feisty,Pool Shirt,Hunting Hat,,Pink,
2360,Tezzardz #2360,Yellow,Red,Heavy Freckles,Bone,$,Flame Shades,Split Tongue Feisty,Pink Biker,,,Pink,
