TOKEN_ID,TOKEN_NAME,BOSS,Background,Fur,Mask,Mouth,Eyes,Clothes,Hat,Tail
1590,Raccoon Mafia #1590,,Yellow,Black,Dark Brown,Calm,Suspicious,Striped Suit,Flat Gray,Chains
1591,Raccoon Mafia #1591,,Orange,Gray,Gray,Diamond,Eyeband,,Military Cap,
1592,Raccoon Mafia #1592,,Blue,Black,Dark Gray,Smile,Grumpy,Red Suspenders,Homburg,
1593,Raccoon Mafia #1593,,Green,Brown,Gray,Grin,Calm,Tuxedo,Derby,
1594,Raccoon Mafia #1594,,Blue,Gray,Black,Chilli,Square Glasses,Polo,Broad Brim,
1595,Raccoon Mafia #1595,,Blue,Brown,Dark Brown,Bitcoin,Bloodshot,Plaid Shirt,Press Hat,
1596,Raccoon Mafia #1596,,Red,Gray,Black,Cigarette,Angry,,Red Bandana,
1597,Raccoon Mafia #1597,,Red,Black Tattoo,Black,Cigarette,Disgruntled,Diamond Tie,,Chains
1598,Raccoon Mafia #1598,,Orange,White,Black,Bullet,Suspicious,Prison Uniform,Pilot Hat,Barbwire
1599,Raccoon Mafia #1599,,Orange,Brown,Gray,Diamond,Heterochromia,Red Suspenders,,
1600,Raccoon Mafia #1600,,Red,Brown,Black,Grillz,Angry,Black Coat,Robber,
1601,Raccoon Mafia #1601,,Yellow,Gray,Burgundy,Open,Round Glasses,,Beanie,Chains
1602,Raccoon Mafia #1602,,Purple,White,Gray,Match,Grumpy,,,Cards
1603,Raccoon Mafia #1603,,Orange,Brown,Dark Gray,Open,Suspicious,Torn T-shirt,Trilby,Vine
1604,Raccoon Mafia #1604,,Green,Brown,Dark Gray,Cigarette,Bored,Necklace,,Fire
1605,Raccoon Mafia #1605,,Orange,Black,Dark Gray,Calm,Red,Red Suspenders,,Cards
1606,Raccoon Mafia #1606,,Green,Dark Gray,Gray,Cigar,Squint,Short Sleeve Shirt,Flat Gray,Barbwire
1607,Raccoon Mafia #1607,,Orange,Dark Gray,Gray,Smile,Red,,Spiderweb,Barbwire
1608,Raccoon Mafia #1608,,Orange,Dark Gray,Dark Brown,Grin,Bored,Hawaiian,White Hat,
1609,Raccoon Mafia #1609,,Blue,Black,Dark Brown,Calm,Bored,,Derby,Cards
1610,Raccoon Mafia #1610,,Orange,Camel,Dark Gray,Bitcoin,Suspicious,Officer,Military Cap,Barbwire
1611,Raccoon Mafia #1611,,Yellow,Gray,Gray,Grin,Calm,Tuxedo,Fedora,
1612,Raccoon Mafia #1612,,Yellow,Brown,Black,Calm,Suspicious,Rose Gold Bow Tie,Trilby,
1613,Raccoon Mafia #1613,,Red,Wounded,Black,Cigar,Angry,,Flat Gray,Chains
1614,Raccoon Mafia #1614,,Red,Dark Gray,Dark Brown,Grenade,Square Sunglasses,Torn T-shirt,Pilot Hat,Barbwire
1615,Raccoon Mafia #1615,,Yellow,Camel,Dark Gray,Dagger,Bloodshot,Hawaiian,Derby,
1616,Raccoon Mafia #1616,,Red,Camel,Burgundy,Grenade,Angry,Plaid Shirt,Straw Hat,
1617,Raccoon Mafia #1617,,Purple,Gray,Black,Smile,Super Angry,Green Vest,,
1618,Raccoon Mafia #1618,,Red,White,Dark Gray,Chilli,Bored,Roses Shirt,,
1619,Raccoon Mafia #1619,,Red,Gray,Gray,Smile,Squint,Striped Suit,,
1620,Raccoon Mafia #1620,,Yellow,Dark Gray,Black,Smile,Calm,Velvet Vest,White With Blood,
1621,Raccoon Mafia #1621,,Yellow,Gray,Gray,Cigar,Steampunk Glasses,White Rose Shirt,White Hat,
1622,Raccoon Mafia #1622,,Green,Black,Black,Poison,Calm,Dollar Jacket,Borsalino,
1623,Raccoon Mafia #1623,,Purple,Camel,Dark Brown,Calm,Disgruntled,Dollar Jacket,,Vine
1624,Raccoon Mafia #1624,,Red,Gray,Gray,Calm,Disgruntled,,Panama,
1625,Raccoon Mafia #1625,,Purple,Brown,Dark Gray,Calm,Square Sunglasses,,Beanie,
1626,Raccoon Mafia #1626,,Green,Dark Gray,Ginger,Open,Calm,Gentleman,Panama,Cards
1627,Raccoon Mafia #1627,,Purple,Black,Dark Gray,Card,Bored,Diamond Tie,,
1628,Raccoon Mafia #1628,,Red,Black,Black,Smile,Bloodshot,Bandage,Flat Gray,
1629,Raccoon Mafia #1629,,Purple,Black,Dark Gray,Calm,Monocle,Green Vest,,Dynamite
1630,Raccoon Mafia #1630,,Red,Gray,Burgundy,Cigarette,Disgruntled,Black Coat,Homburg,Dynamite
1631,Raccoon Mafia #1631,,Yellow,Black,Dark Brown,Diamond,Bored,,Borsalino,Casino
1632,Raccoon Mafia #1632,,Purple,Camel,Gray,Calm,Square Sunglasses,,Fedora,
1633,Raccoon Mafia #1633,,Orange,Dark Gray,Gray,Grin,Monocle,Ammunition,,
1634,Raccoon Mafia #1634,,Orange,Brown,Gray,Match,Thin Sunglasses,Silver Scarf Coat,Homburg,
1635,Raccoon Mafia #1635,,Orange,Brown,Dark Gray,Calm,Eyeband,,Military Cap,
1636,Raccoon Mafia #1636,,Green,Camel,Ginger,Smile,Innocent,Leather Jacket,,
1637,Raccoon Mafia #1637,,Red,White,Dark Brown,Smile,Calm,,Homburg,
1638,Raccoon Mafia #1638,,Red,Black,Dark Gray,Smile,Golden Glasses,,Straw Hat,
1639,Raccoon Mafia #1639,,Orange,Gray,Black,Cigarette,Calm,,Western,
1640,Raccoon Mafia #1640,,Blue,Camel,Dark Brown,Calm,Calm,Red Suspenders,Cowboy,
1641,Raccoon Mafia #1641,,Red,Brown,Black,Bitcoin,Disgruntled,,Straw Hat,Thorns
1642,Raccoon Mafia #1642,,Blue,Wounded,Dark Gray,Calm,Calm,Gold Embroidery Jacket,Red Bandana,Chains
1643,Raccoon Mafia #1643,,Purple,Black,Burgundy,Smile,Grumpy,Dealer,Trilby,
1644,Raccoon Mafia #1644,,Green,Brown,Dark Gray,Dollar,Grumpy,Black Shirt,Arsonist,Thorns
1645,Raccoon Mafia #1645,,Purple,Wounded,Dark Gray,Calm,Eyeband,Striped Suit,Hoodlum,
1646,Raccoon Mafia #1646,,Yellow,Brown,Gray,Bitcoin,Square Sunglasses,,Broad Brim,Casino
1647,Raccoon Mafia #1647,,Blue,Camel,Dark Brown,Spaghetti,Bored,Black Shirt,Flat Black,Chains
1648,Raccoon Mafia #1648,,Purple,Wounded,Black,Cigarette,Calm,,,
1649,Raccoon Mafia #1649,,Green,Gray,Ginger,Open,Round Glasses,Silver Scarf Coat,,Chains
1650,Raccoon Mafia #1650,,Red,Wounded,Black,Match,Scar,Short Sleeve Shirt,Red Bandana,
1651,Raccoon Mafia #1651,,Red,Camel,Gray,Spaghetti,Square Sunglasses,Jersey,Beret,
1652,Raccoon Mafia #1652,,Yellow,Camel,Ginger,Calm,Red,Snakeskin Jacket,,Dynamite
1653,Raccoon Mafia #1653,,Blue,Camel,Ginger,Open,Squint,Black Coat,Fedora,
1654,Raccoon Mafia #1654,,Purple,Black Tattoo,Ginger,Chilli,Super Angry,Detective,Boss Hat,
1655,Raccoon Mafia #1655,,Yellow,Gray,Gray,Chilli,Bored,Necklace,,
1656,Raccoon Mafia #1656,,Purple,Wounded,Dark Brown,Calm,Angry,Robber,Borsalino,
1657,Raccoon Mafia #1657,,Blue,Brown,Dark Brown,Smile,Thin Sunglasses,Short Sleeve Shirt,Homburg,
1658,Raccoon Mafia #1658,,Purple,Camel,Black,Open,Grumpy,Plaid Shirt,,Barbwire
1659,Raccoon Mafia #1659,,Blue,Black,Dark Brown,Calm,Squint,Snakeskin Jacket,,
1660,Raccoon Mafia #1660,,Purple,Gray,Black,Open,Calm,,Borsalino,
1661,Raccoon Mafia #1661,,Purple,Black Tattoo,Gold,Card,Mad,Bitcoin Chain,Boss Hat,
1662,Raccoon Mafia #1662,,Green,Dark Gray,Dark Gray,Calm,Innocent,Robber,Flat Gray,Cards
1663,Raccoon Mafia #1663,,Orange,Dark Gray,Dark Brown,Calm,Squint,Hawaiian,Headband,
1664,Raccoon Mafia #1664,,Purple,Black,Dark Brown,Calm,Bloodshot,Green Vest,Cowboy,
1665,Raccoon Mafia #1665,,Red,White,Gray,Smile,Bored,Red Suspenders,Gold Embroidery,
1666,Raccoon Mafia #1666,,Yellow,Brown,Burgundy,Cigarette,Innocent,White Rose Shirt,Fedora,
1667,Raccoon Mafia #1667,,Yellow,Brown,Gray,Calm,Innocent,Khaki Shirt,Press Hat,
1668,Raccoon Mafia #1668,,Red,Black,Dark Gray,Chain,Scar,Plaid Shirt,Press Hat,Barbwire
1669,Raccoon Mafia #1669,,Purple,Gray,Dark Gray,Card,Bloodshot,Plaid Shirt,Headband,
1670,Raccoon Mafia #1670,,Green,Gray,Gray,Grin,Bored,Rat,,
1671,Raccoon Mafia #1671,,Yellow,Wounded,Ginger,Calm,Round Glasses,Green Vest,Military Cap,
1672,Raccoon Mafia #1672,,Blue,Wounded,Burgundy,Cigarette,Bored,Khaki Shirt,Press Hat,Barbwire
1673,Raccoon Mafia #1673,,Orange,Brown,Burgundy,Calm,Thin Sunglasses,,Robber,Thorns
1674,Raccoon Mafia #1674,,Blue,Wounded,Gray,Grin,Disgruntled,Prison Uniform,,
1675,Raccoon Mafia #1675,,Red,Black,Dark Brown,Smile,Thin Sunglasses,Priest,,Thorns
1676,Raccoon Mafia #1676,,Red,Dark Gray,Dark Gray,Cigarette,Red,Torn T-shirt,Flat Black,
1677,Raccoon Mafia #1677,,Yellow,Gray,Burgundy,Dagger,Grumpy,Tuxedo,Trilby,
1678,Raccoon Mafia #1678,,Blue,Dark Gray,Dark Gray,Open,Disgruntled,White Rose Shirt,Trilby,Fire
1679,Raccoon Mafia #1679,,Yellow,Black,Dark Gray,Smile,Disgruntled,Lizard,Dealer,Barbwire
1680,Raccoon Mafia #1680,,Red,Gray,Black,Calm,Calm,Short Sleeve Shirt,Beret,Thorns
1681,Raccoon Mafia #1681,,Yellow,Dark Gray,Ginger,Match,Bored,Khaki Shirt,Sombrero,Chains
1682,Raccoon Mafia #1682,,Green,Black,Dark Brown,Dagger,Angry,Robber,,Thorns
1683,Raccoon Mafia #1683,,Blue,Camel,Ginger,Open,Calm,Ammunition,Red Bandana,Thorns
1684,Raccoon Mafia #1684,,Orange,Black,Gold,Cigarette,Disgruntled,,Hoodlum,
1685,Raccoon Mafia #1685,,Blue,Dark Gray,Burgundy,Smile,Square Sunglasses,Snakeskin Jacket,,
1686,Raccoon Mafia #1686,,Purple,White,Ginger,Poison,Calm,Polo,Western,Barbwire
1687,Raccoon Mafia #1687,,Blue,Black,Gray,Grillz,Square Glasses,,Boss Hat,
1688,Raccoon Mafia #1688,,Orange,Dark Gray,Gray,Smile,Disgruntled,Short Sleeve Shirt,Trilby,
1689,Raccoon Mafia #1689,,Yellow,White,Gray,Smile,Square Glasses,Prison Uniform,Beanie,Chains
1690,Raccoon Mafia #1690,,Blue,Black,Black,Grin,Innocent,Priest,Homburg,Chains
1691,Raccoon Mafia #1691,,Green,Wounded,Black,Poison,Calm,Black Coat,Straw Hat,Cards
1692,Raccoon Mafia #1692,,Purple,Gray,Dark Brown,Cigarette,Round Glasses,Red Suspenders,Beret,
1693,Raccoon Mafia #1693,,Green,Black,Dark Brown,Bitcoin,Calm,Polo,,
1694,Raccoon Mafia #1694,,Purple,Gray,Dark Gray,Poison,Innocent,Gold Embroidery Jacket,Red Bandana,
1695,Raccoon Mafia #1695,,Orange,Dark Gray,Ginger,Grenade,Calm,Plaid Shirt,Skull Bandana,
1696,Raccoon Mafia #1696,,Orange,Brown,Black,Rose,Round Glasses,Ammunition,Borsalino,
1697,Raccoon Mafia #1697,,Purple,Brown,Dark Gray,Calm,Thin Sunglasses,Dealer,,
1698,Raccoon Mafia #1698,,Green,Brown,Dark Gray,Poison,Calm,Polo,Flat Black,Chains
1699,Raccoon Mafia #1699,,Red,Wounded,Gold,Cigarette,Squint,Killer,White With Blood,
1700,Raccoon Mafia #1700,,Yellow,Black,Dark Brown,Grin,Super Angry,Bathrobe,Fedora,Dynamite
1701,Raccoon Mafia #1701,,Blue,Black,Dark Gray,Smile,Angry,Robber,Skull Bandana,
1702,Raccoon Mafia #1702,,Red,Brown,Dark Gray,Smile,Squint,,Flat Gray,
1703,Raccoon Mafia #1703,,Purple,Camel,Gray,Chilli,Suspicious,Hawaiian,,
1704,Raccoon Mafia #1704,,Red,Dark Gray,Black,Dagger,Grumpy,,Flat Gray,
1705,Raccoon Mafia #1705,,Green,Dark Gray,Dark Gray,Cigarette,Bloodshot,,Beanie,
1706,Raccoon Mafia #1706,,Green,White,Gray,Calm,Grumpy,Priest,Homburg,Barbwire
1707,Raccoon Mafia #1707,,Purple,Wounded,Ginger,Match,Angry,Platinum Suit,,
1708,Raccoon Mafia #1708,,Yellow,Black,Black,Calm,Thin Sunglasses,,Beret,
1709,Raccoon Mafia #1709,,Blue,Black,Dark Gray,Calm,Thin Sunglasses,Officer,Headband,Thorns
1710,Raccoon Mafia #1710,,Yellow,Dark Gray,Silver,Chilli,Suspicious,Gentleman,,
1711,Raccoon Mafia #1711,,Blue,Brown,Ginger,Grin,Innocent,Roses Shirt,Flat Gray,
1712,Raccoon Mafia #1712,,Red,Gray,Black,Open,Bloodshot,Green Vest,,
1713,Raccoon Mafia #1713,,Purple,White,Dark Gray,Cigarette,Disgruntled,Necklace,Bandage,
1714,Raccoon Mafia #1714,,Yellow,Gray,Dark Brown,Bitcoin,Monocle,Bulletproof Vest,Derby,
1715,Raccoon Mafia #1715,,Purple,Wounded,Dark Brown,Smile,Suspicious,,Military Cap,Barbwire
1716,Raccoon Mafia #1716,,Blue,Dark Gray,Dark Brown,Dagger,Bored,,,
1717,Raccoon Mafia #1717,,Blue,Gray,Black,Smile,Grumpy,Leather Jacket,Beanie,
1718,Raccoon Mafia #1718,,Yellow,Gray,Burgundy,Smile,Red,,,Refined
1719,Raccoon Mafia #1719,,Yellow,Gray,Gray,Cigarette,Steampunk Glasses,Officer,Pilot Hat,Chains
1720,Raccoon Mafia #1720,,Yellow,Dark Gray,Dark Brown,Chilli,Heterochromia,Rose Gold Bow Tie,Headband,Cards
1721,Raccoon Mafia #1721,,Yellow,Dark Gray,Black,Smile,Square Glasses,Gold Embroidery Jacket,Derby,
1722,Raccoon Mafia #1722,,Yellow,Brown,Ginger,Match,Bored,,Bandage,
1723,Raccoon Mafia #1723,,Purple,Brown,Dark Brown,Calm,Bored,,,
1724,Raccoon Mafia #1724,,Blue,Camel,Ginger,Grin,Bloodshot,Officer,Borsalino,
1725,Raccoon Mafia #1725,,Purple,Black,Gray,Bitcoin,Bored,Red Suspenders,Derby,
1726,Raccoon Mafia #1726,,Orange,White,Ginger,Smile,Scar,Chains,,
1727,Raccoon Mafia #1727,,Yellow,Camel,Ginger,Cigarette,Round Glasses,Killer,Arsonist,Thorns
1728,Raccoon Mafia #1728,,Red,Black,Ginger,Diamond,Square Sunglasses,Khaki Shirt,Arsonist,Cards
1729,Raccoon Mafia #1729,,Green,White,Gray,Card,Suspicious,Ammunition,,
1730,Raccoon Mafia #1730,,Purple,Wounded,Ginger,Open,Thin Sunglasses,Plaid Shirt,Homburg,Dynamite
1731,Raccoon Mafia #1731,,Orange,Dark Gray,Dark Gray,Grin,Disgruntled,,,Dynamite
1732,Raccoon Mafia #1732,,Yellow,Camel,Gray,Open,Super Angry,Dealer,Headband,
1733,Raccoon Mafia #1733,,Orange,Black,Burgundy,Cigarette,Bored,Chains,Cowboy,
1734,Raccoon Mafia #1734,,Yellow,Black,Gold,Dagger,Bored,Khaki Shirt,Beanie,
1735,Raccoon Mafia #1735,,Orange,Dark Gray,Gray,Cigar,Red,Rose Gold Bow Tie,Derby,Diamond
1736,Raccoon Mafia #1736,,Red,Silver,Dark Gray,Dagger,Monocle,Dealer,Western,
1737,Raccoon Mafia #1737,,Yellow,Dark Gray,Black,Smile,Squint,Undershirt,Cowboy,Thorns
1738,Raccoon Mafia #1738,,Red,Camel,Dark Gray,Match,Calm,Gold Embroidery Jacket,,
1739,Raccoon Mafia #1739,,Green,Dark Gray,Dark Brown,Open,Thin Sunglasses,,Military Cap,Thorns
1740,Raccoon Mafia #1740,,Red,Dark Gray,Gray,Smile,Angry,,,
1741,Raccoon Mafia #1741,,Blue,Brown,Burgundy,Dagger,Bored,Polo,,Thorns
1742,Raccoon Mafia #1742,,Orange,Camel,Dark Brown,Grin,Square Sunglasses,,Military Cap,
1743,Raccoon Mafia #1743,,Blue,Dark Gray,Dark Brown,Grin,Calm,Short Sleeve Shirt,Flat Black,
1744,Raccoon Mafia #1744,,Green,Camel,Dark Gray,Grin,Suspicious,Red Suspenders,Beanie,
1745,Raccoon Mafia #1745,,Green,Wounded,Dark Gray,Smile,Angry,,Straw Hat,
1746,Raccoon Mafia #1746,,Yellow,Black,Black,Bullet,Steampunk Glasses,Gold Embroidery Jacket,Beanie,
1747,Raccoon Mafia #1747,,Green,Camel,Burgundy,Cigar,Grumpy,Necklace,,
1748,Raccoon Mafia #1748,,Green,Gray,Black,Grin,Grumpy,Prison Uniform,,
1749,Raccoon Mafia #1749,,Green,White,Black,Smile,Square Glasses,Torn T-shirt,,
1750,Raccoon Mafia #1750,,Green,Gray,Gray,Smile,Heterochromia,Black Coat,White Hat,
1751,Raccoon Mafia #1751,,Blue,Gray,Dark Gray,Poison,Calm,Velvet Vest,Borsalino,
1752,Raccoon Mafia #1752,,Orange,Gray,Burgundy,Smile,Red,Necklace,Cowboy,
1753,Raccoon Mafia #1753,,Purple,Black,Ginger,Smile,Disgruntled,Bathrobe,Flat Gray,
1754,Raccoon Mafia #1754,,Blue,Camel,Gray,Smile,Heterochromia,Undershirt,Fedora,
1755,Raccoon Mafia #1755,,Orange,Brown,Gray,Calm,Bored,Short Sleeve Shirt,Press Hat,Thorns
1756,Raccoon Mafia #1756,,Green,Camel,Gray,Cigarette,Grumpy,,Beanie,Barbwire
1757,Raccoon Mafia #1757,,Purple,Dark Gray,Gray,Cigarette,Angry,Diamond Tie,Fedora,Cards
1758,Raccoon Mafia #1758,,Blue,Black,Black,Chilli,Bored,Velvet Vest,Homburg,
1759,Raccoon Mafia #1759,,Yellow,Dark Gray,Gray,Cigarette,Square Glasses,Chains,Beret,
1760,Raccoon Mafia #1760,,Orange,Gray,Burgundy,Calm,Bored,Torn T-shirt,Beanie,
1761,Raccoon Mafia #1761,,Red,Wounded,Dark Gray,Open,Bored,Leather Jacket,Beanie,
1762,Raccoon Mafia #1762,,Red,Brown,Gray,Smile,Innocent,Dealer,,
1763,Raccoon Mafia #1763,,Yellow,White,Black,Poison,Angry,Short Sleeve Shirt,,
1764,Raccoon Mafia #1764,,Green,Black,Ginger,Spaghetti,Squint,Killer,Derby,
1765,Raccoon Mafia #1765,,Yellow,Silver,Gold,Calm,Scar,,Flat Gray,Vine
1766,Raccoon Mafia #1766,,Yellow,Gray,Black,Dagger,Bored,,Homburg,
1767,Raccoon Mafia #1767,,Green,Wounded,Burgundy,Smile,Calm,Roses Shirt,White Hat,Chains
1768,Raccoon Mafia #1768,,Green,Camel,Black,Bitcoin,Bored,Torn T-shirt,Hoodlum,Cards
1769,Raccoon Mafia #1769,,Purple,Wounded,Gray,Bitcoin,Thin Sunglasses,,Fedora,
1770,Raccoon Mafia #1770,,Blue,Black,Dark Brown,Cigarette,Squint,White Rose Shirt,Hoodlum,Chains
1771,Raccoon Mafia #1771,,Orange,White,Black,Diamond,Bored,Killer,Homburg,
1772,Raccoon Mafia #1772,,Green,Black,Gray,Chain,Square Sunglasses,Silver Scarf Coat,Derby,
1773,Raccoon Mafia #1773,,Blue,Dark Gray,Black,Grin,Square Sunglasses,Rose Gold Bow Tie,Borsalino,
1774,Raccoon Mafia #1774,,Red,White,Gray,Cigarette,Bored,Silver Scarf Coat,Gold Flower,
1775,Raccoon Mafia #1775,,Purple,Brown,Dark Brown,Spaghetti,Suspicious,Undershirt,Flat Gray,
1776,Raccoon Mafia #1776,,Yellow,Dark Gray,Black,Calm,Grumpy,Polo,Flat Gray,
1777,Raccoon Mafia #1777,,Green,Camel,Dark Gray,Match,Grumpy,Bulletproof Vest,Derby,
1778,Raccoon Mafia #1778,,Orange,Black,Burgundy,Diamond,Bored,,Beret,
1779,Raccoon Mafia #1779,,Green,Dark Gray,Dark Brown,Calm,Bloodshot,,Pilot Hat,
1780,Raccoon Mafia #1780,,Yellow,Wounded,Dark Gray,Open,Calm,,Fedora,
1781,Raccoon Mafia #1781,,Red,Brown,Dark Brown,Cigarette,Angry,Leather Jacket,White Hat,
1782,Raccoon Mafia #1782,,Yellow,Brown,Black,Chain,Squint,,Dealer,
1783,Raccoon Mafia #1783,,Yellow,Wounded,Black,Cigarette,Square Sunglasses,Bathrobe,Pilot Hat,Barbwire
1784,Raccoon Mafia #1784,,Purple,Brown,Burgundy,Grillz,Red,Velvet Vest,Flat Gray,
1785,Raccoon Mafia #1785,,Red,Brown,Dark Gray,Smile,Angry,Poncho,White With Blood,
1786,Raccoon Mafia #1786,,Purple,Dark Gray,Dark Gray,Calm,Grumpy,Officer,Flat Black,
1787,Raccoon Mafia #1787,,Orange,White,Gray,Cigar,Round Glasses,Rose Gold Bow Tie,Headband,Chains
1788,Raccoon Mafia #1788,,Purple,Gray,Burgundy,Open,Round Glasses,Ammunition,Trilby,
1789,Raccoon Mafia #1789,,Orange,Dark Gray,Black,Open,Calm,Hawaiian,Beret,
1790,Raccoon Mafia #1790,,Green,Gray,Gray,Open,Super Angry,Rose Gold Bow Tie,Broad Brim,
1791,Raccoon Mafia #1791,,Red,White,Ginger,Grenade,Bored,Dealer,Broad Brim,
1792,Raccoon Mafia #1792,,Yellow,Black,Burgundy,Smile,Bored,Khaki Shirt,Derby,
1793,Raccoon Mafia #1793,,Yellow,Camel,Gray,Smile,Bored,Lizard,,Thorns
1794,Raccoon Mafia #1794,,Blue,Gray,Burgundy,Chilli,Bored,,Bandage,Refined
1795,Raccoon Mafia #1795,,Purple,Gray,Black,Cigarette,Monocle,,,
1796,Raccoon Mafia #1796,,Yellow,Brown,Dark Brown,Calm,Thin Sunglasses,Leather Jacket,,
1797,Raccoon Mafia #1797,,Yellow,Brown,Black,Dagger,Square Sunglasses,Bandage,Arsonist,
1798,Raccoon Mafia #1798,,Blue,Dark Gray,Black,Dagger,Round Glasses,Jersey,,
1799,Raccoon Mafia #1799,,Yellow,Camel,Dark Brown,Calm,Bored,Jersey,,
1800,Raccoon Mafia #1800,,Purple,Dark Gray,Burgundy,Grin,Calm,Short Sleeve Shirt,,Chains
1801,Raccoon Mafia #1801,,Orange,Brown,Gray,Smile,Disgruntled,,Press Hat,
1802,Raccoon Mafia #1802,,Blue,Brown,Ginger,Calm,Golden Glasses,Black Shirt,Flat Gray,
1803,Raccoon Mafia #1803,,Yellow,Brown,Gray,Calm,Calm,Gold Embroidery Jacket,Homburg,
1804,Raccoon Mafia #1804,,Green,Camel,Burgundy,Calm,Red,Ammunition,,Dynamite
1805,Raccoon Mafia #1805,,Blue,Camel,Gray,Poison,Disgruntled,Red Suspenders,,Thorns
1806,Raccoon Mafia #1806,,Purple,Brown,Ginger,Smile,Monocle,Red Suspenders,Pilot Hat,Chains
1807,Raccoon Mafia #1807,,Blue,Dark Gray,Gold,Match,Mad,Khaki Shirt,Cowboy,
1808,Raccoon Mafia #1808,,Purple,White,Dark Gray,Grin,Innocent,Hawaiian,,Cards
1809,Raccoon Mafia #1809,,Red,Gray,Dark Brown,Bandana,Super Angry,Ammunition,,Chains
1810,Raccoon Mafia #1810,,Red,Brown,Gray,Grin,Innocent,Green Vest,Homburg,
1811,Raccoon Mafia #1811,,Purple,Brown,Black,Dagger,Grumpy,Green Vest,Flat Black,
1812,Raccoon Mafia #1812,,Green,Camel,Black,Chain,Suspicious,Polo,Hoodlum,Casino
1813,Raccoon Mafia #1813,,Green,Gray,Black,Smile,Calm,Rose Gold Bow Tie,Broad Brim,
1814,Raccoon Mafia #1814,,Yellow,Black,Black,Cigarette,Square Sunglasses,Red Suspenders,Homburg,
1815,Raccoon Mafia #1815,,Purple,Gray,Burgundy,Poison,Round Glasses,Leather Jacket,Hoodlum,
1816,Raccoon Mafia #1816,,Blue,Black,Burgundy,Open,Thin Sunglasses,Striped Suit,,
1817,Raccoon Mafia #1817,,Red,Wounded,Ginger,Bitcoin,Angry,,Derby,Chains
1818,Raccoon Mafia #1818,,Red,Gray,Gray,Grenade,Disgruntled,Roses Shirt,Homburg,
1819,Raccoon Mafia #1819,,Yellow,Gray,Dark Brown,Match,Calm,Dealer,Flat Black,
1820,Raccoon Mafia #1820,,Green,Brown,Gray,Match,Bored,Plaid Shirt,Red Bandana,Refined
1821,Raccoon Mafia #1821,,Red,Camel,Gray,Dagger,Red,Khaki Shirt,Straw Hat,Dynamite
1822,Raccoon Mafia #1822,,Blue,Black,Dark Gray,Calm,Disgruntled,Polo,Straw Hat,
1823,Raccoon Mafia #1823,,Red,White,Black,Smile,Suspicious,,,Thorns
1824,Raccoon Mafia #1824,,Yellow,Camel,Gray,Diamond,Eyeband,,Officer,Cards
1825,Raccoon Mafia #1825,,Purple,Wounded,Dark Gray,Cigarette,Scar,Short Sleeve Shirt,Panama,Casino
1826,Raccoon Mafia #1826,,Blue,Black Tattoo,Ginger,Calm,Square Glasses,Undershirt,Headband,Fire
1827,Raccoon Mafia #1827,,Purple,White,Ginger,Grin,Bloodshot,Ammunition,Gold Embroidery,Thorns
1828,Raccoon Mafia #1828,,Blue,Brown,Ginger,Bitcoin,Angry,Bathrobe,Gold Embroidery,Dynamite
1829,Raccoon Mafia #1829,,Blue,Wounded,Gray,Grin,Angry,Short Sleeve Shirt,Dealer,Thorns
1830,Raccoon Mafia #1830,,Orange,White,Gray,Chilli,Super Angry,Golden Shirt,Gold Flower,Casino
1831,Raccoon Mafia #1831,,Green,Black,Gray,Bitcoin,Suspicious,,Trilby,Fire
1832,Raccoon Mafia #1832,,Orange,Brown,Dark Gray,Dagger,Bloodshot,Ammunition,Military Cap,
1833,Raccoon Mafia #1833,,Green,White,Dark Gray,Open,Angry,,,
1834,Raccoon Mafia #1834,,Purple,Gray,Black,Smile,Angry,Striped Suit,Pilot Hat,
1835,Raccoon Mafia #1835,,Purple,Gray,Dark Gray,Calm,Eyeband,Short Sleeve Shirt,,Barbwire
1836,Raccoon Mafia #1836,,Red,Brown,Dark Gray,Smile,Calm,Jersey,Broad Brim,Cards
1837,Raccoon Mafia #1837,,Red,Camel,Ginger,Grin,Scar,Undershirt,,
1838,Raccoon Mafia #1838,,Purple,Gray,Black,Smile,Steampunk Glasses,,,
1839,Raccoon Mafia #1839,,Red,Dark Gray,Dark Gray,Diamond,Red,Velvet Vest,Borsalino,
1840,Raccoon Mafia #1840,,Purple,Camel,Black,Card,Square Glasses,,Straw Hat,
1841,Raccoon Mafia #1841,,Orange,Brown,Black,Grin,Super Angry,Lizard,Flat Gray,
1842,Raccoon Mafia #1842,,Green,Brown,Dark Brown,Cigarette,Innocent,Tuxedo,Straw Hat,
1843,Raccoon Mafia #1843,,Green,Dark Gray,Ginger,Smile,Super Angry,Bulletproof Vest,Homburg,Cards
1844,Raccoon Mafia #1844,,Green,Gray,Dark Gray,Grin,Calm,,Fedora,
1845,Raccoon Mafia #1845,,Blue,Brown,Black,Smile,Squint,Priest,Beanie,
1846,Raccoon Mafia #1846,,Orange,Wounded,Gray,Grin,Monocle,,Skull Bandana,Dynamite
1847,Raccoon Mafia #1847,,Green,Dark Gray,Black,Bitcoin,Bored,Undershirt,Fedora,
1848,Raccoon Mafia #1848,,Red,Gray,Gray,Cigarette,Calm,Red Suspenders,,Diamond
1849,Raccoon Mafia #1849,,Green,Dark Gray,Dark Gray,Chilli,Squint,Black Coat,Trilby,Vine
1850,Raccoon Mafia #1850,,Green,White,Dark Gray,Chilli,Bored,,Beret,
