TOKEN_ID,TOKEN_NAME,TOKEN_ADDRESS,Background,Base Model,Desk,Monitor 1,Monitor 2,Monitor 3,Mouth,Hoodie,Favorite Programming Language
3823,Shadowy Super Coder #3823,5eqes9fYpdAf4BpQxb96HJ22JuonEUpev9ayaWk7KYtJ,Red,Tan,Bronze Metal,Hacked,Glitch Two,Glitch One,Red Smirk,Unmasked Squid Game Hacker,Java
2881,Shadowy Super Coder #2881,CSeNLZY9r5NBbQGgFknjogf6jiPfnRsPBNPLZTCpHb62,Gold,Tan,Bronze Metal,Glitch Two,Sillylittledao,Scoopshop,Purple Smirk,Captain America Hacker,Fortran
7558,Shadowy Super Coder #7558,8C2WLHg4jDa4KgjYz4dvXPZnhmRwVKG5qpYMDXs8mwWk,Gold,Chestnut,Silver Metal,Access Granted,Matrix,Hacked,Red Smirk,Tech Hacker,Python
7774,Shadowy Super Coder #7774,7Gf9QfaaXm7RHu4TLD82gCDhj7r3xuH5pDFTrV6snK1a,Noire,Chestnut,Purple Metal,Trading White,Cryptonary,Trading Dark,Red Smirk,Cat-Ear Hacker,Rust
7511,Shadowy Super Coder #7511,MQ14oBH5JuBkLn265D1A8Bts8X6hEFWeW32BKBPksPo,Green,Natural,Red Metal,Trading White,Trading Dark,Aurory Logo,Pink Smile,Squid Game Hacker,C++
12,Shadowy Super Coder #12,8dqTVbt66nXuQQuCvhi9Uv1tgSSiwYKC9mEge1LBe63f,Green,Chestnut,Purple Metal,Linux,Linux,Trading Dark,Pink Smile,Cat-Ear Hacker,C++
5354,Shadowy Super Coder #5354,6KSmCDuMXwwoTZtRcmHHSBsyhdXndqD5EDS8adYzeeGv,Magenta,Natural,Red Metal,Trading Dark,Wumbo,Matrix,Red Smile,Tech Hacker,C
1402,Shadowy Super Coder #1402,DDLzyprgpDU5rKNw4QfuxF2XbGmevepbEzu9TgwDSDWZ,Light-Orange,Natural,Silver Metal,Surveillance Blue,Trading Dark,Matrix,Purple Smirk,Dragon Hacker,Fortran
6361,Shadowy Super Coder #6361,AXVFHtmWEJcWQS72gaRcp8V5XpiBH7fP8CrSQjYp7Yj3,Green,Tan,Purple Metal,Glitch One,LIQ,Glitch Two,Purple Smirk,Shadowy Hacker,Python
4379,Shadowy Super Coder #4379,8dzp6ath2WEGq5X1R4qYfG3sabhvSgzAF5AtzFWbH8b4,Light-Yellow,Natural,Silver Metal,Surveillance Blue,Matrix,Glitch One,Red Smile,Cat-Ear Hacker,C++
7645,Shadowy Super Coder #7645,24VpNSoNEKVQbDuvLgCLgwLwWLRhCZpZH4DF2u5NYRXM,Magenta,Tan,Silver Metal,Trading Dark,Matrix,Thugbirdz DAO,Purple Smile,Punk Hacker,Rust
1050,Shadowy Super Coder #1050,Gco3KRZ2KbZB6LFoa3hgeGN85UFEWQ3CDnteg2fXJiBz,Pink,Natural,Bronze Metal,Matrix,Hacked,Jet Protocol,Purple Smile,Monke Hacker,C#
957,Shadowy Super Coder #957,C25PEQFW4kQyRWkz9bspVT3iq8cG91zJRMmTtJ66zEmT,Dark-Red,Tan,Silver Metal,Surveillance Blue,Access Granted,Access Granted,Pink Smile,Shark Hacker,Python
7429,Shadowy Super Coder #7429,H2w4qMqwUwxDzQCAVVNh43zZFjtgfd95XzcUQAzSZhVT,Noire,Chestnut,Silver Metal,Access Granted,Glitch One,Hacked,Pink Smirk,Squid Game Hacker,C
5715,Shadowy Super Coder #5715,F3HK2TvLtdYU6DPBgYZG6MEMhS1avyvXn6jRTmqED6q7,Green,Pale,Bronze Metal,Linux,Linux,Star Atlas,Purple Smile,Sci-Fi Hacker,R
2054,Shadowy Super Coder #2054,5hzrx9zPLmCLRjnaw7Mph4rvUdDth3BGXoR8KRKGeK6Y,Red,Tan,Red Metal,Solfarm,Linux,Glitch One,Red Smile,Cat-Ear Hacker,Objective-C
6031,Shadowy Super Coder #6031,C1Pv37TJKwFwZUFdkxnCbWv8VNEzfixUmzjpzkRcyAPk,Light-Yellow,Chestnut,Purple Metal,Hacked,Wumbo,GenesysGo,Red Smile,Squid Game Hacker,Fortran
8121,Shadowy Super Coder #8121,Ed8HA7EY1w8zQKFv7CmXV2kaUzXNVzqfCpTPv3gd9AH9,Gold,Pale,Bronze Metal,Pengulice,Digitaleyes,Access Granted,Red Smile,Neon Solana Hacker,Rust
5401,Shadowy Super Coder #5401,HLVBqGBeBW2zDsUJBsyNTXkqmNn5fe2RUmpz2X6QKVfQ,Green,Natural,Red Metal,Drift,Solana Valley,Trading Dark,Purple Smirk,Unmasked Squid Game Hacker,R
7859,Shadowy Super Coder #7859,GKsP5Co5N79vAkJL748wgW7PdEmb3pG7jQTm3QP8QS84,Pink,Natural,Silver Metal,Trading White,Hacked,Drift,Purple Smile,Monke Hacker,Python
9486,Shadowy Super Coder #9486,5rzcRmH1KcdUJrjkhccAhgzxoLNEN1cPrDa6Pb6xcbVZ,Light-Blue,Pale,Purple Metal,Trading White,Frank,Glitch One,Purple Smile,Sci-Fi Hacker,JavaScript
432,Shadowy Super Coder #432,GPGexUMMqoAAvCiVQQBLWXet5AuqApCzPaNaEvuidcYy,Light-Orange,Tan,Silver Metal,Surveillance Blue,Access Granted,Linux,Purple Smirk,Punk Hacker,Python
649,Shadowy Super Coder #649,8gqNw41mjrLmfco3j9pqEPg4ThLWnxojiXDp2N1sen2J,Gold,Natural,Bronze Metal,Surveillance Blue,Solfarm,Linux,Purple Smirk,Neon Solana Hacker,Fortran
9344,Shadowy Super Coder #9344,Ak6vSpPU9LyhL8LsE1n6c9LZ8jQ796wF1sjxsrWeDtLP,Dark-Red,Natural,Bronze Metal,Access Granted,Glitch Two,Glitch Two,Pink Smile,Tech Hacker,Go
5282,Shadowy Super Coder #5282,ZgjVqPZfJCEc3FfSFxqZpAo2BYEUgnh1bWLrRt86ojm,Pink,Pale,Purple Metal,Glitch Two,Access Granted,Linux,Red Smile,Monke Hacker,Solidity
3954,Shadowy Super Coder #3954,GNEr8pigcPfektUyUtBJ7iYknbTp7UM5eNQDgrrGWawH,Red,Tan,Purple Metal,Surveillance Blue,Ninja,Matrix,Red Smirk,Captain America Hacker,Objective-C
8146,Shadowy Super Coder #8146,3FSDg9ygR4GgdsiFyhsribt2rMq1FBYE1BMQ4MXxPkUy,Magenta,Natural,Silver Metal,Access Granted,Linux,Linux,Pink Smile,Squid Game Hacker,Go
4755,Shadowy Super Coder #4755,4onFjoSsGTzkV2Q7MUqm9tkaZFcGiLsjwnuZ8RqYT8ow,Gold,Tan,Silver Metal,Hacked,Matrix,Aurory Logo,Red Smile,Shadowy Hacker,C++
8353,Shadowy Super Coder #8353,7Ay1n3hprD1cd864c8nfyWorUnPPWbF3Ep35191iibsw,Violet,Tan,Red Metal,Glitch Two,Trading Dark,Linux,Red Smile,Monke Hacker,C
8720,Shadowy Super Coder #8720,E5FqkkVYseCQNyFSseNGpQLnW25jXfsutaV297UGY8it,Pink,Chestnut,Purple Metal,Surveillance Blue,Fabric,Trading Dark,Red Smirk,Cat-Ear Hacker,C#
2067,Shadowy Super Coder #2067,Bq793aNiDE2HkgfbKJK4EePhWozR8LC4VYNNCNn86ria,Pink,Tan,Silver Metal,Matrix,Access Granted,Trading Dark,Pink Smirk,Monke Hacker,C#
7188,Shadowy Super Coder #7188,52FFw6i6RjkaXfXNYQvVg8htxxnEHE3GnFA2s7xfDMWv,Light-Orange,Pale,Purple Metal,Surveillance Blue,Access Granted,Glitch Two,Purple Smirk,Shadowy Hacker,C#
105,Shadowy Super Coder #105,75PGDrm49NjtsEEXNdvSdnKoi5kEQUu3UCJsff4SiSBw,Light-Blue,Chestnut,Purple Metal,Glitch One,Linux,Wumbo,Pink Smirk,Monke Hacker,C++
7115,Shadowy Super Coder #7115,DbxaskPaoC9VvRm3jy9Gd6jBVsGymGhVNmEZTuPPd1bN,Red,Natural,Bronze Metal,Matrix,Trading Dark,Trading Dark,Purple Smirk,Dragon Hacker,C
6492,Shadowy Super Coder #6492,nAdQwzg2p3P3ihf7znHQ2s7Py7zckSmY9iokTwcKYRN,Dark-Red,Tan,Red Metal,Access Granted,Trading Dark,Glitch Two,Pink Smile,Captain America Hacker,R
837,Shadowy Super Coder #837,9Pyq96e6QYQuNH9rZ9Cd2ucAupzeCC5FTELM5CssoBUi,Noire,Chestnut,Red Metal,Glitch Two,Fabricpunk,Solmane,Red Smirk,Captain America Hacker,C#
3383,Shadowy Super Coder #3383,F69is2SEhgm5R8ztBNAy8YJC7LbmiNMq3MpXrCg7FVEM,Light-Orange,Chestnut,Bronze Metal,Surveillance Blue,Trading Dark,Trading Dark,Pink Smile,Tech Hacker,C++
6013,Shadowy Super Coder #6013,ESUSH34UVsN2DxbCgKdbow14e1z1LhY83CLRCTQdYqFA,Light-Orange,Tan,Red Metal,Matrix,Hacked,Glitch One,Purple Smile,Captain America Hacker,C++
8291,Shadowy Super Coder #8291,9Ak77UoDGAGyWMSBmY98EHWupB4kEHABSYPX6wVLKVRt,Light-Orange,Chestnut,Purple Metal,Hacked,Glitch Two,Glitch One,Purple Smirk,Dragon Hacker,C
2094,Shadowy Super Coder #2094,58YZwx3JTxAduMT7Ycm354rftbH8Uiwbuc2PtcvSagpC,Light-Blue,Chestnut,Red Metal,Glitch One,Glitch One,Access Granted,Red Smile,Unmasked Squid Game Hacker,JavaScript
3535,Shadowy Super Coder #3535,9qwkXKhwjroCvHoP8D92K7zLGuHsg1rCmnUkTuHbhSJZ,Light-Yellow,Tan,Red Metal,Glitch Two,Hacked,Glitch Two,Red Smirk,Tron Hacker,Fortran
8648,Shadowy Super Coder #8648,HhW1qssHWwqZxvMme4qbLcRBbPkBE9p46VdedMYjBbGM,Light-Yellow,Tan,Purple Metal,Access Granted,Glitch Two,Steven,Pink Smirk,Cat-Ear Hacker,Java
3816,Shadowy Super Coder #3816,EvYx29F19fchNdq723x9AXvrv7tZMJECWu6HjGKHBTAV,Violet,Natural,Bronze Metal,WAIFU DAO,WAIFU DAO,WAIFU DAO,Pink Smirk,Squid Game Hacker,C++
6008,Shadowy Super Coder #6008,7cddUSX8satFrhYkCJV9SsUFG4toTiXuyXTxRWPyDZCb,Light-Blue,Natural,Silver Metal,Linux,Trading Dark,Glitch One,Red Smile,Shark Hacker,R
5375,Shadowy Super Coder #5375,6hZiE8PfVBpBKPDbzMzsGRyDZe8S8Rab1P7DAzeXqb94,Red,Pale,Purple Metal,Trading Dark,Ninja,Glitch One,Red Smile,Sci-Fi Hacker,Swift
9354,Shadowy Super Coder #9354,5TnVpWXnCPSsAGMe3Vp139TjeoMTBCENgoqwnuWLJuhH,Gold,Tan,Silver Metal,Red Panda Squad,Red Panda Squad,Red Panda Squad,Red Smile,Sci-Fi Hacker,C#
6432,Shadowy Super Coder #6432,F8c6ZBhDDEZoGfMYhvgS4oQC6oKhrydUWj1JPocHqt1F,Gold,Natural,Silver Metal,Access Granted,Access Granted,Hacked,Pink Smirk,Cat-Ear Hacker,Solidity
2357,Shadowy Super Coder #2357,87dxbRWX7K7WrYzvtj5W98Fq8STagiXHxaYtFbjYDdfy,Violet,Chestnut,Red Metal,Trading Dark,Linux,Serum,Red Smile,Tech Hacker,Python
2756,Shadowy Super Coder #2756,7mgVSqKMvGXcC6ncwZ4kUAojkKjrMhgUb1hk527hNbDX,Light-Yellow,Natural,Purple Metal,Linux,Access Granted,Solflare,Pink Smirk,Sci-Fi Hacker,Solidity
1848,Shadowy Super Coder #1848,CSzgsQ5ZNXzwGY71aYuiZnUhn4c9eFkhnhQJDqXBKFR6,Light-Yellow,Chestnut,Purple Metal,Glitch One,Hacked,Hacked,Red Smile,Cat-Ear Hacker,C++
8754,Shadowy Super Coder #8754,DfucXSsLkRyrcp8BFnp3DWhdMU6zPS6CAaHakrStyUEc,Noire,Tan,Bronze Metal,Trading White,Access Granted,Solsea,Purple Smirk,Captain America Hacker,C
6630,Shadowy Super Coder #6630,GYkhV4U6b6NGFhuQTbQeafD6D5sJ63raMxe3WPEAqisr,Magenta,Tan,Purple Metal,Glitch One,Access Granted,Solflare,Purple Smirk,Shadowy Hacker,R
6012,Shadowy Super Coder #6012,6oBoBrYts92HDNaPnGByFNa3dXe1h5dKgoVNegi9ab2x,Violet,Chestnut,Bronze Metal,Digitaleyes,Access Granted,Access Granted,Red Smirk,Monke Hacker,Swift
6744,Shadowy Super Coder #6744,9TXArKeD98nrKrpno5VDYPYNpZksx3whz14bvX5g4rjH,Green,Natural,Purple Metal,Surveillance Blue,Glitch One,Glitch Two,Purple Smirk,Cat-Ear Hacker,C#
6539,Shadowy Super Coder #6539,4ZpTLR9uMwrcLYPPzS44UAW4Zo85MbCFJiDXStu8Gdw6,Green,Natural,Bronze Metal,Access Granted,Access Granted,Linux,Red Smirk,Captain America Hacker,Fortran
5861,Shadowy Super Coder #5861,2KiohymQgQqeVAh1bfdN6h51PTWrJnwrdznvfhA1ihoW,Noire,Tan,Bronze Metal,Linux,Glitch Two,Glitch One,Pink Smile,Cat-Ear Hacker,JavaScript
3218,Shadowy Super Coder #3218,3Tv4J9ABDgaByAyVjNmij64KzxKsQqETVLP1MwfFJT8h,Pink,Tan,Silver Metal,Trading Dark,Glitch One,Glitch Two,Pink Smile,Unmasked Squid Game Hacker,Swift
8862,Shadowy Super Coder #8862,8snT66f3z5Vxb6oGpt2wq5dB7XyAkkKXMHM3XMYsLo5X,Light-Orange,Pale,Bronze Metal,Linux,Linux,Cryptonary,Purple Smirk,Captain America Hacker,C
8176,Shadowy Super Coder #8176,9W81iD2AUfe3vkm57sjdk7GWhTPnRfHoKw91qurDmHLh,Light-Yellow,Pale,Silver Metal,Access Granted,Access Granted,Glitch One,Purple Smirk,Shark Hacker,C
3936,Shadowy Super Coder #3936,85GzY9hvutWjKYsMorcuF68QPotA2KoYYo9T2rXyYrWz,Magenta,Chestnut,Bronze Metal,Trading Dark,Access Granted,Glitch Two,Red Smile,Sci-Fi Hacker,C
3126,Shadowy Super Coder #3126,AAdXyh16GBqTigSUieXVyhUpr7gn9jsnzWnrJLJQ9yMK,Magenta,Chestnut,Silver Metal,Glitch Two,Linux,Glitch Two,Purple Smile,Cat-Ear Hacker,C#
9771,Shadowy Super Coder #9771,vbr7uNpyQ2HP6sf9RYXgR6eKEWdteyyXJRhLaxYB6cL,Pink,Tan,Bronze Metal,Surveillance Blue,Matrix,Tungstencube,Purple Smile,Cat-Ear Hacker,Swift
6765,Shadowy Super Coder #6765,Hd3VN7NxaXoX1o9eJFTXbx3QSqHq48yfugXSRpQGp8iB,Red,Tan,Purple Metal,Surveillance Blue,Dialect,Access Granted,Pink Smirk,Monke Hacker,C#
374,Shadowy Super Coder #374,CiSZWJbGC7eNpdJuYzAf9wzygk6DXHxNuAw3GFawBCsb,Violet,Natural,Red Metal,Surveillance Blue,Glitch Two,Glitch One,Purple Smirk,Shark Hacker,Fortran
381,Shadowy Super Coder #381,BVqNjEt11AZBdvtkwT2gczRqW9PaeqATFF5ee7xX5X5T,Dark-Red,Natural,Bronze Metal,Access Granted,Boring,Solfarm,Red Smile,Shadowy Hacker,JavaScript
2266,Shadowy Super Coder #2266,9f9hz3hod65we4zZoHzpneV3DkcdNqhAQsePChzUn4wV,Dark-Red,Pale,Bronze Metal,Glitch One,Trading Dark,Marginfi,Pink Smile,Punk Hacker,R
2289,Shadowy Super Coder #2289,9prQemapjhpgDoYbQjeZ2xt3MovAvWEecGZME3Mj6Bkz,Noire,Tan,Bronze Metal,Linux,Sillylittledao,Matrix,Purple Smirk,Monke Hacker,C#
914,Shadowy Super Coder #914,GUUcLiWVts7SUrvEpzKqg2LGq3KQawSuJs9B1gPTHuqA,Gold,Natural,Silver Metal,Matrix,Hacked,Solend,Red Smirk,Tron Hacker,JavaScript
762,Shadowy Super Coder #762,7tLwK5GF5QZnSSeaeHsHiyEhQUZAJfRG1QzzkMZsmbix,Light-Yellow,Pale,Silver Metal,Access Granted,Access Granted,Jet Protocol,Red Smile,Sci-Fi Hacker,Go
8231,Shadowy Super Coder #8231,ASKNYfjqD7dZx8sGJezdbhnm7yjST2CYfQzpDeHCU8Ta,Violet,Chestnut,Purple Metal,Glitch One,Glitch One,WAIFU DAO,Pink Smirk,Squid Game Hacker,C
6406,Shadowy Super Coder #6406,5BunAecJ4bN2VDTUhuLgovF7mKqCJ58zbNzkEFWngVHS,Light-Orange,Natural,Bronze Metal,Trading White,Glitch Two,Glitch Two,Purple Smirk,Shark Hacker,C
1459,Shadowy Super Coder #1459,BGQTSKDfRLztprgEah9G6kp3Z9pPjwmdm9m9kJmLMqdi,Green,Natural,Bronze Metal,Fabric,Aurory,Access Granted,Purple Smirk,Tech Hacker,C++
4334,Shadowy Super Coder #4334,C9i6DT4gGmW1f1v3Vo6YNdBaCYDYP564C55S8BYXtPk7,Dark-Red,Natural,Silver Metal,Matrix,Edgar,Defi Land Sign In,Pink Smirk,Punk Hacker,Python
7109,Shadowy Super Coder #7109,HdY1mBEbsVrbAQW7G89En7D6ZMZABz72EXGJijnJsKGV,Light-Yellow,Pale,Red Metal,Glitch Two,Psyoptions,Solfarm,Red Smile,Monke Hacker,JavaScript
648,Shadowy Super Coder #648,3ThurAGw3uVUrjwCmhQw5dbp8N1XvfreZLVxZWjz8Gve,Noire,Chestnut,Bronze Metal,Trading Dark,Solend,Solsea,Red Smile,Unmasked Squid Game Hacker,Rust
6511,Shadowy Super Coder #6511,GRT2vNNxiZhAGUi6NSf2yufRKss2CWQozwFTsRwVF2g2,Violet,Chestnut,Silver Metal,Matrix,Hacked,Access Granted,Red Smirk,Tech Hacker,Rust
9541,Shadowy Super Coder #9541,E8SxSYwx3fMNM1weamDT5b8LdSs1AJWcPVaHdUTq1wnr,Red,Tan,Silver Metal,Trading White,Solflare,Glitch Two,Red Smirk,Unmasked Squid Game Hacker,Objective-C
7116,Shadowy Super Coder #7116,AdxN46BtRLGWFHLjozRfoEnn4wsVxX4D3MvA2Wyfo5LH,Red,Chestnut,Purple Metal,Linux,Matrix,Aurory Logo,Purple Smile,Punk Hacker,Rust
9043,Shadowy Super Coder #9043,Dy6FYYMtcZ8D45fGsMukHDy8xzbKLsJuut2LXfTJ3FzY,Gold,Chestnut,Purple Metal,SGF,Matrix,Linux,Purple Smile,Tron Hacker,Objective-C
9406,Shadowy Super Coder #9406,J6U3udErgyBKYGugT7vy8qShhDiFhFkBjK7ugEqi9yv9,Pink,Chestnut,Red Metal,Access Granted,Access Granted,Matrix,Pink Smirk,Sci-Fi Hacker,Swift
5262,Shadowy Super Coder #5262,HfDkAMxSER5PXYiWSeGVSZpWdgYp3F88nsvMEHn1JGy6,Light-Yellow,Chestnut,Red Metal,Fabricpunk,Solana,Hacked,Purple Smile,Squid Game Hacker,Java
2167,Shadowy Super Coder #2167,2Pu81xUSiyGzJaDBgUmGfXbCoC3YE8wD4hxidpnAN7nK,Light-Orange,Natural,Silver Metal,Surveillance Blue,Glitch Two,Access Granted,Purple Smirk,Tech Hacker,Objective-C
9517,Shadowy Super Coder #9517,529nFbybsmNMdgRWTPcrrQs5uc5BeYyzXSyKyQYJ3QpG,Light-Yellow,Chestnut,Purple Metal,Trading White,Trading Dark,Future Finance,Red Smile,Monke Hacker,Go
8979,Shadowy Super Coder #8979,D8ZcP3dCbXtNogukMgaWWiLPFRZsRt7sqWemSsZzntbs,Light-Orange,Tan,Bronze Metal,Trading Dark,Trading Dark,Matrix,Pink Smirk,Squid Game Hacker,R
8674,Shadowy Super Coder #8674,3fJgRqVQqAAMxcfMqD6qKFvEBQbWdETFcKp8G3DdUuXN,Noire,Natural,Purple Metal,Surveillance Blue,Fabricpunk Alt,Trading Dark,Red Smile,Neon Solana Hacker,Rust
3111,Shadowy Super Coder #3111,Ejmxi4R4D1S8ufjifzfbXnSu8bPjCYha5jG8fawj2PKG,Gold,Chestnut,Silver Metal,Glitch One,SGF United,SGF United,Purple Smirk,Captain America Hacker,Solidity
796,Shadowy Super Coder #796,FRwouRAg91ishBdamx7Zy8tXo1QUhxVbdZky3jB59H98,Light-Yellow,Natural,Bronze Metal,Linux,Interstellar,Glitch One,Red Smile,Punk Hacker,R
5477,Shadowy Super Coder #5477,AtRPNcxcmrtFvTayBDUUqwLTSsv7mGgd6jjNuFba1Get,Light-Blue,Tan,Red Metal,Hacked,Hacked,Psyoptions,Red Smile,Sci-Fi Hacker,Objective-C
9978,Shadowy Super Coder #9978,4AyUTW9HWGGWB675VLZh4ASm1mXn4zVhiuvsXVPy7Pa8,Red,Chestnut,Bronze Metal,Matrix,Glitch One,Glitch Two,Pink Smirk,Shark Hacker,JavaScript
1028,Shadowy Super Coder #1028,E1bS3i1UXMrA3TEhKRm6ipxEA2Fpe62aPcGU9rNVFurE,Red,Pale,Red Metal,Glitch Two,Trading Dark,Glitch One,Red Smirk,Tech Hacker,Python
1547,Shadowy Super Coder #1547,DoaKP9YtF6ThiNk9JuBah5VS6raGu1b48tfYcor2ZToo,Noire,Chestnut,Bronze Metal,Surveillance Blue,Glitch One,Glitch One,Red Smile,Shadowy Hacker,Python
8073,Shadowy Super Coder #8073,5Hz6zSKhN7VsBapR5Num2MsLvSnv1Q97P484XPy95QTw,Magenta,Chestnut,Red Metal,Surveillance Blue,Linux,Matrix,Purple Smirk,Unmasked Squid Game Hacker,Go
5904,Shadowy Super Coder #5904,ECtbbubLSE7KNEEDZ9Z21AokmcJGTQFkaoZXRFgF4qc7,Light-Orange,Tan,Purple Metal,Surveillance Blue,Access Granted,Access Granted,Purple Smirk,Squid Game Hacker,Java
3847,Shadowy Super Coder #3847,J8yMPjPppKrAcwXwmHZfP8rfuksBtrpDdSs1PoUhD8V3,Red,Tan,Red Metal,Linux,Matrix,Matrix,Purple Smile,Punk Hacker,Go
4891,Shadowy Super Coder #4891,Cd76Zc8rj8QEHZm68pnS13WMAKMna7oNS3p2CXa6fC64,Light-Orange,Chestnut,Bronze Metal,Linux,Trading Dark,Access Granted,Purple Smirk,Tech Hacker,Solidity
3591,Shadowy Super Coder #3591,FPFPU94QNoPeoj6d1RvmuprikN8WM5MpYLGjDzeNtfXt,Red,Tan,Silver Metal,Surveillance Blue,Aurory Logo,Hacked,Purple Smirk,Squid Game Hacker,JavaScript
2126,Shadowy Super Coder #2126,CnigRcPYEVHW4j8E7rtaBXJxUog5YrxRxcZwbfF7f4uQ,Light-Orange,Chestnut,Bronze Metal,Trading White,Glitch One,Barret,Pink Smile,Shark Hacker,Python
9272,Shadowy Super Coder #9272,58VJ13fXKZW1TttXqTULSohseASvH4kvLQZgu1rjoime,Violet,Chestnut,Bronze Metal,Linux,Cropper,Hacked,Pink Smile,Squid Game Hacker,Python
6389,Shadowy Super Coder #6389,3g16Hv6pP4HgWgfeSdwW6Mm3LFdBQ14d5o2Tyr8NGH3b,Magenta,Chestnut,Red Metal,Matrix,Cropper,Trading Dark,Red Smile,Shadowy Hacker,Python
7240,Shadowy Super Coder #7240,9dep6d1UJCZ7b3XxAVkpWQNPzziYcvzhi3xTwCWSMM4J,Light-Yellow,Tan,Red Metal,Linux,Levi Korg,Matrix,Red Smile,Neon Solana Hacker,Python
2080,Shadowy Super Coder #2080,TxVAAyNF6sTr9Qo4hWYbaPuFWTF4YJ72PDAJcnfZd1g,Violet,Natural,Bronze Metal,Glitch One,Access Granted,Linux,Purple Smirk,Cat-Ear Hacker,Java
4918,Shadowy Super Coder #4918,7HTbQqPXipezaL5CGo6uvLfJEfzGthpedwieebc4YiYg,Light-Blue,Pale,Bronze Metal,Matrix,Matrix,Access Granted,Red Smile,Sci-Fi Hacker,JavaScript
8513,Shadowy Super Coder #8513,2KwJjh3LUBpzFSxqUpkFcv8rUhQSprMV8LkZv4qZc6uy,Violet,Chestnut,Bronze Metal,Hacked,Cryptonary,Dialect,Pink Smile,Punk Hacker,R
7192,Shadowy Super Coder #7192,BPQARKXnzJNJaYLJtpbdZQvyoVGirZnVE8tsqTfxLNPk,Gold,Chestnut,Red Metal,Thugbirdz DAO,Linux,Trading Dark,Purple Smirk,Shadowy Hacker,Java
6254,Shadowy Super Coder #6254,DAhY3PaRthzS4xrSD9k9aNNnrgzaU6A5q9uo8nSKMku,Red,Natural,Red Metal,Glitch Two,Hacked,Matrix,Red Smile,Cat-Ear Hacker,Python
997,Shadowy Super Coder #997,2bLF4X8kdNPweqDkQCzG3pTp2zCZEjo2yMkevbKbxWo4,Light-Yellow,Chestnut,Red Metal,Hacked,Linux,Glitch One,Purple Smirk,Shadowy Hacker,Fortran
3713,Shadowy Super Coder #3713,6Fx2eNxaqQ2otjFwYRaJBGAPNkDCtpEdyYMu8NkYhtU4,Light-Orange,Pale,Silver Metal,Surveillance Blue,Glitch One,Trading Dark,Purple Smirk,Squid Game Hacker,Swift
7026,Shadowy Super Coder #7026,5o6mnpd6JkoTokL4NBwssdERQKb9c4uFfwufFJBt6o4p,Green,Pale,Silver Metal,Surveillance Blue,Trading Dark,Glitch One,Pink Smile,Cat-Ear Hacker,C++
5676,Shadowy Super Coder #5676,FMzidfmeKcAUNvCLd6z4CcMGBtXTMPsSPnFfaQHJTU1g,Violet,Pale,Silver Metal,Glitch Two,Glitch Two,Linux,Pink Smirk,Unmasked Squid Game Hacker,Fortran
3185,Shadowy Super Coder #3185,9f3945T8xSrAKdci2j49oHNSVRwxgXBwJnFwME8cUf1,Red,Tan,Purple Metal,Glitch Two,Matrix,Trading Dark,Red Smirk,Tech Hacker,Java
5043,Shadowy Super Coder #5043,DHToG2UmEndoju1dGWmgdkTtWyNQntV6Z5QqkNAnJ9Uu,Light-Blue,Pale,Red Metal,Glitch Two,Glitch One,Defi Land InGame,Purple Smirk,Cat-Ear Hacker,Go
2612,Shadowy Super Coder #2612,B71wvak72JPkiKfbX6oZYj53uKRtowVUQaRRhaPTgpLA,Noire,Chestnut,Red Metal,Glitch One,Tungstencube,Access Granted,Purple Smile,Punk Hacker,C++
3959,Shadowy Super Coder #3959,3xPRd6o1PpmFd7qfrKrb7kihE9PcBpLXAXGxzHmue87f,Violet,Chestnut,Red Metal,Trading White,Glitch Two,Access Granted,Pink Smirk,Dragon Hacker,Rust
334,Shadowy Super Coder #334,F3nVAPE9YUPWe9etR6S5ovTnx1N5SzbnJuYnneQrJzPo,Light-Orange,Natural,Purple Metal,Glitch One,Fabricpunk Alt,Matrix,Purple Smile,Shadowy Hacker,C#
9928,Shadowy Super Coder #9928,FhbZqgnatFpRmwKYoMy7ctPmXcGx2QC5Xaiz47NMhyW,Red,Pale,Red Metal,Glitch Two,Steven,Glitch Two,Pink Smirk,Neon Solana Hacker,Python
9505,Shadowy Super Coder #9505,J6zQHJBskEiJfSADjbUKwXX5waRoXqtoao4GdzB3fmfG,Light-Orange,Chestnut,Red Metal,Trading Dark,Matrix,Linux,Purple Smirk,Captain America Hacker,R
6742,Shadowy Super Coder #6742,9593mGvZJNy98MW6XCbmmWfUsA2duPNfEtT9jUsfVEvM,Green,Tan,Purple Metal,Surveillance Blue,Matrix,Goo,Red Smile,Punk Hacker,Objective-C
8662,Shadowy Super Coder #8662,HySY65vD8UcbW3bzFV6oPYoGzsDHArrm89EsAj9Ld6PY,Dark-Red,Chestnut,Bronze Metal,Surveillance Blue,Glitch One,Access Granted,Pink Smile,Neon Solana Hacker,Rust
8978,Shadowy Super Coder #8978,d8gUWb9nG2RdKDhAWgE3JQUCKVNTeYbc7Us5oAMSxZQ,Light-Yellow,Natural,Purple Metal,Access Granted,Hacked,Hacked,Pink Smile,Cat-Ear Hacker,Rust
9989,Shadowy Super Coder #9989,BdSoaz87YaoLRfoDmvcFUi1E5RQuZd9LRZuxYa2jc5HS,Green,Tan,Silver Metal,Glitch Two,Hacked,Access Granted,Purple Smirk,Sci-Fi Hacker,C++
