TOKEN_ID,TOKEN_NAME,Background,Body,Shirt,Eyes,Mouth,Hats,Attack,Defense,Special
3638,Baby Ape Mutant Club #3638,Blue,Zebra,Sailor,Red,Stubble,Ninja,5,3,10
3639,Baby Ape Mutant Club #3639,Aqua,Green Tiger,none,Bloody,Knife,Squid,3,4,3
3640,Baby Ape Mutant Club #3640,Aqua,Lava,Burning,Strained,Killer,Chain,2,7,6
3641,Baby Ape Mutant Club #3641,Purple,Zombie,none,Stone,Snarl,Brain Party,2,5,7
3642,Baby Ape Mutant Club #3642,Blue,Blue Leopard ,none,Crying,Grin,Ninja,3,7,6
3643,Baby Ape Mutant Club #3643,Yellow,Green Tiger,none,Red,Worm,none,6,1,6
3644,Baby Ape Mutant Club #3644,Purple,Green Tiger,Cosmo,3d,stone,Ninja,1,3,3
3645,Baby Ape Mutant Club #3645,Blue,Green Tiger,Space,Red,Grin,Rainbow,9,8,4
3646,Baby Ape Mutant Club #3646,Purple,Zombie,Burning,Wide ,Dumb,Bunny,3,6,7
3647,Baby Ape Mutant Club #3647,Purple,Blue Leopard ,Yellow jail,Bloody,Rage,Brain Party,3,2,3
3648,Baby Ape Mutant Club #3648,Grey,Green Tiger,none,Crying,Stoopid,Brain,10,7,8
3649,Baby Ape Mutant Club #3649,Purple,Skeleton,Tongue,Goggle,Grin,Fuzzy,8,6,8
3650,Baby Ape Mutant Club #3650,Orange,Green Tiger,Cosmo,Bloody,Stubble,Flying,8,10,10
3651,Baby Ape Mutant Club #3651,Purple,Zombie,Sailor,Red,Stubble,Card,6,6,3
3652,Baby Ape Mutant Club #3652,Orange,Green Tiger,Dr,Strained,Knife,none,3,5,6
3653,Baby Ape Mutant Club #3653,Purple,Zebra,Sailor,Wide ,Grit,none,6,1,10
3654,Baby Ape Mutant Club #3654,Yellow,Zombie,Sailor,Eye Patch,Grit,Ninja,9,7,3
3655,Baby Ape Mutant Club #3655,Purple,Red Leopard,none,Eye Patch,Stoopid,Fuzzy,8,3,9
3656,Baby Ape Mutant Club #3656,Grey,Zombie,Cosmo,Fish,Knife,none,3,6,6
3657,Baby Ape Mutant Club #3657,Blue,Lava,none,Fish,stone,Chain,3,6,5
3658,Baby Ape Mutant Club #3658,Blue,Red Leopard,Space,Wide ,Grit,Card,8,8,10
3659,Baby Ape Mutant Club #3659,Aqua,Blue Leopard ,Senator,Strained,Grin,Ninja,4,3,5
3660,Baby Ape Mutant Club #3660,Dark Blue,Pink and Green,Burning,Red,Stoopid,Brain Party,4,5,8
3661,Baby Ape Mutant Club #3661,Grey,Red Leopard,Burning,Red,Hungry,Trippy,6,8,3
3662,Baby Ape Mutant Club #3662,Grey,Zombie,Dr,Eye Patch,Hungry,Rainbow,5,4,5
3663,Baby Ape Mutant Club #3663,Yellow,Green Tiger,Senator,Eye Patch,Worm,Dino,10,8,4
3664,Baby Ape Mutant Club #3664,Aqua,Static,none,Red,Grin,Alien,7,3,1
3665,Baby Ape Mutant Club #3665,Aqua,Green Tiger,Burning,Stone,Stoopid,none,8,7,7
3666,Baby Ape Mutant Club #3666,Blue,Lava,Cosmo,Strained,Rage,Brain Party,4,5,4
3667,Baby Ape Mutant Club #3667,Grey,Gold,Burning,Red,Stubble,Dino,8,6,4
3668,Baby Ape Mutant Club #3668,Blue,Green Tiger,none,X ,Grit,Fuzzy,7,5,7
3669,Baby Ape Mutant Club #3669,Dark Blue,Zombie,Sailor,Eye Patch,stone,Alien,6,3,4
3670,Baby Ape Mutant Club #3670,Orange,Zombie,none,Stone,Stubble,Rainbow,6,9,5
3671,Baby Ape Mutant Club #3671,Purple,Skeleton,Yellow jail,Fish,Grit,Krakken,7,3,6
3672,Baby Ape Mutant Club #3672,Orange,Green Tiger,Sailor Boy,Bloody,Rage,Brain Party,7,7,7
3673,Baby Ape Mutant Club #3673,Grey,Zombie,Dr,Red,Grit,Bunny,6,3,9
3674,Baby Ape Mutant Club #3674,Yellow,Green Tiger,none,Crying,Killer,none,3,8,3
3675,Baby Ape Mutant Club #3675,Aqua,Blue Leopard ,Leopard,Stone,Dumb,Dino,3,3,7
3676,Baby Ape Mutant Club #3676,Dark Blue,Zombie,Dr,Fish,stone,Alien,7,8,2
3677,Baby Ape Mutant Club #3677,Grey,Red Leopard,Burning,Crying,Stoopid,Daredevil,7,4,5
3678,Baby Ape Mutant Club #3678,Dark Blue,Zebra,Burning,Bloody,stone,Cowboy,6,7,10
3679,Baby Ape Mutant Club #3679,Dark Blue,Zombie,Cosmo,Crying,Stoopid,Rainbow,8,7,7
3680,Baby Ape Mutant Club #3680,Grey,Red Leopard,Sailor,Bloody,Grin,Brain,7,6,7
3681,Baby Ape Mutant Club #3681,Purple,Blue Leopard ,Burning,Wide ,Killer,Dino,5,1,8
3682,Baby Ape Mutant Club #3682,Yellow,Zombie,none,Goggle,Cheesy,Sailor,1,3,10
3683,Baby Ape Mutant Club #3683,Dark Blue,Zombie,Dr,Stone,Cheesy,Brain Party,3,7,4
3684,Baby Ape Mutant Club #3684,Blue,Gold,Robe,Strained,Stubble,Chain,7,8,6
3685,Baby Ape Mutant Club #3685,Grey,Blue Leopard ,none,X ,Grin,Ninja,10,6,1
3686,Baby Ape Mutant Club #3686,Orange,Lava,Sailor Boy,Goggle,Stoopid,Krakken,7,7,5
3687,Baby Ape Mutant Club #3687,Aqua,Blue Leopard ,none,Crying,Snarl,Trippy,3,8,6
3688,Baby Ape Mutant Club #3688,Orange,Zombie,Cosmo,Bloody,Rage,Fuzzy,6,8,3
3689,Baby Ape Mutant Club #3689,Grey,Red Leopard,Yellow jail,X ,Stoopid,Sailor,3,9,8
3690,Baby Ape Mutant Club #3690,Dark Blue,Lava,Cosmo,Red,Snarl,Bunny,4,4,6
3691,Baby Ape Mutant Club #3691,Aqua,Green Tiger,Yellow jail,Eye Patch,Grit,Ninja,2,6,5
3692,Baby Ape Mutant Club #3692,Dark Blue,Zombie,Sailor Boy,Bloody,Worm,Card,2,8,3
3693,Baby Ape Mutant Club #3693,Blue,Lava,Tongue,Bug,Knife,Dino,7,7,8
3694,Baby Ape Mutant Club #3694,Blue,Lava,Sailor Boy,Bloody,Stoopid,Sailor,7,3,7
3695,Baby Ape Mutant Club #3695,Orange,Skeleton,Cosmo,Goggle,Stoopid,Alien,7,7,8
3696,Baby Ape Mutant Club #3696,Blue,Skeleton,Yellow jail,Strained,Grit,Trippy,8,6,2
3697,Baby Ape Mutant Club #3697,Grey,Pink and Green,Yellow jail,3d,Stubble,Sailor,3,7,3
3698,Baby Ape Mutant Club #3698,Yellow,Lava,Sailor,Bloody,Stubble,Sailor,5,8,4
3699,Baby Ape Mutant Club #3699,Aqua,Red Leopard,none,Bug,Grit,Alien,3,10,6
3700,Baby Ape Mutant Club #3700,Blue,Zebra,Tongue,Crying,stone,Alien,1,2,8
3701,Baby Ape Mutant Club #3701,Purple,Blue Leopard ,Leopard,X ,Worm,Captain,6,1,6
3702,Baby Ape Mutant Club #3702,Orange,Red Leopard,Robe,Crying,Worm,Brain Party,7,3,7
3703,Baby Ape Mutant Club #3703,Grey,Zombie,Dr,Strained,Hungry,Brain,3,6,8
3704,Baby Ape Mutant Club #3704,Blue,Zombie,Leopard,Red,Rage,Chain,4,8,5
3705,Baby Ape Mutant Club #3705,Yellow,Blue Leopard ,Burning,Strained,Funnel,Devil,8,3,9
3706,Baby Ape Mutant Club #3706,Yellow,Zombie,none,Bloody,Rage,Card,4,6,6
3707,Baby Ape Mutant Club #3707,Aqua,Gold,Robe,Wide ,Hungry,Cowboy,5,9,3
3708,Baby Ape Mutant Club #3708,Blue,Skeleton,Dr,3d,Stoopid,none,9,7,10
3709,Baby Ape Mutant Club #3709,Blue,Blue Leopard ,Sailor Boy,Crying,Stubble,Dino,7,3,7
3710,Baby Ape Mutant Club #3710,Aqua,Red Leopard,none,Stone,Stubble,Bunny,6,7,4
3711,Baby Ape Mutant Club #3711,Dark Blue,Zombie,none,Eye Patch,Hungry,Chain,7,3,7
3712,Baby Ape Mutant Club #3712,Dark Blue,Red Leopard,Leopard,X ,Stubble,Bunny,6,5,7
3713,Baby Ape Mutant Club #3713,Orange,Red Leopard,Space,Bloody,stone,Brain Party,6,4,6
3714,Baby Ape Mutant Club #3714,Dark Blue,Red Leopard,Dr,Eye Patch,Cheesy,Fuzzy,8,8,6
3715,Baby Ape Mutant Club #3715,Aqua,Pink and Green,Dr,Strained,Rage,Rainbow,5,3,8
3716,Baby Ape Mutant Club #3716,Aqua,Red Leopard,none,Crying,Soda,Flying,9,3,4
3717,Baby Ape Mutant Club #3717,Orange,Red Leopard,Leopard,Red,Rage,Dino,7,4,2
3718,Baby Ape Mutant Club #3718,Yellow,Skeleton,Space,Crying,stone,Brain,6,7,5
3719,Baby Ape Mutant Club #3719,Purple,Blue Leopard ,Burning,Crying,Killer,Brain Party,5,9,8
3720,Baby Ape Mutant Club #3720,Yellow,Blue Leopard ,Senator,Wide ,Rage,Ninja,4,6,9
3721,Baby Ape Mutant Club #3721,Purple,Red Leopard,none,Bloody,Knife,Daredevil,4,6,9
3722,Baby Ape Mutant Club #3722,Orange,Blue Leopard ,Yellow jail,X ,Grin,none,4,2,10
3723,Baby Ape Mutant Club #3723,Grey,Static,Tongue,Wide ,Dumb,Card,7,3,1
3724,Baby Ape Mutant Club #3724,Purple,Zebra,Sailor,X ,Snarl,Krakken,3,4,5
3725,Baby Ape Mutant Club #3725,Grey,Red Leopard,Yellow jail,Eye Patch,Dumb,none,3,2,7
3726,Baby Ape Mutant Club #3726,Orange,Zombie,none,Stone,Rage,Chain,8,7,5
3727,Baby Ape Mutant Club #3727,Purple,Blue Leopard ,none,Crying,Hungry,Brain Party,7,8,3
3728,Baby Ape Mutant Club #3728,Grey,Pink and Green,Leopard,Crying,Dumb,Cowboy,9,8,8
3729,Baby Ape Mutant Club #3729,Grey,Zombie,Dr,Red,Hungry,Squid,4,6,8
3730,Baby Ape Mutant Club #3730,Purple,Blue Leopard ,none,Red,Funnel,Rainbow,10,9,4
3731,Baby Ape Mutant Club #3731,Orange,Zombie,none,Bloody,Hungry,Chain,8,4,6
3732,Baby Ape Mutant Club #3732,Dark Blue,Red Leopard,none,Goggle,Soda,Brain Party,7,9,6
3733,Baby Ape Mutant Club #3733,Blue,Lava,none,Bloody,Grin,Ninja,5,5,10
3734,Baby Ape Mutant Club #3734,Orange,Zombie,none,Crying,Stubble,Krakken,8,9,3
3735,Baby Ape Mutant Club #3735,Blue,Pink and Green,none,Bloody,Worm,Brain,4,6,8
3736,Baby Ape Mutant Club #3736,Orange,Static,none,Red,Hungry,Sailor,7,6,5
3737,Baby Ape Mutant Club #3737,Grey,Zombie,Space,Eye Patch,Hungry,Rainbow,4,1,6
3738,Baby Ape Mutant Club #3738,Dark Blue,Pink and Green,Leopard,Crying,stone,Devil,7,3,6
3739,Baby Ape Mutant Club #3739,Dark Blue,Blue Leopard ,none,Wide ,Funnel,Brain,6,4,1
3740,Baby Ape Mutant Club #3740,Yellow,Zombie,Yellow jail,Fish,Hungry,none,7,5,7
3741,Baby Ape Mutant Club #3741,Blue,Zebra,Leopard,Wide ,Grin,Alien,7,3,7
3742,Baby Ape Mutant Club #3742,Dark Blue,Red Leopard,none,Strained,Stubble,none,7,3,2
3743,Baby Ape Mutant Club #3743,Yellow,Blue Leopard ,Senator,Bloody,Grit,none,6,10,7
3744,Baby Ape Mutant Club #3744,Orange,Zombie,none,Bloody,Worm,none,7,10,8
3745,Baby Ape Mutant Club #3745,Yellow,Pink and Green,Sailor,Red,Stoopid,Captain,8,5,6
3746,Baby Ape Mutant Club #3746,Purple,Zombie,Senator,Crying,Hungry,Cowboy,2,3,4
3747,Baby Ape Mutant Club #3747,Blue,Zombie,Dr,Crying,Hungry,none,8,9,7
3748,Baby Ape Mutant Club #3748,Purple,Skeleton,none,Wide ,Knife,none,8,6,6
3749,Baby Ape Mutant Club #3749,Purple,Zombie,Dr,Crying,Soda,Brain,9,7,7
3750,Baby Ape Mutant Club #3750,Blue,Red Leopard,Dr,Eye Patch,Hungry,Chain,7,4,4
3751,Baby Ape Mutant Club #3751,Grey,Zombie,none,Red,Stoopid,none,6,6,6
3752,Baby Ape Mutant Club #3752,Yellow,Blue Leopard ,none,X ,Stubble,Daredevil,8,4,2
3753,Baby Ape Mutant Club #3753,Purple,Red Leopard,Dr,Bloody,Funnel,Card,4,10,4
3754,Baby Ape Mutant Club #3754,Purple,Blue Leopard ,Yellow jail,Bloody,Soda,none,6,7,7
3755,Baby Ape Mutant Club #3755,Grey,Red Leopard,none,Red,Snarl,Daredevil,8,3,4
3756,Baby Ape Mutant Club #3756,Orange,Blue Leopard ,Dr,Wide ,Stubble,Devil,6,5,2
3757,Baby Ape Mutant Club #3757,Orange,Zombie,none,X ,Stubble,Cowboy,6,6,5
3758,Baby Ape Mutant Club #3758,Dark Blue,Green Tiger,Yellow jail,Strained,Grin,none,7,8,4
3759,Baby Ape Mutant Club #3759,Yellow,Lava,Burning,Red,Hungry,Cowboy,9,8,7
3760,Baby Ape Mutant Club #3760,Orange,Pink and Green,Leopard,X ,Stoopid,Dino,7,7,9
3761,Baby Ape Mutant Club #3761,Blue,Zebra,Tongue,Red,Cheesy,Daredevil,3,1,4
3762,Baby Ape Mutant Club #3762,Dark Blue,Red Leopard,Burning,Bloody,Grin,Rainbow,6,7,3
3763,Baby Ape Mutant Club #3763,Blue,Blue Leopard ,none,Crying,Dumb,Daredevil,5,3,4
3764,Baby Ape Mutant Club #3764,Orange,Red Leopard,Space,Bloody,Worm,Krakken,6,10,6
3765,Baby Ape Mutant Club #3765,Purple,Green Tiger,Senator,Crying,stone,Chain,10,7,4
3766,Baby Ape Mutant Club #3766,Yellow,Red Leopard,Dr,Eye Patch,Knife,none,8,7,3
3767,Baby Ape Mutant Club #3767,Aqua,Pink and Green,Yellow jail,Stone,Knife,Alien,9,4,7
3768,Baby Ape Mutant Club #3768,Orange,Pink and Green,Sailor Boy,Wide ,Grin,Brain Party,5,7,8
3769,Baby Ape Mutant Club #3769,Aqua,Red Leopard,Dr,Bug,Stubble,none,3,10,3
3770,Baby Ape Mutant Club #3770,Dark Blue,Lava,Leopard,Fish,Dumb,Sailor,7,7,1
3771,Baby Ape Mutant Club #3771,Purple,Red Leopard,Senator,Crying,Grin,Fuzzy,2,8,6
3772,Baby Ape Mutant Club #3772,Aqua,Blue Leopard ,Dr,X ,Stubble,Rainbow,6,1,4
3773,Baby Ape Mutant Club #3773,Grey,Pink and Green,none,Crying,Hungry,Flying,6,10,6
3774,Baby Ape Mutant Club #3774,Yellow,Blue Leopard ,Trippy friend,Bloody,Funnel,Card,7,7,9
3775,Baby Ape Mutant Club #3775,Grey,Blue Leopard ,Cosmo,Bloody,Hungry,Captain,10,5,5
3776,Baby Ape Mutant Club #3776,Yellow,Red Leopard,Space,Crying,Worm,none,5,1,9
3777,Baby Ape Mutant Club #3777,Purple,Red Leopard,Yellow jail,3d,Soda,Daredevil,7,3,6
3778,Baby Ape Mutant Club #3778,Yellow,Pink and Green,Burning,Crying,Grit,Cowboy,3,6,8
3779,Baby Ape Mutant Club #3779,Dark Blue,Static,Tongue,X ,Killer,Bunny,5,6,10
3780,Baby Ape Mutant Club #3780,Orange,Lava,none,Red,Grin,Rainbow,7,8,5
3781,Baby Ape Mutant Club #3781,Blue,Zombie,Burning,Red,Cheesy,Cowboy,6,6,8
3782,Baby Ape Mutant Club #3782,Yellow,Pink and Green,Dr,Wide ,Grin,none,6,5,4
3783,Baby Ape Mutant Club #3783,Aqua,Pink and Green,Sailor,Eye Patch,Gold,Daredevil,1,3,6
3784,Baby Ape Mutant Club #3784,Grey,Zombie,Burning,Red,Snarl,Daredevil,1,3,9
3785,Baby Ape Mutant Club #3785,Grey,Lava,none,Wide ,Funnel,none,10,8,3
3786,Baby Ape Mutant Club #3786,Orange,Blue Leopard ,Burning,Crying,Soda,Brain Party,8,4,10
3787,Baby Ape Mutant Club #3787,Blue,Zombie,Dr,Eye Patch,Cheesy,Sailor,1,4,7
3788,Baby Ape Mutant Club #3788,Purple,Green Tiger,none,3d,Funnel,Brain,10,3,5
3789,Baby Ape Mutant Club #3789,Orange,Green Tiger,none,Crying,Stubble,Sailor,5,8,2
3790,Baby Ape Mutant Club #3790,Aqua,Blue Leopard ,none,Wide ,Stoopid,none,6,9,7
3791,Baby Ape Mutant Club #3791,Dark Blue,Green Tiger,Yellow jail,Eye Patch,Cheesy,Alien,6,5,8
3792,Baby Ape Mutant Club #3792,Yellow,Blue Leopard ,Leopard,Wide ,Soda,Ninja,6,3,4
3793,Baby Ape Mutant Club #3793,Purple,Blue Leopard ,Dr,Eye Patch,Snarl,Trippy,4,3,6
3794,Baby Ape Mutant Club #3794,Orange,Zombie,Dr,Eye Patch,Gem,Captain,9,5,6
3795,Baby Ape Mutant Club #3795,Grey,Lava,Sailor,X ,Cheesy,Alien,9,9,5
3796,Baby Ape Mutant Club #3796,Yellow,Blue Leopard ,Space,Crying,stone,Alien,2,10,2
3797,Baby Ape Mutant Club #3797,Yellow,Zombie,none,Goggle,Soda,Chain,5,5,8
3798,Baby Ape Mutant Club #3798,Aqua,Zombie,Sailor Boy,Wide ,Rage,Fuzzy,4,5,9
3799,Baby Ape Mutant Club #3799,Purple,Red Leopard,Sailor,Red,Hungry,Alien,6,4,4
3800,Baby Ape Mutant Club #3800,Blue,Lava,Senator,Crying,Stoopid,none,6,3,8
3801,Baby Ape Mutant Club #3801,Aqua,Green Tiger,none,Fish,Grin,none,6,5,10
3802,Baby Ape Mutant Club #3802,Aqua,Blue Leopard ,Yellow jail,Eye Patch,Grit,Cowboy,5,7,7
3803,Baby Ape Mutant Club #3803,Grey,Zombie,Robe,Crying,Stoopid,Squid,7,6,3
3804,Baby Ape Mutant Club #3804,Grey,Zombie,none,Red,Grit,Ninja,8,3,7
3805,Baby Ape Mutant Club #3805,Blue,Blue Leopard ,Yellow jail,Crying,Grit,Captain,4,3,2
3806,Baby Ape Mutant Club #3806,Purple,Red Leopard,Sailor,Stone,Hungry,Chain,7,8,5
3807,Baby Ape Mutant Club #3807,Purple,Pink and Green,none,Wide ,Funnel,Ninja,6,3,7
3808,Baby Ape Mutant Club #3808,Grey,Zebra,none,X ,Soda,Alien,5,5,3
3809,Baby Ape Mutant Club #3809,Grey,Pink and Green,Trippy friend,Eye Patch,Grin,Card,1,7,6
3810,Baby Ape Mutant Club #3810,Blue,Zombie,Sailor Boy,Crying,Funnel,Captain,6,10,2
3811,Baby Ape Mutant Club #3811,Yellow,Red Leopard,Sailor Boy,Bloody,stone,none,2,6,6
3812,Baby Ape Mutant Club #3812,Purple,Zombie,Space,3d,Hungry,none,2,2,9
3813,Baby Ape Mutant Club #3813,Dark Blue,Green Tiger,Burning,Red,Grin,Fuzzy,9,6,4
3814,Baby Ape Mutant Club #3814,Yellow,Red Leopard,Burning,X ,Funnel,Captain,3,4,4
3815,Baby Ape Mutant Club #3815,Yellow,Skeleton,Cosmo,Bloody,Worm,Rainbow,6,5,9
3816,Baby Ape Mutant Club #3816,Blue,Pink and Green,Tongue,Crying,Worm,Rainbow,5,2,3
3817,Baby Ape Mutant Club #3817,Yellow,Blue Leopard ,Tongue,Eye Patch,Grin,Squid,8,8,1
3818,Baby Ape Mutant Club #3818,Orange,Pink and Green,Senator,Crying,Rage,Krakken,5,9,6
3819,Baby Ape Mutant Club #3819,Aqua,Pink and Green,Trippy suit,X ,Hungry,none,4,8,6
3820,Baby Ape Mutant Club #3820,Yellow,Green Tiger,Cosmo,Stone,Stoopid,Cowboy,8,6,7
3821,Baby Ape Mutant Club #3821,Grey,Pink and Green,Leopard,Bloody,Grin,Krakken,8,6,6
3822,Baby Ape Mutant Club #3822,Yellow,Lava,Dr,Eye Patch,Gold,Alien,2,5,2
3823,Baby Ape Mutant Club #3823,Dark Blue,Red Leopard,Sailor,Wide ,Stubble,Fuzzy,6,3,5
3824,Baby Ape Mutant Club #3824,Dark Blue,Zebra,none,Bug,Gem,Bunny,4,8,6
3825,Baby Ape Mutant Club #3825,Orange,Skeleton,Tongue,Red,Cheesy,Rainbow,8,6,3
3826,Baby Ape Mutant Club #3826,Aqua,Green Tiger,Sailor,Crying,Funnel,Brain,7,5,7
3827,Baby Ape Mutant Club #3827,Blue,Pink and Green,Yellow jail,Strained,Funnel,Cowboy,9,3,8
3828,Baby Ape Mutant Club #3828,Yellow,Green Tiger,Sailor Boy,Wide ,Knife,Captain,1,8,2
3829,Baby Ape Mutant Club #3829,Dark Blue,Blue Leopard ,none,Red,Stoopid,Rainbow,6,6,7
3830,Baby Ape Mutant Club #3830,Purple,Zombie,Sailor,Crying,stone,Captain,5,5,3
3831,Baby Ape Mutant Club #3831,Blue,Pink and Green,Burning,Eye Patch,stone,Fuzzy,5,3,6
3832,Baby Ape Mutant Club #3832,Orange,Zombie,Tongue,Eye Patch,Funnel,Brain Party,3,6,6
3833,Baby Ape Mutant Club #3833,Aqua,Green Tiger,Trippy friend,Red,Cheesy,Rainbow,3,8,4
3834,Baby Ape Mutant Club #3834,Purple,Blue Leopard ,Leopard,Wide ,Grin,Bunny,5,2,1
3835,Baby Ape Mutant Club #3835,Aqua,Blue Leopard ,Robe,Bloody,Knife,Bunny,3,6,10
3836,Baby Ape Mutant Club #3836,Dark Blue,Green Tiger,none,Red,stone,Chain,4,5,3
3837,Baby Ape Mutant Club #3837,Purple,Zombie,Tongue,Crying,Funnel,Trippy,4,7,4
3838,Baby Ape Mutant Club #3838,Purple,Blue Leopard ,Tongue,Bloody,stone,Chain,8,9,5
3839,Baby Ape Mutant Club #3839,Aqua,Pink and Green,Burning,Goggle,Cheesy,Captain,3,4,2
3840,Baby Ape Mutant Club #3840,Grey,Blue Leopard ,none,Crying,Rage,Ninja,8,6,2
3841,Baby Ape Mutant Club #3841,Aqua,Blue Leopard ,Burning,Stone,Knife,Rainbow,6,7,5
3842,Baby Ape Mutant Club #3842,Dark Blue,Red Leopard,Burning,Wide ,Stubble,Dino,3,10,4
3843,Baby Ape Mutant Club #3843,Blue,Red Leopard,Cosmo,Bug,Cheesy,Card,5,4,1
3844,Baby Ape Mutant Club #3844,Grey,Zebra,Robe,X ,Stubble,Rainbow,9,9,6
3845,Baby Ape Mutant Club #3845,Purple,Zombie,none,Wide ,Grin,Card,7,2,1
3846,Baby Ape Mutant Club #3846,Blue,Zombie,Burning,Strained,Worm,Captain,8,9,3
3847,Baby Ape Mutant Club #3847,Yellow,Red Leopard,none,Eye Patch,Funnel,Krakken,10,2,5
3848,Baby Ape Mutant Club #3848,Yellow,Skeleton,Leopard,3d,Rage,Brain Party,5,3,7
3849,Baby Ape Mutant Club #3849,Purple,Zombie,Burning,Bloody,Stoopid,Captain,3,7,5
3850,Baby Ape Mutant Club #3850,Blue,Zombie,Yellow jail,Bloody,Dumb,Daredevil,6,9,7
3851,Baby Ape Mutant Club #3851,Purple,Skeleton,Burning,Crying,Soda,Cowboy,3,6,6
3852,Baby Ape Mutant Club #3852,Orange,Pink and Green,none,Strained,stone,Fuzzy,5,2,6
3853,Baby Ape Mutant Club #3853,Aqua,Zombie,Burning,Stone,Cheesy,Card,8,7,3
3854,Baby Ape Mutant Club #3854,Yellow,Pink and Green,Yellow jail,Strained,Gem,Sailor,8,4,6
3855,Baby Ape Mutant Club #3855,Blue,Red Leopard,Sailor,Eye Patch,Stubble,none,10,2,6
3856,Baby Ape Mutant Club #3856,Orange,Red Leopard,Dr,Bloody,Grit,Chain,8,9,7
3857,Baby Ape Mutant Club #3857,Purple,Red Leopard,none,X ,Stubble,Brain Party,6,3,7
3858,Baby Ape Mutant Club #3858,Purple,Lava,Cosmo,Stone,Hungry,Fuzzy,5,10,10
3859,Baby Ape Mutant Club #3859,Aqua,Zebra,none,Bloody,stone,Chain,6,5,5
3860,Baby Ape Mutant Club #3860,Yellow,Pink and Green,Leopard,Wide ,Grit,Ninja,3,4,5
3861,Baby Ape Mutant Club #3861,Orange,Red Leopard,Sailor Boy,Stone,Stubble,Alien,8,4,10
3862,Baby Ape Mutant Club #3862,Orange,Lava,none,X ,Dumb,Daredevil,9,10,3
3863,Baby Ape Mutant Club #3863,Orange,Zombie,none,Strained,stone,Krakken,1,6,1
3864,Baby Ape Mutant Club #3864,Blue,Zombie,none,Strained,Snarl,Captain,7,6,7
3865,Baby Ape Mutant Club #3865,Orange,Red Leopard,Cosmo,Goggle,Knife,Flying,6,8,4
3866,Baby Ape Mutant Club #3866,Blue,Zombie,Cosmo,X ,Cheesy,Flying,4,10,8
3867,Baby Ape Mutant Club #3867,Dark Blue,Zombie,Yellow jail,Wide ,Funnel,Card,1,5,9
3868,Baby Ape Mutant Club #3868,Dark Blue,Zombie,none,X ,Grit,Chain,10,6,7
3869,Baby Ape Mutant Club #3869,Purple,Green Tiger,none,Red,Rage,Krakken,1,7,7
3870,Baby Ape Mutant Club #3870,Purple,Lava,Dr,Goggle,Grin,Ninja,6,8,9
3871,Baby Ape Mutant Club #3871,Yellow,Blue Leopard ,Cosmo,X ,Stoopid,Devil,2,5,8
3872,Baby Ape Mutant Club #3872,Grey,Green Tiger,Trippy suit,Wide ,Stoopid,Card,6,7,5
3873,Baby Ape Mutant Club #3873,Dark Blue,Red Leopard,none,Red,Grin,Captain,4,10,7
3874,Baby Ape Mutant Club #3874,Yellow,Skeleton,Burning,Eye Patch,Hungry,Cowboy,6,5,1
3875,Baby Ape Mutant Club #3875,Grey,Red Leopard,Dr,Red,Stubble,Chain,5,4,10
3876,Baby Ape Mutant Club #3876,Grey,Lava,Robe,Wide ,Hungry,Brain,5,10,10
3877,Baby Ape Mutant Club #3877,Purple,Green Tiger,Space,Crying,Grin,Rainbow,1,6,7
3878,Baby Ape Mutant Club #3878,Yellow,Blue Leopard ,Tongue,Red,Grin,Chain,3,8,2
3879,Baby Ape Mutant Club #3879,Aqua,Skeleton,Sailor,Eye Patch,Cheesy,none,6,10,2
3880,Baby Ape Mutant Club #3880,Dark Blue,Red Leopard,Space,Wide ,Grit,none,4,7,7
3881,Baby Ape Mutant Club #3881,Dark Blue,Blue Leopard ,Trippy suit,Bug,Funnel,Captain,3,10,4
3882,Baby Ape Mutant Club #3882,Blue,Zombie,Senator,Eye Patch,Grin,Bunny,9,6,6
3883,Baby Ape Mutant Club #3883,Yellow,Skeleton,none,Goggle,Worm,Krakken,8,6,8
3884,Baby Ape Mutant Club #3884,Yellow,Skeleton,Yellow jail,Red,Knife,Rainbow,5,6,2
3885,Baby Ape Mutant Club #3885,Dark Blue,Blue Leopard ,Sailor Boy,Bug,stone,Sailor,5,3,7
3886,Baby Ape Mutant Club #3886,Dark Blue,Skeleton,Cosmo,Eye Patch,Funnel,Brain,6,4,2
3887,Baby Ape Mutant Club #3887,Aqua,Green Tiger,Leopard,Red,Dumb,Daredevil,10,6,3
3888,Baby Ape Mutant Club #3888,Orange,Zombie,Cosmo,Eye Patch,Dumb,Bunny,6,9,4
3889,Baby Ape Mutant Club #3889,Orange,Pink and Green,none,Strained,Funnel,Bunny,6,8,9
3890,Baby Ape Mutant Club #3890,Blue,Lava,Sailor,Red,stone,Alien,5,3,7
3891,Baby Ape Mutant Club #3891,Orange,Red Leopard,none,Crying,Stubble,Cowboy,5,8,4
3892,Baby Ape Mutant Club #3892,Dark Blue,Red Leopard,Cosmo,Stone,stone,Flying,6,4,7
3893,Baby Ape Mutant Club #3893,Blue,Zebra,Cosmo,Wide ,Grit,Sailor,5,7,5
3894,Baby Ape Mutant Club #3894,Yellow,Blue Leopard ,none,Eye Patch,Stubble,none,6,10,1
3895,Baby Ape Mutant Club #3895,Orange,Pink and Green,none,Goggle,Gem,Krakken,8,1,3
3896,Baby Ape Mutant Club #3896,Yellow,Lava,none,Wide ,Soda,Brain,8,7,6
