TOKEN_ID,TOKEN_NAME,Factory Model,Collection,Current Class,Factory Class,Car Rating,Experience Points,Current Color,Stock Color,Win Percentage,Engine Level,Tires Level,NOS System,Supercharger,Dual Exhaust,Drive Train Upgrade,Performance Chip,Connection
1353,RR Car #1353 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1354,RR Car #1354 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1355,RR Car #1355 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1356,RR Car #1356 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1357,RR Car #1357 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1358,RR Car #1358 Dame Time,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1359,RR Car #1359 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1360,RR Car #1360 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1361,RR Car #1361 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1362,RR Car #1362 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1363,RR Car #1363 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1364,RR Car #1364 Tesla,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1365,RR Car #1365 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1366,RR Car #1366 E-46,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1367,RR Car #1367 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1368,RR Car #1368 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1369,RR Car #1369 Trailblazer,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1370,RR Car #1370 Mircosoft,Trailblazer,Genesis,Rookie,Rookie,100,0,SC-100,SC-100,0,0,0,0,0,0,0,0,
1371,RR Car #1371 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1372,RR Car #1372 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1373,RR Car #1373 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1374,RR Car #1374 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1375,RR Car #1375 Lebron James,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1376,RR Car #1376 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1377,RR Car #1377 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1378,RR Car #1378 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1379,RR Car #1379 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1380,RR Car #1380 Henry Ford,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1381,RR Car #1381 Black Panther,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1382,RR Car #1382 Amerikaz Most Wanted,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1383,RR Car #1383 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1384,RR Car #1384 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1385,RR Car #1385 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1386,RR Car #1386 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1387,RR Car #1387 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1388,RR Car #1388 diablo,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1389,RR Car #1389 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1390,RR Car #1390 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1391,RR Car #1391 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1392,RR Car #1392 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1393,RR Car #1393 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1394,RR Car #1394 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1395,RR Car #1395 Trailblazer,Trailblazer,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1396,RR Car #1396 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1397,RR Car #1397 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1398,RR Car #1398 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1399,RR Car #1399 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1400,RR Car #1400 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1401,RR Car #1401 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1402,RR Car #1402 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1403,RR Car #1403 Smoke,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1404,RR Car #1404 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1405,RR Car #1405 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1406,RR Car #1406 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1407,RR Car #1407 Beamer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1408,RR Car #1408 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1409,RR Car #1409 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1410,RR Car #1410 Michael Jordan,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1411,RR Car #1411 Trailblazer,Trailblazer,Genesis,Driver,Driver,100,200,SC-037,SC-037,0,0,0,0,0,0,0,0,
1412,RR Car #1412 BMW M5,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1413,RR Car #1413 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1414,RR Car #1414 Zig Zag,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1415,RR Car #1415 Sol Lo,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1416,RR Car #1416 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1417,RR Car #1417 God Speed,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1418,RR Car #1418 Kenny,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1419,RR Car #1419 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1420,RR Car #1420 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1421,RR Car #1421 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1422,RR Car #1422 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1423,RR Car #1423 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1424,RR Car #1424 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1425,RR Car #1425 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1426,RR Car #1426 Trailblazer,Trailblazer,Genesis,Tracker,Tracker,100,400,SC-064,SC-064,0,0,0,0,0,0,0,0,
1427,RR Car #1427 DLSC #1,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1428,RR Car #1428 M3,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1429,RR Car #1429 Trailblazer,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1430,RR Car #1430 Shotgun,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1431,RR Car #1431 Trailblazer,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1432,RR Car #1432 Trailblazer,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1433,RR Car #1433 Aang,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1434,RR Car #1434 Trailblazer,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1435,RR Car #1435 Trailblazer,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1436,RR Car #1436 Trailblazer,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1437,RR Car #1437 Ether,Trailblazer,Genesis,Aero,Aero,100,600,SC-076,SC-076,0,0,0,0,0,0,0,0,
1438,RR Car #1438 Trailblazer,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1439,RR Car #1439 Prey,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1440,RR Car #1440 Trailblazer,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1441,RR Car #1441 Trailblazer,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1442,RR Car #1442 Trailblazer,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1443,RR Car #1443 BMW,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1444,RR Car #1444 Trailblazer,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1445,RR Car #1445 Trailblazer,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1446,RR Car #1446 Trailblazer,Trailblazer,Genesis,Pro,Pro,100,800,SC-092,SC-092,0,0,0,0,0,0,0,0,
1447,RR Car #1447 Trailblazer,Trailblazer,Genesis,Legendary,Legendary,100,1000,SC-099,SC-099,0,0,0,0,0,0,0,0,
1448,RR Car #1448 Trailblazer,Trailblazer,Genesis,Legendary,Legendary,100,1000,SC-099,SC-099,0,0,0,0,0,0,0,0,
1449,RR Car #1449 Trailblazer,Trailblazer,Genesis,Legendary,Legendary,100,1000,SC-099,SC-099,0,0,0,0,0,0,0,0,
1450,RR Car #1450 Trailblazer,Trailblazer,Genesis,Legendary,Legendary,100,1000,SC-099,SC-099,0,0,0,0,0,0,0,0,
1451,RR Car #1451 Trailblazer,Trailblazer,Genesis,Legendary,Legendary,100,1000,SC-099,SC-099,0,0,0,0,0,0,0,0,
1452,RR Car #1452 Trailblazer,Trailblazer,Genesis,Legendary,Legendary,100,1000,SC-099,SC-099,0,0,0,0,0,0,0,0,
1453,"RR Car #1453 ""24K"" M3",Trailblazer,Genesis,Legendary,Legendary,100,1000,SC-099,SC-099,0,0,0,0,0,0,0,0,
1454,RR Car #1454 Trailblazer,Trailblazer,Genesis,Legendary,Legendary,100,1000,SC-099,SC-099,0,0,0,0,0,0,0,0,
1455,RR Car #1455 Speed Racer,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1456,RR Car #1456 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1457,RR Car #1457 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1458,RR Car #1458 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1459,RR Car #1459 Tron,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1460,RR Car #1460 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1461,RR Car #1461 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1462,RR Car #1462 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1463,RR Car #1463 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1464,RR Car #1464 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1465,RR Car #1465 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1466,RR Car #1466 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1467,RR Car #1467 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1468,RR Car #1468 Michael Schumacher,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1469,RR Car #1469 Venom,Venom,Genesis,Tracker,Tracker,100,400,SC-054,SC-054,0,0,0,0,0,0,0,0,
1470,RR Car #1470 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1471,RR Car #1471 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1472,RR Car #1472 Riots Most Wanted,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1473,RR Car #1473 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1474,RR Car #1474 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1475,RR Car #1475 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1476,RR Car #1476 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1477,RR Car #1477 aero Tron,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1478,RR Car #1478 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1479,RR Car #1479 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1480,RR Car #1480 Venom,Venom,Genesis,Aero,Aero,100,600,SC-042,SC-042,0,0,0,0,0,0,0,0,
1481,RR Car #1481 Venom,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1482,RR Car #1482 Venom,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1483,RR Car #1483 Venom,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1484,RR Car #1484 Venom,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1485,RR Car #1485 Venom,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1486,RR Car #1486 Tron Legacy,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1487,RR Car #1487 Venom,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1488,RR Car #1488 Venom,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1489,RR Car #1489 evil,Venom,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
1490,RR Car #1490 Venom,Venom,Genesis,Legendary,Legendary,100,1000,SC-045,SC-045,0,0,0,0,0,0,0,0,
1491,RR Car #1491 Venom,Venom,Genesis,Legendary,Legendary,100,1000,SC-045,SC-045,0,0,0,0,0,0,0,0,
1492,RR Car #1492 Venom,Venom,Genesis,Legendary,Legendary,100,1000,SC-045,SC-045,0,0,0,0,0,0,0,0,
1493,RR Car #1493 Venom,Venom,Genesis,Legendary,Legendary,100,1000,SC-045,SC-045,0,0,0,0,0,0,0,0,
1494,RR Car #1494 Venom,Venom,Genesis,Legendary,Legendary,100,1000,SC-045,SC-045,0,0,0,0,0,0,0,0,
1495,RR Car #1495 Slick,Venom,Genesis,Legendary,Legendary,100,1000,SC-045,SC-045,0,0,0,0,0,0,0,0,
1496,RR Car #1496 Venom,Venom,Genesis,Legendary,Legendary,100,1000,SC-045,SC-045,0,0,0,0,0,0,0,0,
1497,RR Car #1497 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1498,RR Car #1498 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1499,RR Car #1499 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1500,RR Car #1500 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1501,RR Car #1501 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1502,RR Car #1502 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1503,RR Car #1503 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1504,RR Car #1504 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1505,RR Car #1505 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1506,RR Car #1506 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1507,RR Car #1507 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1508,RR Car #1508 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1509,RR Car #1509 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1510,RR Car #1510 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1511,RR Car #1511 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1512,RR Car #1512 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1513,RR Car #1513 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1514,RR Car #1514 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1515,RR Car #1515 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1516,RR Car #1516 Magic Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1517,RR Car #1517 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1518,RR Car #1518 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1519,RR Car #1519 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1520,RR Car #1520  Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1521,RR Car #1521 Hazy Jane,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1522,RR Car #1522 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1523,RR Car #1523 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1524,RR Car #1524 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1525,RR Car #1525 James Bond,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1526,RR Car #1526 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1527,RR Car #1527 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1528,RR Car #1528 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1529,RR Car #1529 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1530,RR Car #1530 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1531,RR Car #1531 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1532,RR Car #1532 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1533,RR Car #1533 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1534,RR Car #1534 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1535,RR Car #1535 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1536,RR Car #1536 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1537,RR Car #1537 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1538,RR Car #1538 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1539,RR Car #1539 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1540,RR Car #1540 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1541,RR Car #1541 Butt Secks,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1542,RR Car #1542 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1543,RR Car #1543 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1544,RR Car #1544 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1545,RR Car #1545 TwinkleToes,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1546,RR Car #1546 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1547,RR Car #1547 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1548,RR Car #1548 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1549,RR Car #1549 Mirage,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1550,RR Car #1550 007,Mirage,Genesis,Rookie,Rookie,100,0,SC-022,SC-022,0,0,0,0,0,0,0,0,
1551,RR Car #1551 Miami Vice ,Mirage,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1552,RR Car #1552 Mirage,Mirage,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1553,RR Car #1553 Mirage,Mirage,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1554,RR Car #1554 Mirage,Mirage,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1555,RR Car #1555 Mirage,Mirage,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
1556,RR Car #1556 Mirage,Mirage,Genesis,Rally,Rally,100,100,SC-021,SC-021,0,0,0,0,0,0,0,0,
