TOKEN_ID,TOKEN_NAME,Background,Body,Mouth,Eyes,Hat,Chain,Earrings,Legendary,Shoes
3932,CryptoBat #3932,Asphalt,Deep Purple,E-Puff,Tear Dropz,Black Mohawk,,,,
3933,CryptoBat #3933,Charcoal,Light Brown,Bored,Side Eye,Club Hat,,,,
3934,CryptoBat #3934,Periwinkle,Gothic Black,Party Horn,Side Eye,Big Brain,,,,
3935,CryptoBat #3935,Asphalt,Aped In,Fangy,Cute Brown,Green Mohawk,,Gold Hoop,,
3936,CryptoBat #3936,Slate,Dark Brown,Fangy,Cute Brown,Party Hat,,,,
3937,CryptoBat #3937,Vermillion,Batenza,Smiley,Purple Clown,Bowler Hat,,,,
3938,CryptoBat #3938,Savvy Teal,Mouse Grey,Keep Safe!,Green Clown,Bowler Hat,,,,
3939,CryptoBat #3939,Wedgewood,Mouse Grey,Blood Goo,Aye Eye Captain,,,,,
3940,CryptoBat #3940,Savvy Teal,Light Brown,E-Puff,Side Eye,Banananananana,,,,
3941,CryptoBat #3941,Vermillion,Ginger Puss,E-Puff,Purple Clown,Yeehaw!,,,,
3942,CryptoBat #3942,Blush,Gothic Black,Green Goo,Bandage,Bunny Ears,,,,
3943,CryptoBat #3943,Mantis,Gothic Black,Insect Tongue,Ozzy Shades,Black Ozzy Hair,,,,
3944,CryptoBat #3944,Savvy Teal,Zebra,Puff,Blue,Fez,,,,
3945,CryptoBat #3945,Noize,Dark Brown,Smirk,Cute,Black Ozzy Hair,,,,
3946,CryptoBat #3946,Batenza,Light Brown,Peach Toad Smile,Black Glasses,Blue Bandana,,,,
3947,CryptoBat #3947,Indigo,Mouse Grey,Bored,Sutter Systems Safety Goggles,Green Mohawk,,,,
3948,CryptoBat #3948,Blush,Gothic Black,Chill,Blue,Crown,,,,
3949,CryptoBat #3949,Indigo,Ghostly White,White Fangz,Evil,,,,,
3950,CryptoBat #3950,Blush,Plasma Red,Puff,3D Glasses,Blonde Ozzy Hair,,,,
3951,CryptoBat #3951,Asphalt,Dark Brown,Green Goo,High,Banananananana,,,,
3952,CryptoBat #3952,Ash,Swamp Lumps,White Fangz,Green,Fez,,,,
3953,CryptoBat #3953,Slate,Light Brown,Blue Toad Smile,Red Lasers,Blonde Mohawk,,,,
3954,CryptoBat #3954,Charcoal,Aped In,E-Puff,Blue,,,,,
3955,CryptoBat #3955,Charcoal,Emerald Green,Trippy Goo,High,,,,,
3956,CryptoBat #3956,Slate,Swamp Lumps,Trippy Goo,Side Eye,Banananananana,,,,
3957,CryptoBat #3957,Ash,Mouse Grey,Bored,Tear Dropz,Stray Hairs,,,,
3958,CryptoBat #3958,Ash,Mouse Grey,Smiley,Cute Brown,Bunny Ears,,,,
3959,CryptoBat #3959,Mantis,Gothic Black,Smirk,Bandage,Crown,Silver,,,
3960,CryptoBat #3960,Indigo,Plasma Red,Peach Toad Smile,Brown,Stray Hairs,,,,
3961,CryptoBat #3961,Sky Blue,Dark Brown,Peach Toad Smile,Purple Shades,Bowler Hat,,,,
3962,CryptoBat #3962,Savvy Teal,Light Brown,Chill,Green,Blonde Ozzy Hair,,,,
3963,CryptoBat #3963,Slate,Dark Brown,Smiley,Sassy,E-Mouse Ears,,,,
3964,CryptoBat #3964,Ash,Mouse Grey,Blood Goo,Cute Brown,Blonde Mohawk,,,,
3965,CryptoBat #3965,Wedgewood,Deep Purple,Bored,Sutter Systems Safety Goggles,Blue Bandana,,,,
3966,CryptoBat #3966,Charcoal,Deep Purple,Peach Toad Smile,Green,H4cK3rz,,,,
3967,CryptoBat #3967,Batenza,Dark Brown,Keep Safe!,Side Eye,Bowler Hat,,,,
3968,CryptoBat #3968,Wedgewood,Dark Brown,Blue Toad Smile,Closed,White Captain Hat,,,,
3969,CryptoBat #3969,Savvy Teal,Emerald Green,Chill,Sassy,Halo,,,,
3970,CryptoBat #3970,Binary Cascade,Skeleton,White Fangz,Green,,Silver,,,
3971,CryptoBat #3971,Slate,Mouse Grey,Blood Goo,Rainbow Shades,Green Mohawk,Silver,,,
3972,CryptoBat #3972,Blush,Skeleton,Peach Toad Smile,Spectacles,Blonde Ozzy Hair,,,,
3973,CryptoBat #3973,Asphalt,Plasma Red,Blood Thirsty,Green Clown,Banananananana,,,,
3974,CryptoBat #3974,Asphalt,Dark Brown,Clown Smile,Unimpressed,Party Hat,,Silver Hoop,,
3975,CryptoBat #3975,Sky Blue,Mouse Grey,Smirk,High,Green Mohawk,,,,
3976,CryptoBat #3976,Ash,Dark Brown,Fangy,Tear Dropz,Party Hat,,,,
3977,CryptoBat #3977,Mantis,Mouse Grey,Trippy Goo,Closed,Fez,,,,
3978,CryptoBat #3978,Wedgewood,Dark Brown,Green Goo,Eye Patch,Joker Hair,,,,
3979,CryptoBat #3979,Sky Blue,Gothic Black,Puff,Green,Club Hat,Gold,,,
3980,CryptoBat #3980,Lavender,Ghostly White,Fangy,Brown,Blonde Mohawk,Gold Cross,,,
3981,CryptoBat #3981,Wedgewood,Deep Purple,Blue Toad Smile,Brown,Black Ozzy Hair,,,,
3982,CryptoBat #3982,Blush,Swamp Lumps,E-Puff,Cute Blue,Big Brain,,Ruby Stud,,
3983,CryptoBat #3983,Cosmic,Mouse Grey,Clown Smile,Spectacles,,,,,
3984,CryptoBat #3984,Charcoal,Blonde Bombshell,Pipe,3D Glasses,White Captain Hat,,,,
3985,CryptoBat #3985,Wedgewood,Blood,Chill,Cute Blue,Blonde Mohawk,,,,
3986,CryptoBat #3986,Lavender,Deep Purple,E-Puff,Pie Eyed,TopHat,,,,
3987,CryptoBat #3987,Batenza,Gothic Black,Bored,Purple Noun Glasses,Green Mohawk,,,,
3988,CryptoBat #3988,Mantis,Royal Blue,Party Horn,Green Clown,,,,,
3989,CryptoBat #3989,Periwinkle,Gothic Black,Smirk,Blue Clown,,,,,
3990,CryptoBat #3990,Blush,Light Brown,Fangy,Pie Eyed,Blonde Mohawk,,,,
3991,CryptoBat #3991,Bone,Zebra,E-Puff,3D Glasses,Red Ozzy Hair,,,,
3992,CryptoBat #3992,Violet,Blood,Puff,Cute Green,Big Brain,,,,
3993,CryptoBat #3993,Asphalt,Brainzzz,Pipe,Evil,,,,,
3994,CryptoBat #3994,Lavender,Mouse Grey,Silver Fangz,Rainbow Shades,Party Hat,,,,
3995,CryptoBat #3995,Bone,Royal Blue,Bored,Black Glasses,Yeehaw!,,,,
3996,CryptoBat #3996,Lavender,Mouse Grey,Trippy Goo,Blue,Green Mohawk,,,,
3997,CryptoBat #3997,Blush,Deep Purple,Blue Toad Smile,Tear Dropz,Alfalfa,,,,
3998,CryptoBat #3998,Wedgewood,Cotton Candy,Peach Toad Smile,Cool Shades,Banananananana,,,,
3999,HippieBat,,,,,,,,HippieBat,
4000,CryptoBat #4000,Noize,Deep Purple,Keep Safe!,Black Glasses,Horns,,,,
4001,CryptoBat #4001,Wedgewood,Skeleton,Clown Smile,Cute,Fez,Silver Cross,,,
4002,CryptoBat #4002,Lavender,Deep Purple,Puff,Green,,,,,
4003,CryptoBat #4003,Wedgewood,Swamp Lumps,Chill,Glasses,Robinhood Hat,,,,
4004,CryptoBat #4004,Violet,Mouse Grey,Insect Tongue,Blue Clown,Bowler Hat,,,,
4005,CryptoBat #4005,Charcoal,Blonde Bombshell,Smirk,Evil,Green Mohawk,,,,
4006,CryptoBat #4006,Ash,Mouse Grey,Peach Toad Smile,Green Clown,Stray Hairs,,,,
4007,CryptoBat #4007,Asphalt,Light Brown,Fangy,Closed,Green RS Phat,,,,
4008,CryptoBat #4008,Blush,Gothic Black,Chill,Blue Clown,Fez,,Gold Hoop,,
4009,CryptoBat #4009,Ash,Gothic Black,Keep Safe!,Cool Shades,,,,,
4010,CryptoBat #4010,Blush,Gothic Black,Keep Safe!,Cute Blue,,,,,
4011,CryptoBat #4011,Charcoal,Batenza,Trippy Goo,Pie Eyed,Stray Hairs,Gold Cross,,,
4012,CryptoBat #4012,Savvy Teal,Royal Blue,Peach Toad Smile,Sassy,Black Mohawk,,,,
4013,CryptoBat #4013,Periwinkle,Gothic Black,Smoking Cross,Closed,Red Ozzy Hair,,,,
4014,CryptoBat #4014,Asphalt,Gothic Black,Pipe,Cute Blue,Stray Hairs,,Ruby Stud,,
4015,CryptoBat #4015,Wedgewood,Gothic Black,Party Horn,Blue Noun Glasses,Blonde Ozzy Hair,,,,
4016,CryptoBat #4016,Bone,Dark Brown,Fangy,Purple Clown,,,,,
4017,CryptoBat #4017,Savvy Teal,Brainzzz,Smiley,Evil,White Captain Hat,,,,
4018,CryptoBat #4018,Indigo,Light Brown,Fangy,Green,Blonde Mohawk,,,,
4019,CryptoBat #4019,Slate,Deep Purple,Fangy,Rainbow Shades,,,,,
4020,CryptoBat #4020,Savvy Teal,Gothic Black,Insect Tongue,Tear Dropz,,,,,
4021,CryptoBat #4021,Batenza,Cotton Candy,Chill,Unimpressed,Black Mohawk,,Silver Hoop,,
4022,CryptoBat #4022,Blush,Mouse Grey,Keep Safe!,Cute,Red Ozzy Hair,,,,
4023,CryptoBat #4023,Batenza,Skeleton,Chill,Rainbow Shades,Blonde Mohawk,,Gold Hoop,,
4024,CryptoBat #4024,Periwinkle,Ghostly White,Pipe,Blue Beam,Blue Bandana,,,,
4025,CryptoBat #4025,Mantis,Gothic Black,E-Puff,Sassy,Red Ozzy Hair,,,,
4026,CryptoBat #4026,Ash,Plasma Red,Goldfanger,Cute Brown,Green Mohawk,,,,
4027,CryptoBat #4027,Bone,Royal Blue,Party Horn,Sassy,Blue Bandana,,,,
4028,CryptoBat #4028,Bone,Cotton Candy,Party Horn,Side Eye,Club Hat,,,,
4029,CryptoBat #4029,Asphalt,Zebra,Puff,Purple Noun Glasses,Red Ozzy Hair,,,,
4030,CryptoBat #4030,Asphalt,Light Brown,E-Puff,Eye Patch,Red RS Phat,,,,
4031,CryptoBat #4031,Asphalt,Dark Brown,Puff,Unimpressed,Bunny Ears,,,,
4032,CryptoBat #4032,Slate,Emerald Green,Keep Safe!,Cute,Green Mohawk,,,,
4033,CryptoBat #4033,Periwinkle,Mouse Grey,Chill,3D Glasses,Big Brain,,,,
4034,CryptoBat #4034,Ash,Deep Purple,E-Puff,Purple Shades,Alfalfa,,,,
4035,CryptoBat #4035,Slate,Gothic Black,Puff,Purple Shades,Halo,,,,
4036,CryptoBat #4036,Wedgewood,Dark Brown,Silver Fangz,Brown,Green Mohawk,,,,
4037,CryptoBat #4037,Binary Cascade,Emerald Green,Green Goo,Dead,Black Ozzy Hair,,,,
4038,CryptoBat #4038,Blush,Gothic Black,Puff,Side Eye,,,Ruby Stud,,
4039,CryptoBat #4039,Charcoal,Gothic Black,Doogle Bug,Cute,Fez,,,,
4040,CryptoBat #4040,Asphalt,Dark Brown,Smirk,Cool Shades,Bunny Ears,,,,
4041,CryptoBat #4041,Periwinkle,Mouse Grey,Blue Toad Smile,Brown,Blonde Ozzy Hair,,,,
4042,CryptoBat #4042,Wedgewood,Mouse Grey,Blue Toad Smile,Cool Shades,TopHat,,,,
4043,CryptoBat #4043,Lavender,Mouse Grey,Trippy Goo,Bandage,Stray Hairs,Silver Cross,,,
4044,CryptoBat #4044,Ash,Cotton Candy,Green Goo,Black Glasses,,Gold Cross,,,
4045,CryptoBat #4045,Savvy Teal,Skeleton,Chill,Side Eye,White Captain Hat,,,,
4046,CryptoBat #4046,Blush,Ghostly White,Party Horn,Green,,,Gold Hoop,,
4047,CryptoBat #4047,Bone,Royal Blue,Bored,Cute Blue,Party Hat,,,,
4048,CryptoBat #4048,Asphalt,Mouse Grey,Chill,Green,,,,,
4049,CryptoBat #4049,Slate,Blonde Bombshell,Chill,High,Red RS Phat,,,,
4050,CryptoBat #4050,Violet,Ghostly White,Chill,Spectacles,Blonde Ozzy Hair,,Silver Hoop,,
4051,CryptoBat #4051,Mantis,Gothic Black,Bored,Glasses,White Captain Hat,,,,
4052,CryptoBat #4052,Mantis,Cotton Candy,Smirk,Sassy,Bunny Ears,,,,
4053,CryptoBat #4053,Slate,Slimeee,Clown Smile,Purple Noun Glasses,,,,,
4054,CryptoBat #4054,Blush,Gothic Black,Blood Thirsty,Aye Eye Captain,TopHat,,,,
4055,CryptoBat #4055,Blush,Mouse Grey,Fangy,Purple Shades,,Silver,,,
4056,CryptoBat #4056,Blush,Light Brown,Insect Tongue,Cute Brown,Joker Hair,,,,
4057,CryptoBat #4057,Mantis,Mouse Grey,Pipe,Green Clown,Stray Hairs,,,,
4058,CryptoBat #4058,Sky Blue,Deep Purple,Smirk,Spectacles,Blue Bandana,,,,
4059,CryptoBat #4059,Vermillion,Bussdown,Fangy,Green,Stray Hairs,,,,
4060,CryptoBat #4060,Slate,Mouse Grey,Smirk,Closed,Horns,,,,
4061,CryptoBat #4061,Lavender,Bussdown,Smirk,Closed,,,Silver Hoop,,
4062,CryptoBat #4062,Periwinkle,Ghostly White,Chill,Side Eye,Banananananana,,,,
4063,CryptoBat #4063,Wedgewood,Dark Brown,Smiley,Aye Eye Captain,Blonde Mohawk,,,,
4064,CryptoBat #4064,Charcoal,Gothic Black,Fangy,Evil,Red RS Phat,,,,
4065,CryptoBat #4065,Indigo,Dark Brown,Trippy Goo,Green Clown,Party Hat,,,,
4066,CryptoBat #4066,Vermillion,Ghostly White,E-Puff,Sassy,Stray Hairs,,,,
4067,CryptoBat #4067,Mantis,Cotton Candy,Chill,Ozzy Shades,Fez,,,,
4068,CryptoBat #4068,Indigo,Blonde Bombshell,Party Horn,Closed,Robinhood Hat,,,,
4069,CryptoBat #4069,Slate,Mouse Grey,Doogle Bug,3D Glasses,Bowler Hat,,,,
4070,CryptoBat #4070,Charcoal,Ghostly White,Fangy,Cute Blue,Fez,,,,
4071,CryptoBat #4071,Lavender,Brainzzz,Peach Toad Smile,Side Eye,Red RS Phat,,Diamond Stud,,
4072,CryptoBat #4072,Periwinkle,Deep Purple,Bored,Cute,Yeehaw!,,,,
4073,CryptoBat #4073,Bone,Mouse Grey,Bored,Spectacles,Bowler Hat,,,,
4074,CryptoBat #4074,Slate,Ghostly White,White Fangz,Glasses,,,,,
4075,CryptoBat #4075,Ash,Dark Brown,Smiley,Blue Clown,Blonde Mohawk,,,,
4076,CryptoBat #4076,Charcoal,Light Brown,Chill,Blue,Bunny Ears,,,,
4077,CryptoBat #4077,Violet,Cotton Candy,Blue Toad Smile,Sassy,Black Ozzy Hair,,,,
4078,CryptoBat #4078,Lavender,Patchwork,Trippy Goo,Purple Clown,Fez,,,,
4079,CryptoBat #4079,Mantis,Cotton Candy,Insect Tongue,Aye Eye Captain,White Captain Hat,,,,
4080,CryptoBat #4080,Blush,Mouse Grey,E-Puff,Green Clown,Jack O'Lantern,,,,
4081,CryptoBat #4081,Sky Blue,Light Brown,Trippy Goo,Cute,Stray Hairs,,,,
4082,CryptoBat #4082,Ash,Dark Brown,Fangy,Ozzy Shades,Black Mohawk,,,,
4083,CryptoBat #4083,Charcoal,Dark Brown,Bored,Unimpressed,Bowler Hat,,,,
4084,CryptoBat #4084,Savvy Teal,Zebra,Bored,Green Clown,Bunny Ears,,,,
4085,CryptoBat #4085,Savvy Teal,Deep Purple,Trippy Goo,Bandage,Black Mohawk,,,,
4086,CryptoBat #4086,Ash,Gothic Black,Trippy Goo,Cute Brown,Robinhood Hat,,,,
4087,CryptoBat #4087,Wedgewood,Plasma Red,Fangy,Eye Patch,Club Hat,,,,
4088,CryptoBat #4088,Asphalt,Skeleton,Party Horn,Sassy,,,,,
4089,CryptoBat #4089,Indigo,Blonde Bombshell,Trippy Goo,Cool Shades,Blue Bandana,,,,
4090,CryptoBat #4090,Lavender,Gothic Black,Pipe,Unimpressed,Big Brain,,,,
4091,CryptoBat #4091,Periwinkle,Patchwork,Fangy,Closed,Jack O'Lantern,,,,
4092,CryptoBat #4092,Bone,Brainzzz,Bored,Evil,Black Ozzy Hair,,,,
4093,CryptoBat #4093,Periwinkle,Ghostly White,Bored,Brown,E-Mouse Ears,,,,
4094,CryptoBat #4094,Blush,Dark Brown,Insect Tongue,Cute,Blonde Ozzy Hair,,,,
4095,CryptoBat #4095,Savvy Teal,Mouse Grey,Smirk,Tear Dropz,Red Ozzy Hair,,,,
4096,CryptoBat #4096,Noize,Blonde Bombshell,Chill,Blue Noun Glasses,White Captain Hat,,,,
4097,CryptoBat #4097,Periwinkle,Cotton Candy,Fangy,Unimpressed,Blue Bandana,Silver Cross,,,
4098,CryptoBat #4098,Mantis,Light Brown,Bored,Sassy,Yeehaw!,,,,
4099,CryptoBat #4099,Savvy Teal,Dark Brown,Blue Toad Smile,Closed,Stray Hairs,,,,
4100,CryptoBat #4100,Blush,Aped In,White Fangz,Blue Noun Glasses,E-Mouse Ears,,,,
4101,CryptoBat #4101,Mantis,Emerald Green,Keep Safe!,Pie Eyed,Party Hat,,,,
4102,CryptoBat #4102,Mantis,Light Brown,Peach Toad Smile,Eye Patch,Red Ozzy Hair,,,,
4103,CryptoBat #4103,Periwinkle,Zebra,Bored,Blue Clown,TopHat,,,,
4104,CryptoBat #4104,Slate,Royal Blue,Chill,Unimpressed,Blue RS Phat,Silver,,,
4105,CryptoBat #4105,Savvy Teal,Gothic Black,Blue Toad Smile,Purple Clown,Blue Bandana,,,,
4106,CryptoBat #4106,Savvy Teal,Gothic Black,Peach Toad Smile,Cute Green,,,,,
4107,CryptoBat #4107,Asphalt,Emerald Green,Smirk,Spectacles,Black Ozzy Hair,,,,
4108,CryptoBat #4108,Blush,Light Brown,Chill,Purple Noun Glasses,Thorn Crown,,,,
4109,CryptoBat #4109,Charcoal,Blonde Bombshell,Keep Safe!,Sassy,White Captain Hat,,,,
4110,CryptoBat #4110,Violet,Plasma Red,Chill,Unimpressed,Black Ozzy Hair,,,,
4111,CryptoBat #4111,Vermillion,Deep Purple,Insect Tongue,Evil,Alfalfa,,,,
4112,CryptoBat #4112,Asphalt,Cotton Candy,E-Puff,Eye Patch,,,,,
4113,CryptoBat #4113,Indigo,Deep Purple,Green Goo,High,Yeehaw!,,,,
4114,CryptoBat #4114,Periwinkle,Cotton Candy,Puff,Blue,Trippy CH,,,,
4115,CryptoBat #4115,Asphalt,Gothic Black,Green Goo,Brown,Bowler Hat,,,,
4116,CryptoBat #4116,Indigo,Dark Brown,Party Horn,Blue Noun Glasses,Club Hat,,,,
4117,CryptoBat #4117,Mantis,Mouse Grey,Blood Thirsty,Cute Brown,Big Brain,,,,
4118,CryptoBat #4118,Periwinkle,Mouse Grey,E-Puff,Cute,Blue Bandana,,,,
4119,CryptoBat #4119,Cosmic,Gothic Black,Peach Toad Smile,Blue,Blue Bandana,,,,
4120,CryptoBat #4120,Mantis,Dark Brown,Bored,Side Eye,Stray Hairs,,,,
4121,CryptoBat #4121,Vermillion,Plasma Red,Puff,Black Glasses,Fez,,,,
4122,CryptoBat #4122,Indigo,Brainzzz,Clown Smile,Dead,Alfalfa,,,,
4123,CryptoBat #4123,Sky Blue,Blonde Bombshell,Fangy,High,Joker Hair,,,,
4124,CryptoBat #4124,Savvy Teal,Brainzzz,Skull Teeth,Closed,Black Mohawk,,,,
4125,CryptoBat #4125,Sky Blue,Emerald Green,E-Puff,Cool Shades,Black Ozzy Hair,,,,
4126,CryptoBat #4126,Savvy Teal,Deep Purple,Smirk,3D Glasses,Fez,,,,
4127,CryptoBat #4127,Mantis,Mouse Grey,Smiley,High,Alfalfa,,,,
4128,CryptoBat #4128,Wedgewood,Dark Brown,Blood Thirsty,Brown,White Captain Hat,,,,
4129,CryptoBat #4129,Bone,Royal Blue,Chill,Cute Brown,Bowler Hat,,,,
4130,CryptoBat #4130,Savvy Teal,Royal Blue,Bored,Purple Shades,Banananananana,,,,
4131,CryptoBat #4131,Batenza,Light Brown,E-Puff,3D Glasses,Bowler Hat,Silver Cross,Gold Hoop,,
4132,CryptoBat #4132,Charcoal,Gothic Black,Doogle Bug,Eye Patch,,,,,
4133,CryptoBat #4133,Ash,Swamp Lumps,Doogle Bug,Brown,Red Ozzy Hair,,,,
4134,CryptoBat #4134,Lavender,Ghostly White,Fangy,Unimpressed,Robinhood Hat,,,,
4135,CryptoBat #4135,Batenza,Light Brown,Skull Teeth,Cute Blue,Big Brain,,,,
4136,CryptoBat #4136,Sky Blue,Ghostly White,Green Goo,Eye Patch,Black Mohawk,,,,
4137,CryptoBat #4137,Indigo,Blonde Bombshell,Insect Tongue,Bandage,Jack O'Lantern,,,,
4138,CryptoBat #4138,Slate,Ghostly White,Bored,Rainbow Shades,Black Ozzy Hair,,,,
4139,CryptoBat #4139,Lavender,Mouse Grey,Chill,Cute Green,Yeehaw!,,Ruby Stud,,
4140,CryptoBat #4140,Blush,Light Brown,Fangy,Cute Blue,Alfalfa,,,,
4141,CryptoBat #4141,Mantis,Patchwork,Smiley,Red Noun Glasses,Party Hat,Silver,,,
4142,CryptoBat #4142,Charcoal,Blonde Bombshell,Bored,Black Glasses,Thorn Crown,,,,
4143,CryptoBat #4143,Lavender,Light Brown,Insect Tongue,Tear Dropz,,,,,
4144,CryptoBat #4144,Sky Blue,Royal Blue,Smirk,Red Lasers,Red Ozzy Hair,Silver,,,
4145,CryptoBat #4145,Mantis,Gothic Black,White Fangz,Spectacles,White Captain Hat,,,,
4146,CryptoBat #4146,Blush,Cotton Candy,Smirk,Blue Noun Glasses,Party Hat,,,,
4147,CryptoBat #4147,Charcoal,Mouse Grey,Puff,Spectacles,Big Brain,,,,
4148,CryptoBat #4148,Mantis,Emerald Green,Blue Toad Smile,Brown,Bunny Ears,,,,
4149,CryptoBat #4149,Asphalt,Deep Purple,Bored,Closed,Party Hat,,,,
4150,CryptoBat #4150,Sky Blue,Mouse Grey,Peach Toad Smile,Cute,Fez,,,,
4151,CryptoBat #4151,Wedgewood,Mouse Grey,Green Goo,Side Eye,Stray Hairs,,,,
4152,CryptoBat #4152,Lavender,Slimeee,Bored,Blue Clown,Fez,Silver,,,
4153,CryptoBat #4153,Savvy Teal,Ghostly White,Party Horn,Evil,,,,,
4154,CryptoBat #4154,Mantis,Deep Purple,Bored,High,Thorn Crown,,,,
4155,CryptoBat #4155,Violet,Ghostly White,Blue Toad Smile,Side Eye,Alfalfa,,,,
4156,CryptoBat #4156,Wedgewood,Blood,Chill,Red Lasers,White Captain Hat,,,,
4157,CryptoBat #4157,Savvy Teal,Dark Brown,Peach Toad Smile,Blue Clown,Halo,,,,
4158,CryptoBat #4158,Charcoal,Royal Blue,Clown Smile,Aye Eye Captain,Stray Hairs,,,,
4159,CryptoBat #4159,Bone,Gothic Black,Bored,Glasses,Stray Hairs,Gold,,,
4160,CryptoBat #4160,Blush,Cotton Candy,Keep Safe!,Side Eye,Stray Hairs,,,,
4161,CryptoBat #4161,Bone,Deep Purple,Puff,Sassy,Party Hat,,,,
4162,CryptoBat #4162,Asphalt,Mouse Grey,Fangy,Blue,Club Hat,,,,
4163,CryptoBat #4163,Slate,Swamp Lumps,Peach Toad Smile,Aye Eye Captain,Red RS Phat,,,,
4164,CryptoBat #4164,Wedgewood,Bussdown,Party Horn,Green Clown,Big Brain,,,,
4165,CryptoBat #4165,Slate,Dark Brown,E-Puff,High,Halo,,,,
4166,CryptoBat #4166,Slate,Mouse Grey,Trippy Goo,Side Eye,Horns,,,,
4167,CryptoBat #4167,Mantis,Plasma Red,Puff,Sutter Systems Safety Goggles,Blonde Ozzy Hair,,,,
4168,CryptoBat #4168,Blush,Cotton Candy,Green Goo,Aye Eye Captain,TopHat,,,,
4169,CryptoBat #4169,Periwinkle,Patchwork,E-Puff,Red Lasers,Joker Hair,Silver Cross,,,
4170,CryptoBat #4170,Slate,Gothic Black,Fangy,Red Noun Glasses,Club Hat,,,,
4171,CryptoBat #4171,Indigo,Dark Brown,Blood Goo,Black Glasses,Banananananana,,,,
4172,CryptoBat #4172,Indigo,Light Brown,Blood Thirsty,Side Eye,Red Ozzy Hair,,,,
4173,CryptoBat #4173,Slate,Zebra,Chill,Tear Dropz,Club Hat,,,,
4174,CryptoBat #4174,Savvy Teal,Blood,Clown Smile,Dead,Stray Hairs,,,,
4175,CryptoBat #4175,Asphalt,Gothic Black,Bored,Blue,Green Mohawk,Ruby Cross,,,
4176,CryptoBat #4176,Sky Blue,Blonde Bombshell,Blood Goo,Cute Green,,,,,
4177,CryptoBat #4177,Savvy Teal,Blonde Bombshell,Puff,Blue Clown,White Captain Hat,,,,
4178,CryptoBat #4178,Charcoal,Mouse Grey,Bored,Aye Eye Captain,Stray Hairs,,,,
4179,CryptoBat #4179,Vermillion,Royal Blue,Keep Safe!,Aye Eye Captain,Bowler Hat,,,,
4180,CryptoBat #4180,Asphalt,Royal Blue,Trippy Goo,Brown,Fez,,,,
4181,CryptoBat #4181,Sky Blue,Gothic Black,Smirk,Purple Noun Glasses,Bowler Hat,,,,
4182,CryptoBat #4182,Mantis,Emerald Green,Green Goo,Closed,,,Gold Hoop,,
4183,CryptoBat #4183,Blush,Deep Purple,Skull Teeth,Black Glasses,Stray Hairs,,,,
4184,CryptoBat #4184,Mantis,Ghostly White,E-Puff,Brown,Alfalfa,,,,
4185,CryptoBat #4185,Cosmic,Batenza,Bored,Sassy,Club Hat,,,,
4186,CryptoBat #4186,Lavender,Gothic Black,Pizza,High,Black Ozzy Hair,,,,
4187,CryptoBat #4187,Lavender,Cotton Candy,Bored,Tear Dropz,Party Hat,,,,
4188,CryptoBat #4188,Blush,Emerald Green,Green Goo,Green,,,,,
4189,CryptoBat #4189,Lavender,Gothic Black,Clown Smile,Red Lasers,Blonde Mohawk,,,,
4190,CryptoBat #4190,Asphalt,Gothic Black,Chill,High,Joker Hair,Gold,,,
4191,CryptoBat #4191,Sky Blue,Deep Purple,Bored,Glasses,Alfalfa,,,,
4192,CryptoBat #4192,Savvy Teal,Ginger Puss,Smirk,Pie Eyed,Green RS Phat,,,,
4193,CryptoBat #4193,Charcoal,Cotton Candy,Peach Toad Smile,Dead,Blonde Ozzy Hair,,Silver Hoop,,
4194,CryptoBat #4194,Ash,Ghostly White,Blue Toad Smile,Brown,Bowler Hat,,Silver Hoop,,
4195,CryptoBat #4195,Wedgewood,Blonde Bombshell,Pipe,Cool Shades,Stray Hairs,Gold Cross,,,
4196,CryptoBat #4196,Slate,Light Brown,Puff,Side Eye,Red Ozzy Hair,,,,
4197,CryptoBat #4197,Slate,Light Brown,Doogle Bug,Pie Eyed,Stray Hairs,,,,
4198,CryptoBat #4198,Charcoal,Ginger Puss,Blood Goo,Green,Red RS Phat,,,,
4199,CryptoBat #4199,Ash,Mouse Grey,Smirk,Glasses,Blue Bandana,,,,
4200,CryptoBat #4200,Charcoal,Light Brown,Green Goo,Blue,,,,,
4201,CryptoBat #4201,Mantis,Dark Brown,Smirk,Pie Eyed,White Captain Hat,,,,
4202,CryptoBat #4202,Blush,Deep Purple,Trippy Goo,Eye Patch,Banananananana,,,,
4203,CryptoBat #4203,Sky Blue,Cotton Candy,Chill,Brown,Party Hat,,,,
4204,CryptoBat #4204,Charcoal,Gothic Black,Clown Smile,Glasses,Fez,Ruby Cross,,,
4205,CryptoBat #4205,Asphalt,Blonde Bombshell,Trippy Goo,Purple Shades,,Gold,,,
4206,CryptoBat #4206,Ash,Dark Brown,Blue Toad Smile,Closed,Club Hat,,,,
4207,CryptoBat #4207,Slate,Slimeee,Bored,Blue,Horns,Silver,,,
4208,CryptoBat #4208,Indigo,Deep Purple,Puff,Cute Green,,,,,
4209,CryptoBat #4209,Asphalt,Brainzzz,Puff,Cute Blue,Black Ozzy Hair,,,,
4210,CryptoBat #4210,Asphalt,Gothic Black,Clown Smile,Unimpressed,Black Ozzy Hair,,,,
4211,CryptoBat #4211,Ash,Gothic Black,Peach Toad Smile,Spectacles,Halo,,,,
4212,CryptoBat #4212,Sky Blue,Emerald Green,Fangy,Blue Clown,White Captain Hat,,Silver Hoop,,
