TOKEN_ID,TOKEN_NAME,HYPE TYPE,BASTARDNESS,SONG WORD COUNT,SPEEDOMETER,NUM OF FRAMES,HEAD TURNS,FLOATY HEAD,BACKGROUND GLITCH LEVEL,BACKGROUND MOOD,TYPE,BACKGROUND,FACING DIRECTION,BAD HABIT(S),FACE,NECK,MOUTH,EYES,NOSE,EAR,HEAD,GLITCH PATTERN
6466,BASTARD GAN PUNK V2 #6466,CALM AF (STILL),ALPHA BASTARD,5,,,,,,,APE,SOLID AF,RIGHT,VAPE,NUTTIN',NUTTIN',GRILL,NERDY CLASSICS,CLOWN NOSE,NUTTIN',FEDORA,
6467,BASTARD GAN PUNK V2 #6467,CALM AF (STILL),SMOL BASTARD,26,,,,,,,PETITE,SOLID AF,LEFT,PIPE,GOAT,NUTTIN',REGULAR,EYE MASK,NUTTIN',NUTTIN',KNITTED CAP,
6468,BASTARD GAN PUNK V2 #6468,CALM AF (STILL),DΞGΞN BASTARD,13,,,,,,,LARGE,SOLID AF,LEFT,VAPE,NUTTIN',GOLD CHAIN,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',WILD WHITE HAIR,
6469,BASTARD GAN PUNK V2 #6469,HYPED AF (ANIMATED),$UGARWHALE BASTARD,34,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
6470,BASTARD GAN PUNK V2 #6470,CALM AF (STILL),BLOOMER BASTARD,26,,,,,,,APE,GLITCHY AF,RIGHT,PIPE,NUTTIN',GOLD CHAIN,OPEN BUCKS,NERD GLASSES,NUTTIN',NUTTIN',PURPLE HAIR,ABSTRACT LIGHT
6471,BASTARD GAN PUNK V2 #6471,CALM AF (STILL),PUMPER BASTARD,23,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,GOAT,NUTTIN',SMILE,EYE MASK,NUTTIN',NUTTIN',DO-RAG,
6472,BASTARD GAN PUNK V2 #6472,CALM AF (STILL),ROGUE BASTARD,31,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,X EYES,NUTTIN',GOLD EARRING,CRAZY HAIR,
6473,BASTARD GAN PUNK V2 #6473,CALM AF (STILL),GLOOMER BASTARD,24,,,,,,,APE,SOLID AF,LEFT,BIG SMOKE,UNIBROW,NUTTIN',REGULAR,HEART GLASSES,NUTTIN',NUTTIN',CRAZY CAP,
6474,BASTARD GAN PUNK V2 #6474,HYPED AF (ANIMATED),0.0001 IQ BASTARD,34,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
6475,BASTARD GAN PUNK V2 #6475,CALM AF (STILL),HIPPIE BASTARD,33,,,,,,,ALIEN,SOLID AF,LEFT,VAPE,NUTTIN',GOLD CHAIN,GRILL,SMALL SHADES,NUTTIN',NUTTIN',MOHAWK,
6476,BASTARD GAN PUNK V2 #6476,CALM AF (STILL),ANGEL BASTARD,35,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE 'n CIGGIE,MUTTONCHOPS,NUTTIN',SMIRK,EYE MASK,CLOWN NOSE,GOLD EARRING,VAMPIRE HAIR,
6477,BASTARD GAN PUNK V2 #6477,CALM AF (STILL),GAMER BASTARD,32,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,BIG BEARD,NUTTIN',MEDICAL MASK,NERDY CLASSICS,NUTTIN',NUTTIN',BLONDE SHORT,
6478,BASTARD GAN PUNK V2 #6478,CALM AF (STILL),JOKER BASTARD,27,,,,,,,LARGE,SOLID AF,LEFT,PIPE,NORMAL BEARD,NUTTIN',LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',HEADBAND,
6479,BASTARD GAN PUNK V2 #6479,CALM AF (STILL),FUTURIST BASTARD,29,,,,,,,LARGE,SOLID AF,LEFT,VAPE,SHADOW BEARD,NUTTIN',BUCK TEETH,HORNED RIM GLASSES,CLOWN NOSE,NUTTIN',BLONDE SHORT,
6480,BASTARD GAN PUNK V2 #6480,CALM AF (STILL),4HEAD BASTARD,30,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',GRILL,3D GLASSES,CLOWN NOSE,NUTTIN',CAP FORWARD,
6481,BASTARD GAN PUNK V2 #6481,CALM AF (STILL),VEGAN BASTARD,41,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,ROSY CHEEKS,GOLD CHAIN,LIPSTICK,SMALL SHADES,NUTTIN',NUTTIN',PIGTAILS,
6482,BASTARD GAN PUNK V2 #6482,CALM AF (STILL),DOOMER BASTARD,25,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,REGULAR SHADES,NUTTIN',GOLD EARRING,TOP HAT,
6483,BASTARD GAN PUNK V2 #6483,CALM AF (STILL),LOW POLY BASTARD,27,,,,,,,PETITE,GLITCHY AF,RIGHT,CIGGIE,GOAT,NUTTIN',LIPSTICK,EYE SHADOW,NUTTIN',GOLD EARRING,BALD,VERTICALS
6484,BASTARD GAN PUNK V2 #6484,CALM AF (STILL),STONER BASTARD,25,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,CHINSTRAP,NUTTIN',SMIRK,NERD GLASSES,CLOWN NOSE,NUTTIN',VAMPIRE HAIR,
6485,BASTARD GAN PUNK V2 #6485,CALM AF (STILL),BLACKSMITH BASTARD,33,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,X EYES,NUTTIN',NUTTIN',X HEAD,
6486,BASTARD GAN PUNK V2 #6486,CALM AF (STILL),2HEAD BASTARD,32,,,,,,,PETITE,SOLID AF,LEFT,BIG SMOKE,SHADOW BEARD,CHOKER,LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',BEANIE,
6487,BASTARD GAN PUNK V2 #6487,CALM AF (STILL),LOW POLY BASTARD,24,,,,,,,LARGE,SOLID AF,LEFT,VAPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,CLOWN EYES,CLOWN NOSE,NUTTIN',CAP FORWARD,
6488,BASTARD GAN PUNK V2 #6488,HYPED AF (ANIMATED),WEEB BASTARD,33,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
6489,BASTARD GAN PUNK V2 #6489,HYPED AF (ANIMATED),REAL DEAL BASTARD,24,STRUMMING (12.5 FPS),188,2,NAH,5 - GOES TO 11,TRANSIENT COLORS,,,,,,,,,,,,
6490,BASTARD GAN PUNK V2 #6490,CALM AF (STILL),BOMBSHELL BASTARD,25,,,,,,,PETITE,SOLID AF,LEFT,PIPE,NUTTIN',NUTTIN',LIPSTICK,NUTTIN',NUTTIN',NUTTIN',BALD,
6491,BASTARD GAN PUNK V2 #6491,CALM AF (STILL),GLOOMER BASTARD,30,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,CHINSTRAP,NUTTIN',MEDICAL MASK,NERD GLASSES,NUTTIN',NUTTIN',MESSY HAIR,
6492,BASTARD GAN PUNK V2 #6492,CALM AF (STILL),PUMPER BASTARD,41,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,NUTTIN',NUTTIN',LIPSTICK,NERD GLASSES,CLOWN NOSE,NUTTIN',MOHAWK THIN,
6493,BASTARD GAN PUNK V2 #6493,CALM AF (STILL),GLOOMER BASTARD,19,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,CHINSTRAP,GOLD CHAIN,SMIRK,EYE PATCH HORNED RIMS,NUTTIN',NUTTIN',TIARA,
6494,BASTARD GAN PUNK V2 #6494,CALM AF (STILL),SNOOB BASTARD,6,,,,,,,PETITE,GLITCHY AF,RIGHT,VAPE,NUTTIN',NUTTIN',REGULAR,REGULAR HEARTS,NUTTIN',NUTTIN',MESSY HAIR,GRADIENT
6495,BASTARD GAN PUNK V2 #6495,CALM AF (STILL),NOCOINER BASTARD,25,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,HANDLEBARS,NUTTIN',DROOL,CLASSIC SHADES,CLOWN NOSE,NUTTIN',CAP FORWARD,
6496,BASTARD GAN PUNK V2 #6496,CALM AF (STILL),PRANKER BASTARD,37,,,,,,,LARGE,SOLID AF,LEFT,PIPE,NUTTIN',CHOKER,SMIRK,EYE MASK,NUTTIN',NUTTIN',PEAK SPIKE,
6497,BASTARD GAN PUNK V2 #6497,CALM AF (STILL),EVANGELIST BASTARD,8,,,,,,,LARGE,SOLID AF,LEFT,VAPE,SHADOW BEARD,GOLD CHAIN,REGULAR,SMALL SHADES,NUTTIN',NUTTIN',VAMPIRE HAIR,
6498,BASTARD GAN PUNK V2 #6498,CALM AF (STILL),MINNIE BASTARD,23,,,,,,,APE,SOLID AF,RIGHT,VAPE,UNIBROW,CHOKER,OPEN BUCKS,CLASSIC SHADES,CLOWN NOSE,NUTTIN',TIARA,
6499,BASTARD GAN PUNK V2 #6499,CALM AF (STILL),CONFORMIST BASTARD,30,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,VR,NUTTIN',NUTTIN',STRINGY HAIR,
6500,BASTARD GAN PUNK V2 #6500,CALM AF (STILL),OMEGA BASTARD,37,,,,,,,PETITE,GLITCHY AF,FRONT,EDIBLES???,NUTTIN',SILVER CHAIN,MEDICAL MASK,X EYES,NUTTIN',NUTTIN',BLONDE SHORT,HORIZONTAL 4s
6501,BASTARD GAN PUNK V2 #6501,CALM AF (STILL),1HEAD BASTARD,13,,,,,,,APE,SOLID AF,LEFT,BIG SMOKE,NORMAL BEARD,NUTTIN',LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',CAP FORWARD,
6502,BASTARD GAN PUNK V2 #6502,CALM AF (STILL),SEXMACHINA BASTARD,24,,,,,,,ALIEN,GLITCHY AF,LEFT,CIGGIE,GOAT,NUTTIN',GRILL,X EYES,NUTTIN',NUTTIN',BUZZED,GRID W/ DIAGONAL
6503,BASTARD GAN PUNK V2 #6503,CALM AF (STILL),BLACKPIL BASTARD,14,,,,,,,APE,GLITCHY AF,RIGHT,CIGGIE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,SMALL REGULARS,NUTTIN',NUTTIN',WILD HAIR,BLOCKY
6504,BASTARD GAN PUNK V2 #6504,CALM AF (STILL),1HEAD BASTARD,4,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',CRAZY HAIR,
6505,BASTARD GAN PUNK V2 #6505,CALM AF (STILL),FREN BASTARD,32,,,,,,,ALIEN,SOLID AF,RIGHT,VAPE,CHINSTRAP,NUTTIN',OPEN BUCKS,EYE BAGS,NUTTIN',NUTTIN',MESSY HAIR,
6506,BASTARD GAN PUNK V2 #6506,CALM AF (STILL),GLOOMER BASTARD,26,,,,,,,PETITE,GLITCHY AF,LEFT,EDIBLES???,NUTTIN',SILVER CHAIN,LIPSTICK,X EYES,NUTTIN',NUTTIN',X HEAD,8x8s
6507,BASTARD GAN PUNK V2 #6507,CALM AF (STILL),FAKE BASTARD,30,,,,,,,LARGE,GLITCHY AF,RIGHT,VAPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,EYE SHADOW,NUTTIN',NUTTIN',PILOT HELMET,PLAID
6508,BASTARD GAN PUNK V2 #6508,CALM AF (STILL),COOMER BASTARD,31,,,,,,,APE,GLITCHY AF,LEFT,EDIBLES???,UNIBROW,NUTTIN',MEDICAL MASK,CLOWN EYES,NUTTIN',NUTTIN',MOHAWK,ZIGZAG
6509,BASTARD GAN PUNK V2 #6509,CALM AF (STILL),BIG TIDDY GOTH BASTARD,31,,,,,,,PETITE,SOLID AF,LEFT,VAPE,NUTTIN',SILVER CHAIN,BUCK TEETH,EYE MASK,NUTTIN',NUTTIN',BANDANA,
6510,BASTARD GAN PUNK V2 #6510,CALM AF (STILL),DANK BASTARD,31,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',BUCK TEETH,HEART GLASSES,CLOWN NOSE,NUTTIN',BALD,
6511,BASTARD GAN PUNK V2 #6511,CALM AF (STILL),DOOMER BASTARD,22,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,HANDLEBARS,NUTTIN',GRILL,BIG SHADES,CLOWN NOSE,GOLD EARRING,PURPLE HAIR,
6512,BASTARD GAN PUNK V2 #6512,CALM AF (STILL),HORNY BASTARD,38,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,NUTTIN',NUTTIN',DROOL,BIG SHADES,NUTTIN',GOLD EARRING,CAP,
6513,BASTARD GAN PUNK V2 #6513,CALM AF (STILL),MOONBOI BASTARD,26,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',SMIRK,VR,NUTTIN',NUTTIN',WILD HAIR,
6514,BASTARD GAN PUNK V2 #6514,CALM AF (STILL),REAL DEAL BASTARD,17,,,,,,,ALIEN,GLITCHY AF,RIGHT,CIGGIE,HANDLEBARS,GOLD CHAIN,GRILL,BIG SHADES,NUTTIN',NUTTIN',TASSLE HAT,EYES W/ DIAGONAL
6515,BASTARD GAN PUNK V2 #6515,CALM AF (STILL),0HEAD BASTARD,33,,,,,,,ALIEN,GLITCHY AF,RIGHT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,X EYES,NUTTIN',NUTTIN',MESSY WILD WHITE,EYES W/ DIAGONAL
6516,BASTARD GAN PUNK V2 #6516,HYPED AF (ANIMATED),EVIL BASTARD,15,SWEEP PICKING (16.66 FPS),188,0,NAH,1 - UNPLUGGED,FIXED COLOR,,,,,,,,,,,,
6517,BASTARD GAN PUNK V2 #6517,CALM AF (STILL),BIG TIDDY GOTH BASTARD,24,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,ROSY CHEEKS,NUTTIN',DROOL,BIG SHADES,NUTTIN',NUTTIN',HEADBAND,
6518,BASTARD GAN PUNK V2 #6518,CALM AF (STILL),DUMPER BASTARD,25,,,,,,,LARGE,GLITCHY AF,RIGHT,BIG SMOKE,GOAT,CHOKER,X MOUTH,CLOWN EYES,NUTTIN',NUTTIN',BALD,TRIANGLES
6519,BASTARD GAN PUNK V2 #6519,CALM AF (STILL),C00LIO BASTARD,20,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',LIPSTICK,HEART GLASSES,CLOWN NOSE,NUTTIN',PEAK SPIKE,
6520,BASTARD GAN PUNK V2 #6520,CALM AF (STILL),STONER BASTARD,29,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,NUTTIN',CHOKER,SMIRK,VR,NUTTIN',NUTTIN',VAMPIRE HAIR,
6521,BASTARD GAN PUNK V2 #6521,CALM AF (STILL),MOONBOI BASTARD,14,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,CHINSTRAP,CHOKER,DROOL,NERDY CLASSICS,NUTTIN',NUTTIN',CAP FORWARD,
6522,BASTARD GAN PUNK V2 #6522,CALM AF (STILL),BOURGEOIS BASTARD,37,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,HANDLEBARS,CHOKER,LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',MOHAWK THIN,
6523,BASTARD GAN PUNK V2 #6523,CALM AF (STILL),BOURGEOIS BASTARD,22,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',BUCK TEETH,SMALL SHADES,NUTTIN',NUTTIN',MOHAWK,
6524,BASTARD GAN PUNK V2 #6524,CALM AF (STILL),BIG TIDDY GOTH BASTARD,35,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,RIGHT,PIPE,SHADOW BEARD,NUTTIN',LIPSTICK,HEART GLASSES,NUTTIN',GOLD EARRING,CAP,
6525,BASTARD GAN PUNK V2 #6525,CALM AF (STILL),NOOB BASTARD,13,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,3D GLASSES,NUTTIN',NUTTIN',WILD HAIR,
6526,BASTARD GAN PUNK V2 #6526,CALM AF (STILL),SER BASTARD,18,,,,,,,APE,SOLID AF,LEFT,CIGGIE,GOAT,CHOKER,SMILE,SMALL SHADES,NUTTIN',NUTTIN',KNITTED CAP,
6527,BASTARD GAN PUNK V2 #6527,CALM AF (STILL),BOURGEOIS BASTARD,27,,,,,,,PETITE,SOLID AF,LEFT,PIPE,BIG BEARD,NUTTIN',REGULAR,HORNED RIM GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
6528,BASTARD GAN PUNK V2 #6528,CALM AF (STILL),NECROMANCER BASTARD,25,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,HANDLEBARS,NUTTIN',REGULAR,SMALL REGULARS,NUTTIN',NUTTIN',MESSY HAIR,
6529,BASTARD GAN PUNK V2 #6529,CALM AF (STILL),PEACH BASTARD,21,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,NUTTIN',NUTTIN',NUTTIN',BALD,
6530,BASTARD GAN PUNK V2 #6530,CALM AF (STILL),BADA$$ BASTARD,5,,,,,,,APE,SOLID AF,RIGHT,CIGGIE,ROSY CHEEKS,CHOKER,OPEN BUCKS,EYE SHADOW,NUTTIN',NUTTIN',COWBOY HAT,
6531,BASTARD GAN PUNK V2 #6531,CALM AF (STILL),NIFTYMANIAC BASTARD,32,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',GRILL,CLASSIC SHADES,NUTTIN',NUTTIN',CAP FORWARD,
6532,BASTARD GAN PUNK V2 #6532,CALM AF (STILL),DEALER BASTARD,21,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,MUTTONCHOPS,NUTTIN',SMIRK,CLASSIC SHADES,NUTTIN',GOLD EARRING,COWBOY HAT,
6533,BASTARD GAN PUNK V2 #6533,CALM AF (STILL),SORCERER BASTARD,9,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,SHADOW BEARD,NUTTIN',OPEN BUCKS,HORNED RIM GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
6534,BASTARD GAN PUNK V2 #6534,CALM AF (STILL),SORCERER BASTARD,10,,,,,,,APE,SOLID AF,LEFT,PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,HEART GLASSES,NUTTIN',NUTTIN',WILD WHITE HAIR,
6535,BASTARD GAN PUNK V2 #6535,CALM AF (STILL),COOMER BASTARD,26,,,,,,,ALIEN,GLITCHY AF,RIGHT,CIGGIE,NUTTIN',CHOKER,GRILL,X EYES,NUTTIN',NUTTIN',STRINGY HAIR,PRISM
6536,BASTARD GAN PUNK V2 #6536,CALM AF (STILL),C00LIO BASTARD,30,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,HANDLEBARS,NUTTIN',LIPSTICK,SMALL REGULARS,CLOWN NOSE,NUTTIN',CAP FORWARD,
6537,BASTARD GAN PUNK V2 #6537,CALM AF (STILL),COOMER BASTARD,29,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,NORMAL BEARD,NUTTIN',LIPSTICK,CLOWN EYES,NUTTIN',GOLD EARRING,X HEAD,
6538,BASTARD GAN PUNK V2 #6538,CALM AF (STILL),TANKIE BASTARD,29,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,NERD GLASSES,NUTTIN',NUTTIN',WILD WHITE HAIR,
6539,BASTARD GAN PUNK V2 #6539,CALM AF (STILL),FUTURIST BASTARD,29,,,,,,,APE,SOLID AF,LEFT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,BIG SHADES,NUTTIN',GOLD EARRING,VAMPIRE HAIR,
6540,BASTARD GAN PUNK V2 #6540,CALM AF (STILL),DIABOLIQUE BASTARD,16,,,,,,,PETITE,GLITCHY AF,RIGHT,PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',PINK WITH HAT,HORIZONTALS
6541,BASTARD GAN PUNK V2 #6541,CALM AF (STILL),COOMER BASTARD,33,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,LEFT,EDIBLES???,CHINSTRAP,NUTTIN',OPEN BUCKS,HORNED RIM GLASSES,NUTTIN',NUTTIN',BUZZED,
6542,BASTARD GAN PUNK V2 #6542,CALM AF (STILL),DOOMER BASTARD,31,,,,,,,APE,SOLID AF,FRONT,CIGGIE,NUTTIN',NUTTIN',LIPSTICK,3D GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
6543,BASTARD GAN PUNK V2 #6543,CALM AF (STILL),PIMP BASTARD,9,,,,,,,APE,SOLID AF,RIGHT,PIPE,NUTTIN',NUTTIN',OPEN BUCKS,EYE SHADOW,CLOWN NOSE,NUTTIN',BEANIE,
6544,BASTARD GAN PUNK V2 #6544,CALM AF (STILL),L4M3R BASTARD,25,,,,,,,PETITE,GLITCHY AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',X MOUTH,X EYES,NUTTIN',NUTTIN',X HEAD,BORDER
6545,BASTARD GAN PUNK V2 #6545,CALM AF (STILL),COOMER BASTARD,19,,,,,,,LARGE,SOLID AF,LEFT,PIPE,MUSTACHE 'N SHADOW BEARD,NUTTIN',BUCK TEETH,EYE PATCH,NUTTIN',GOLD EARRING,MOHAWK,
6546,BASTARD GAN PUNK V2 #6546,CALM AF (STILL),BLOOMER BASTARD,7,,,,,,,APE HUMAN HYBRID,GLITCHY AF,RIGHT,CIGGIE,GOAT 'N LUXURIOUS BEARD,NUTTIN',X MOUTH,X EYES,NUTTIN',NUTTIN',STRAGGLY HAIR,GRADIENT
6547,BASTARD GAN PUNK V2 #6547,CALM AF (STILL),UGLY BASTARD,32,,,,,,,LARGE,SOLID AF,LEFT,VAPE,NORMAL BEARD,NUTTIN',LIPSTICK,CLOWN EYES,NUTTIN',NUTTIN',MOHAWK THIN,
6548,BASTARD GAN PUNK V2 #6548,CALM AF (STILL),MAXIE BASTARD,28,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,LUXURIOUS BEARD,CHOKER,LIPSTICK,HORNED RIM GLASSES,NUTTIN',NUTTIN',STRINGY HAIR,
6549,BASTARD GAN PUNK V2 #6549,CALM AF (STILL),NOOB BASTARD,10,,,,,,,ALIEN,SOLID AF,LEFT,CIGGIE,MUTTONCHOPS,NUTTIN',SMILE,EYE MASK,CLOWN NOSE,NUTTIN',MESSY HAIR,
6550,BASTARD GAN PUNK V2 #6550,CALM AF (STILL),TANKIE BASTARD,24,,,,,,,ALIEN,SOLID AF,RIGHT,PIPE,ROSY CHEEKS,NUTTIN',GRILL,3D GLASSES,CLOWN NOSE,NUTTIN',BALD,
6551,BASTARD GAN PUNK V2 #6551,CALM AF (STILL),PARASITE BASTARD,37,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,GOAT,NUTTIN',BUCK TEETH,SMALL SHADES,NUTTIN',NUTTIN',DO-RAG,
6552,BASTARD GAN PUNK V2 #6552,CALM AF (STILL),ROGUE BASTARD,12,,,,,,,APE,SOLID AF,LEFT,CIGGIE,HANDLEBARS,NUTTIN',LIPSTICK,EYE MASK,CLOWN NOSE,NUTTIN',MOHAWK THIN,
6553,BASTARD GAN PUNK V2 #6553,CALM AF (STILL),NERD BASTARD,27,,,,,,,X BASTARD,GLITCHY AF,RIGHT,EDIBLES???,GOAT,NUTTIN',X MOUTH,X EYES,NUTTIN',NUTTIN',WILD WHITE HAIR,VERTICALS
6554,BASTARD GAN PUNK V2 #6554,CALM AF (STILL),5HEAD BASTARD,33,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,GOAT,NUTTIN',GRILL,3D GLASSES,NUTTIN',NUTTIN',BUZZED,
6555,BASTARD GAN PUNK V2 #6555,CALM AF (STILL),FEELSGOOD BASTARD,28,,,,,,,LARGE,SOLID AF,LEFT,PIPE,NUTTIN',NUTTIN',DROOL,NERDY EYE MASK,CLOWN NOSE,NUTTIN',BANDANA,
6556,BASTARD GAN PUNK V2 #6556,CALM AF (STILL),FOMBOI BASTARD,16,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,BIG SHADES,CLOWN NOSE,NUTTIN',MOHAWK,
6557,BASTARD GAN PUNK V2 #6557,CALM AF (STILL),FEELSGOOD BASTARD,21,,,,,,,ALIEN,GLITCHY AF,LEFT,VAPE,GOAT,NUTTIN',X MOUTH,CLASSIC SHADES,NUTTIN',NUTTIN',WILD WHITE HAIR,GEOMETRIC
6558,BASTARD GAN PUNK V2 #6558,CALM AF (STILL),NOOB BASTARD,28,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,CHINSTRAP,SKINNY NECK,MEDICAL MASK,HEART GLASSES,NUTTIN',NUTTIN',MOHAWK,
6559,BASTARD GAN PUNK V2 #6559,CALM AF (STILL),DIABOLIQUE BASTARD,18,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,GOAT,GOLD CHAIN,BUCK TEETH,HEART GLASSES,NUTTIN',NUTTIN',BLONDE SHORT,
6560,BASTARD GAN PUNK V2 #6560,CALM AF (STILL),SMOL BASTARD,34,,,,,,,ALIEN,SOLID AF,RIGHT,VAPE,CHINSTRAP,GOLD CHAIN,SMILE,VR,NUTTIN',GOLD EARRING,BALD,
6561,BASTARD GAN PUNK V2 #6561,HYPED AF (ANIMATED),EMO BASTARD,22,SWEEP PICKING (16.66 FPS),188,1,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
6562,BASTARD GAN PUNK V2 #6562,CALM AF (STILL),ZOOMER BASTARD,25,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',MEDICAL MASK,HORNED RIM GLASSES,CLOWN NOSE,NUTTIN',COWBOY HAT,
6563,BASTARD GAN PUNK V2 #6563,CALM AF (STILL),REKT BASTARD,20,,,,,,,APE,SOLID AF,LEFT,BIG SMOKE 'n PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,EYE PATCH,NUTTIN',NUTTIN',CAP,
6564,BASTARD GAN PUNK V2 #6564,CALM AF (STILL),ALPHA BASTARD,24,,,,,,,X BASTARD,GLITCHY AF,RIGHT,BIG SMOKE,NUTTIN',NUTTIN',X MOUTH,X EYES,NUTTIN',NUTTIN',X HEAD,FRACTURED
6565,BASTARD GAN PUNK V2 #6565,CALM AF (STILL),L4M3R BASTARD,26,,,,,,,ALIEN,SOLID AF,RIGHT,PIPE,HANDLEBARS,NUTTIN',LIPSTICK,EYE PATCH,NUTTIN',NUTTIN',CAP FORWARD,
6566,BASTARD GAN PUNK V2 #6566,CALM AF (STILL),BOMBSHELL BASTARD,34,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,HORNED RIM GLASSES,NUTTIN',GOLD EARRING,DO-RAG,
6567,BASTARD GAN PUNK V2 #6567,CALM AF (STILL),GENTLE BASTARD,27,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,HANDLEBARS,NUTTIN',DROOL,SMALL SHADES,NUTTIN',GOLD EARRING,PEAK SPIKE,
6568,BASTARD GAN PUNK V2 #6568,HYPED AF (ANIMATED),REKT BASTARD,22,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
