TOKEN_ID,TOKEN_NAME,Background,Eye,Fur,Eyewear,Tail,Object,Shirt,Hands,Hat,Expression,1-of-1,Special
1135,Hungry Wolves 1135,Blood Spattered,Yellow,Glowing,None,Paper Crown,Guitar Amp,Bowtie,Gold Nails,Captain's Hat,Hungry,,
1136,Hungry Wolves 1136,Wolf Den,No Pupils,Grey,None,Muddy,Pile of Bones,Wool Sweater,Bloody Nails,Straw Hat,Sad,,
1137,Hungry Wolves 1137,Grey Concrete,Blue,Night,None,Wood,Barbed Wire Fence,Green Basketball Jersey,Gold Nails,None,Calm,,
1138,Hungry Wolves 1138,Graffiti,Blue,Brown,None,Wood,Trash Can,Banana T-Shirt,Champ Ring,Wizard Hat,Evil,,
1139,Hungry Wolves 1139,Green Concrete,Gold,Golden,None,Glowing,Throne,Banana T-Shirt,Biker Gloves,Captain's Hat,Excited,,
1140,Hungry Wolves 1140,Green Concrete,Yellow,Rainbow,None,Glowing,Guitar Amp,None,Brass Knuckles,Halo,Calm,,
1141,Hungry Wolves 1141,Magma,Blue,Red,None,Wood,Pile of Money,Pack Chain,Rainbow Nails,Captain's Hat,Angry,,
1142,Hungry Wolves 1142,Graffiti,Cyborg,Rainbow,None,None,Ice,Pack Chain,Ruby Nails,Top Hat,Evil,,
1143,Hungry Wolves 1143,Green Concrete,Bloodshot,Glowing,None,Bear Trap,Trash Can,Biker Vest,Gold Bracelet,Gold Earring,Excited,,
1144,Hungry Wolves 1144,Blue Concrete,Blue,Night,None,Muddy,Boulder,Banana T-Shirt,Brass Knuckles,Cowboy,Calm,,
1145,Hungry Wolves 1145,Grey Concrete,Blue,Glowing,None,Glowing,Barbed Wire Fence,Robot Armor,Gold Bracelet,Mohawk,Angry,,
1146,Hungry Wolves 1146,Green Concrete,Bloodshot,Arctic,None,Snow Covered,Barbed Wire Fence,Ripped White T-Shirt,Handcuffs,Beanie,Angry,,
1147,Hungry Wolves 1147,Green Concrete,Cyborg,Night,None,Muddy,Barbed Wire Fence,Headphones,Handcuffs,Pirate Hat,Hungry,,
1148,Hungry Wolves 1148,Pink Concrete,Cyborg,Brown,Monocle,Paper Crown,Pile of Bananas,Bowtie,Glowing Nails,Gold Earring,Silly,,
1149,Hungry Wolves 1149,Hellfire,Blue,Glowing,None,Muddy,Guitar Amp,Black T-Shirt,Rainbow Nails,Pirate Hat,Silly,,
1150,Hungry Wolves 1150,Wolf Den,Gold,Rainbow,None,Muddy,Trash Can,Pack Chain,Bloody Nails,None,Sad,,
1151,Hungry Wolves 1151,Graffiti,Blue,Night,None,None,Old Stereos,Pack Chain,Handcuffs,Mohawk,Excited,,
1152,Hungry Wolves 1152,Grey Concrete,Blue,Arctic,None,None,Trash Can,Pack Chain,Glowing Nails,Mohawk,Hungry,,
1153,Hungry Wolves 1153,Grey Concrete,Blue,Night,None,Bear Trap,Ice,None,Party Nail,Halo,Angry,,
1154,Hungry Wolves 1154,Grey Concrete,Blue,Bronze,None,None,Ice,Black T-Shirt,Bloody Nails,Paper Crown,Angry,,
1155,Hungry Wolves 1155,Green Concrete,Bloodshot,Blue,None,None,Trash Can,Tie-Dye Shirt,Gold Nails,Gold Earring,Calm,,
1156,Hungry Wolves 1156,Rainbow Shine,Blue,Bronze,None,Wood,Trash Can,Overalls,Gold Bracelet,None,Angry,,
1157,Hungry Wolves 1157,Blue Concrete,Bloodshot,Red,None,Gold Piercing,Trash Can,Overalls,Gold Nails,Mohawk,Excited,,
1158,Hungry Wolves 1158,Magma,Blue,Hay,None,Snow Covered,Bricks,Bowtie,Party Nail,Halo,Calm,,
1159,Hungry Wolves 1159,Grey Concrete,Blue,Bronze,None,None,Trash Can,None,Bloody Nails,None,Excited,,
1160,Hungry Wolves 1160,Grey Concrete,Yellow,Bronze,None,Muddy,Trash Can,Yellow Basketball Jersey,Champ Ring,None,Silly,,
1161,Hungry Wolves 1161,Blue Concrete,Bloodshot,Clay,None,None,Trash Can,Black T-Shirt,Brass Knuckles,Paper Crown,Calm,,
1162,Hungry Wolves 1162,Pink Concrete,Cyborg,Night,None,None,Pile of Gems,Blue Soccer Jersey,Bloody Nails,Cowboy,Sad,,
1163,Hungry Wolves 1163,Green Concrete,Blue,Rainbow,None,Wood,Old Stereos,None,Glowing Nails,Mohawk,Angry,,
1164,Hungry Wolves 1164,Pink Concrete,Gold,Camo,None,Snow Covered,Pile of Bananas,Hoodie,Muddy Paws,Halo,Silly,,
1165,Hungry Wolves 1165,Graffiti,Blue,Glowing,None,Muddy,Pile of Bananas,None,Party Nail,Mohawk,Calm,,
1166,Hungry Wolves 1166,Forest,Bloodshot,Brown,None,None,Trash Can,Bowtie,Glowing Nails,None,Angry,,
1167,Hungry Wolves 1167,Blue Concrete,Blue,Grey,None,Snow Covered,Pile of Money,Pack Chain,Party Nail,Mohawk,Angry,,
1168,Hungry Wolves 1168,Graffiti,Blue,Golden,None,Muddy,Trash Can,None,Glowing Nails,Party Hat,Calm,,
1169,Hungry Wolves 1169,Hellfire,Blue,Arctic,None,Bear Trap,Hay,Black T-Shirt,Gold Bracelet,Beanie,Silly,,
1170,Hungry Wolves 1170,Grey Concrete,Yellow,Zombie,None,None,Boulder,Robot Armor,Gold Nails,Top Hat,Excited,,
1171,Hungry Wolves 1171,Grey Concrete,Yellow,Zombie,None,None,Barbed Wire Fence,Robot Armor,Gold Nails,Straw Hat,Angry,,
1172,Hungry Wolves 1172,Green Concrete,Cyborg,Rainbow,None,Gold Piercing,Ice,Pack Chain,Bloody Nails,Flipped Brim,Calm,,
1173,Hungry Wolves 1173,Rave,Yellow,Zombie,None,None,Hay,Bowtie,Champ Ring,Halo,Excited,,
1174,Hungry Wolves 1174,Grey Concrete,Yellow,Red,None,None,New Whip,Hawaiian,Handcuffs,Captain's Hat,Excited,,
1175,Hungry Wolves 1175,Grey Concrete,Gold,Arctic,None,Muddy,Boulder,Banana T-Shirt,Gold Bracelet,Gold Earring,Angry,,
1176,Hungry Wolves 1176,Rainbow Shine,No Pupils,Arctic,None,Muddy,Bricks,Blue Soccer Jersey,Mechanical Hand,Halo,Angry,,
1177,Hungry Wolves 1177,Rainbow Shine,Blue,Bronze,Lasers,None,Trash Can,Red Soccer Jersey,Bloody Nails,Captain's Hat,Excited,,
1178,Hungry Wolves 1178,Grey Concrete,Cyborg,Clay,None,None,Pile of Bananas,Headphones,Party Nail,Santa Hat,Calm,,
1179,Hungry Wolves 1179,Underwater,No Pupils,Bronze,None,Gold Piercing,Trash Can,Pack Chain,Rainbow Nails,Devil Horns,Angry,,
1180,Hungry Wolves 1180,24K,Blue,Grey,None,Snow Covered,New Whip,Tie-Dye Shirt,Gold Bracelet,Paper Crown,Excited,,
1181,Hungry Wolves 1181,Blood Spattered,No Pupils,Grey,None,Muddy,Hay,Banana T-Shirt,Ruby Nails,Paper Crown,Evil,,
1182,Hungry Wolves 1182,Hellfire,Bloodshot,Golden,None,Snow Covered,Trash Can,Robot Armor,Onyx Nails,None,Excited,,
1183,Hungry Wolves 1183,Green Concrete,Yellow,Zombie,None,Muddy,Barbed Wire Fence,Red Soccer Jersey,Onyx Nails,None,Calm,,
1184,Hungry Wolves 1184,Hellfire,Yellow,Arctic,None,None,Pile of Gems,Pack Chain,Muddy Paws,Devil Horns,Sad,,
1185,Hungry Wolves 1185,Grey Concrete,Blue,Glowing,None,Muddy,Pile of Money,Biker Vest,Biker Gloves,Captain's Hat,Calm,,
1186,Hungry Wolves 1186,Pink Concrete,Cyborg,Night,None,Snow Covered,Trash Can,Red Soccer Jersey,Glowing Nails,None,Angry,,
1187,Hungry Wolves 1187,Blue Concrete,Blue,Golden,None,Muddy,Guitar Amp,Headphones,Rainbow Nails,Black Bandana,Excited,,
1188,Hungry Wolves 1188,Rainbow Shine,Cat Eyes,Zombie,None,None,Trash Can,Bowtie,Party Nail,Top Hat,Silly,,
1189,Hungry Wolves 1189,Blue Concrete,Blue,Hay,None,None,Ice,Black T-Shirt,Ruby Nails,Paper Crown,Silly,,
1190,Hungry Wolves 1190,Blood Spattered,Gold,Night,None,Wood,Barbed Wire Fence,Black T-Shirt,Party Nail,Halo,Sad,,
1191,Hungry Wolves 1191,Forest,Blue,Hay,None,None,Bricks,Biker Vest,Onyx Nails,Captain's Hat,Evil,,
1192,Hungry Wolves 1192,Graffiti,Blue,Grey,None,Paper Crown,Trash Can,Blue Soccer Jersey,Party Nail,Devil Horns,Silly,,
1193,Hungry Wolves 1193,Rainbow Shine,Blue,Bronze,None,Gold Piercing,Trash Can,Yellow Basketball Jersey,Bloody Nails,None,Excited,,
1194,Hungry Wolves 1194,Pink Concrete,Yellow,Clay,None,Muddy,Pile of Gems,Tie-Dye Shirt,Biker Gloves,Gold Earring,Excited,,
1195,Hungry Wolves 1195,Green Concrete,Blue,Camo,None,Paper Crown,Trash Can,Robot Armor,Glowing Nails,Devil Horns,Calm,,
1196,Hungry Wolves 1196,Green Concrete,Cat Eyes,Grey,None,Frozen,Guitar Amp,Hoodie,Party Nail,Captain's Hat,Hungry,,
1197,Hungry Wolves 1197,Graffiti,Yellow,Golden,None,None,Ice,Bowtie,Glowing Nails,Pirate Hat,Silly,,
1198,Hungry Wolves 1198,Magma,Blue,Grey,None,None,Trash Can,Yellow Basketball Jersey,Onyx Nails,Pirate Hat,Calm,,
1199,Hungry Wolves 1199,Green Concrete,Yellow,Glowing,None,Wood,Trash Can,Headphones,Mechanical Hand,Gold Earring,Hungry,,
1200,Hungry Wolves 1200,Grey Concrete,Blue,Arctic,None,Muddy,New Whip,Red Soccer Jersey,Ruby Nails,Cowboy,Sad,,
1201,Hungry Wolves 1201,Underwater,Cat Eyes,Glowing,None,None,Pile of Money,Ripped White T-Shirt,Rainbow Nails,Devil Horns,Sad,,
1202,Hungry Wolves 1202,Blue Concrete,Cat Eyes,Brown,None,None,New Whip,Red Soccer Jersey,Glowing Nails,Captain's Hat,Silly,,
1203,Hungry Wolves 1203,Blue Concrete,Bloodshot,Glowing,None,None,New Whip,Banana T-Shirt,Glowing Nails,Cowboy,Evil,,
1204,Hungry Wolves 1204,Grey Concrete,Blue,Zombie,None,Snow Covered,Trash Can,Hawaiian,Handcuffs,Wizard Hat,Hungry,,
1205,Hungry Wolves 1205,Green Concrete,Yellow,Rainbow,None,Muddy,Barbed Wire Fence,Ripped White T-Shirt,None,Mohawk,Sad,,
1206,Hungry Wolves 1206,Green Concrete,Bloodshot,Glowing,None,None,Trash Can,Hoodie,Onyx Nails,Straw Hat,Calm,,
1207,Hungry Wolves 1207,Grey Concrete,Blue,Zombie,Lasers,Frozen,Hay,Black T-Shirt,Muddy Paws,Beanie,Calm,,
1208,Hungry Wolves 1208,Blue Concrete,Blue,Night,None,Muddy,Boulder,Hawaiian,Onyx Nails,Pirate Hat,Excited,,
1209,Hungry Wolves 1209,Blue Concrete,Blue,Arctic,None,Paper Crown,New Whip,Black T-Shirt,Biker Gloves,Straw Hat,Calm,,
1210,Hungry Wolves 1210,Blue Concrete,Bloodshot,Glowing,None,None,Bricks,Green Basketball Jersey,Biker Gloves,Cowboy,Calm,,
1211,Hungry Wolves 1211,Green Concrete,Cat Eyes,Hay,None,None,Trash Can,Headphones,Handcuffs,Party Hat,Hungry,,
1212,Hungry Wolves 1212,Green Concrete,Blue,Brown,None,Gold Piercing,Guitar Amp,Green Basketball Jersey,Biker Gloves,Devil Horns,Angry,,
1213,Hungry Wolves 1213,Hellfire,Yellow,Camo,None,None,Trash Can,Bowtie,Gold Nails,None,Evil,,
1214,Hungry Wolves 1214,Blue Concrete,Blue,Brown,None,None,Pile of Bananas,Yellow Basketball Jersey,Handcuffs,Devil Horns,Angry,,
1215,Hungry Wolves 1215,Rainbow Shine,Bloodshot,Bronze,None,Muddy,Trash Can,Black T-Shirt,Bloody Nails,Santa Hat,Angry,,
1216,Hungry Wolves 1216,Blue Concrete,Blue,Rainbow,None,None,Barbed Wire Fence,Banana T-Shirt,Ruby Nails,Mohawk,Angry,,
1217,Hungry Wolves 1217,Pink Concrete,No Pupils,Rainbow,None,None,Hay,Black T-Shirt,Gold Bracelet,Black Bandana,Silly,,
1218,Hungry Wolves 1218,Graffiti,Bloodshot,Rainbow,None,None,Boulder,Banana T-Shirt,Ruby Nails,Beanie,Angry,,
1219,Hungry Wolves 1219,Hellfire,Cyborg,Brown,Lasers,Gold Piercing,Bricks,Green Basketball Jersey,Bloody Nails,Santa Hat,Sad,,
1220,Hungry Wolves 1220,24K,Blue,Red,None,Snow Covered,Trash Can,Pack Chain,Rainbow Nails,Gold Earring,Angry,,
1221,Hungry Wolves 1221,Graffiti,No Pupils,Rainbow,None,Muddy,Throne,Red Soccer Jersey,Bloody Nails,Halo,Sad,,
1222,Hungry Wolves 1222,24K,Gold,Bronze,None,None,Ice,Overalls,None,None,Excited,,
1223,Hungry Wolves 1223,Blood Spattered,Gold,Arctic,None,None,Trash Can,Biker Vest,Glowing Nails,Halo,Sad,,
1224,Hungry Wolves 1224,Green Concrete,Blue,Grey,None,Muddy,New Whip,Green Basketball Jersey,Bloody Nails,None,Angry,,
1225,Hungry Wolves 1225,Green Concrete,Cyborg,Red,None,Snow Covered,Trash Can,None,Rainbow Nails,Beanie,Silly,,
1226,Hungry Wolves 1226,Green Concrete,Bloodshot,Glowing,None,Muddy,Bricks,Yellow Basketball Jersey,Mechanical Hand,Mohawk,Sad,,
1227,Hungry Wolves 1227,Rainbow Shine,No Pupils,Arctic,None,Muddy,Pile of Bananas,None,Bloody Nails,Devil Horns,Angry,,
1228,Hungry Wolves 1228,Blue Concrete,Blue,Rainbow,None,Muddy,Boulder,Green Basketball Jersey,Mechanical Hand,Cowboy,Sad,,
1229,Hungry Wolves 1229,Pink Concrete,No Pupils,Night,None,None,Trash Can,Ripped White T-Shirt,Gold Bracelet,Beanie,Silly,,
1230,Hungry Wolves 1230,Green Concrete,Cyborg,Clay,None,Wood,Trash Can,Yellow Basketball Jersey,Muddy Paws,Paper Crown,Angry,,
1231,Hungry Wolves 1231,Grey Concrete,Blue,Arctic,None,Bear Trap,Barbed Wire Fence,Blue Soccer Jersey,Mechanical Hand,Paper Crown,Angry,,
1232,Hungry Wolves 1232,24K,Cyborg,Hay,None,None,Old Stereos,Black T-Shirt,Biker Gloves,Cowboy,Calm,,
1233,Hungry Wolves 1233,Underwater,Yellow,Bronze,None,Snow Covered,Trash Can,Headphones,Gold Bracelet,Party Hat,Sad,,
1234,Hungry Wolves 1234,Graffiti,Cat Eyes,Red,None,None,Pile of Money,Black T-Shirt,Gold Bracelet,Cowboy,Sad,,
1235,Hungry Wolves 1235,24K,Blue,Bronze,None,Frozen,Barbed Wire Fence,None,Ruby Nails,Straw Hat,Calm,,
1236,Hungry Wolves 1236,Rainbow Shine,Cat Eyes,Zombie,None,None,Boulder,Green Basketball Jersey,Gold Nails,Gold Earring,Sad,,
1237,Hungry Wolves 1237,Pink Concrete,Cyborg,Night,None,None,Guitar Amp,None,Party Nail,Halo,Silly,,
1238,Hungry Wolves 1238,Grey Concrete,Cat Eyes,Golden,None,Muddy,New Whip,Pack Chain,Glowing Nails,Wizard Hat,Angry,,
1239,Hungry Wolves 1239,Wolf Den,Blue,Night,None,None,Barbed Wire Fence,Blue Soccer Jersey,Gold Nails,None,Silly,,
1240,Hungry Wolves 1240,24K,Blue,Night,None,Muddy,Trash Can,Banana T-Shirt,Mechanical Hand,Halo,Sad,,
1241,Hungry Wolves 1241,Pink Concrete,Cyborg,Hay,None,Muddy,Pile of Bananas,None,Gold Nails,Top Hat,Hungry,,
1242,Hungry Wolves 1242,Blue Concrete,Cat Eyes,Bronze,None,Bear Trap,Pile of Bananas,Headphones,Bloody Nails,Black Bandana,Calm,,
1243,Hungry Wolves 1243,Grey Concrete,Yellow,Brown,Lasers,None,Pile of Bones,None,Party Nail,Party Hat,Excited,,
1244,Hungry Wolves 1244,Blue Concrete,Bloodshot,Golden,None,None,Pile of Money,Banana T-Shirt,Handcuffs,Halo,Sad,,
1245,Hungry Wolves 1245,Wolf Den,Blue,Grey,None,Snow Covered,Ice,Black T-Shirt,Diamond Nails,Halo,Calm,,
1246,Hungry Wolves 1246,Grey Concrete,Bloodshot,Grey,None,Muddy,Pile of Bones,Blue Soccer Jersey,Handcuffs,Mohawk,Evil,,
1247,Hungry Wolves 1247,Blue Concrete,Cyborg,Clay,Monocle,Muddy,Trash Can,Ripped White T-Shirt,Rainbow Nails,Halo,Angry,,
1248,Hungry Wolves 1248,Rainbow Shine,Cat Eyes,Grey,None,Wood,Hay,Bowtie,Gold Nails,Wizard Hat,Hungry,,
1249,Hungry Wolves 1249,Blue Concrete,Yellow,Brown,None,Gold Piercing,Boulder,Hawaiian,Ruby Nails,None,Excited,,
1250,Hungry Wolves 1250,Grey Concrete,Yellow,Rainbow,None,None,Old Stereos,Pack Chain,Gold Bracelet,Beanie,Angry,,
1251,Hungry Wolves 1251,Wolf Den,Yellow,Golden,None,Muddy,Trash Can,Biker Vest,Ruby Nails,Pirate Hat,Calm,,
1252,Hungry Wolves 1252,Hellfire,Bloodshot,Red,None,None,New Whip,Bowtie,Ruby Nails,Black Bandana,Hungry,,
1253,Hungry Wolves 1253,Grey Concrete,Blue,Camo,None,Snow Covered,Trash Can,Robot Armor,Bloody Nails,Devil Horns,Sad,,
1254,Hungry Wolves 1254,Blue Concrete,Blue,Brown,None,Frozen,Trash Can,None,Mechanical Hand,None,Excited,,
1255,Hungry Wolves 1255,Rainbow Shine,Yellow,Camo,None,Snow Covered,Barbed Wire Fence,Pack Chain,Glowing Nails,None,Excited,,
1256,Hungry Wolves 1256,Green Concrete,Blue,Grey,None,Wood,Pile of Money,None,Brass Knuckles,Pirate Hat,Calm,,
1257,Hungry Wolves 1257,24K,Gold,Brown,None,Bear Trap,Pile of Money,Tie-Dye Shirt,Onyx Nails,Flipped Brim,Calm,,
1258,Hungry Wolves 1258,Blue Concrete,Yellow,Glowing,None,Gold Piercing,Trash Can,Yellow Basketball Jersey,None,Cowboy,Hungry,,
1259,Hungry Wolves 1259,Ice,Blue,Grey,None,None,Ice,Ripped White T-Shirt,Party Nail,Devil Horns,Sad,,
1260,Hungry Wolves 1260,Grey Concrete,Cyborg,Clay,None,Snow Covered,Hay,Overalls,Gold Bracelet,Top Hat,Sad,,
1261,Hungry Wolves 1261,Blood Spattered,Cyborg,Arctic,None,Gold Piercing,Trash Can,Ripped White T-Shirt,Bloody Nails,Santa Hat,Calm,,
1262,Hungry Wolves 1262,Blood Spattered,No Pupils,Arctic,None,Paper Crown,Throne,None,Glowing Nails,None,Angry,,
1263,Hungry Wolves 1263,Graffiti,Blue,Arctic,None,Snow Covered,Trash Can,Headphones,Handcuffs,Flipped Brim,Calm,,
1264,Hungry Wolves 1264,Ice,Blue,Rainbow,None,Snow Covered,Guitar Amp,Robot Armor,Ruby Nails,Top Hat,Hungry,,
1265,Hungry Wolves 1265,Pink Concrete,Yellow,Glowing,None,None,Trash Can,Hawaiian,Gold Nails,Party Hat,Sad,,
1266,Hungry Wolves 1266,Blue Concrete,Gold,Hay,None,Bear Trap,Bricks,Pack Chain,Gold Bracelet,Top Hat,Calm,,
1267,Hungry Wolves 1267,Hellfire,Cyborg,Arctic,None,Muddy,Trash Can,Green Basketball Jersey,Gold Bracelet,Top Hat,Excited,,
1268,Hungry Wolves 1268,Blue Concrete,Blue,Arctic,None,None,Trash Can,Hoodie,Mechanical Hand,Straw Hat,Excited,,
1269,Hungry Wolves 1269,Graffiti,Gold,Clay,None,None,Trash Can,Bowtie,None,Halo,Sad,,
1270,Hungry Wolves 1270,Grey Concrete,No Pupils,Grey,None,Wood,Trash Can,Ripped White T-Shirt,Glowing Nails,Straw Hat,Excited,,
1271,Hungry Wolves 1271,Pink Concrete,Bloodshot,Zombie,None,Muddy,Pile of Gems,Overalls,Party Nail,Cowboy,Calm,,
1272,Hungry Wolves 1272,Pink Concrete,Blue,Glowing,None,None,Trash Can,Red Soccer Jersey,Party Nail,Straw Hat,Sad,,
1273,Hungry Wolves 1273,Pink Concrete,Gold,Arctic,None,Muddy,Pile of Bananas,Hawaiian,Gold Bracelet,Black Bandana,Angry,,
1274,Hungry Wolves 1274,Green Concrete,Gold,Glowing,None,None,Trash Can,None,Gold Bracelet,Paper Crown,Sad,,
1275,Hungry Wolves 1275,Blue Concrete,Bloodshot,Night,None,Snow Covered,Trash Can,None,Gold Bracelet,Pirate Hat,Sad,,
1276,Hungry Wolves 1276,Ice,Blue,Camo,None,Muddy,Throne,None,Ruby Nails,Devil Horns,Angry,,
1277,Hungry Wolves 1277,Blood Spattered,Blue,Clay,None,Snow Covered,Pile of Bananas,Red Soccer Jersey,Mechanical Hand,Halo,Silly,,
1278,Hungry Wolves 1278,,,,,,,,,,,,Werewolf Coin #9
1279,Hungry Wolves 1279,Green Concrete,Gold,Glowing,None,Muddy,Ice,Black T-Shirt,Ruby Nails,Gold Earring,Calm,,
1280,Hungry Wolves 1280,Pink Concrete,Blue,Glowing,None,None,Hay,Ripped White T-Shirt,Gold Bracelet,Black Bandana,Hungry,,
1281,Hungry Wolves 1281,Wolf Den,Gold,Arctic,None,None,New Whip,Wool Sweater,Rainbow Nails,Captain's Hat,Calm,,
1282,Hungry Wolves 1282,Pink Concrete,Bloodshot,Glowing,None,Gold Piercing,Bricks,Green Basketball Jersey,Bloody Nails,Halo,Calm,,
1283,Hungry Wolves 1283,Grey Concrete,Yellow,Rainbow,None,Snow Covered,Boulder,Ripped White T-Shirt,Brass Knuckles,Halo,Sad,,
1284,Hungry Wolves 1284,Underwater,Blue,Grey,None,None,Barbed Wire Fence,Pack Chain,Onyx Nails,Devil Horns,Evil,,
1285,Hungry Wolves 1285,Ice,Yellow,Arctic,None,None,Trash Can,Black T-Shirt,Gold Nails,None,Angry,,
1286,Hungry Wolves 1286,Pink Concrete,Bloodshot,Zombie,None,None,Guitar Amp,Ripped White T-Shirt,Muddy Paws,Gold Earring,Calm,,
1287,Hungry Wolves 1287,Grey Concrete,Blue,Blue,None,Muddy,Guitar Amp,Hawaiian,Onyx Nails,Cowboy,Calm,,
1288,Hungry Wolves 1288,Pink Concrete,Cyborg,Red,None,None,New Whip,Red Soccer Jersey,Biker Gloves,Halo,Silly,,
1289,Hungry Wolves 1289,Blood Spattered,Yellow,Brown,None,Glowing,Pile of Gems,Pack Chain,Bloody Nails,Santa Hat,Hungry,,
1290,Hungry Wolves 1290,Blood Spattered,Yellow,Rainbow,None,Wood,Guitar Amp,Bowtie,Champ Ring,Mohawk,Angry,,
1291,Hungry Wolves 1291,Magma,Blue,Rainbow,None,Bear Trap,Barbed Wire Fence,Robot Armor,Rainbow Nails,Beanie,Silly,,
1292,Hungry Wolves 1292,Underwater,Blue,Clay,None,Gold Piercing,Trash Can,Ripped White T-Shirt,Gold Nails,Black Bandana,Hungry,,
1293,Hungry Wolves 1293,Blue Concrete,Yellow,Blue,None,Muddy,Pile of Bananas,Robot Armor,Bloody Nails,Gold Earring,Angry,,
1294,Hungry Wolves 1294,Rainbow Shine,Cat Eyes,Camo,None,Bear Trap,Pile of Gems,Biker Vest,Party Nail,Black Bandana,Angry,,
1295,Hungry Wolves 1295,Graffiti,Yellow,Grey,None,None,Pile of Bananas,Biker Vest,Bloody Nails,Beanie,Calm,,
1296,Hungry Wolves 1296,Wolf Den,Yellow,Hay,None,Gold Piercing,Throne,None,Rainbow Nails,Flipped Brim,Calm,,
1297,Hungry Wolves 1297,Green Concrete,Blue,Blue,None,Snow Covered,Ice,Blue Soccer Jersey,Muddy Paws,Gold Earring,Evil,,
1298,Hungry Wolves 1298,Graffiti,Gold,Camo,None,Paper Crown,New Whip,Hoodie,Biker Gloves,Red Bandana,Sad,,
1299,Hungry Wolves 1299,Rainbow Shine,Blue,Clay,None,Bear Trap,Hay,Pack Chain,Biker Gloves,Gold Earring,Excited,,
1300,Hungry Wolves 1300,Underwater,No Pupils,Camo,None,Paper Crown,Pile of Bananas,None,Gold Bracelet,Captain's Hat,Silly,,
1301,Hungry Wolves 1301,Ice,No Pupils,Camo,None,None,Ice,Bowtie,Party Nail,None,Calm,,
1302,Hungry Wolves 1302,Green Concrete,Yellow,Glowing,None,Snow Covered,Old Stereos,Blue Soccer Jersey,Gold Nails,Red Bandana,Angry,,
1303,Hungry Wolves 1303,Forest,Bloodshot,Brown,None,None,Boulder,Pack Chain,Onyx Nails,Cowboy,Calm,,
1304,Hungry Wolves 1304,Rainbow Shine,Blue,Zombie,None,Frozen,Trash Can,Ripped White T-Shirt,Gold Nails,Gold Earring,Angry,,
1305,Hungry Wolves 1305,Pink Concrete,Blue,Arctic,None,Bear Trap,Pile of Bananas,Red Soccer Jersey,Gold Bracelet,Mohawk,Hungry,,
1306,Hungry Wolves 1306,Graffiti,No Pupils,Night,None,Snow Covered,Barbed Wire Fence,Headphones,Mechanical Hand,Top Hat,Calm,,
1307,Hungry Wolves 1307,Hellfire,Blue,Arctic,None,None,Trash Can,Tie-Dye Shirt,Party Nail,Paper Crown,Calm,,
1308,Hungry Wolves 1308,Blood Spattered,Cyborg,Glowing,None,Gold Piercing,Boulder,Overalls,Muddy Paws,Party Hat,Angry,,
1309,Hungry Wolves 1309,Grey Concrete,Blue,Camo,None,Gold Piercing,Old Stereos,None,Rainbow Nails,Black Bandana,Calm,,
1310,Hungry Wolves 1310,Ice,Yellow,Hay,None,Muddy,Pile of Gems,Bowtie,Gold Bracelet,Top Hat,Silly,,
1311,Hungry Wolves 1311,Rainbow Shine,Blue,Camo,None,None,Throne,Headphones,Handcuffs,None,Angry,,
1312,Hungry Wolves 1312,Pink Concrete,Yellow,Bronze,Lasers,Muddy,Bricks,Banana T-Shirt,Rainbow Nails,Pirate Hat,Excited,,
1313,Hungry Wolves 1313,Blood Spattered,Blue,Arctic,None,Gold Piercing,Barbed Wire Fence,None,Gold Nails,Halo,Calm,,
1314,Hungry Wolves 1314,Wolf Den,No Pupils,Rainbow,None,Muddy,Trash Can,Hawaiian,Gold Nails,Top Hat,Sad,,
1315,Hungry Wolves 1315,Blue Concrete,Blue,Arctic,None,Hay,Trash Can,Black T-Shirt,Bloody Nails,None,Hungry,,
1316,Hungry Wolves 1316,Wolf Den,Cat Eyes,Blue,None,None,Bricks,Red Soccer Jersey,Gold Nails,Flipped Brim,Hungry,,
1317,Hungry Wolves 1317,24K,Cat Eyes,Arctic,None,None,Throne,Bowtie,Gold Nails,Top Hat,Calm,,
1318,Hungry Wolves 1318,Pink Concrete,Yellow,Red,None,Paper Crown,Trash Can,Bowtie,Bloody Nails,Cowboy,Evil,,
1319,Hungry Wolves 1319,Magma,No Pupils,Rainbow,None,Muddy,Hay,Green Basketball Jersey,Gold Bracelet,Wizard Hat,Hungry,,
1320,Hungry Wolves 1320,Blood Spattered,Cat Eyes,Arctic,None,Muddy,Trash Can,Hoodie,Biker Gloves,Wizard Hat,Calm,,
1321,Hungry Wolves 1321,Forest,Blue,Glowing,None,Muddy,Trash Can,Black T-Shirt,Gold Nails,Devil Horns,Sad,,
1322,Hungry Wolves 1322,Grey Concrete,Yellow,Rainbow,None,None,Boulder,Banana T-Shirt,Brass Knuckles,Wizard Hat,Calm,,
1323,Hungry Wolves 1323,Forest,No Pupils,Brown,None,None,Trash Can,None,Bloody Nails,Pirate Hat,Calm,,
1324,Hungry Wolves 1324,Green Concrete,Gold,Red,None,None,Pile of Bananas,Pack Chain,Mechanical Hand,Pirate Hat,Calm,,
1325,Hungry Wolves 1325,Magma,Yellow,Rainbow,None,Gold Piercing,Guitar Amp,Hawaiian,Onyx Nails,Beanie,Calm,,
1326,Hungry Wolves 1326,Blood Spattered,No Pupils,Night,None,Muddy,Pile of Gems,Ripped White T-Shirt,Party Nail,None,Calm,,
