TOKEN_ID,TOKEN_NAME,Special Edition,Trait Count,Color,Power Unit,Quantum Core,Right Sensor,Face,Apex,Sense Emulator,AUX,Torso,BG,Left Sensor,Hands,Matching Sets
7063,vogu #7063,,8,34 Tauri,Centurion,Centurion,Core,Recon,Emoji,,,Core,Grey Gradient,,,3.7770386529277262
7113,vogu #7113,,11,Navy,Centurion,Runtime Meter,APS,Core,Ongo,Centurion,,Patrician,Orange Gradient,Core,Stonks,3.7770386529277262
7129,vogu #7129,,11,Cotton Candy,Centurion,Core,Acoustic Array,Centurion,Industrial Sensor,Sticker,Kouwei,Leather Jacket,Grey Gradient,Core,,3.7770386529277262
7143,vogu #7143,,9,34 Tauri,Kouwei,Core,Core,Centurion,Centurion,Ongo,,Wind Breaker,Green Gradient,,,3.7770386529277262
7151,vogu #7151,,9,Pulsar White,Centurion,Core,Core,Centurion,Strobe,Kouwei,,BDVXP,Blue Gradient,,,3.7770386529277262
718,vogu #718,,9,Grape,Core,Centurion,APS,Centurion,,Kouwei,,TUX,Purple Gradient,Core,,3.7770386529277262
720,vogu #720,,9,34 Tauri,Core,Core,,Centurion,Industrial Sensor,Inhaler,Centurion,Graphic Tee,Orange Gradient,,,3.7770386529277262
7217,vogu #7217,,10,Cotton Candy,EMP Shields,Core,APS,Centurion,Centurion,Inhaler,,Kimono,Grey Gradient,Core,,3.7770386529277262
7233,vogu #7233,,10,Titan,Core,Centurion,Ongo,Centurion,Industrial Sensor,Inhaler,,Tactical,Grey Gradient,Core,,3.7770386529277262
7242,vogu #7242,,10,Wrath,Centurion,Patrician,Rabbit,Centurion,Range Finder,Offender,,Core,Green Gradient,Core,,3.7770386529277262
7270,vogu #7270,,10,Cotton Candy,Extended Range,Core,Acoustic Array,Centurion,Centurion,Kouwei,,Core,Purple Gradient,Infrared,,3.7770386529277262
729,vogu #729,,9,Wrath,Centurion,Core,,Centurion,Trinity,Inhaler,,Core,Orange Gradient,,Beverage,3.7770386529277262
738,vogu #738,,9,Wrath,Core,Centurion,Centurion,VRT,Core,Inhaler,,Kimono,Purple Gradient,,,3.7770386529277262
7387,vogu #7387,,11,Cotton Candy,Core,Centurion,Core,Centurion,Industrial Sensor,Ongo,,Tactical,Orange Gradient,Kouwei,Stonks,3.7770386529277262
7398,vogu #7398,,10,Grape,Centurion,Core,Core,Echelon-3,Industrial Sensor,Offender,,Leather Jacket,Grey Gradient,Centurion,,3.7770386529277262
7433,vogu #7433,,10,Grape,Centurion,Core,Core,Centurion,Industrial Sensor,Kouwei,,Graphic Tee,Green Gradient,APS,,3.7770386529277262
7441,vogu #7441,,8,Echelon Grey,Centurion,Centurion,,Ongo,Core,Sticker,,Core,Black Graphic,,,3.7770386529277262
7471,vogu #7471,,9,Grape,Centurion,Patrician,Core,Core,Centurion,,,Tourist,Blue Gradient,,Boba,3.7770386529277262
7476,vogu #7476,,11,Nebula Red,Patrician,Core,Core,Centurion,Strobe,Extended Release,Bypass,Centurion,Pink Gradient,Kouwei,,3.7770386529277262
7510,vogu #7510,,10,Cotton Candy,Kouwei,Core,APS,VRT,Centurion,Extended Release,,Core,Grey Gradient,Centurion,,3.7770386529277262
7514,vogu #7514,,10,Nova Blue,Small Cell,Core,Core,Centurion,Industrial Sensor,Extended Release,,Centurion,Grey Gradient,Ongo,,3.7770386529277262
7523,vogu #7523,,9,34 Tauri,Core,Core,Centurion,VRT,Centurion,Extended Release,,Graphic Tee,Blue Gradient,,,3.7770386529277262
7559,vogu #7559,,10,Cotton Candy,Core,Ongo,Kouwei,Core,Centurion,Inhaler,,Centurion,Purple Gradient,,Ante,3.7770386529277262
7568,vogu #7568,,9,Wrath,Core,Centurion,Ongo,Graffiti,,Extended Release,,Centurion,Orange Gradient,Core,,3.7770386529277262
7641,vogu #7641,,9,Wrath,EMP Shields,Core,Centurion,VRT,Strobe,,,Core,Blue Gradient,Centurion,,3.7770386529277262
7646,vogu #7646,,10,Grape,Kouwei,Patrician,Core,Centurion,Centurion,Inhaler,,Tracksuit,Orange Gradient,Core,,3.7770386529277262
7664,vogu #7664,,9,Echelon Grey,Centurion,Core,,Centurion,Emoji,Inhaler,,Soldier,Blue Gradient,Core,,3.7770386529277262
7698,vogu #7698,,10,Pulsar White,Patrician,Centurion,APS,Centurion,Core,Extended Release,,Leather Jacket,Orange Gradient,Core,,3.7770386529277262
7749,vogu #7749,,10,Neptune,Kouwei,Core,Core,Recon,Centurion,,Bypass,Graphic Tee,Black Graphic,Centurion,,3.7770386529277262
835,vogu #835,,10,Nebula Red,Centurion,Patrician,Rabbit,Centurion,Emoji,Kouwei,,Core,Grey Gradient,Core,,3.7770386529277262
882,vogu #882,,10,Snake,Centurion,Runtime Meter,Core,Echelon-3,Industrial Sensor,Centurion,,Puff Jacket,Grey Day,Core,,3.7770386529277262
884,vogu #884,,10,Nebula Red,Centurion,Core,Core,VRT,Ongo,Inhaler,,Tracksuit,Blue Gradient,Centurion,,3.7770386529277262
89,vogu #89,,9,Navy,Core,Centurion,Core,ISO,Industrial Sensor,Centurion,,Monk,Black Graphic,,,3.7770386529277262
893,vogu #893,,10,Titan,Core,Core,,Centurion,Centurion,Inhaler,,Leather Jacket,Pink Gradient,APS,Ante,3.7770386529277262
906,vogu #906,,10,Grape,Patrician,Core,Core,Centurion,Garsi,Ongo,,Tourist,Blue Gradient,Centurion,,3.7770386529277262
934,vogu #934,,9,Pulsar White,Kouwei,Core,,Core,Centurion,Ongo,,Leather Jacket,Orange Gradient,Centurion,,3.7770386529277262
976,vogu #976,,10,Grape,Centurion,Centurion,Core,VRT,Industrial Sensor,Kouwei,,Core,Orange Gradient,Ongo,,3.7770386529277262
986,vogu #986,,11,Wrath,EMP Shields,Core,Acoustic Array,Centurion,Garsi,Kouwei,,Centurion,Pink Gradient,Core,Scheming,3.7770386529277262
1008,vogu #1008,,11,Neptune,Kouwei,Centurion,APS,Patrician,Industrial Sensor,Kouwei,,BDVXP,Blue Gradient,Centurion,Zen,4.143607567883738
1053,vogu #1053,,11,Pulsar White,Kouwei,Core,Cat,Centurion,Garsi,Centurion,Kouwei,Tracksuit,Pink Gradient,Infrared,,4.143607567883738
106,vogu #106,,9,Grape,Kouwei,Centurion,Core,Centurion,Industrial Sensor,Kouwei,,Ongo,Green Gradient,,,4.143607567883738
1067,vogu #1067,,11,Echelon Grey,Extended Range,Kouwei,Kouwei,Centurion,Centurion,Inhaler,Bypass,TUX,Black Graphic,Core,,4.143607567883738
1134,vogu #1134,,10,Navy,Core,Kouwei,Ongo,Centurion,Centurion,Inhaler,,Tactical,Purple Gradient,Kouwei,,4.143607567883738
1204,vogu #1204,,11,Navy,Centurion,Runtime Meter,Kouwei,Centurion,Garsi,Offender,Bypass,Graphic Tee,Grey Gradient,Kouwei,,4.143607567883738
1207,vogu #1207,,11,34 Tauri,Kouwei,Centurion,Centurion,ISO,Industrial Sensor,Kouwei, USB V.0,Graphic Tee,Orange Gradient,APS,,4.143607567883738
122,vogu #122,,11,Grape,Extended Range,Centurion,Rabbit,Centurion,Emoji,Kouwei,,Graphic Tee,Grey Gradient,Kouwei,Ponies,4.143607567883738
1222,vogu #1222,,9,Wrath,Kouwei,Centurion,Core,VRT,Centurion,Kouwei,,Kimono,Green Gradient,,,4.143607567883738
1267,vogu #1267,,10,Wrath,Core,Kouwei,Kouwei,Recon,Centurion,Centurion,,Kimono,Grey Day,Infrared,,4.143607567883738
1341,vogu #1341,,10,Nova Blue,Kouwei,Core,,Ongo,Centurion,Sticker,Kouwei,TUX,Grey Gradient,Centurion,,4.143607567883738
1346,vogu #1346,,9,Echelon Grey,Centurion,Kouwei,Core,Robo Face,Centurion,,Kouwei,Graphic Tee,Black Graphic,,,4.143607567883738
1351,vogu #1351,,9,Wrath,Kouwei,Patrician,,Core,Cutter,Kouwei,,Centurion,Grey Day,Centurion,,4.143607567883738
1356,vogu #1356,,10,Navy,Kouwei,Patrician,APS,VRT,Centurion,Kouwei,,Centurion,Purple Gradient,Rabbit,,4.143607567883738
1361,vogu #1361,,9,Nebula Red,Kouwei,Core,,VRT,,Kouwei,Centurion,Centurion,Orange Gradient,Rabbit,,4.143607567883738
145,vogu #145,,9,Neptune,Centurion,Ongo,Kouwei,Centurion,Emoji,Kouwei,,Captain,Pink Gradient,,,4.143607567883738
1468,vogu #1468,,9,Wrath,Centurion,Kouwei,Rabbit,Field Agent,Centurion,Kouwei,,Soldier,Glypsie,,,4.143607567883738
1485,vogu #1485,,10,Echelon Grey,Kouwei,Centurion,Core,Centurion,Strobe,Kouwei,,Tactical,Orange Gradient,Cat,,4.143607567883738
1490,vogu #1490,,10,Navy,Kouwei,Kouwei,Core,Centurion,Centurion,Inhaler,Patrician,Tracksuit,Green Gradient,,,4.143607567883738
1604,vogu #1604,,8,Titan,Kouwei,Kouwei,Centurion,Centurion,,Inhaler,,Graphic Tee,Tropical Virtual,,,4.143607567883738
1739,vogu #1739,,9,34 Tauri,EMP Shields,Core,,Centurion,Centurion,Kouwei,,Leather Jacket,Black Graphic,Kouwei,,4.143607567883738
1824,vogu #1824,,10,Nova Blue,Kouwei,Centurion,,Kouwei,Centurion,Inhaler,Faction,Patrician,Black Graphic,Cat,,4.143607567883738
1833,vogu #1833,,9,Snake,Kouwei,Core,Kouwei,Centurion,Garsi,,,TUX,Green Gradient,Centurion,,4.143607567883738
1879,vogu #1879,,10,Grape,Centurion,Kouwei,Centurion,Core,Industrial Sensor,Kouwei,,Leather Jacket,Purple Gradient,Rabbit,,4.143607567883738
2160,vogu #2160,,10,34 Tauri,Kouwei,Core,,Centurion,Centurion,Inhaler,Kouwei,Puff Jacket,Grey Day,Rabbit,,4.143607567883738
2190,vogu #2190,,10,Neptune,Kouwei,Core,Centurion,Kouwei,Centurion,Inhaler,,Tactical,Grey Day,Cat,,4.143607567883738
2191,vogu #2191,,9,Grape,Centurion,Centurion,Kouwei,Graffiti,,Kouwei,,Sergeant,Grey Day,APS,,4.143607567883738
2193,vogu #2193,,9,34 Tauri,Kouwei,Centurion,,Vandalized,Centurion,Inhaler,,Graphic Tee,Grey Day,Kouwei,,4.143607567883738
2226,vogu #2226,,10,Navy,Centurion,Kouwei,Kouwei,Courier,Industrial Sensor,Inhaler,,Wind Breaker,Black Graphic,Centurion,,4.143607567883738
2228,vogu #2228,,9,Echelon Grey,EMP Shields,Core,,Kouwei,Emoji,Kouwei,,Centurion,Purple Gradient,Centurion,,4.143607567883738
2254,vogu #2254,,11,Snake,Centurion,Runtime Meter,Ongo,Kouwei,Industrial Sensor,Centurion,Core,Graphic Tee,Black Graphic,Kouwei,,4.143607567883738
2318,vogu #2318,,10,Cotton Candy,Kouwei,Kouwei,Centurion,Recon,Centurion,Extended Release,,BDVXP,Grey Gradient,Infrared,,4.143607567883738
2329,vogu #2329,,9,Titan,Kouwei,Kouwei,,Centurion,Industrial Sensor,Offender,,Leather Jacket,Grey Day,Centurion,,4.143607567883738
2337,vogu #2337,,9,Cotton Candy,Kouwei,Ongo,Core,Centurion,Centurion,Kouwei,,Tracksuit,Purple Gradient,,,4.143607567883738
2391,vogu #2391,,10,34 Tauri,Extended Range,Kouwei,Core,VRT,Centurion,Sticker,,Kouwei,Blue Gradient,Centurion,,4.143607567883738
2424,vogu #2424,,9,Cotton Candy,Core,Runtime Meter,Centurion,Centurion,Garsi,Kouwei,,Kouwei,Orange Gradient,,,4.143607567883738
2478,vogu #2478,,10,Echelon Grey,Kouwei,Centurion,,Centurion,Strobe,Sticker,Kouwei,Sergeant,Orange Gradient,Cat,,4.143607567883738
2494,vogu #2494,,9,34 Tauri,Kouwei,Centurion,,Core,Emoji,Kouwei,,Graphic Tee,Blue Gradient,Centurion,,4.143607567883738
2544,vogu #2544,,9,Cotton Candy,Small Cell,Core,Rabbit,Centurion,Kouwei,,Centurion,Kouwei,Grey Day,,,4.143607567883738
2566,vogu #2566,,9,Echelon Grey,Centurion,Centurion,,Kouwei,Industrial Sensor,Kouwei,,Kimono,Grey Gradient,Infrared,,4.143607567883738
2711,vogu #2711,,9,Pulsar White,Kouwei,Patrician,,Recon,Centurion,Centurion,,Graphic Tee,Grey Day,Kouwei,,4.143607567883738
2781,vogu #2781,,10,34 Tauri,Centurion,Kouwei,Core,Courier,Centurion,Kouwei,,Leather Jacket,Blue Gradient,Ongo,,4.143607567883738
2830,vogu #2830,,10,Nova Blue,Centurion,Centurion,Kouwei,VRT,Emoji,Inhaler,Faction,Kouwei,Purple Gradient,,,4.143607567883738
2838,vogu #2838,,8,Navy,Centurion,Kouwei,,EMO-LED,,Kouwei,,Wind Breaker,Pink Gradient,Centurion,,4.143607567883738
2855,vogu #2855,,11,Echelon Grey,Centurion,Runtime Meter,Acoustic Array,Core,Centurion,Kouwei,Vogu,BDVXP,Pink Gradient,Kouwei,,4.143607567883738
2907,vogu #2907,,10,Wrath,Kouwei,Centurion,Kouwei,Centurion,Emoji,Inhaler,Bypass,Graphic Tee,Grey Gradient,,,4.143607567883738
2913,vogu #2913,,10,Navy,Kouwei,Centurion,APS,Centurion,Industrial Sensor,Kouwei,,Graphic Tee,Black Graphic,Core,,4.143607567883738
2957,vogu #2957,,11,Navy,Kouwei,Centurion,,Core,Centurion,Kouwei,Bypass,BDVXP,Grey Day,APS,Blunt,4.143607567883738
2969,vogu #2969,,11,Nebula Red,Core,Centurion,Centurion,Kouwei,Cutter,Kouwei, USB V.0,Puff Jacket,Green Gradient,Infrared,,4.143607567883738
3014,vogu #3014,,10,Grape,Centurion,Kouwei,Core,Centurion,Garsi,Kouwei,Bypass,Wind Breaker,Black Graphic,,,4.143607567883738
3016,vogu #3016,,9,Wrath,Kouwei,Kouwei,Centurion,VRT,Centurion,Inhaler,,Leather Jacket,Orange Gradient,,,4.143607567883738
3056,vogu #3056,,10,Wrath,Kouwei,Kouwei,,Centurion,Centurion,Extended Release,Faction,Super Puff,Pink Gradient,APS,,4.143607567883738
3140,vogu #3140,,10,Cotton Candy,Kouwei,Kouwei,Centurion,Ongo,Industrial Sensor,Inhaler,,Graphic Tee,Pink Gradient,Centurion,,4.143607567883738
325,vogu #325,,10,34 Tauri,Kouwei,Core,Kouwei,Field Agent,Centurion,Centurion,,Sergeant,Grey Gradient,Ongo,,4.143607567883738
3270,vogu #3270,,9,Navy,Centurion,Kouwei,Core,VRT,Industrial Sensor,Kouwei,,Centurion,Grey Gradient,,,4.143607567883738
3460,vogu #3460,,9,Snake,Centurion,Centurion,Ongo,Patrician,Kouwei,Sticker,,Kouwei,Black Graphic,,,4.143607567883738
3564,vogu #3564,,11,Navy,EMP Shields,Patrician,Kouwei,Recon,Industrial Sensor,Inhaler,Centurion,Centurion,Black Graphic,Kouwei,,4.143607567883738
357,vogu #357,,10,Cotton Candy,Centurion,Kouwei,Ongo,Core,Centurion,,Bypass,Tracksuit,Grey Gradient,Kouwei,,4.143607567883738
3571,vogu #3571,,10,Nova Blue,Centurion,Kouwei,Ongo,Centurion,Emoji,Inhaler,Faction,Kouwei,Blue Gradient,,,4.143607567883738
3630,vogu #3630,,10,Navy,Centurion,Kouwei,,ISO,Emoji,Inhaler,Kouwei,Ongo,Grey Gradient,Centurion,,4.143607567883738
3704,vogu #3704,,9,Echelon Grey,Patrician,Centurion,,Kouwei,Centurion,Kouwei,,Tactical,Grey Day,Core,,4.143607567883738
3708,vogu #3708,,10,Nova Blue,Kouwei,Centurion,Core,Centurion,Emoji,Inhaler,,Graphic Tee,Grey Day,Kouwei,,4.143607567883738
3764,vogu #3764,,9,Snake,Kouwei,Ongo,,Centurion,Garsi,Kouwei,Centurion,Leather Jacket,Black Graphic,,,4.143607567883738
3776,vogu #3776,,9,Navy,Kouwei,Centurion,Centurion,Kouwei,Industrial Sensor,Offender,,Kimono,Black Graphic,,,4.143607567883738
3807,vogu #3807,,10,Nebula Red,Kouwei,Core,Centurion,Kouwei,Emoji,Offender,,Graphic Tee,Black Graphic,Centurion,,4.143607567883738
3892,vogu #3892,,9,Grape,Kouwei,Centurion,,Recon,Emoji,Kouwei,,Wind Breaker,Pink Gradient,Centurion,,4.143607567883738
3906,vogu #3906,,10,Nebula Red,Centurion,Runtime Meter,Centurion,Core,Strobe,Offender,,Kouwei,Grey Day,Kouwei,,4.143607567883738
3910,vogu #3910,,9,Neptune,Extended Range,Core,Centurion,Kouwei,Centurion,Kouwei,,Leather Jacket,Green Gradient,,,4.143607567883738
3917,vogu #3917,,10,Titan,Kouwei,Centurion,Core,VRT,Centurion,Inhaler,,Tracksuit,Green Gradient,Kouwei,,4.143607567883738
3989,vogu #3989,,10,Echelon Grey,Kouwei,Centurion,Core,Centurion,Industrial Sensor,Kouwei,,Puff Jacket,Black Graphic,Infrared,,4.143607567883738
4053,vogu #4053,,9,Echelon Grey,Kouwei,Core,,Centurion,Centurion,Offender,,Sergeant,Orange Gradient,Kouwei,,4.143607567883738
4077,vogu #4077,,10,Titan,Centurion,Patrician,Kouwei,Ongo,Centurion,Kouwei,,Tourist,Blue Gradient,APS,,4.143607567883738
4090,vogu #4090,,9,Wrath,Centurion,Patrician,,Centurion,Industrial Sensor,Offender,,Kouwei,Grey Gradient,Kouwei,,4.143607567883738
4120,vogu #4120,,8,Snake,Kouwei,Centurion,,Core,Centurion,Patrician,,Kouwei,Grey Gradient,,,4.143607567883738
4151,vogu #4151,,10,Wrath,Centurion,Runtime Meter,Acoustic Array,Kouwei,Centurion,Inhaler,,Kouwei,Orange Gradient,Rabbit,,4.143607567883738
4199,vogu #4199,,9,Nova Blue,Kouwei,Kouwei,,Centurion,Centurion,Offender,,Core,Purple Gradient,Ongo,,4.143607567883738
4225,vogu #4225,,10,Navy,Centurion,Kouwei,Core,EMO-LED,,Kouwei,Formula-V,Patrician,Pink Gradient,Centurion,,4.143607567883738
4238,vogu #4238,,9,Nebula Red,Ongo,Core,Kouwei,Centurion,Centurion,Kouwei,,Leather Jacket,Blue Gradient,,,4.143607567883738
4302,vogu #4302,,9,Nebula Red,Centurion,Kouwei,Kouwei Vibes,ISO,Echelon-3,Offender,,Centurion,Pink Gradient,,,4.143607567883738
4343,vogu #4343,,10,Nebula Red,Patrician,Kouwei,Kouwei,Centurion,Industrial Sensor,Extended Release,Centurion,Graphic Tee,Grey Gradient,,,4.143607567883738
4386,vogu #4386,,10,Wrath,EMP Shields,Centurion,Kouwei,Governor,Centurion,Kouwei,,Graphic Tee,Purple Gradient,Infrared,,4.143607567883738
4391,vogu #4391,,10,Pulsar White,Kouwei,Kouwei,Core,Centurion,Emoji,Ongo,,Puff Jacket,Blue Gradient,Centurion,,4.143607567883738
4392,vogu #4392,,9,Neptune,Core,Centurion,Kouwei Vibes,Centurion,Echelon-3,Kouwei,,Tactical,Black Graphic,,,4.143607567883738
44,vogu #44,,10,Grape,Kouwei,Kouwei,Ongo,Centurion,Transmission,Inhaler,,Graphic Tee,Grey Day,Centurion,,4.143607567883738
4505,vogu #4505,,10,34 Tauri,Extended Range,Kouwei,Kouwei,Vandalized,Centurion,Inhaler,Bypass,Centurion,Pink Gradient,,,4.143607567883738
459,vogu #459,,9,Wrath,Kouwei,Kouwei,,Centurion,Centurion,Sticker,,TUX,Green Gradient,Core,,4.143607567883738
4599,vogu #4599,,10,Cotton Candy,Kouwei,Runtime Meter,Core,Centurion,Centurion,Kouwei,Bypass,Leather Jacket,Purple Gradient,,,4.143607567883738
4602,vogu #4602,,10,Nova Blue,Centurion,Core,,Kouwei,Centurion,Extended Release,Bypass,Kouwei,Black Graphic,APS,,4.143607567883738
4637,vogu #4637,,9,34 Tauri,Kouwei,Kouwei,,Centurion,Centurion,Inhaler,,Leather Jacket,Grey Day,Rabbit,,4.143607567883738
4645,vogu #4645,,9,Nebula Red,Kouwei,Core,Kouwei,Centurion,Emoji,,,Tracksuit,Orange Gradient,Centurion,,4.143607567883738
4660,vogu #4660,,12,34 Tauri,Centurion,Runtime Meter,Rabbit,Centurion,Cutter,Extended Release,Bypass,Kouwei,Pink Gradient,Kouwei,Beverage,4.143607567883738
4734,vogu #4734,,10,Neptune,Patrician,Centurion,,Kouwei,Industrial Sensor,Centurion,Bypass,Puff Jacket,Grey Gradient,Kouwei,,4.143607567883738
4759,vogu #4759,,10,Cotton Candy,Centurion,Kouwei,Ongo,Recon,Range Finder,Kouwei,,Centurion,Blue Gradient,Infrared,,4.143607567883738
4785,vogu #4785,,9,Grape,Centurion,Kouwei,Core,Centurion,Kouwei,Offender,,Leather Jacket,Black Graphic,,,4.143607567883738
4791,vogu #4791,,9,Pulsar White,Kouwei,Kouwei,,Field Agent,Centurion,Core,,Leather Jacket,Blue Gradient,Centurion,,4.143607567883738
4853,vogu #4853,,9,Neptune,Centurion,Core,,Centurion,Garsi,Kouwei,,Kouwei,Black Graphic,Ongo,,4.143607567883738
486,vogu #486,,10,Snake,Patrician,Kouwei,APS,Centurion,Centurion,Kouwei,,Graphic Tee,Black Graphic,Ongo,,4.143607567883738
4876,vogu #4876,,12,Neptune,Kouwei,Centurion,Kouwei,Centurion,Emoji,Inhaler,Faction,Graphic Tee,Orange Gradient,Core,Boba,4.143607567883738
4878,vogu #4878,,11,Grape,Centurion,Core,Kouwei Vibes,Centurion,Garsi,Sticker,Bypass,Graphic Tee,Green Gradient,Kouwei,,4.143607567883738
4888,vogu #4888,,10,Wrath,Kouwei,Kouwei,Core,VRT,Centurion,Ongo,,Leather Jacket,Orange Gradient,Centurion,,4.143607567883738
4916,vogu #4916,,9,Titan,Kouwei,Ongo,,Kouwei,Echelon-3,Centurion,Centurion,Graphic Tee,Green Gradient,,,4.143607567883738
4983,vogu #4983,,9,Echelon Grey,Kouwei,Centurion,,VRT,Centurion,Kouwei,,Leather Jacket,Purple Gradient,Core,,4.143607567883738
4989,vogu #4989,,12,Nova Blue,Kouwei,Runtime Meter,Core,Echelon-3,Emoji,Kouwei,Patrician,Centurion,Purple Gradient,Centurion,Diamond,4.143607567883738
4998,vogu #4998,,10,Neptune,EMP Shields,Kouwei,Acoustic Array,Centurion,Centurion,Extended Release,,Leather Jacket,Purple Gradient,Kouwei,,4.143607567883738
5012,vogu #5012,,10,Pulsar White,Centurion,Centurion,Kouwei,Kouwei,Cutter,Extended Release,,Patrician,Blue Gradient,Infrared,,4.143607567883738
5019,vogu #5019,,11,Nova Blue,Centurion,Core,APS,Vandalized,Industrial Sensor,Kouwei,,Centurion,Green Gradient,Kouwei,Ponies,4.143607567883738
5024,vogu #5024,,11,Cotton Candy,Ongo,Core,Centurion,VRT,Centurion,Kouwei,Kouwei,Tactical,Black Graphic,Cat,,4.143607567883738
5071,vogu #5071,,10,Cotton Candy,Centurion,Kouwei,APS,Jack,Industrial Sensor,,Kouwei,Centurion,Purple Gradient,,Gadget,4.143607567883738
5167,vogu #5167,,9,Snake,Core,Centurion,,Centurion,Kouwei,Offender,,Monk,Grey Day,Kouwei,,4.143607567883738
5220,vogu #5220,,11,Nebula Red,EMP Shields,Centurion,Kouwei,VRT,Centurion,Kouwei,,Patrician,Grey Day,APS,Cigarette,4.143607567883738
5248,vogu #5248,,9,Wrath,Centurion,Core,,Ongo,Centurion,Kouwei,,Kimono,Grey Gradient,Kouwei,,4.143607567883738
5273,vogu #5273,,10,Neptune,Kouwei,Core,,Centurion,Garsi,Inhaler,Kouwei,Centurion,Pink Gradient,Cat,,4.143607567883738
5324,vogu #5324,,9,Grape,Small Cell,Kouwei,,Centurion,Core,Inhaler,,Centurion,Pink Gradient,Kouwei,,4.143607567883738
5351,vogu #5351,,11,Pulsar White,Patrician,Centurion,Core,Centurion,Industrial Sensor,Kouwei,,TUX,Black Graphic,Kouwei,Beverage,4.143607567883738
5355,vogu #5355,,8,Snake,Centurion,Centurion,,Kouwei,Ongo,Kouwei,,Graphic Tee,Purple Gradient,,,4.143607567883738
5385,vogu #5385,,9,Wrath,Centurion,Centurion,Acoustic Array,Core,,Kouwei,,Leather Jacket,Blue Gradient,Kouwei,,4.143607567883738
5420,vogu #5420,,9,Nebula Red,Kouwei,Ongo,Kouwei,Centurion,Centurion,Inhaler,,Leather Jacket,Green Gradient,,,4.143607567883738
5424,vogu #5424,,9,Cotton Candy,Centurion,Runtime Meter,,Centurion,Industrial Sensor,Kouwei,,Kouwei,Pink Gradient,,Gadget,4.143607567883738
5474,vogu #5474,,9,Nova Blue,Kouwei,Kouwei,Acoustic Array,Centurion,Centurion,,,Leather Jacket,Black Graphic,Rabbit,,4.143607567883738
5503,vogu #5503,,10,Grape,Core,Kouwei,Centurion,Centurion,Garsi,Offender,,Monk,Grey Gradient,Kouwei,,4.143607567883738
5527,vogu #5527,,8,Wrath,Centurion,Kouwei,,VRT,Industrial Sensor,Kouwei,,Centurion,Black Graphic,,,4.143607567883738
5546,vogu #5546,,10,Grape,Kouwei,Kouwei,Ongo,Centurion,Emoji,Sticker,,Leather Jacket,Green Gradient,Centurion,,4.143607567883738
5681,vogu #5681,,9,Echelon Grey,Kouwei,Kouwei,Acoustic Array,Centurion,Centurion,,,Graphic Tee,Black Graphic,APS,,4.143607567883738
5684,vogu #5684,,10,Wrath,Centurion,Ongo,Core,Courier,Centurion,Kouwei,,Kouwei,Black Graphic,APS,,4.143607567883738
5718,vogu #5718,,10,Pulsar White,Core,Kouwei,Kouwei,Centurion,Echelon-3,Ongo,,Centurion,Orange Gradient,APS,,4.143607567883738
5807,vogu #5807,,10,Cotton Candy,Centurion,Patrician,Kouwei,Kouwei,Garsi,Extended Release,,Graphic Tee,Blue Gradient,Centurion,,4.143607567883738
5818,vogu #5818,,10,Snake,Centurion,Patrician,Kouwei,Centurion,Industrial Sensor,Inhaler,Kouwei,Graphic Tee,Grey Gradient,,,4.143607567883738
5890,vogu #5890,,10,Wrath,Patrician,Kouwei,Ongo,Kouwei,Centurion,Centurion,,Captain,Grey Gradient,Core,,4.143607567883738
5909,vogu #5909,,11,Pulsar White,Patrician,Core,Cat,Centurion,Kouwei,Kouwei,,Puff Jacket,Blue Gradient,Centurion,Beverage,4.143607567883738
5914,vogu #5914,,10,Nebula Red,Centurion,Kouwei,Core,Graffiti,,Inhaler,Kouwei,Monk,Pink Gradient,Centurion,,4.143607567883738
5940,vogu #5940,,9,Pulsar White,Centurion,Kouwei,Kouwei,Centurion,Garsi,Inhaler,,Wind Breaker,Blue Gradient,,,4.143607567883738
5989,vogu #5989,,10,Nova Blue,EMP Shields,Runtime Meter,Ongo,Centurion,Centurion,Kouwei,,Patrician,Orange Gradient,Kouwei,,4.143607567883738
6031,vogu #6031,,8,Neptune,Kouwei,Kouwei,,Field Agent,Cutter,,,Centurion,Black Graphic,Centurion,,4.143607567883738
6036,vogu #6036,,10,Nebula Red,Centurion,Core,APS,Centurion,Strobe,Inhaler,,Kouwei,Grey Gradient,Kouwei,,4.143607567883738
6047,vogu #6047,,9,Grape,Kouwei,Runtime Meter,,Centurion,Industrial Sensor,Centurion,,Captain,Blue Gradient,Kouwei,,4.143607567883738
6080,vogu #6080,,10,Titan,Kouwei,Centurion,Centurion,VRT,Strobe,Inhaler,,Leather Jacket,Purple Gradient,Kouwei,,4.143607567883738
6135,vogu #6135,,10,34 Tauri,Kouwei,Centurion,Core,VRT,Ongo,Centurion,,Puff Jacket,Purple Gradient,Kouwei,,4.143607567883738
6274,vogu #6274,,11,34 Tauri,Extended Range,Centurion,Centurion,Kouwei,Cutter,Extended Release,Kouwei,Ongo,Blue Gradient,Core,,4.143607567883738
6282,vogu #6282,,9,Snake,EMP Shields,Centurion,,Field Agent,Centurion,Kouwei,,Wind Breaker,Pink Gradient,Kouwei,,4.143607567883738
6334,vogu #6334,,10,Grape,Kouwei,Runtime Meter,Centurion,Field Agent,Centurion,Kouwei,,Puff Jacket,Black Graphic,,Boba,4.143607567883738
