TOKEN_ID,TOKEN_NAME,1/1,Skin,Background,Cloth,Mouth,Eyes,Hats
3769,Chubby Kaiju #3769-3769,None,Money Orange,Common,Polo,Joke,Angry,Yarmulke
3770,Chubby Kaiju #3770-3770,None,Power Wolf,Rare,Fancy,Gangster,Pirate,Cowboy
3771,Chubby Kaiju #3771-3771,None,Music Red,Common,Arab,Confident,Dizzy,Birthday
3772,Chubby Kaiju #3772-3772,None,Music Gold,Uncommon,Graduation,Teeth,SuperLazy,Beret Hat
3773,Chubby Kaiju #3773-3773,None,Music Red,Rare,Tuxedo,Clown,Sunglasses,Wizard Hat
3774,Chubby Kaiju #3774-3774,None,Power Yellow,Uncommon,SOS Sweater,Throw Up,SuperLazy,Round Hat
3775,Chubby Kaiju #3775-3775,None,Money Teal,Uncommon,SOS Gold Sweater,Teeth,Tears,Baseball Cap
3776,Chubby Kaiju #3776-3776,None,Music Green,Common,Polo,Meh,Dizzy,Unicorn
3777,Chubby Kaiju #3777-3777,None,Music Red,Common,Football,Sad,Curious,Clown Hair
3778,Chubby Kaiju #3778-3778,None,Money Orange,Uncommon,SOS Sweater,Throw Up,Purple Eye,Round Hat
3779,Chubby Kaiju #3779-3779,None,Power Black,Rare,Fancy,Rainbow,Sunglasses,Arrow
3780,Chubby Kaiju #3780-3780,None,Power Yellow,Common,Shirt Tie,Sad,Curious,Clown Hair
3781,Chubby Kaiju #3781-3781,None,Music Red,Common,TankTop,Angry,Curious,Farmer
3782,Chubby Kaiju #3782,None,Power Black,SOS,Morie Boss,Fish,SOS Gold Glasses,Cool Crown
3783,Chubby Kaiju #3783-3783,None,Power Yellow,Rare,Hoodie,Gangster,Derp,Detective
3784,Chubby Kaiju #3784-3784,None,Money Orange,Common,Polo,Normal,Dizzy,Halo
3785,Chubby Kaiju #3785-3785,None,Music Green,Rare,Clown,Gangster,AlmostCry,Greek
3786,Chubby Kaiju #3786-3786,None,Money RainBow,Common,TankTop,Angry,Friendly,Beanie
3787,Chubby Kaiju #3787-3787,None,Power Black,Common,Football,Meh,Angry,Yarmulke
3788,Chubby Kaiju #3788-3788,None,Music Green,Uncommon,Bathroom,Tongue,Purple Eye,HighTop
3789,Chubby Kaiju #3789-3789,None,Music Green,Common,Sweater,Joke,Guilty,Beanie
3790,Chubby Kaiju #3790-3790,None,Power Black,Common,Sweater,Joke,Curious,Beanie
3791,Chubby Kaiju #3791-3791,None,Music Green,Common,Shirt,Confident,Guilty,Birthday
3792,Chubby Kaiju #3792-3792,None,Music Green,Common,Football,Meh,Curious,Birthday
3793,Chubby Kaiju #3793-3793,None,Music Red,Uncommon,Bathroom,Confuse,Tears,Chef
3794,Chubby Kaiju #3794-3794,None,Music Red,Rare,Hoodie,Gangster,AlmostCry,Chonmage
3795,Chubby Kaiju #3795-3795,None,Power Yellow,Common,Nerdy,Joke,Friendly,Unicorn
3796,Chubby Kaiju #3796-3796,None,Power Wolf,Uncommon,Bathroom,Tongue,Tears,Chef
3797,Chubby Kaiju #3797,None,Power Wolf,Epic,Frog Suit,Beard God,Dragonball,Bunny Ears
3798,Chubby Kaiju #3798-3798,None,Power Yellow,Rare,Sheriff,Gangster,Bandit,Octopus
3799,Chubby Kaiju #3799-3799,None,Money Orange,Common,Polo,Meh,Angry,Unicorn
3800,Chubby Kaiju #3800-3800,None,Money Teal,Common,Shirt Tie,Normal,Friendly,Beanie
3801,Chubby Kaiju #3801-3801,None,Money RainBow,Rare,YO,Greedy,Derp,Cowboy
3802,Chubby Kaiju #3802-3802,None,Power Black,Uncommon,Formal Suit,Upset,Sad,HighTop
3803,Chubby Kaiju #3803-3803,None,Money Teal,Epic,Soldier,Bubblegum,Beauty,Hatch
3804,Chubby Kaiju #3804-3804,None,Power Black,Uncommon,Flannel,Throw Up,SuperLazy,IceCream
3805,Chubby Kaiju #3805-3805,None,Music Red,Rare,Clown,SmokingPipe,Terrifying,Cowboy
3806,Chubby Kaiju #3806-3806,None,Music Green,Uncommon,Formal Suit,Teeth,Puke,Beret Hat
3807,Chubby Kaiju #3807-3807,None,Power Yellow,Rare,Clown,Gangster,Pirate,Villager
3808,Chubby Kaiju #3808-3808,None,Power Wolf,Common,Football,Meh,Guilty,Clown Hair
3809,Chubby Kaiju #3809-3809,None,Money Teal,Rare,Bubble Bomber,SmokingPipe,Sunglasses,Graduation
3810,Chubby Kaiju #3810-3810,None,Music Gold,Common,Tshirt,Confident,Dizzy,Yarmulke
3811,Chubby Kaiju #3811-3811,None,Power Yellow,Common,TankTop,Meh,Guilty,Unicorn
3812,Chubby Kaiju #3812-3812,None,Music Green,Epic,Samurai,Bird,Flame,Crocket Hat
3813,Chubby Kaiju #3813-3813,None,Money Teal,Uncommon,Formal Suit,Tongue,Tears,Military
3814,Chubby Kaiju #3814-3814,None,Music Green,Epic,Frog Suit,Flame,Dragonball,Kappa
3815,Chubby Kaiju #3815-3815,None,Money Teal,Uncommon,Formal Suit,Teeth,Puke,Leprechaun
3816,Chubby Kaiju #3816-3816,None,Power Wolf,Common,Nerdy,Confident,Friendly,Yarmulke
3817,Chubby Kaiju #3817-3817,None,Power Yellow,Epic,Penguin Suit,Beard God,Puke,Kappa
3818,Chubby Kaiju #3818-3818,None,Music Green,Rare,Fancy,Gangster,Sunglasses,Wizard Hat
3819,Chubby Kaiju #3819-3819,None,Money Orange,Uncommon,Flannel,Teeth,Suspicious,HighTop
3820,Chubby Kaiju #3820-3820,None,Music Gold,Uncommon,Graduation,Tongue,Suspicious,Kids
3821,Chubby Kaiju #3821-3821,None,Music Green,Common,Shirt,Normal,Dizzy,Beanie
3822,Chubby Kaiju #3822-3822,None,Power Yellow,Uncommon,Casual,Tongue,Sad,Beret Hat
3823,Chubby Kaiju #3823-3823,None,Money Teal,Common,TankTop,Sad,Angry,Bath
3824,Chubby Kaiju #3824-3824,None,Music Gold,Common,Shirt Tie,Sad,Curious,Birthday
3825,Chubby Kaiju #3825-3825,None,Money Teal,Uncommon,Flannel,Confuse,Purple Eye,Military
3826,Chubby Kaiju #3826-3826,None,Money Teal,Common,Tshirt,Joke,Curious,Clown Hair
3827,Chubby Kaiju #3827-3827,None,Music Red,Epic,Racer,Flame,Derp,Kappa
3828,Chubby Kaiju #3828-3828,None,Power Black,Common,TankTop,Sad,Friendly,Vacation
3829,Chubby Kaiju #3829-3829,None,Money Teal,Common,Shirt Tie,Angry,Curious,Unicorn
3830,Chubby Kaiju #3830-3830,None,Music Red,Common,Sweater,Meh,Curious,Clown Hair
3831,Chubby Kaiju #3831-3831,None,Money Teal,Common,Shirt,Angry,Angry,Bath
3832,Chubby Kaiju #3832,None,Power Yellow,Epic,Penguin Suit,Flame,Flame,Circuit Board
3833,Chubby Kaiju #3833-3833,None,Money Teal,Rare,YO,Clown,Sunglasses,Sleep Hat
3834,Chubby Kaiju #3834-3834,None,Music Green,Uncommon,Casual,Confuse,Puke,Round Hat
3835,Chubby Kaiju #3835-3835,None,Music Green,Common,Polo,Angry,Guilty,Bath
3836,Chubby Kaiju #3836-3836,None,Money RainBow,Common,Shirt,Confident,Friendly,Womans Turban
3837,Chubby Kaiju #3837-3837,None,Power Black,Uncommon,Chinese,Tongue,Tears,IceCream
3838,Chubby Kaiju #3838-3838,None,Power Wolf,Rare,Hoodie,SmokingPipe,Sunglasses,Chonmage
3839,Chubby Kaiju #3839-3839,None,Music Gold,Common,Sweater,Normal,Angry,Beanie
3840,Chubby Kaiju #3840-3840,None,Power Black,Common,Tshirt,Normal,Lazy,Halo
3841,Chubby Kaiju #3841-3841,None,Power Yellow,Uncommon,Casual,Tongue,Purple Eye,Bowhat
3842,Chubby Kaiju #3842-3842,None,Power Yellow,Uncommon,Bathroom,Confuse,Purple Eye,HighTop
3843,Chubby Kaiju #3843-3843,None,Power Wolf,Common,K,Normal,Lazy,Beanie
3844,Chubby Kaiju #3844,None,Power Black,Epic,Greece,Flame,Cyclopes,Hatch
3845,Chubby Kaiju #3845-3845,None,Music Gold,Common,Shirt,Meh,Dizzy,Halo
3846,Chubby Kaiju #3846-3846,None,Power Black,Uncommon,Casual,Confuse,Puke,Kids
3847,Chubby Kaiju #3847-3847,None,Money RainBow,Rare,Seal Suit,Gangster,Bandit,Octopus
3848,Chubby Kaiju #3848-3848,None,Music Green,Common,Arab,Angry,Lazy,Womans Turban
3849,Chubby Kaiju #3849-3849,None,Money RainBow,Uncommon,SOS Sweater,Throw Up,Purple Eye,Round Hat
3850,Chubby Kaiju #3850-3850,None,Money Teal,Uncommon,Chinese,Tongue,SuperLazy,Beret Hat
3851,Chubby Kaiju #3851-3851,None,Money Teal,Rare,Super Soldier,Clown,Bandit,Wizard Hat
3852,Chubby Kaiju #3852-3852,None,Money RainBow,Rare,Seal Suit,SmokingPipe,Terrifying,Cowboy
3853,Chubby Kaiju #3853-3853,None,Music Green,Rare,Hoodie,SmokingPipe,Sunglasses,Safety Helmet
3854,Chubby Kaiju #3854-3854,None,Music Red,Common,K,Meh,Curious,Bath
3855,Chubby Kaiju #3855-3855,None,Music Red,Common,K,Normal,Lazy,Birthday
3856,Chubby Kaiju #3856,None,Power Yellow,Epic,Greece,Bubblegum,Cyclopes,Bunny Ears
3857,Chubby Kaiju #3857-3857,None,Power Black,Common,Sweater,Angry,Friendly,Farmer
3858,Chubby Kaiju #3858-3858,None,Music Green,Rare,Bubble Bomber,Greedy,Terrifying,Artist
3859,Chubby Kaiju #3859-3859,None,Power Black,Uncommon,SOS Gold Sweater,Teeth,Purple Eye,Chef
3860,Chubby Kaiju #3860-3860,None,Power Yellow,Common,Shirt Tie,Confident,Lazy,Halo
3861,Chubby Kaiju #3861-3861,None,Power Black,Uncommon,Casual,Throw Up,Tears,Round Hat
3862,Chubby Kaiju #3862-3862,None,Power Yellow,Rare,Hoodie,Greedy,Bandit,Kong Hat
3863,Chubby Kaiju #3863-3863,None,Music Green,Epic,Frog Suit,Flame,Puke,Bunny Ears
3864,Chubby Kaiju #3864-3864,None,Music Green,Common,Shirt,Sad,Guilty,Unicorn
3865,Chubby Kaiju #3865-3865,None,Money Orange,SOS,Tentacles,Robot,Rainbow Glasses,SOS Siren
3866,Chubby Kaiju #3866-3866,None,Money RainBow,Common,Sweater,Joke,Angry,Womans Turban
3867,Chubby Kaiju #3867-3867,None,Money Teal,Common,Football,Normal,Angry,Bath
3868,Chubby Kaiju #3868-3868,None,Music Red,Common,Nerdy,Meh,Lazy,Birthday
3869,Chubby Kaiju #3869-3869,None,Power Yellow,Uncommon,Chinese,Confuse,Tears,Leprechaun
3870,Chubby Kaiju #3870-3870,None,Money Teal,Common,Nerdy,Meh,Friendly,Farmer
3871,Chubby Kaiju #3871-3871,None,Money Teal,Common,Polo,Sad,Friendly,Unicorn
3872,Chubby Kaiju #3872-3872,None,Money Orange,Uncommon,Graduation,Upset,Suspicious,Kids
3873,Chubby Kaiju #3873-3873,None,Money RainBow,Common,Sweater,Normal,Guilty,Beanie
3874,Chubby Kaiju #3874-3874,None,Music Red,Uncommon,SOS Sweater,Tongue,Tears,Beret Hat
3875,Chubby Kaiju #3875-3875,None,Money Orange,Common,Sweater,Normal,Dizzy,Vacation
3876,Chubby Kaiju #3876-3876,None,Money Teal,Common,Polo,Joke,Angry,Clown Hair
3877,Chubby Kaiju #3877-3877,None,Music Red,Rare,Winter,Gangster,Bandit,Kong Hat
3878,Chubby Kaiju #3878-3878,None,Power Yellow,Uncommon,Bathroom,Upset,SuperLazy,Baseball Cap
3879,Chubby Kaiju #3879-3879,None,Money Orange,Uncommon,Chinese,Tongue,Suspicious,Bowhat
3880,Chubby Kaiju #3880-3880,None,Music Red,Common,Tshirt,Confident,Lazy,Vacation
3881,Chubby Kaiju #3881-3881,None,Music Red,Uncommon,Construction Vest,Throw Up,Puke,Baseball Cap
3882,Chubby Kaiju #3882-3882,None,Power Yellow,Common,K,Joke,Dizzy,Clown Hair
3883,Chubby Kaiju #3883-3883,None,Music Red,Common,Shirt,Joke,Curious,Clown Hair
3884,Chubby Kaiju #3884-3884,None,Power Yellow,Uncommon,Chinese,Upset,Tears,Bowhat
3885,Chubby Kaiju #3885-3885,None,Music Green,Epic,Samurai,Flame,Puke,Circuit Board
3886,Chubby Kaiju #3886-3886,None,Music Red,Rare,Clown,Greedy,Pirate,Artist
3887,Chubby Kaiju #3887-3887,None,Music Gold,Uncommon,Flannel,Upset,SuperLazy,HighTop
3888,Chubby Kaiju #3888-3888,None,Power Wolf,Epic,Racer,Bird,Beauty,Hatch
3889,Chubby Kaiju #3889-3889,None,Music Red,Uncommon,Bathroom,Confuse,SuperLazy,Leprechaun
3890,Chubby Kaiju #3890-3890,None,Power Yellow,Common,Football,Meh,Friendly,Vacation
3891,Chubby Kaiju #3891-3891,None,Money Teal,Rare,Seal Suit,SmokingPipe,AlmostCry,Sleep Hat
3892,Chubby Kaiju #3892-3892,None,Power Black,Rare,YO,SmokingPipe,Bandit,Graduation
3893,Chubby Kaiju #3893-3893,None,Power Wolf,Common,Arab,Meh,Curious,Halo
3894,Chubby Kaiju #3894-3894,None,Money Orange,Uncommon,Bathroom,Tongue,Suspicious,Round Hat
3895,Chubby Kaiju #3895-3895,None,Money Teal,Common,Football,Angry,Lazy,Vacation
3896,Chubby Kaiju #3896-3896,None,Power Wolf,Uncommon,Construction Vest,Teeth,Tears,HighTop
3897,Chubby Kaiju #3897-3897,None,Power Yellow,Common,Tshirt,Angry,Curious,Red Cap
3898,Chubby Kaiju #3898-3898,None,Music Red,Common,Football,Normal,Friendly,Yarmulke
3899,Chubby Kaiju #3899-3899,None,Power Black,Common,Arab,Sad,Angry,Halo
3900,Chubby Kaiju #3900-3900,None,Music Gold,Common,TankTop,Meh,Friendly,Halo
3901,Chubby Kaiju #3901-3901,None,Music Red,Rare,Purple Lover,Greedy,Terrifying,Kong Hat
3902,Chubby Kaiju #3902-3902,None,Power Wolf,Common,K,Sad,Angry,Red Cap
3903,Chubby Kaiju #3903-3903,None,Money Teal,Rare,Super Soldier,Greedy,Sunglasses,Artist
3904,Chubby Kaiju #3904-3904,None,Money Teal,Common,Sweater,Confident,Dizzy,Farmer
3905,Chubby Kaiju #3905-3905,None,Power Yellow,Uncommon,Formal Suit,Upset,SuperLazy,Leprechaun
3906,Chubby Kaiju #3906-3906,None,Money RainBow,Common,K,Normal,Guilty,Vacation
3907,Chubby Kaiju #3907-3907,None,Money Teal,Rare,Purple Lover,Greedy,Pirate,Cowboy
3908,Chubby Kaiju #3908-3908,None,Power Black,SOS,Burger,SOS Gold Covid Mask,Future Cyclopes,Cool Crown
3909,Chubby Kaiju #3909-3909,None,Music Red,SOS,Dracula,Fish,Future Cyclopes,Electricity
3910,Chubby Kaiju #3910-3910,None,Money Teal,Uncommon,Chinese,Throw Up,Tears,Kids
3911,Chubby Kaiju #3911-3911,None,Music Red,Common,Nerdy,Meh,Lazy,Farmer
3912,Chubby Kaiju #3912-3912,None,Money Orange,SOS,Morie Boss,Robot,SOS Glasses,SOS Cap
3913,Chubby Kaiju #3913-3913,None,Power Black,Uncommon,Casual,Upset,SuperLazy,HighTop
3914,Chubby Kaiju #3914-3914,None,Money Orange,Uncommon,Chinese,Upset,Purple Eye,HighTop
3915,Chubby Kaiju #3915-3915,None,Power Black,Common,Shirt,Sad,Angry,Bath
3916,Chubby Kaiju #3916,None,Music Green,SOS,Morie Boss,Fish,Dragonball,Astronaut
3917,Chubby Kaiju #3917-3917,None,Money RainBow,Uncommon,Chinese,Confuse,SuperLazy,Leprechaun
3918,Chubby Kaiju #3918-3918,None,Music Green,Common,Football,Normal,Friendly,Birthday
3919,Chubby Kaiju #3919-3919,None,Money Orange,Uncommon,SOS Sweater,Throw Up,Purple Eye,Beret Hat
3920,Chubby Kaiju #3920-3920,None,Music Red,Common,Arab,Normal,Lazy,Halo
3921,Chubby Kaiju #3921-3921,None,Music Green,Common,Shirt,Angry,Friendly,Clown Hair
3922,Chubby Kaiju #3922-3922,None,Money Orange,Common,Tshirt,Sad,Friendly,Farmer
3923,Chubby Kaiju #3923-3923,None,Money Orange,Uncommon,Casual,Upset,Suspicious,Round Hat
3924,Chubby Kaiju #3924-3924,None,Power Wolf,Rare,Bearish,Greedy,Pirate,Octopus
3925,Chubby Kaiju #3925-3925,None,Money RainBow,Common,TankTop,Joke,Curious,Farmer
3926,Chubby Kaiju #3926-3926,None,Power Black,Common,TankTop,Confident,Curious,Birthday
3927,Chubby Kaiju #3927-3927,None,Money Orange,Uncommon,Flannel,Tongue,Puke,Military
3928,Chubby Kaiju #3928-3928,None,Music Gold,Rare,Fancy,Rainbow,Pirate,Kong Hat
3929,Chubby Kaiju #3929-3929,None,Power Wolf,Common,Nerdy,Joke,Angry,Bath
3930,Chubby Kaiju #3930-3930,None,Music Green,Common,Shirt Tie,Meh,Lazy,Womans Turban
3931,Chubby Kaiju #3931-3931,None,Music Green,Rare,Winter,SmokingPipe,Sunglasses,Safety Helmet
3932,Chubby Kaiju #3932-3932,None,Music Green,Common,Sweater,Confident,Dizzy,Yarmulke
3933,Chubby Kaiju #3933-3933,None,Money RainBow,Rare,Bearish,Rainbow,Pirate,Wizard Hat
3934,Chubby Kaiju #3934-3934,None,Music Green,Uncommon,Chinese,Throw Up,Sad,Bowhat
3935,Chubby Kaiju #3935-3935,None,Power Black,Common,TankTop,Meh,Friendly,Clown Hair
3936,Chubby Kaiju #3936-3936,None,Power Black,Uncommon,Chinese,Confuse,Puke,Military
3937,Chubby Kaiju #3937-3937,None,Power Wolf,Common,Nerdy,Normal,Angry,Vacation
3938,Chubby Kaiju #3938-3938,None,Music Red,Uncommon,Bathroom,Throw Up,SuperLazy,Baseball Cap
3939,Chubby Kaiju #3939-3939,None,Power Black,Uncommon,Graduation,Tongue,Sad,IceCream
3940,Chubby Kaiju #3940-3940,None,Power Wolf,Common,Arab,Confident,Angry,Birthday
3941,Chubby Kaiju #3941-3941,None,Music Gold,Common,Football,Joke,Guilty,Unicorn
3942,Chubby Kaiju #3942-3942,None,Power Yellow,Common,Football,Angry,Angry,Halo
3943,Chubby Kaiju #3943-3943,None,Power Black,Uncommon,SOS Gold Sweater,Throw Up,Suspicious,Kids
3944,Chubby Kaiju #3944-3944,None,Music Gold,Uncommon,Chinese,Confuse,Puke,HighTop
3945,Chubby Kaiju #3945-3945,None,Music Gold,Rare,Super Soldier,Greedy,Bandit,Kong Hat
3946,Chubby Kaiju #3946-3946,None,Power Wolf,Common,Tshirt,Meh,Guilty,Beanie
3947,Chubby Kaiju #3947-3947,None,Money Orange,Common,Shirt,Confident,Lazy,Farmer
3948,Chubby Kaiju #3948-3948,None,Money Teal,Rare,Purple Lover,Greedy,AlmostCry,Safety Helmet
3949,Chubby Kaiju #3949-3949,None,Power Yellow,Common,Shirt,Confident,Guilty,Birthday
3950,Chubby Kaiju #3950-3950,None,Music Green,Common,Sweater,Meh,Dizzy,Birthday
3951,Chubby Kaiju #3951-3951,None,Money Teal,Common,Football,Angry,Dizzy,Vacation
3952,Chubby Kaiju #3952-3952,None,Money Teal,Uncommon,Construction Vest,Confuse,Tears,IceCream
3953,Chubby Kaiju #3953-3953,None,Power Black,Common,Polo,Normal,Curious,Halo
3954,Chubby Kaiju #3954-3954,None,Power Black,Uncommon,Flannel,Confuse,Tears,Chef
3955,Chubby Kaiju #3955-3955,None,Music Green,Common,Tshirt,Confident,Curious,Womans Turban
3956,Chubby Kaiju #3956-3956,None,Money Orange,Common,Arab,Angry,Angry,Red Cap
3957,Chubby Kaiju #3957-3957,None,Power Black,Uncommon,SOS Gold Sweater,Confuse,Purple Eye,Kids
3958,Chubby Kaiju #3958-3958,None,Money Orange,Rare,Super Soldier,Rainbow,Bandit,Villager
3959,Chubby Kaiju #3959,None,Money Orange,Epic,Morie,Bubblegum,Beauty,Circuit Board
3960,Chubby Kaiju #3960-3960,None,Money Teal,Rare,Bearish,Greedy,Bandit,Wizard Hat
3961,Chubby Kaiju #3961-3961,None,Music Green,Common,Tshirt,Sad,Dizzy,Halo
3962,Chubby Kaiju #3962-3962,None,Music Gold,Common,Shirt Tie,Sad,Dizzy,Beanie
3963,Chubby Kaiju #3963-3963,None,Money Teal,Uncommon,Formal Suit,Upset,Purple Eye,Leprechaun
3964,Chubby Kaiju #3964-3964,None,Money Teal,Rare,Sheriff,Rainbow,Sunglasses,Safety Helmet
3965,Chubby Kaiju #3965-3965,None,Money Teal,Rare,Purple Lover,Rainbow,Pirate,Safety Helmet
3966,Chubby Kaiju #3966-3966,None,Money Teal,Epic,Racer,Flame,Flame,Roman Helmet
3967,Chubby Kaiju #3967-3967,None,Music Green,SOS,T-rex,Robot,Dragonball,Brain Glass
3968,Chubby Kaiju #3968-3968,None,Power Yellow,Common,Nerdy,Sad,Guilty,Farmer
3969,Chubby Kaiju #3969-3969,None,Music Green,Uncommon,Formal Suit,Throw Up,Puke,Military
3970,Chubby Kaiju #3970-3970,None,Music Red,Common,Tshirt,Confident,Lazy,Farmer
3971,Chubby Kaiju #3971-3971,None,Music Gold,Rare,Super Soldier,Rainbow,Terrifying,Sleep Hat
3972,Chubby Kaiju #3972-3972,None,Power Yellow,Rare,Purple Lover,Clown,Terrifying,Cowboy
3973,Chubby Kaiju #3973-3973,None,Music Red,Common,Nerdy,Meh,Friendly,Vacation
3974,Chubby Kaiju #3974-3974,None,Power Yellow,Common,Polo,Angry,Lazy,Halo
3975,Chubby Kaiju #3975-3975,None,Music Red,Uncommon,Bathroom,Throw Up,SuperLazy,Leprechaun
3976,Chubby Kaiju #3976-3976,None,Money RainBow,Uncommon,SOS Gold Sweater,Upset,Purple Eye,Chef
3977,Chubby Kaiju #3977-3977,None,Music Green,Common,Sweater,Sad,Angry,Clown Hair
3978,Chubby Kaiju #3978-3978,None,Power Yellow,Uncommon,Formal Suit,Confuse,Tears,Beret Hat
3979,Chubby Kaiju #3979-3979,None,Music Red,Uncommon,Formal Suit,Tongue,Sad,Beret Hat
3980,Chubby Kaiju #3980-3980,None,Money RainBow,Common,Tshirt,Confident,Dizzy,Yarmulke
3981,Chubby Kaiju #3981-3981,None,Power Yellow,Uncommon,Formal Suit,Throw Up,Sad,Kids
3982,Chubby Kaiju #3982-3982,None,Power Black,Uncommon,Graduation,Tongue,Sad,Beret Hat
3983,Chubby Kaiju #3983-3983,None,Power Black,Common,Nerdy,Confident,Guilty,Red Cap
3984,Chubby Kaiju #3984-3984,None,Money Orange,Common,Nerdy,Meh,Guilty,Red Cap
3985,Chubby Kaiju #3985-3985,None,Money Teal,Common,Arab,Confident,Dizzy,Birthday
3986,Chubby Kaiju #3986-3986,None,Power Black,Common,TankTop,Sad,Lazy,Red Cap
3987,Chubby Kaiju #3987-3987,None,Power Black,Uncommon,Flannel,Teeth,SuperLazy,Baseball Cap
3988,Chubby Kaiju #3988-3988,None,Money Orange,Uncommon,SOS Gold Sweater,Throw Up,Sad,Beret Hat
3989,Chubby Kaiju #3989-3989,None,Money Teal,Common,Shirt Tie,Normal,Dizzy,Womans Turban
3990,Chubby Kaiju #3990-3990,None,Music Red,Uncommon,Flannel,Confuse,Tears,Military
3991,Chubby Kaiju #3991-3991,None,Music Green,Common,Sweater,Confident,Friendly,Womans Turban
3992,Chubby Kaiju #3992-3992,None,Money Teal,Rare,Winter,Gangster,Sunglasses,Kong Hat
3993,Chubby Kaiju #3993-3993,None,Money Orange,Common,K,Confident,Guilty,Unicorn
3994,Chubby Kaiju #3994-3994,None,Money RainBow,Rare,Seal Suit,Clown,Sunglasses,Arrow
3995,Chubby Kaiju #3995-3995,None,Money Teal,Uncommon,Chinese,Upset,Suspicious,Bowhat
3996,Chubby Kaiju #3996-3996,None,Money Orange,Common,Sweater,Sad,Angry,Birthday
3997,Chubby Kaiju #3997-3997,None,Music Red,Uncommon,Casual,Upset,Sad,Chef
3998,Chubby Kaiju #3998-3998,None,Music Red,Common,K,Normal,Dizzy,Halo
3999,Chubby Kaiju #3999-3999,None,Music Gold,Rare,YO,SmokingPipe,Sunglasses,Artist
4000,Chubby Kaiju #4000-4000,None,Power Black,Uncommon,Chinese,Throw Up,Suspicious,Kids
4001,Chubby Kaiju #4001,None,Music Red,Epic,Fish,Beard God,Beauty,Circuit Board
4002,Chubby Kaiju #4002-4002,None,Money Teal,Common,Shirt Tie,Meh,Guilty,Unicorn
4003,Chubby Kaiju #4003-4003,None,Power Yellow,Uncommon,Flannel,Throw Up,Sad,Baseball Cap
4004,Chubby Kaiju #4004-4004,None,Money Teal,Common,Sweater,Sad,Dizzy,Yarmulke
4005,Chubby Kaiju #4005-4005,None,Money Teal,Common,Shirt Tie,Sad,Lazy,Womans Turban
4006,Chubby Kaiju #4006-4006,None,Power Black,Rare,Bubble Bomber,SmokingPipe,Derp,Chonmage
4007,Chubby Kaiju #4007-4007,None,Power Yellow,Common,TankTop,Joke,Friendly,Womans Turban
4008,Chubby Kaiju #4008-4008,None,Power Yellow,Uncommon,Casual,Confuse,Suspicious,Leprechaun
4009,Chubby Kaiju #4009-4009,None,Music Red,Rare,YO,Greedy,Derp,Villager
4010,Chubby Kaiju #4010-4010,None,Music Red,Epic,Samurai,Bird,Puke,Roman Helmet
4011,Chubby Kaiju #4011-4011,None,Money Orange,Common,Arab,Sad,Curious,Vacation
4012,Chubby Kaiju #4012-4012,None,Money Teal,Common,Tshirt,Confident,Dizzy,Womans Turban
4013,Chubby Kaiju #4013-4013,None,Power Black,Uncommon,Casual,Confuse,Suspicious,Leprechaun
4014,Chubby Kaiju #4014,None,Power Black,Epic,Soldier,Bubblegum,Cyclopes,Poor Crown
4015,Chubby Kaiju #4015-4015,None,Music Green,Uncommon,Casual,Confuse,Sad,Military
4016,Chubby Kaiju #4016-4016,None,Power Wolf,Common,Football,Angry,Dizzy,Womans Turban
4017,Chubby Kaiju #4017-4017,None,Money Teal,Uncommon,Construction Vest,Teeth,Sad,IceCream
4018,Chubby Kaiju #4018-4018,None,Power Yellow,Common,Football,Meh,Dizzy,Vacation
4019,Chubby Kaiju #4019-4019,None,Music Red,Common,Shirt,Confident,Friendly,Farmer
4020,Chubby Kaiju #4020-4020,None,Money Orange,Common,Arab,Sad,Lazy,Bath
4021,Chubby Kaiju #4021-4021,None,Money Orange,Common,K,Joke,Lazy,Unicorn
4022,Chubby Kaiju #4022-4022,None,Power Yellow,Uncommon,Flannel,Tongue,Tears,IceCream
4023,Chubby Kaiju #4023-4023,None,Money Orange,Common,Shirt Tie,Joke,Curious,Unicorn
4024,Chubby Kaiju #4024-4024,None,Money Orange,Common,Sweater,Normal,Guilty,Womans Turban
4025,Chubby Kaiju #4025-4025,None,Money RainBow,Common,Shirt Tie,Meh,Dizzy,Bath
4026,Chubby Kaiju #4026-4026,None,Money Orange,Common,K,Normal,Dizzy,Farmer
4027,Chubby Kaiju #4027,None,Money Teal,Epic,Fish,Bubblegum,Beauty,Bunny Ears
4028,Chubby Kaiju #4028-4028,None,Music Green,Rare,Fancy,Clown,Terrifying,Greek
4029,Chubby Kaiju #4029-4029,None,Power Yellow,Common,Sweater,Confident,Guilty,Red Cap
4030,Chubby Kaiju #4030-4030,None,Power Yellow,Common,K,Confident,Dizzy,Clown Hair
4031,Chubby Kaiju #4031-4031,None,Power Black,Uncommon,Casual,Tongue,Sad,Beret Hat
4032,Chubby Kaiju #4032-4032,None,Power Yellow,Rare,Fancy,Greedy,Terrifying,Kong Hat
4033,Chubby Kaiju #4033-4033,None,Money Teal,Uncommon,Bathroom,Teeth,Puke,Military
4034,Chubby Kaiju #4034-4034,None,Money Orange,Common,Sweater,Angry,Lazy,Yarmulke
4035,Chubby Kaiju #4035-4035,None,Power Yellow,Common,K,Normal,Angry,Red Cap
4036,Chubby Kaiju #4036-4036,None,Power Black,Common,Arab,Angry,Curious,Clown Hair
