TOKEN_ID,TOKEN_NAME,Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
4858,,Female,Orange,Green,Sunglasses,,Collar (Pink),Sun Visor,Party Horn,,Gold Rings & Studs,Anger,Mansion,Desert Digging,Groove
4859,,Female,Black & White,Reptile (White),Dive Goggles,Puffer Vest,Collar (Pink),,,,Steel Rings,Blank,Heaven,Desert Digging,Side To Side
4860,,Male,Smoothie,Green (Dilated),,,Bowtie (Red),Mullet (Orange),Lollipop,Bone,Red Ribbon,Mouth Open (Left),Forest,Floating or Flying,Big Nod
4861,Cunni Esquilax,Female,Grey,Brown,,Voxel Rabbit Singlet,,Mohawk (Base),Lipstick,,Steel Rings,Blank,Gallery,What the FLUF,Groove
4862,Angelica,Female,Cheetah,Purple Rings,,Dress,,Bandana,Party Horn,Steel Stud,Gold Bows,Anger,Markets,Beyond the Gates,Groove
4863,,Male,Cow,Brown,,Digital Camo Singlet,Gold Chain,,Lollipop,,Gold Bows,Anger,Backalley,Electric Carrots,Side To Side
4864,,Female,Cheetah,Brown,Round Glasses,Red Balloon Singlet,,,Pacifier,Steel Stud,Diamond Cross Earring,Mouth Open (Middle),Gallery,I Like to Party,Subtle Nod
4865,,Male,Candy Floss,Heart (Red),,High Vis Vest,Dog Tags,Sun Visor,Cigarette,,,Mouth Open (Right),Markets,Coffee and Carrots,Side To Side
4866,Jerome Powell,Male,Hawk,Blue,,,,Halo,Carrot,,Steel Rings & Studs,Mouth Open (Right) + Wink,Lambo,FLUF Ocean,Round
4867,,Male,Tie Dye,Brown,Shutter Glasses,Flannel Jacket,Dog Tags,Mohawk (Black),,Bull Ring,,Smile,Markets,Desert Digging,Big Nod
4868,,Female,Guernica,Fire,,Pink Jacket,,Afro (Base),,Bull Ring,Steel Rings,Blank + Wink,Garden,Ear Wobbler,Big Nod
4869,,Male,Sky,Green (Dilated),,Kimono,Bowtie (Black),Birthday Hat,Medical Mask,,Steel Rings & Studs,Blank + Wink,Tiki,Dubhop,Bob
4870,,Male,Honeycomb,Reptile (Yellow),,Tie Dye Singlet,Collar (Black),Propeller Hat,Lip Piercings,,Gold Rings,Smile + Wink,Backalley,I Like to Party,Bob
4871,,Male,Camo,Blue,Star Glasses,Voxel Rabbit Singlet,,,Lollipop,Gold Ring,FLUF Tag,Mouth Open (Left),Swamp,Dubhop,Bob
4872,,Male,Marshmellow,Blue,,,,Tuft (Base),,Bone,Gold Bows,Blank,Lambo,Hop On By,Side To Side
4873,,Male,Zombie (Red),Dead,Aviators,,Collar (Black),,,Steel Stud,Steel Rings,Blank,Spaceship,Desert Digging,Side To Side
4874,CoCo Kim,Female,Brown,Green,Aviators,,Collar (Black),Beanie,,Bull Ring,,Blank,Garden,Eating Carrots in the Dark,Round
4875,,Female,Marshmellow,Scribble,,Kimono,,Mullet (Black),Joint,Diamond Stud,Bit Ear,Mouth Open (Right),Markets,I Like to Party,Groove
4876,,Male,Zombie (Black),Demon,Eye Patch,,,FLUF Cap,Cigar,,Steel Rings,Mouth Open (Right),Backalley,Reggae Rabbits,Side Nod
4877,PARTY BOY,Male,Honeycomb,Red,,,,Birthday Hat,,Gold Ring,Gold Bows,Blank,Dancing in the Shroomlight,NFT (Instrumental),Groove
4878,Burny the Bouncer ,Male,Sandy,Yellow,Designer Glasses,FLUF Jacket,Dog Tags,,Pacifier,Steel Stud,,Mouth Open (Middle) + Wink,Markets,Follow You,Side Nod
4879,,Female,Cheetah,Brown,,Dress,Bowtie (Red),Tennis Hat,Joint,Diamond Stud,,Mouth Open (Right) + Wink,Markets,Follow You,Bob
4880,,Male,Cow,Green (Dilated),,,,Mullet (Orange),Carrot,Bloody,Red Ribbon,Mouth Open (Right),FLUF Haus Miami 2021,NFT (Instrumental),Round
4881,,Female,Winter,Brown,Sunglasses,,Bowtie (Red),Flower Crown,,,Steel Rings,Blank,Mystic Valley,Dubhop,Subtle Nod
4882,,Male,Grey,Green,,Tie Dye Singlet,Headphones,Birthday Hat,Lip Piercings,Gold Ring,Steel Rings,Smile + Wink,Swamp,Eating Carrots in the Dark,Round
4883,Alex,Female,Orange,Brown,Sunglasses,,Collar (Pink),Flower Crown,Joint,Steel Ring,,Mouth Open (Right),Mystic Valley,Stardust,Bob
4884,RasbunnyRipple,Male,Raspberry Ripple,Brown,Aviators,Yellow Rabbit Singlet,VIP lanyard,Flower Crown,Carrot,,,Mouth Open (Right),FLUF Haus Miami 2021,FLUF Ocean,Groove
4885,Warren Fluffet,Male,Grey,Scribble,,,VIP lanyard,Mullet (Black),Cigarette,Steel Ring,Gold Bows,Mouth Open (Right),The Front,NFT (Instrumental),Bob
4886,Zombs Slayer Belzeefluf,Male,Camo,Green (Dilated),Designer Glasses,,Bone Necklace,Devil Horns,Joint,,Gold Studs,Mouth Open (Right),Tiki,Coffee and Carrots,Bob
4887,David Fincher,Male,Sky,Blue,Speed Glasses,Dress,Gold Chain,Tennis Hat,,Bone,Steel Rings & Studs,Sad,Beach,Eating Carrots in the Dark,Big Nod
4888,,Male,Moody Blue,Blast,,Flannel Jacket,Peace Necklace,Cowboy Hat,Cigarette,,Steel Rings,Mouth Open (Right),Beach,Follow You,Bob
4889,,Male,Brown,Green (Dilated),,,,Sun Visor,Mooncrust Pizza,Gold Stud,Gold Studs,Mouth Open (Middle),Garden,What the FLUF,Round
4890,,Male,Honeycomb,Dollars,,Gold Jacket,Bowtie (Black),Pirate Hat,Lollipop,Gold Stud,,Mouth Open (Left),Heaven,Disco Rabbit,Side Nod
4891,,Male,Tie Dye,Thirties,Dive Goggles,,Bowtie (Red),,Joint,Steel Ring,Steel Studs,Mouth Open (Right),Spaceship,Electric Carrots,Groove
4892,,Male,Hawk,Reptile (Cream),,Camo Jacket,,Sun Visor,Carrot,Gold Stud,Steel Rings & Studs,Mouth Open (Right),Swamp,Run Rabbit,Side To Side
4893,,Female,Darkness,Glowing Red,Neon Glasses,Flannel Jacket,,,,,Gold Rings,Wonder,Backalley,Run Rabbit,Round
4894,Miskaalez,Male,Guernica,Yellow,,FLUF Jacket,Bowtie (Red),Sombrero,,Gold Stud,Bit Ear,Smile,Dunes,Electric Carrots,Round
4895,,Male,Marshmellow,Hypnotic,,Camo Jacket,,,Party Horn,,FLUF Tag,Mouth Open (Left) + Wink,Lambo,Rabbiton,Subtle Nod
4896,,Male,Camo,Brown,Speed Glasses,Boob Tube,Glowstick Necklace,Propeller Hat,Pipe,Bull Ring,Gold Rings,Mouth Open (Right) + Wink,Garden,Ear Wobbler,Round
4897,fluffygonzalez,Male,Sandy,Blue,Aviators,,Bowtie (Red),Bandana,Joint,Steel Stud,,Mouth Open (Right),Garden,Space Fluffle,Big Nod
4898,,Male,Winter,Heart (Blue),,Yellow Rabbit Singlet,Bowtie (Gold),Beanie,Cigarette,,Steel Rings,Mouth Open (Right) + Wink,Swamp,What the FLUF,Side Nod
4899,,Male,Orange,Purple,,,Clock Necklace,Tuft (Base),Cigarette,Gold Stud,Steel Rings,Mouth Open (Right),Dunes,Desert Digging,Side To Side
4900,Pablo,Male,Guernica,Cat (Brown),,,Bowtie (Red),FLUF Cap,,Bull Ring,FLUF Tag,Blank,Gallery,Electric Carrots,Bob
4901,,Male,Parrot,Green,Neon Glasses,Black FLUF Singlet,Headphones,,Pipe,Bull Ring,,Mouth Open (Right),Markets,Ear Wobbler,Side To Side
4902,10343,Male,Sandy,Red,,Leather Vest,Bone Necklace,Birthday Hat,Cigarette,Bull Ring,Gold Rings,Mouth Open (Right),Spaceship,Reggae Rabbits,Side To Side
4903,,Female,Cheetah,Reptile (Cream),Shutter Glasses,Pink Jacket,Bowtie (Black),,,Bull Ring,Gold Studs,Blank,Tiki,Back in the Burrow,Side To Side
4904,,Male,Brown,Reptile (White),,,Gold Chain,Bandana,Cigarette,,Steel Studs,Mouth Open (Right) + Wink,Beach,Coffee and Carrots,Side To Side
4905,,Male,Grey,Yellow,,Yellow Rabbit Singlet,Collar (Pink),Beanie,Whistle,Steel Stud,,Mouth Open (Middle),Lambo,What the FLUF,Subtle Nod
4906,,Male,Brown,Brown,,Boob Tube,,Flower Crown,Whistle,,Santa Hat,Mouth Open (Middle),Swamp,FLUF You Up,Subtle Nod
4907,Road Runna,Female,Winter,Red,Star Glasses,,Peace Necklace,Bandana,,Steel Ring,Diamond Studs,Sad,Garden,I Like to Party,Bob
4908,,Male,Marshmellow,Reptile (Yellow),,Yellow Rabbit Singlet,FLUF Logo Chain,Mohawk (Red),,,Red Ribbon,Blank,Lambo,I Like to Party,Groove
4909,,Male,Darkness,Blast,,Red Balloon Singlet,Collar (Pink),,Pipe,Bone,,Mouth Open (Right),Swamp,Floating or Flying,Round
4910,,Male,Sky,Green,Safety Glasses,Flannel Jacket,,Bandana,Whistle,Bone,Gold Rings,Mouth Open (Middle),Tiki,Beyond the Gates,Side Nod
4911,,Female,Red,Green (Dilated),,Pink Jacket,Bowtie (Black),FLUF Cap,Medical Mask,,,Blank,Lambo,Disco Rabbit,Subtle Nod
4912,,Male,Sandy,Red (Dilated),,Puffer Vest,,Mohawk (Red),Lipstick,Bone,Gold Rings & Studs,Anger,Backalley,Run Rabbit,Round
4913,,Female,Bully,Heart (Red),Cyberpunk Glasses,Boob Tube,Collar (Black),,Pacifier,Steel Ring,Steel Studs,Mouth Open (Middle),Gallery,Floating or Flying,Groove
4914,,Female,Kanagawa,Blue,Shutter Glasses,Dress,,,Whistle,Steel Stud,Bandaged,Mouth Open (Middle),Swamp,Electric Carrots,Groove
4915,,Female,Moody Blue,Red (Dilated),,,Collar (Black),Gold Cap,Lollipop,,Steel Rings & Studs,Mouth Open (Left),Gallery,Back in the Burrow,Groove
4916,,Male,Grey,Xs,,Yellow Rabbit Singlet,Clock Necklace,Tuft (Base),,,Steel Studs,Grin,Heaven,Follow You,Big Nod
4917,,Male,Black & White,Brown,Aviators,,Bone Necklace,Cowboy Hat,,,Bandaged,Anger,Beach,Hop With Me,Side To Side
4918,,Male,Cheetah,Brown,Star Glasses,,Collar (Black),,Pipe,Steel Stud,,Mouth Open (Right),Lambo,Ear Wobbler,Subtle Nod
4919,,Female,Brown,Blue,,Boob Tube,Bowtie (Black),Flower Crown,,Steel Ring,,Grin,Spaceship,Rabbiton,Bob
4920,SNEEKEE,Female,Orange,Red,,,,Conical Hat,,Diamond Stud,,Grin,Gallery,Coffee and Carrots,Subtle Nod
4921,,Female,Honeycomb,Cat (Brown),Fake Eyelashes,Yellow Rabbit Singlet,Dog Tags,Tennis Hat,,Steel Stud,Diamond Cross Earring,Blank,Markets,I Like to Party,Round
4922,,Male,Sandy,Green,Neon Glasses,,Bowtie (Gold),,,Steel Stud,,Blank,Mansion,Beyond the Gates,Groove
4923,,Male,Sandy,Green,Star Glasses,White Singlet,Collar (Pink),,,,Steel Studs,Blank,Mansion,Dubhop,Round
4924,,Female,Grey,Brown,Round Glasses,,Collar (Black),,Pacifier,,Red Ribbon,Mouth Open (Middle),Forest,Reggae Rabbits,Groove
4925,,Male,Tie Dye,Xs,,Camo Jacket,,Cowboy Hat,Cigarette,,Gold Studs,Mouth Open (Right) + Wink,Markets,Hop On By,Big Nod
4926,,Female,Red,Fire,,Leather Vest,,Mohawk (Black),,Steel Stud,Steel Studs,Sad,Garden,Disco Rabbit,Big Nod
4927,Poe,Male,Smoothie,Glowing White,Shutter Glasses,,,Tuft (Black),,Diamond Stud,Steel Rings,Wonder,Lambo,Space Fluffle,Subtle Nod
4928,,Female,Candy Floss,Blue,Aviators,,VIP lanyard,Mohawk (Base),Joint,Steel Stud,Steel Rings,Mouth Open (Right),FLUF Haus Miami 2021,Coffee and Carrots,Groove
4929,,Male,Darkness,Demon,Sunglasses,,Glowstick Necklace,Halo,,Bull Ring,Steel Rings,Blank,Heaven,FLUF You Up,Bob
4930,,Female,Smoothie,Green,Shutter Glasses,Boob Tube,,Cowboy Hat,Whistle,Steel Ring,,Mouth Open (Middle),Forest,Follow You,Subtle Nod
4931,,Male,Sandy,Yellow,,Camo Jacket,Bowtie (Black),,Medical Mask,,Steel Rings,Blank,Gallery,Hop On By,Groove
4932,,Female,Sandy,Reptile (Cream),,White Singlet,,Flower Crown,,Diamond Stud,Steel Studs,Blank,Spaceship,Reggae Rabbits,Bob
4933,,Female,Winter,Red,Star Glasses,,Gold Chain,Flower Crown,,Gold Stud,,Smile,Lambo,Follow You,Side Nod
4934,,Male,Candy Floss,Xs,,Leather Vest,,,Cigar,Bull Ring,Gold Rings,Mouth Open (Right) + Wink,Forest,Floating or Flying,Round
4935,,Male,Parrot,Brown,,Voxel Rabbit Singlet,FLUF Logo Chain,Sombrero,,,Gold Studs,Blank,Lambo,Space Fluffle,Big Nod
4936,,Male,Grey,Brown,Aviators,Flannel Jacket,Bowtie (Gold),Army Helmet,Joint,,Steel Rings,Mouth Open (Right),Lambo,Back in the Burrow,Bob
4937,,Male,Winter,Fire,,,Bone Necklace,Tuft (Black),Party Horn,Steel Ring,Gold Rings,Mouth Open (Left),Dunes,Hop With Me,Bob
4938,,Male,Black & White,Yellow,,Boob Tube,Glowstick Necklace,Tuft (Black),Cigarette,,Steel Studs,Mouth Open (Right),Tiki,Disco Rabbit,Side Nod
4939,,Male,Brown,Purple,,,Gold Chain,FLUF Cap,Lollipop,Bone,,Mouth Open (Left),Forest,Desert Digging,Bob
4940,,Male,Zombie (Black),Demon,Aviators,,Bowtie (Gold),Flower Crown,Whistle,Bull Ring,Steel Rings & Studs,Mouth Open (Middle),Mansion,I Like to Party,Round
4941,,Male,Brown,Mandala,,Voxel Rabbit Singlet,Peace Necklace,,Joint,Steel Stud,,Mouth Open (Right) + Wink,The Front,L.O.V.E.,Side To Side
4942,,Male,Peppermint,Red (Dilated),Shutter Glasses,,Collar (Pink),Mohawk (Red),Cigarette,Steel Ring,,Mouth Open (Right),Beach,Hop On By,Bob
4943,Mugen - The Disco Samurai,Male,Grey,Brown,,Gold Jacket,Peace Necklace,Conical Hat,Lollipop,Bull Ring,,Mouth Open (Left) + Wink,Dunes,Electric Carrots,Big Nod
4944,,Female,Raspberry Ripple,Red,,Pink Jacket,Bowtie (Red),,Lollipop,,,Mouth Open (Left),Forest,Ear Wobbler,Big Nod
4945,,Female,Peppermint,Blast,,Dress,,Beanie,,Steel Stud,,Sad,Swamp,Run Rabbit,Bob
4946,,Female,Sandy,Reptile (White),,Dress,Lei,Mohawk (Red),,Gold Stud,,Blank,Beach,Hop With Me,Side To Side
4947,,Male,Orange,Blue,,,Peace Necklace,Tuft (Base),,Bull Ring,FLUF Tag,Smile + Wink,Swamp,Eating Carrots in the Dark,Big Nod
4948,,Male,Marshmellow,Brown,Aviators,,Clock Necklace,Flower Crown,Joint,Gold Ring,Gold Rings,Mouth Open (Right),Tiki,Run Rabbit,Side Nod
4949,,Male,Marshmellow,Green,Neon Glasses,Leather Vest,Collar (Pink),Mullet (Base),Whistle,,,Mouth Open (Middle),Garden,Coffee and Carrots,Round
4950,,Male,Orange,Cat (Blue),,Camo Jacket,Bowtie (Gold),Mullet (Base),,Gold Stud,Red Ribbon,Blank + Wink,Spaceship,I Like to Party,Subtle Nod
4951,,Male,Black & White,Fire,Star Glasses,Leather Vest,,Beanie,Medical Mask,,,Blank,Gallery,FLUF You Up,Round
4952,,Male,Raspberry Ripple,Blue,Aviators,,Collar (Pink),Tennis Hat,,,Bit Ear,Blank,Heaven,What the FLUF,Groove
4953,,Female,Grey,Green,Safety Glasses,Leather Vest,,Halo,Cigarette,Bone,,Mouth Open (Right),Swamp,Space Fluffle,Subtle Nod
4954,,Male,Brown,Purple Rings,,,Dog Tags,Propeller Hat,Medical Mask,,,Blank,Dunes,Space Fluffle,Big Nod
4955,Nancy,Female,Sky,Cat (Brown),,,,,Pacifier,Gold Stud,Steel Rings,Mouth Open (Middle),Swamp,Ear Wobbler,Round
4956,,Female,Camo,Xs,Star Glasses,,Clock Necklace,Tuft (Base),,,Gold Studs,Blank,Tiki,Hop On By,Round
4957,,Female,Hirst,Blue,Sunglasses,,Bowtie (Gold),,Carrot,Gold Stud,Steel Studs,Mouth Open (Right),Backalley,Floating or Flying,Groove
4958,Carrot,Male,Orange,Green,Steampunk Goggles,Sign My Carrot Singlet,Gold Chain,,,,Steel Studs,Blank,Lambo,Latin Fiesta,Bob
4959,,Male,Brown,Brown,Safety Glasses,,Clock Necklace,Flower Crown,Pipe,Bull Ring,Bit Ear,Mouth Open (Right),Mansion,FLUF You Up,Subtle Nod
4960,,Male,Sandy,Yellow,,Sign My Carrot Singlet,VIP lanyard,Bandana,Whistle,Bull Ring,Steel Rings,Mouth Open (Middle),Dunes,Rabbiton,Round
4961,,Male,Orange,Brown,Round Glasses,High Vis Vest,Dog Tags,,,Bloody,,Blank,Gallery,Follow You,Bob
4962,,Male,Peppermint,Green,Sunglasses,Flannel Jacket,,Beanie,Whistle,Bull Ring,Steel Studs,Mouth Open (Middle) + Wink,Forest,Electric Carrots,Side To Side
4963,Danica Patrick,Female,Moody Blue,Brown,,,,Devil Horns,Whistle,,Gold Rings & Studs,Mouth Open (Middle),Lambo,Electric Carrots,Groove
4964,,Male,Sandy,Brown,,Sign My Carrot Singlet,Collar (Black),Cowboy Hat,Cigarette,Bone,Steel Studs,Mouth Open (Right),Tiki,Desert Digging,Round
4965,Clean 14 traits,Male,Brown,Brown,Shutter Glasses,Leather Vest,Dog Tags,Pirate Hat,Cigarette,Bull Ring,Bandaged,Mouth Open (Right) + Wink,Tiki,How Could You,Bob
4966,,Male,Camo,Green,Sunglasses,Tie Dye Singlet,Peace Necklace,Pirate Hat,Pipe,Steel Ring,Steel Rings,Mouth Open (Right),Beach,Eating Carrots in the Dark,Side To Side
4967,,Male,Winter,Xs,,Leather Vest,Bowtie (Gold),,Lollipop,Steel Ring,Steel Rings,Mouth Open (Left),Tiki,Back in the Burrow,Subtle Nod
4968,Kim Kardashian,Female,Tie Dye,Green,3D Glasses,Sign My Carrot Singlet,,Halo,Lip Piercings,Diamond Stud,FLUF Tag,Wonder,Lambo,Hop On By,Groove
4969,,Female,Peppermint,Yellow,,Boob Tube,,FLUF Cap,Lip Piercings,Clown Nose,Steel Studs,Smile,Dunes,Ear Wobbler,Side To Side
4970,,Female,Winter,Green,,Leather Vest,Bowtie (Red),Mohawk (Base),Lollipop,Steel Ring,Steel Rings & Studs,Anger,Forest,What the FLUF,Subtle Nod
4971,,Female,Red,Cat (Blue),,Dress,Bowtie (Red),Tuft (Base),Party Horn,,Diamond Cross Earring,Anger,Mystic Valley,Eating Carrots in the Dark,Groove
4972,,Male,Moody Blue,Fire,,Flannel Jacket,FLUF Logo Chain,Mohawk (Red),Lollipop,Bull Ring,,Anger,Beach,Desert Digging,Big Nod
4973,,Male,Camo,Green,Sunglasses,Puffer Vest,,Cowboy Hat,Lip Piercings,Steel Ring,Gold Rings & Studs,Smile + Wink,Forest,Disco Rabbit,Groove
4974,,Male,Honeycomb,Dollars,Star Glasses,High Vis Vest,Dog Tags,Beanie,Lollipop,,,Mouth Open (Left),Garden,Space Fluffle,Subtle Nod
4975,,Male,Winter,Cat (Brown),,Black FLUF Singlet,Bowtie (Gold),Afro (Ginger),Pacifier,Steel Stud,Steel Studs,Mouth Open (Middle),Dancing in the Shroomlight,Higher,Groove
4976,,Male,Sandy,Green,Speed Glasses,,Dog Tags,Mohawk (Red),Joint,Diamond Stud,FLUF Tag,Mouth Open (Right),Swamp,FLUF You Up,Groove
4977,Jane Bond,Female,Brown,Blue,Sunglasses,,,Conical Hat,Joint,,Bit Ear,Mouth Open (Right) + Wink,Gallery,Rabbiton,Subtle Nod
4978,,Male,Highlighter,Blue,Fake Eyelashes,,Tie,Sombrero,Medical Mask,,Bandaged,Blank,Forest,Desert Digging,Round
4979,,Male,Brown,Yellow,,Tie Dye Singlet,Bowtie (Gold),Mohawk (Base),Lollipop,,,Mouth Open (Left),Beach,Electric Carrots,Big Nod
4980,Lolly,Female,Cheetah,Green (Dilated),Fake Eyelashes,,,,Lollipop,Steel Stud,,Mouth Open (Left),Forest,Floating or Flying,Bob
4981,,Female,Red,Purple,Fake Eyelashes,Dress,,Birthday Hat,Medical Mask,,Diamond Cross Earring,Blank,Beach,Hop With Me,Bob
4982,,Male,Ice Cream,Yellow,,Camo Jacket,Bowtie (Gold),Tuft (Base),Party Horn,Steel Ring,Steel Studs,Mouth Open (Left),Dunes,Beyond the Gates,Big Nod
4983,,Male,Grey,Red (Dilated),Eye Patch,,Dog Tags,Pirate Hat,Carrot,,,Mouth Open (Right),Garden,Hop On By,Subtle Nod
4984,,Male,Red,Cat (Blue),Dive Goggles,Black FLUF Singlet,,Devil Horns,Cigar,,Gold Rings,Mouth Open (Right) + Wink,Gallery,Hop On By,Bob
4985,,Male,Brown,Cat (Brown),,,FLUF Logo Chain,FLUF Cap,Joint,,,Mouth Open (Right),Beach,Electric Carrots,Round
4986,,Male,Winter,Blue,Aviators,,,Pirate Hat,,,Gold Studs,Blank,Forest,Dubhop,Side To Side
4987,,Male,Raspberry Ripple,Blue,,Voxel Rabbit Singlet,Bowtie (Red),Tuft (Base),Pacifier,Bull Ring,Gold Rings,Mouth Open (Middle),Gallery,Space Fluffle,Side Nod
4988,,Female,Raspberry Ripple,Purple,,Voxel Rabbit Singlet,,Flower Crown,Party Horn,Clown Nose,,Mouth Open (Left) + Wink,Tiki,Rabbiton,Bob
4989,,Male,Red,Brown,Sunglasses,Leather Vest,Gold Chain,,,Bull Ring,Steel Rings,Smile + Wink,Lambo,Electric Carrots,Round
4990,,Male,Sky,Reptile (White),Dive Goggles,Pink Jacket,Dog Tags,,Whistle,Bull Ring,,Mouth Open (Middle) + Wink,Forest,Dubhop,Groove
4991,"4991: FEMALE Portal Eyes, Pink Jkt, Diamond stud",Female,Orange,Portal,,Pink Jacket,Bowtie (Gold),,,Diamond Stud,Diamond Studs,Blank,Lambo,Follow You,Groove
4992,,Male,Grey,Brown,Safety Glasses,,VIP lanyard,,Joint,Bone,Gold Rings,Mouth Open (Right) + Wink,Backalley,Reggae Rabbits,Groove
4993,,Male,Sandy,Thirties,,,Collar (Pink),Bandana,Pipe,Steel Stud,Gold Rings & Studs,Mouth Open (Right),Spaceship,Space Fluffle,Bob
4994,,Male,Camo,Green (Dilated),,,Peace Necklace,Beanie,Party Horn,,,Mouth Open (Left) + Wink,Dunes,FLUF You Up,Subtle Nod
4995,,Male,Red,Green,,Puffer Jacket,Bowtie (Gold),Conical Hat,Lip Piercings,Clown Nose,Steel Rings,Smile,Beach,Floating or Flying,Side Nod
4996,Jeanne doe'Arc,Female,Smoothie,Heart (Red),,,Bowtie (Gold),Army Helmet,,,Bit Ear,Blank,The Front,Let It Go,Round
4997,Cleopatra,Female,Gold,Gold,,,,,,Gold,,Blank + Wink,Mansion,Desert Digging,Turn
4998,,Male,Brown,Blue,Bug Eye Glasses,,,Mullet (Orange),,,Gold Rings & Studs,Blank,Swamp,Coffee and Carrots,Groove
4999,,Male,Marshmellow,Green,,,Collar (Pink),Conical Hat,Party Horn,,,Mouth Open (Left),Dunes,Disco Rabbit,Side To Side
5000,,Male,Candy Floss,Heart (Red),,Yellow Rabbit Singlet,,Flower Crown,,,Gold Studs,Blank,Tiki,Electric Carrots,Subtle Nod
5001,,Male,Camo,Blue,,,Bowtie (Black),,Pacifier,Bone,FLUF Tag,Mouth Open (Middle) + Wink,Mansion,Back in the Burrow,Side To Side
5002,,Female,Candy Floss,Brown,Neon Glasses,,Bone Necklace,Birthday Hat,Tongue Out,Bull Ring,Gold Studs,Smile,Heaven,Ear Wobbler,Big Nod
5003,,Male,Winter,Yellow,Dive Goggles,Boob Tube,,,Cigar,Steel Ring,,Mouth Open (Right),Forest,Hop With Me,Side Nod
5004,,Male,Tiger,Purple,,,,Bandana,Carrot,Bone,,Mouth Open (Right),Swamp,Hop With Me,Side To Side
5005,,Male,Orange,Green,Heart Glasses,,,Afro (Ginger),Mooncrust Pizza,Diamond Stud,,Mouth Open (Middle),Dunes,What the FLUF,Big Nod
5006,,Male,Sky,Blue,Round Glasses,Flannel Jacket,VIP lanyard,,Cigar,,,Mouth Open (Right),Tiki,Desert Digging,Side Nod
5007,,Male,Winter,Blue,Shutter Glasses,,Glowstick Necklace,Mullet (Black),,Clown Nose,Steel Rings & Studs,Blank,Gallery,Electric Carrots,Side Nod
5008,,Male,Smoothie,Yellow,Eye Patch,Tie Dye Singlet,Dog Tags,,Carrot,Bloody,,Mouth Open (Right),Backalley,Eating Carrots in the Dark,Groove
5009,,Female,Cheetah,Brown,Sunglasses,Boob Tube,Collar (Pink),,Lip Piercings,Steel Stud,Steel Rings,Smile + Wink,Dunes,Run Rabbit,Bob
5010,,Male,Tie Dye,Cat (Brown),,Puffer Vest,,,,Steel Stud,Diamond Studs,Smile + Wink,Lambo,Desert Digging,Groove
5011,,Male,Darkness,Dead,Heart Glasses,,,Afro (Ginger),Lollipop,Steel Stud,,Anger,Markets,Back in the Burrow,Subtle Nod
5012,SHUTTER SKY,Female,Sky,Red (Dilated),Shutter Glasses,,Glowstick Necklace,,Pacifier,Steel Stud,Bandaged,Mouth Open (Middle),Heaven,Disco Rabbit,Bob
5013,Sixx Orange,Female,Orange,Heart (Red),,,Lei,Beanie,,Gold Ring,Gold Rings,Anger,Lambo,Hop With Me,Bob
5014,,Male,Moody Blue,Green,Neon Glasses,,Bone Necklace,Pirate Hat,Lollipop,,,Anger,Dunes,Desert Digging,Subtle Nod
5015,Kyle,Male,Retro,Brown,Round Glasses,,Bowtie (Gold),Sombrero,Pacifier,Steel Ring,Steel Studs,Mouth Open (Middle),Lambo,Latin Fiesta,Bob
5016,"Sean ""Fluffy"" Combs",Male,Bully,Blue,Aviators,Leather Vest,Bowtie (Black),Beanie,Pipe,Bull Ring,FLUF Tag,Mouth Open (Right),Mansion,Dubhop,Big Nod
5017,Satoshi Hopamoto ,Male,Smoothie,Hypnotic,,Camo Jacket,,Holographic Cap,,Steel Stud,,Sad,Heaven,What the FLUF,Side To Side
5018,Wonder Citrus,Female,Red,Brown,3D Glasses,,,Conical Hat,,Gold Stud,Steel Rings,Blank,Backalley,Space Fluffle,Groove
5019,,Male,Kandinsky,Brown,Heart Glasses,,Collar (Pink),Flower Crown,Carrot,,Steel Studs,Mouth Open (Right),Gallery,Dubhop,Round
5020,,Female,Cheetah,Cat (Brown),,FLUF Jacket,Lei,Bandana,,Clown Nose,,Sad,Gallery,Run Rabbit,Round
5021,,Female,Brown,Green (Dilated),,,,Flower Crown,,Bull Ring,Gold Bows,Smile,Swamp,Let It Go,Side Nod
5022,Diplo,Male,Parrot,Green,Sunglasses,,Peace Necklace,Cowboy Hat,,,,Blank,Backalley,NFT (Instrumental),Bob
5023,,Female,Grey,Blue,Heart Glasses,,Bone Necklace,,Lipstick,Steel Stud,,Blank,Beach,Hop On By,Side To Side
5024,,Male,Raspberry Ripple,Green,Round Glasses,Puffer Vest,Peace Necklace,Mullet (Base),,,,Blank,Lambo,Disco Rabbit,Bob
5025,,Female,Grey,Green (Dilated),,,Peace Necklace,,,,Gold Bows,Smile,Garden,Ear Wobbler,Subtle Nod
5026,,Male,Tiger,Hypnotic,,,Dog Tags,Tuft (Base),Joint,,,Mouth Open (Right),Spaceship,Desert Digging,Side To Side
5027,,Female,Sky,Brown,Cyberpunk Glasses,,,Afro (Ginger),Medical Mask,,Gold Studs,Blank + Wink,Garden,Space Fluffle,Bob
5028,,Male,Tiger,Cat (Brown),,Tie Dye Singlet,Bowtie (Red),Pirate Hat,,Steel Ring,,Blank,Heaven,I Like to Party,Subtle Nod
5029,Rad Muthaflufa,Male,Darkness,Dead,Round Glasses,,,,Pacifier,Gold Ring,Steel Rings & Studs,Mouth Open (Middle),Spaceship,Desert Digging,Side Nod
