TOKEN_ID,TOKEN_NAME,Background,Base,Stripes,Eyes,Mouth,Nose,Body,Headwear
1983,# 1983,Green,Blue,Red,Sad,Lip Bite,Blue,Green Tee,Top Hat
1984,# 1984,Yellow,Neon Green,Purple,Bloodshot,Sad,Purple,Red Polo,Pirate Hat
1985,# 1985,Purple,Black,Yellow,Sunglasses,Sad,Purple,Purple Tee,Cowboy Hat
1986,# 1986,Beige,Orange,Yellow,Sad,Sad,Red,White Tee,Fishing Hat
1987,# 1987,Red,Yellow,Pink,Sad,Honey Comb,Orange,White Tee,Save the Tigers
1988,# 1988,Purple,Blue,Green,Spooked,Yawning,Black,Black Polo,Top Hat
1989,# 1989,Yellow,Red,Orange,Sunglasses,Standard,Green,Police Uniform,Afro
1990,# 1990,Yellow,Green,Pink,Tired,Whistling,Purple,Blue Tee,Fishing Hat
1991,# 1991,Blue,Red,Black,Happy,Whistling,Red,Bra,Fishing Hat
1992,# 1992,Violet,Pink,Light Blue,Spooked,Tongue Out,Green,Red Polo,Santa Hat
1993,# 1993,Black,Red,Red,Happy,Sad,Red,Red Polo,Santa Hat
1994,# 1994,Violet,Pink,Purple,Glasses,Honey Comb,Black,None,Cowboy Hat
1995,# 1995,Blue,Yellow,Pink,Sunglasses,Honey Comb,Red,Green Tee,Pirate Hat
1996,# 1996,Blue,Black,Orange,Sad,Lip Bite,Black,Police Uniform,None
1997,# 1997,Green,Red,White,Glasses,Sad,Red,Green Tee,Afro
1998,# 1998,Black,Blue,Pink,Happy,Smiling,Blue,Referee,Pirate Hat
1999,# 1999,Violet,Blue,Pink,Sunglasses,Sad,Red,Black Polo,Pirate Hat
2000,# 2000,Yellow,Red,Orange,Spooked,Sad,Green,None,Cowboy Hat
2001,# 2001,Grey,Red,Purple,Glasses,Yawning,Green,Purple Tee,Pirate Hat
2002,# 2002,Yellow,Blue,Blue,Sad,Yawning,Black,Referee,Santa Hat
2003,# 2003,Green,Pink,Red,Happy,Sad,Purple,Police Uniform,Bunny Ears
2004,# 2004,Yellow,Green,Green,Happy,Tongue Out,Orange,Blue Tee,Afro
2005,# 2005,Purple,Red,Purple,Glasses,Lip Bite,Red,Yellow Tee,None
2006,# 2006,Blue,Neon Green,Red,Goggles,Yawning,Green,Purple Tee,Bunny Ears
2007,# 2007,Pink,Orange,Blue,Eye Patch,Yawning,Red,White Polo,Baseball Cap
2008,# 2008,Blue,Yellow,Green,Sunglasses,Cigarette,Purple,Black Polo,Fishing Hat
2009,# 2009,Black,Green,Yellow,Happy,Pipe,Orange,Red Polo,Cowboy Hat
2010,# 2010,Green,Purple,Yellow,Tired,Whistling,Green,Red Polo,Bunny Ears
2011,# 2011,Black,Black,White,Tropical Shades,Lip Bite,Orange,Black Polo,None
2012,# 2012,Grey,Pink,Pink,Spooked,Sad,Black,Yellow Tee,Fishing Hat
2013,# 2013,Purple,Yellow,Light Blue,Glasses,Lip Bite,Orange,White Polo,Cowboy Hat
2014,# 2014,Black,Purple,Black,Sunglasses,Bloody,Green,None,Santa Hat
2015,# 2015,Grey,Purple,Green,Spooked,Sad,Orange,White Tee,Cowboy Hat
2016,# 2016,Grey,Neon Green,Green,Angry,Sad,Green,Red Polo,Bunny Ears
2017,# 2017,Black,Orange,Red,Happy,Lip Bite,Orange,Police Uniform,Afro
2018,# 2018,Purple,Neon Green,Orange,Happy,Smiling,Black,Black Polo,Astronaut Helmet
2019,# 2019,Purple,Orange,Red,Spooked,Lip Bite,Orange,Yellow Tee,Top Hat
2020,# 2020,Light Blue,Red,Pink,Glasses,Honey Comb,Green,Green Tee,Bunny Ears
2021,# 2021,Blue,Blue,Purple,Eye Patch,Yawning,Black,Purple Tee,Pirate Hat
2022,# 2022,Purple,Purple,Black,Sad,Gold Teeth,Purple,Referee,Fishing Hat
2023,# 2023,Yellow,Orange,Black,Tired,Lip Bite,Red,Purple Tee,None
2024,# 2024,Black,Purple,Black,Sunglasses,Yawning,Clown Nose,Yellow Tee,Fishing Hat
2025,# 2025,Green,Neon Green,Black,Angry,Standard,Orange,Red Polo,Horns
2026,# 2026,Blue,Black,Pink,Glasses,Sad,Green,Purple Tee,None
2027,# 2027,Black,Black,Pink,Glasses,Whistling,Black,Police Uniform,None
2028,# 2028,Yellow,Pink,Black,Tired,Tongue Out,Orange,Yellow Tee,Cowboy Hat
2029,# 2029,Purple,Pink,Yellow,Tired,Cigarette,Purple,Yellow Tee,None
2030,# 2030,Grey,Neon Green,Orange,Sad,Sad,Green,White Tee,None
2031,# 2031,Yellow,Purple,Blue,Sunglasses,Sad,Clown Nose,None,None
2032,# 2032,Violet,Purple,Orange,Tired,Lip Bite,Blue,Black Polo,Pirate Hat
2033,# 2033,Yellow,White,White,Glasses,Tongue Out,Green,Blue Tee,Fishing Hat
2034,# 2034,Red,Black,Orange,Sad,Tongue Out,Purple,Blue Tee,None
2035,# 2035,Yellow,Black,White,Crying,Bloody,Clown Nose,Red Polo,Pirate Hat
2036,# 2036,Blue,Blue,Yellow,Sunglasses,Tongue Out,Orange,None,None
2037,# 2037,Black,Yellow,Pink,Spooked,Honey Comb,Red,White Tee,Save the Tigers
2038,# 2038,Yellow,Blue,Purple,Tired,Whistling,Blue,Blue Tee,Top Hat
2039,# 2039,Green,Neon Green,Yellow,Angry,Tongue Out,Clown Nose,Red Polo,Bunny Ears
2040,# 2040,Blue,Red,Purple,Sad,Tongue Out,Orange,White Tee,Pirate Hat
2041,# 2041,Pink,Neon Green,Black,Spooked,Honey Comb,Black,White Tee,Bunny Ears
2042,# 2042,Violet,Pink,Purple,Tired,Smiling,Purple,Save the Tigers,Top Hat
2043,# 2043,Blue,Pink,Pink,Happy,Smiling,Blue,None,Pirate Hat
2044,# 2044,Violet,Red,Purple,Happy,Lip Bite,Green,Purple Tee,Tricorn
2045,# 2045,Grey,Pink,White,Sunglasses,Yawning,Orange,Green Tee,None
2046,# 2046,Pink,Yellow,Red,Glasses,Pipe,Black,None,Astronaut Helmet
2047,# 2047,Blue,Neon Green,Red,Goggles,Yawning,Purple,Yellow Tee,Afro
2048,# 2048,Green,Yellow,Red,Tropical Shades,Honey Comb,Red,None,Santa Hat
2049,# 2049,Yellow,Red,Yellow,Sunglasses,Lip Bite,Purple,White Tee,Pirate Hat
2050,# 2050,Purple,Blue,Blue,Eye Patch,Tongue Out,Black,Blue Tee,Pirate Hat
2051,# 2051,Blue,Green,Light Blue,Tired,Honey,Black,Black Polo,Fishing Hat
2052,# 2052,Violet,Neon Green,Green,Happy,Bloody,Green,Green Tee,Fishing Hat
2053,# 2053,Purple,Red,White,Sunglasses,Whistling,Blue,Yellow Tee,None
2054,# 2054,Blue,Purple,Pink,Happy,Tongue Out,Orange,Blue Tee,Tricorn
2055,# 2055,Blue,Black,Orange,Sunglasses,Yawning,Orange,Black Polo,Bunny Ears
2056,# 2056,Grey,Green,Red,Crying,Sad,Red,Green Tee,Cowboy Hat
2057,# 2057,Yellow,Purple,Black,Glasses,Smiling,Orange,Purple Tee,Baseball Cap
2058,# 2058,Black,Blue,Blue,Glasses,Cigarette,Orange,Blue Tee,Astronaut Helmet
2059,# 2059,Blue,Black,Green,3D Glasses,Tongue Out,Black,Purple Tee,Baseball Cap
2060,# 2060,Violet,White,Pink,Sad,Lip Bite,Clown Nose,Red Polo,Top Hat
2061,# 2061,Yellow,Blue,Pink,Sunglasses,Pipe,Black,Referee,Bunny Ears
2062,# 2062,Grey,Purple,Purple,Glasses,Yawning,Purple,None,Afro
2063,# 2063,Yellow,Blue,Orange,Angry,Gold Teeth,Blue,White Tee,Santa Hat
2064,# 2064,Yellow,Green,White,Sad,Yawning,Purple,None,Tricorn
2065,# 2065,Yellow,Red,Blue,Glasses,Smiling,Red,Yellow Tee,Astronaut Helmet
2066,# 2066,Yellow,Blue,Green,Sad,Honey Comb,Black,None,Bunny Ears
2067,# 2067,Black,Red,Black,Glasses,Whistling,Clown Nose,Blue Tee,None
2068,# 2068,Purple,Green,Blue,Sad,Honey Comb,Orange,Purple Tee,Santa Hat
2069,# 2069,Violet,Neon Green,Light Blue,Sunglasses,Honey Comb,Purple,Red Polo,Pirate Hat
2070,# 2070,Violet,Pink,Red,Sunglasses,Whistling,Clown Nose,Red Polo,None
2071,# 2071,Pink,Green,Green,Sunglasses,Lip Bite,Orange,Purple Tee,None
2072,# 2072,Purple,Red,Blue,Tired,Tongue Out,Purple,Green Tee,Baseball Cap
2073,# 2073,Green,Blue,Yellow,Sunglasses,Tongue Out,Green,Blue Tee,Pirate Hat
2074,# 2074,Violet,Orange,Red,Sunglasses,Smiling,Orange,Red Polo,None
2075,# 2075,Yellow,Green,Pink,Tropical Shades,Tongue Out,Red,White Tee,Fishing Hat
2076,# 2076,Purple,Yellow,White,Glasses,Pipe,Orange,Red Polo,Cowboy Hat
2077,# 2077,Yellow,Green,Black,Spooked,Sad,Black,Green Tee,Afro
2078,# 2078,Grey,Green,White,Happy,Honey,Orange,Yellow Tee,None
2079,# 2079,Pink,Green,Pink,Tired,Cigarette,Blue,Purple Tee,Baseball Cap
2080,# 2080,Purple,Neon Green,Black,Sad,Lip Bite,Green,White Tee,Astronaut Helmet
2081,# 2081,Grey,Blue,Black,Eye Patch,Honey,Purple,None,Baseball Cap
2082,# 2082,Yellow,Yellow,Green,Spooked,Gold Teeth,Red,White Tee,Fishing Hat
2083,# 2083,Pink,Purple,Light Blue,Angry,Blunt,Blue,None,Astronaut Helmet
2084,# 2084,Black,Orange,White,Sad,Smiling,Black,Purple Tee,Astronaut Helmet
2085,# 2085,Green,White,Purple,Glasses,Bloody,Clown Nose,White Tee,Tricorn
2086,# 2086,Pink,Red,Red,Sad,Standard,Orange,Scientist,Baseball Cap
2087,# 2087,Purple,Purple,Yellow,Glasses,Tongue Out,Green,Referee,Top Hat
2088,# 2088,Light Blue,White,Orange,Spooked,Sad,Purple,White Tee,None
2089,# 2089,Beige,Pink,Red,Sad,Whistling,Black,Referee,Fishing Hat
2090,# 2090,Purple,Red,Black,Goggles,Tongue Out,Purple,Green Tee,Halo
2091,# 2091,Violet,Neon Green,Green,Angry,Sad,Blue,Black Polo,Clown Hair
2092,# 2092,Beige,Green,Blue,Sunglasses,Honey Comb,Purple,Purple Tee,Pirate Hat
2093,# 2093,Blue,White,Red,Sunglasses,Whistling,Purple,Green Tee,Tricorn
2094,# 2094,Blue,Orange,Black,Happy,Standard,Orange,Red Polo,Bunny Ears
2095,# 2095,Purple,Red,Orange,Tired,Whistling,Blue,Green Tee,Baseball Cap
2096,# 2096,Pink,Orange,Purple,Eye Patch,Lip Bite,Black,None,Tricorn
2097,# 2097,Yellow,Purple,Black,Tired,Smiling,Green,White Polo,Afro
2098,# 2098,Purple,Orange,Pink,Sunglasses,Whistling,Purple,Red Polo,Astronaut Helmet
2099,# 2099,Green,Purple,Blue,Tired,Smiling,Green,Blue Tee,Baseball Cap
2100,# 2100,Purple,Neon Green,Purple,Angry,Yawning,Purple,Green Tee,Pirate Hat
2101,# 2101,Yellow,Blue,Pink,Happy,Yawning,Red,White Tee,Afro
2102,# 2102,Green,Black,Blue,Glasses,Yawning,Clown Nose,Yellow Tee,Fishing Hat
2103,# 2103,Purple,Orange,Light Blue,Eye Patch,Whistling,Purple,Red Polo,Halo
2104,# 2104,Black,Blue,Black,Glasses,Lip Bite,Black,Purple Tee,None
2105,# 2105,Black,White,Pink,Angry,Gold Teeth,Blue,Purple Tee,Horns
2106,# 2106,Blue,Yellow,Light Blue,Angry,Honey,Purple,Black Polo,Baseball Cap
2107,# 2107,Beige,Green,Pink,Sad,Sad,Purple,White Polo,Cowboy Hat
2108,# 2108,Green,Blue,Orange,Goggles,Tongue Out,Red,Referee,Pirate Hat
2109,# 2109,Yellow,Green,White,Angry,Honey,Green,White Tee,None
2110,# 2110,Violet,White,Pink,Happy,Sad,Orange,Green Tee,Fishing Hat
2111,# 2111,Green,Blue,Yellow,Sunglasses,Pipe,Orange,Yellow Tee,Cowboy Hat
2112,# 2112,Blue,Pink,Blue,3D Glasses,Pipe,Black,Purple Tee,Top Hat
2113,# 2113,Beige,Orange,Yellow,Tired,Cigarette,Green,Red Polo,Top Hat
2114,# 2114,Yellow,Blue,Red,Tropical Shades,Sad,Blue,Diamond Collar,Top Hat
2115,# 2115,Purple,Blue,Yellow,Spooked,Yawning,Black,Yellow Tee,Pirate Hat
2116,# 2116,Yellow,Black,Blue,Sunglasses,Yawning,Purple,Diamond Collar,Astronaut Helmet
2117,# 2117,Grey,Purple,Yellow,Glasses,Honey,Green,White Tee,None
2118,# 2118,Purple,Black,Black,Spooked,Bloody,Purple,Yellow Tee,Baseball Cap
2119,# 2119,Purple,Red,Orange,Tired,Whistling,Orange,Red Polo,Afro
2120,# 2120,Violet,Blue,Red,Goggles,Honey Comb,Purple,White Tee,Baseball Cap
2121,# 2121,Blue,Red,Pink,Glasses,Bloody,Blue,Red Polo,Baseball Cap
2122,# 2122,Yellow,Blue,Black,Eye Patch,Tongue Out,Red,Blue Tee,Cowboy Hat
2123,# 2123,Purple,Purple,White,Tired,Lip Bite,Purple,Yellow Tee,Cowboy Hat
2124,# 2124,Beige,Yellow,Red,Glasses,Standard,Black,White Tee,None
2125,# 2125,Red,White,Light Blue,Tired,Lip Bite,Clown Nose,White Polo,Astronaut Helmet
2126,# 2126,Red,Green,Pink,Angry,Lip Bite,Purple,Yellow Tee,Santa Hat
2127,# 2127,Light Blue,Orange,White,Sunglasses,Smiling,Orange,Purple Tee,Astronaut Helmet
2128,# 2128,Violet,White,Purple,Tired,Yawning,Blue,Red Polo,Afro
2129,# 2129,Purple,Pink,Green,Tired,Sad,Orange,Black Polo,Tricorn
2130,# 2130,Yellow,Red,Orange,Sad,Sad,Clown Nose,Black Polo,Santa Hat
2131,# 2131,Purple,Blue,Orange,Tired,Lip Bite,Green,Referee,Bunny Ears
2132,# 2132,Purple,Red,Purple,Spooked,Honey Comb,Green,Blue Tee,Baseball Cap
2133,# 2133,Pink,Neon Green,Black,Sad,Honey Comb,Red,Yellow Tee,Fishing Hat
2134,# 2134,Blue,White,Purple,Eye Patch,Bloody,Green,Green Tee,Spinner Hat
2135,# 2135,Grey,Green,Light Blue,Loopy,Tongue Out,Purple,Black Polo,Bunny Ears
2136,# 2136,Black,Blue,Pink,Angry,Whistling,Orange,Scientist,None
2137,# 2137,Pink,Purple,Yellow,Bloodshot,Whistling,Purple,Purple Tee,None
2138,# 2138,Violet,Neon Green,Purple,Ethereum,Cigarette,Red,Green Tee,Horns
2139,# 2139,Purple,Blue,Green,Goggles,Tongue Out,Red,White Tee,None
2140,# 2140,Blue,Green,Yellow,Happy,Sad,Black,Bra,Top Hat
2141,# 2141,Violet,Pink,Orange,Eye Patch,Tongue Out,Blue,Bra,Pirate Hat
2142,# 2142,Blue,Pink,Green,Tired,Honey Comb,Green,Black Polo,Cowboy Hat
2143,# 2143,Red,Orange,Blue,Sunglasses,Honey Comb,Purple,Red Polo,Bunny Ears
2144,# 2144,Blue,Blue,Orange,Happy,Yawning,Black,Black Polo,Top Hat
2145,# 2145,Light Blue,Orange,Orange,Angry,Bloody,Blue,Purple Tee,Top Hat
2146,# 2146,Blue,Purple,Green,Sunglasses,Smiling,Red,Black Polo,Baseball Cap
2147,# 2147,Blue,Green,Black,Spooked,Yawning,Black,Red Polo,Pirate Hat
2148,# 2148,Blue,Orange,Yellow,Happy,Honey Comb,Blue,White Tee,Bunny Ears
2149,# 2149,Beige,Pink,Black,Sunglasses,Sad,Purple,Green Tee,Cowboy Hat
2150,# 2150,Violet,Yellow,Light Blue,Tropical Shades,Whistling,Blue,Blue Tee,Pirate Hat
2151,# 2151,Green,Blue,White,Tired,Bloody,Purple,Blue Tee,Cowboy Hat
2152,# 2152,Purple,Yellow,Red,Sad,Whistling,Green,None,Baseball Cap
2153,# 2153,Purple,Red,Red,Glasses,Honey Comb,Purple,Black Polo,Spinner Hat
2154,# 2154,Pink,Neon Green,Green,Sad,Face Mask,,Green Tee,Astronaut Helmet
2155,# 2155,Yellow,Green,Black,Spooked,Bloody,Black,Black Polo,Cowboy Hat
2156,# 2156,Pink,Pink,Pink,Crying,Honey Comb,Blue,Save the Tigers,Bunny Ears
2157,# 2157,Blue,Red,Light Blue,Spooked,Lip Bite,Purple,Police Uniform,Horns
2158,# 2158,Yellow,Green,Yellow,Spooked,Bloody,Orange,Purple Tee,Bunny Ears
2159,# 2159,Yellow,Blue,Yellow,Happy,Pipe,Blue,Red Polo,Santa Hat
2160,# 2160,Black,Pink,White,Spooked,Tongue Out,Green,White Tee,Cowboy Hat
2161,# 2161,Purple,Orange,Orange,Angry,Yawning,Orange,Referee,Astronaut Helmet
2162,# 2162,Blue,Red,Yellow,Sad,Tongue Out,Green,Purple Tee,Bunny Ears
2163,# 2163,Pink,Purple,White,Sunglasses,Gold Teeth,Clown Nose,Red Polo,Top Hat
2164,# 2164,Black,Blue,Yellow,Sunglasses,Tongue Out,Purple,None,Cowboy Hat
2165,# 2165,Purple,Red,Pink,Angry,Bloody,Black,Referee,Pirate Hat
2166,# 2166,Blue,Orange,Blue,Goggles,Sad,Purple,Yellow Tee,Top Hat
2167,# 2167,Violet,Purple,Black,Happy,Lip Bite,Blue,Purple Tee,Bunny Ears
2168,# 2168,Black,Orange,Green,Glasses,Tongue Out,Clown Nose,Green Tee,Cowboy Hat
2169,# 2169,Violet,Pink,Blue,Happy,Bloody,Black,White Polo,Baseball Cap
2170,# 2170,Blue,Purple,Pink,Glasses,Tongue Out,Orange,Black Polo,Tricorn
2171,# 2171,Purple,Red,Yellow,Sad,Sad,Black,Black Polo,Top Hat
2172,# 2172,Purple,White,White,Angry,Sad,Red,Green Tee,Pirate Hat
2173,# 2173,Blue,Purple,Blue,Sad,Lip Bite,Orange,White Tee,Top Hat
2174,# 2174,Yellow,Blue,White,Happy,Yawning,Purple,None,None
2175,# 2175,Black,Red,Light Blue,Glasses,Honey Comb,Blue,White Polo,Pirate Hat
2176,# 2176,Blue,Yellow,Purple,Goggles,Bloody,Red,Blue Tee,Afro
2177,# 2177,Blue,Orange,Black,Happy,Honey Comb,Blue,White Tee,Bunny Ears
2178,# 2178,Black,Purple,Blue,Tired,Whistling,Green,Green Tee,Baseball Cap
2179,# 2179,Yellow,Orange,Light Blue,Angry,Tongue Out,Blue,Purple Tee,Afro
2180,# 2180,Yellow,Green,Blue,Wink,Tongue Out,Red,Red Polo,Santa Hat
2181,# 2181,Purple,White,Green,Spooked,Sad,Green,None,Tricorn
2182,# 2182,Black,Pink,Red,Sunglasses,Yawning,Purple,White Tee,Baseball Cap
2183,# 2183,Black,Yellow,Orange,Tired,Whistling,Blue,Red Polo,Cowboy Hat
2184,# 2184,Yellow,Red,Purple,Glasses,Standard,Orange,Green Tee,Top Hat
2185,# 2185,Pink,Yellow,Pink,Sad,Bloody,Clown Nose,Black Polo,Top Hat
2186,# 2186,Blue,Blue,Pink,Spooked,Whistling,Purple,Red Polo,Baseball Cap
2187,# 2187,Purple,Neon Green,Purple,Angry,Gold Teeth,Orange,Police Uniform,Baseball Cap
2188,# 2188,Yellow,Red,Purple,Sad,Yawning,Orange,None,Tricorn
2189,# 2189,Yellow,Orange,Green,Loopy,Smiling,Purple,Red Polo,Afro
2190,# 2190,Purple,Red,White,Tired,Pipe,Green,None,None
2191,# 2191,Grey,Orange,Blue,Tired,Whistling,Green,Yellow Tee,Bunny Ears
2192,# 2192,Violet,Orange,Red,Tropical Shades,Whistling,Clown Nose,Yellow Tee,Halo
2193,# 2193,Purple,Purple,Black,Sad,Lip Bite,Black,Red Polo,Santa Hat
2194,# 2194,Black,Green,Black,Happy,Lip Bite,Purple,White Polo,None
2195,# 2195,Blue,Purple,Pink,Angry,Lip Bite,Purple,Green Tee,Pirate Hat
2196,# 2196,Purple,Pink,Black,Spooked,Smiling,Green,Police Uniform,Bunny Ears
2197,# 2197,Yellow,Black,Black,Angry,Honey Comb,Black,Yellow Tee,Santa Hat
2198,# 2198,Blue,Orange,Light Blue,Tired,Lip Bite,Orange,Red Polo,Baseball Cap
2199,# 2199,Grey,Pink,Blue,Spooked,Yawning,Blue,White Polo,Fishing Hat
2200,# 2200,Yellow,Green,Pink,Spooked,Honey Comb,Red,Green Tee,Afro
2201,# 2201,Violet,Neon Green,Pink,Sad,Yawning,Purple,Purple Tee,Santa Hat
2202,# 2202,Violet,Orange,Green,3D Glasses,Sad,Purple,Blue Tee,Baseball Cap
2203,# 2203,Red,Black,Orange,Tired,Whistling,Green,None,None
2204,# 2204,Purple,Pink,Purple,Angry,Sad,Blue,Blue Tee,Top Hat
2205,# 2205,Purple,Green,Orange,Spooked,Bloody,Black,Purple Tee,Astronaut Helmet
2206,# 2206,Purple,Pink,Pink,Spooked,Whistling,Purple,Referee,Top Hat
2207,# 2207,Blue,Red,Red,Goggles,Yawning,Clown Nose,Green Tee,Santa Hat
2208,# 2208,Yellow,Green,Red,Eye Patch,Pipe,Purple,White Polo,Clown Hair
2209,# 2209,Light Blue,Green,Red,Spooked,Whistling,Purple,Green Tee,Pirate Hat
2210,# 2210,Yellow,Blue,Black,Sunglasses,Yawning,Black,Yellow Tee,None
2211,# 2211,Yellow,Red,Green,Sunglasses,Honey Comb,Orange,White Polo,Top Hat
2212,# 2212,Violet,Neon Green,Pink,Tired,Bloody,Blue,None,Cowboy Hat
2213,# 2213,Blue,Black,Black,Glasses,Sad,Blue,Purple Tee,Baseball Cap
2214,# 2214,Purple,Green,Purple,Angry,Tongue Out,Green,Black Polo,Baseball Cap
2215,# 2215,Purple,Neon Green,Blue,Tired,Lip Bite,Blue,Bra,Cowboy Hat
2216,# 2216,Blue,Green,Yellow,Angry,Bloody,Black,Yellow Tee,Astronaut Helmet
2217,# 2217,Yellow,Purple,Blue,Tired,Honey Comb,Black,Blue Tee,Tricorn
2218,# 2218,Purple,Yellow,Blue,Happy,Yawning,Purple,Purple Tee,Top Hat
2219,# 2219,Black,Green,Purple,Sad,Honey Comb,Green,Red Polo,Cowboy Hat
2220,# 2220,Blue,Red,Orange,Glasses,Bloody,Orange,Yellow Tee,None
2221,# 2221,Yellow,Blue,Green,Sunglasses,Honey Comb,Blue,Yellow Tee,None
2222,# 2222,Purple,Blue,Green,Happy,Tongue Out,Clown Nose,Purple Tee,Top Hat
2223,# 2223,Purple,Red,Black,Crying,Tongue Out,Black,Green Tee,Bunny Ears
2224,# 2224,Blue,Orange,Purple,Angry,Whistling,Orange,Blue Tee,Cowboy Hat
2225,# 2225,Black,Black,Orange,Spooked,Yawning,Green,Green Tee,Afro
2226,# 2226,Blue,Purple,Red,Sunglasses,Yawning,Green,White Polo,Afro
2227,# 2227,Pink,Black,White,Angry,Sad,Green,Red Polo,Clown Hair
2228,# 2228,Black,Yellow,Purple,Tired,Whistling,Blue,Red Polo,None
2229,# 2229,Red,Orange,Yellow,Sunglasses,Tongue Out,Purple,Referee,Cowboy Hat
2230,# 2230,Yellow,Yellow,Green,Eye Patch,Sad,Purple,White Tee,None
2231,# 2231,Black,Neon Green,Light Blue,Happy,Yawning,Clown Nose,Green Tee,None
2232,# 2232,Purple,Purple,Black,Tropical Shades,Tongue Out,Purple,Purple Tee,Santa Hat
2233,# 2233,Purple,Green,Green,Tired,Whistling,Clown Nose,White Tee,Fishing Hat
2234,# 2234,Blue,Green,Black,Glasses,Smiling,Red,Green Tee,Baseball Cap
2235,# 2235,Black,Pink,Yellow,Sunglasses,Standard,Green,White Tee,Cowboy Hat
2236,# 2236,Purple,Yellow,Orange,Glasses,Yawning,Green,Red Polo,Cowboy Hat
2237,# 2237,Green,Purple,Purple,Tired,Lip Bite,Blue,Yellow Tee,Cowboy Hat
2238,# 2238,Black,Yellow,Green,Angry,Honey Comb,Clown Nose,Red Polo,None
2239,# 2239,Violet,Neon Green,Light Blue,Glasses,Yawning,Red,Black Polo,Cowboy Hat
2240,# 2240,Green,Neon Green,Purple,Glasses,Lip Bite,Orange,Red Polo,None
2241,# 2241,Red,White,White,Tired,Yawning,Orange,White Polo,Baseball Cap
2242,# 2242,Purple,Blue,Black,Wink,Honey Comb,Black,None,Santa Hat
2243,# 2243,Yellow,Purple,Red,Sad,Sad,Red,Black Polo,Bunny Ears
2244,# 2244,Light Blue,Blue,Blue,Sunglasses,Bloody,Blue,White Polo,Top Hat
2245,# 2245,Pink,Orange,Purple,Tropical Shades,Tongue Out,Purple,White Polo,Santa Hat
2246,# 2246,Yellow,Purple,Red,Sunglasses,Lip Bite,Red,Referee,None
2247,# 2247,Blue,Blue,Green,Spooked,Sad,Red,White Tee,Top Hat
2248,# 2248,Blue,Blue,Purple,Spooked,Sad,Clown Nose,Yellow Tee,Cowboy Hat
2249,# 2249,Blue,Neon Green,Yellow,Sunglasses,Sad,Green,White Tee,Astronaut Helmet
2250,# 2250,Yellow,Orange,Yellow,Tired,Smiling,Orange,White Tee,Bunny Ears
2251,# 2251,Light Blue,Orange,Yellow,Sunglasses,Cigarette,Clown Nose,Blue Tee,Astronaut Helmet
2252,# 2252,Beige,Black,White,Sunglasses,Yawning,Purple,Police Uniform,Cowboy Hat
2253,# 2253,Blue,Purple,Light Blue,Sad,Honey Comb,Clown Nose,Police Uniform,Pirate Hat
2254,# 2254,Yellow,Yellow,Purple,Angry,Sad,Green,Purple Tee,Cowboy Hat
2255,# 2255,Red,White,Blue,Happy,Bloody,Orange,Red Polo,Bunny Ears
2256,# 2256,Blue,Green,Blue,Angry,Whistling,Purple,Black Polo,Baseball Cap
2257,# 2257,Yellow,Neon Green,Purple,Tired,Sad,Green,None,Bunny Ears
2258,# 2258,Purple,Green,Orange,Happy,Smiling,Black,White Tee,Afro
2259,# 2259,Purple,Yellow,Purple,Glasses,Sad,Black,None,Santa Hat
2260,# 2260,Purple,Black,Pink,Spooked,Lip Bite,Orange,Black Polo,Afro
2261,# 2261,Red,Orange,Purple,Glasses,Tongue Out,Orange,Purple Tee,Astronaut Helmet
2262,# 2262,Purple,Pink,Light Blue,Spooked,Steak,Purple,White Tee,Santa Hat
2263,# 2263,Purple,Purple,Green,Tropical Shades,Lip Bite,Purple,Yellow Tee,Cowboy Hat
2264,# 2264,Blue,Black,Blue,Tropical Shades,Whistling,Black,Green Tee,Santa Hat
2265,# 2265,Green,Black,Green,Tired,Tongue Out,Green,Red Polo,Fishing Hat
2266,# 2266,Purple,Green,Light Blue,Eye Patch,Whistling,Purple,Green Tee,Top Hat
2267,# 2267,Pink,Blue,Black,Sunglasses,Bloody,Orange,Scientist,Astronaut Helmet
2268,# 2268,Red,Purple,Red,Tired,Toothpick,Orange,Blue Tee,Bunny Ears
2269,# 2269,Yellow,Neon Green,Red,Glasses,Honey Comb,Green,None,Pirate Hat
2270,# 2270,Blue,Green,Light Blue,Happy,Bloody,Black,Purple Tee,Cowboy Hat
2271,# 2271,Yellow,Orange,Pink,Happy,Bubble Gum,,White Tee,None
2272,# 2272,Yellow,Yellow,Green,Tired,Smiling,Purple,Red Polo,Santa Hat
2273,# 2273,Purple,Pink,Red,Spooked,Honey Comb,Black,Black Polo,Astronaut Helmet
2274,# 2274,Yellow,Orange,Pink,Glasses,Smiling,Green,Black Polo,Cowboy Hat
2275,# 2275,Grey,Yellow,Blue,Sad,Tongue Out,Blue,None,Santa Hat
2276,# 2276,Red,Green,Yellow,Happy,Honey Comb,Black,Purple Tee,Pirate Hat
2277,# 2277,Red,Yellow,Green,Glasses,Whistling,Green,White Polo,None
2278,# 2278,Blue,Green,Green,Happy,Sad,Red,Yellow Tee,Fishing Hat
2279,# 2279,Purple,Pink,Black,Eye Patch,Tongue Out,Orange,Black Polo,Cowboy Hat
2280,# 2280,Purple,Yellow,Light Blue,Angry,Bloody,Orange,None,Pirate Hat
2281,# 2281,Purple,Blue,Green,Glasses,Yawning,Orange,Suit & Tie,Astronaut Helmet
