TOKEN_ID,TOKEN_NAME,Background,Bust,Head,Helmet,BustCover,Eyes,BaseDetail,Detail,EyesAccessory
1717,Angry Ape #1717,bg 47,two face bust,head deep blue vapor,,,,,,
1718,Angry Ape #1718,bg 64,original bust,head striped blue orange,,mad steel vest,,,,
1719,Angry Ape #1719,bg 33,white yellow bust,head og,sith lord 6 horns red,,eyes glow red,,,
1720,Angry Ape #1720,bg 9,magenta bust,head yellow orange skin,,,,,,
1721,Angry Ape #1721,bg 5,neon green bust,head og,WW1 helmet,mad suspenders natural,,,,
1722,Angry Ape #1722,bg 30,magenta bust,head og,head mech right side,,eyes glow lime,,earrings horns,
1723,Angry Ape #1723,bg 26,original bust,head red skin,hellboy red horns,,,,,
1724,Angry Ape #1724,bg 10,original bust,head purple skin,skull mask red,,,,,
1725,Angry Ape #1725,bg 57,aboriginal dance bust,head yellow og skin,cyber helmet yellow,,,terminator skull right,,
1726,Angry Ape #1726,bg 2,yellow bust,head blue pink vapor,,assym belt brown,,,,
1727,Angry Ape #1727,bg 67,white yellow bust,head amazonian soldier,sith lord 4 horns blue,bullet vest camo,,,,
1728,Angry Ape #1728,bg 45,sherbert bust,head neon pink blue skin,demon mask jaw yellow,,,,,
1729,Angry Ape #1729,bg 51,goth bust,head magenta og,,,,,,
1730,Angry Ape #1730,bg 42,velvet stripe bust,head og,,sci fi soldier orange,,,,
1731,Angry Ape #1731,bg 7,sherbert bust,head hyper teal,headphones blue orange,,,,,
1732,Angry Ape #1732,bg 33,original bust,head og,demon mask jaw black,bullet vest camo,,,,
1733,Angry Ape #1733,bg 39,neon green bust,head blue,,assym belt brown,,,scar head,
1734,Angry Ape #1734,bg 39,original bust,head blood orange blue,cyber helmet yellow,,eyes glow yellow,,,
1735,Angry Ape #1735,bg 18,yellow bust,head black contrast,,,,,,
1736,Angry Ape #1736,bg 4,original bust,head red skin,medival soldier helmet,warrior runt grey,,,,
1737,Angry Ape #1737,bg 46,rainbow pop bust,head hyper teal,,bullet vest camo,,,,
1738,Angry Ape #1738,bg 56,original bust,head og,hellboy red horns,chain mail,,,,
1739,Angry Ape #1739,bg 51,mixed camo bust,head striped white orange,roman helmet,dark knight armor,,,,
1740,Angry Ape #1740,bg 47,orange bust,head og,scifi orange antennae,mad left shoulder leather brown,,,,
1741,Angry Ape #1741,bg 57,original bust,head hyper yellow,,,eyes glow blue,,,
1742,Angry Ape #1742,bg 10,mixed camo bust,head striped white yellow,space suit,karate white,,,,
1743,Angry Ape #1743,bg 18,two face bust,head magenta og,,,,terminator right side mouth,,
1744,Angry Ape #1744,bg 59,original bust,head og,demon mask jaw black,,,,,
1745,Angry Ape #1745,bg 2,original bust,head neon pink blue skin,WW1 helmet,japanese soldier armor,,,,
1746,Angry Ape #1746,bg 37,two face bust,head light blue vapor,,mad double shoulder spike,,,,
1747,Angry Ape #1747,bg 68,original bust,head electric blue vapor,barbarian horn helmet,,,,,
1748,Angry Ape #1748,bg 10,blue orange bust,head metropolitan,,warrior runt grey,,,,
1749,Angry Ape #1749,bg 20,amazon bust,head og,man bun,,eyes magenta,,,
1750,Angry Ape #1750,bg 28,rainbow pop bust,head deep blue vapor,,japanese soldier armor,,,,
1751,Angry Ape #1751,bg 59,original bust,head og,roman helmet,bullet vest camo,eyes magenta dizzy,,,
1752,Angry Ape #1752,bg 61,orange bust,head og,,,eyes red,,,
1753,Angry Ape #1753,bg 6,yellow bust,head og,,mad max armor,,AAA headband red,,
1754,Angry Ape #1754,bg 39,neon green bust,head green blue,,,,,,
1755,Angry Ape #1755,bg 67,invert green bust,head striped blue yellow magenta,deer horns,,eyes magenta,,,
1756,Angry Ape #1756,bg 29,orange bust,head deep blue vapor,scifi white antennae helmet shield mask,,,,cigarette,
1757,Angry Ape #1757,bg 4,checkered black white bust,head neon green skin,man bun,mad max armor,,,,
1758,Angry Ape #1758,bg 12,white red bust,head amazonian soldier,,,eyes glow red,,,
1759,Angry Ape #1759,bg 34,sherbert bust,head black contrast,medival soldier helmet,,eyes glow yellow,,,
1760,Angry Ape #1760,bg 39,original bust,head blue tribe,,,,terminator skull full,,
1761,Angry Ape #1761,bg 17,neon green bust,head og,bandana black,,,,,
1762,Angry Ape #1762,bg 49,hex striped bust,head white vapor,,,,,,
1763,Angry Ape #1763,bg 18,mixed pink blue bust,head circle tribe,horns,warrior runt red,,,,
1764,Angry Ape #1764,bg 39,yellow blue bust,head neon pink blue skin,deer horns,mad suspenders natural,,,,
1765,Angry Ape #1765,bg 4,metropolitan bust,head blue vapor,,bullet vest camo,,,,
1766,Angry Ape #1766,bg 26,two face bust 2,head bloody hand,,,,,,
1767,Angry Ape #1767,bg 45,original bust,head yellow og skin,jello orange,,,,,
1768,Angry Ape #1768,bg 48,original bust,head metropolitan,samurai soldier helmet,warrior runt red,,,nose ring,eyes lightning teal
1769,Angry Ape #1769,bg 51,acid green orange bust,head blue vapor,unicorn horn rainbow,bullet vest camo,eyes glow green,,,
1770,Angry Ape #1770,bg 13,checkered blue black bust,head sage vapor,,mad double shoulder leather brown,,,,
1771,Angry Ape #1771,bg 51,invert blue bust,head rainbow pop,bandana white,bullet vest camo,eyes scar,,,
1772,Angry Ape #1772,bg 11,invert green bust,head yellow teal skin,gas mask,troy armor,,,nose ring large,
1773,Angry Ape #1773,bg 18,yellow bust,head neon orange og,,,,,,eyes lightning red
1774,Angry Ape #1774,bg 57,yellow bust,head light orange vapor,skull mask red,sci fi soldier dust,eyes glow red,,,
1775,Angry Ape #1775,bg 35,blue orange bust,head checkered blue black,demon mask jaw red,,eyes magenta,,,
1776,Angry Ape #1776,bg 3,rainbow pop bust,head bloody warrior,,,eyes glow magenta,,,
1777,Angry Ape #1777,bg 67,metropolitan bust,head magenta bleached,,mad max armor,,,cigarette,
1778,Angry Ape #1778,bg 53,original bust,head blue vapor,sith lord 4 horns blue,,eyes happy,,,
1779,Angry Ape #1779,bg 64,white yellow bust,head white hand,bandana black,,,,,
1780,Angry Ape #1780,bg 11,yellow blue bust,head magenta skin,jello green,,,,,
1781,Angry Ape #1781,bg 9,neon green bust,head checkered blue black,,bullet vest camo,,,,
1782,Angry Ape #1782,bg 16,original bust,head checkered orange sage,bandana white,hazmat yellow,,,,
1783,Angry Ape #1783,bg 3,original bust,head white dark,,,,,,
1784,Angry Ape #1784,bg 36,checkered black white bust,head green magenta,,,,,,
1785,Angry Ape #1785,bg 30,original bust,head pink bleached,,,,,,
1786,Angry Ape #1786,bg 34,orange bust,head checkered red pink,,,,,,
1787,Angry Ape #1787,bg 50,original bust,head og,demon mask jaw red,mad double shoulder spike,,,,
1788,Angry Ape #1788,bg 40,original bust,head rainbow pop,horns,,,,,
1789,Angry Ape #1789,bg 14,yellow bust,head checkered orange black,roman helmet,mad steel vest,,,,
1790,Angry Ape #1790,bg 19,white magenta bust,head triangle red,,,,,,
1791,Angry Ape #1791,bg 66,orange bust,head checkered red yellow,,,,,,
1792,Angry Ape #1792,bg 64,original bust,head blue skin,medival soldier helmet,bullet vest camo,,,cigarette,
1793,Angry Ape #1793,bg 10,metropolitan bust,head blue tribe,gas mask,cyborg orange,,,,
1794,Angry Ape #1794,bg 54,orange bust,head blue tribe,cyber helmet alpha,,,,,
1795,Angry Ape #1795,bg 12,teal white stripe bust,head white washed,skull mask,,,,,
1796,Angry Ape #1796,bg 41,invert faded bust,head white vapor,samurai soldier helmet,karate black,eyes glow blue,,,
1797,Angry Ape #1797,bg 19,goth bust,head yellow og skin,,sci fi soldier orange,,,,
1798,Angry Ape #1798,bg 37,sherbert bust,head striped light blue dark blue,,,,,,
1799,Angry Ape #1799,bg 4,invert hyper green bust,head yellow og skin,cyber helmet alpha,,eyes glow magenta,,,
1800,Angry Ape #1800,bg 67,white red bust,head og,hellboy red horns,,,,,
1801,Angry Ape #1801,bg 17,original bust,head teal skin,,suspenders dust,,,,
1802,Angry Ape #1802,bg 47,checkered blue black bust,head green blue,,,eyes red,,,
1803,Angry Ape #1803,bg 49,original bust,head white tribe,,mongol dark soldier,,,cigarette,
1804,Angry Ape #1804,bg 63,invert hyper green bust,head pink vapor,cyber helmet yellow,mad steel vest,,,,
1805,Angry Ape #1805,bg 37,orange bust,head white dark,,,,,,
1806,Angry Ape #1806,bg 60,rainbow pop bust,head neon pink og,barbarian horn helmet,,,,,
1807,Angry Ape #1807,bg 67,mixed pink blue bust,head checkered red orange,,mongol knight,,,,
1808,Angry Ape #1808,bg 7,aboriginal shaman bust,head neon green skin,elk horns yellow,bullet vest camo,,,nose horns,
1809,Angry Ape #1809,bg 49,metropolitan bust,head metropolitan,hellboy red horns,suspenders black,eyes glow lime,,,
1810,Angry Ape #1810,bg 24,orange bust,head bloody priest,,,,,,eyes lightning yellow
1811,Angry Ape #1811,bg 17,invert green bust,head blue tribe,,,,,,
1812,Angry Ape #1812,bg 59,acid green orange bust,head og,scifi blue antennae shield,,eyes scar,,,
1813,Angry Ape #1813,bg 38,original bust,head striped orange green,chinese general,mad suspenders natural,,,,
1814,Angry Ape #1814,bg 47,invert faded bust,head og,,,eyes scar,,,
1815,Angry Ape #1815,bg 41,amazon bust,head yellow teal skin,,suspenders dust,,,,
1816,Angry Ape #1816,bg 9,orange bust,head magenta bleached,,,eyes happy,,,
1817,Angry Ape #1817,bg 56,original bust,head light blue vapor,,,,,,
1818,Angry Ape #1818,bg 41,original bust,head striped blue yellow magenta,,,,,,
1819,Angry Ape #1819,bg 62,orange bust,head og,jello blue,japanese soldier armor,,,,
1820,Angry Ape #1820,bg 67,invert blue bust,head green blue,deer horns,bullet vest camo,,,scar head,
1821,Angry Ape #1821,bg 48,original bust,head amazonian soldier,skull mask,dune suit scarf,,,,eyes lightning green
1822,Angry Ape #1822,bg 28,neon green bust,head magenta skin,,,,,,
1823,Angry Ape #1823,bg 9,blue goth bust,head striped white magenta teal skin,scifi orange antennae shield,,,,,
1824,Angry Ape #1824,bg 21,white red bust,head magenta og,gas mask_02,,eyes glow green,,,
1825,Angry Ape #1825,bg 12,yellow bust,head checkered green sage,bandana yellow,mongol red soldier,eyes glow red,,,
1826,Angry Ape #1826,bg 68,original bust,head neon pink og,,mad rambo,,,,
1827,Angry Ape #1827,bg 19,invert hyper green bust,head purple skin,sith lord 6 horns red,,,,,
1828,Angry Ape #1828,bg 33,original bust,head 3 orange,hellboy red horns,,,,,
1829,Angry Ape #1829,bg 42,invert green bust,head red skin,bandana yellow,,,,,patch
1830,Angry Ape #1830,bg 34,psyche bust,head tribal warrior,medival soldier helmet,,,AAA headband blue,,
1831,Angry Ape #1831,bg 11,velvet stripe bust,head seaweed vapor,sith lord 4 horns blue,,,,,
1832,Angry Ape #1832,bg 28,blue white stripe bust,head striped blue yellow magenta,barbarian horn helmet,,eyes glow red,,,
1833,Angry Ape #1833,bg 3,magenta bust,head og,roman helmet,japanese soldier armor,eyes glow lime,,,
1834,Angry Ape #1834,bg 13,magenta bust,head triangle red,,shoulder guard copper,,,,
1835,Angry Ape #1835,bg 33,magenta bust,head striped blue magenta,man bun,,eyes glow yellow,,,
1836,Angry Ape #1836,bg 48,neon sherbert bust,head og,scifi orange antennae shield,mad rambo,,,,
1837,Angry Ape #1837,bg 57,original bust,head green blue,sith lord 4 horns blue,,,,,
1838,Angry Ape #1838,bg 13,neon green bust,head joker,,suspenders black,,,,
1839,Angry Ape #1839,bg 53,original bust,head checkered red green,,,,,,
1840,Angry Ape #1840,bg 34,original bust,head yellow teal skin,hellboy blue horns,shirt blue,,,,
1841,Angry Ape #1841,bg 35,velvet stripe bust,head neon orange og,greek helmet,,,,,
1842,Angry Ape #1842,bg 8,white yellow bust,head striped white yellow,,sci fi soldier dust,,,,
1843,Angry Ape #1843,bg 50,original bust,head orange rainbow vapor,,bullet vest camo,,,,
1844,Angry Ape #1844,bg 63,invert blue bust,head blue,,,,,,
1845,Angry Ape #1845,bg 36,blue magenta bust,head striped blue orange,,suspenders black,,,,
1846,Angry Ape #1846,bg 21,neon green bust,head white washed,scifi white antennae helmet,,,,,
1847,Angry Ape #1847,bg 53,invert black bust,head striped white purple,jello blue,japanese soldier armor,,,,
1848,Angry Ape #1848,bg 2,invert black bust,head white yellow,sith lord 6 horns red,,,,,
1849,Angry Ape #1849,bg 37,orange bust,head blue vapor,,warrior runt red,,,,
1850,Angry Ape #1850,bg 34,original bust,head striped white yellow,scifi blue antennae shield,shoulder guard copper,,terminator right side mouth,,
1851,Angry Ape #1851,bg 14,neon sherbert bust,head white tribe,hellboy red horns,,,terminator left side mouth,,
1852,Angry Ape #1852,bg 11,original bust,head red skin,headphones teal,,eyes happy,,,
1853,Angry Ape #1853,bg 26,white red bust,head rainbow pop,space suit,,eyes glow blue,,,
1854,Angry Ape #1854,bg 60,death bust,head purple purple,jello green,mad left shoulder leather brown,,,,
1855,Angry Ape #1855,bg 9,original bust,head teal skin,demon mask jaw red,mad suspenders natural,eyes happy,terminator skull left,,
1856,Angry Ape #1856,bg 33,invert hyper green bust,head white washed,samurai soldier helmet,mongol dark soldier,,,,
1857,Angry Ape #1857,bg 36,white yellow bust,head yellow teal skin,,,,,,
1858,Angry Ape #1858,bg 48,psyche bust,head black contrast,jello green,,,,,
1859,Angry Ape #1859,bg 6,orange bust,head green blue,devil horns red,warrior runt brown,,,,
1860,Angry Ape #1860,bg 12,original bust,head tribal warrior,medival soldier helmet,assym belt black,,,,
1861,Angry Ape #1861,bg 66,original bust,head striped orange green,headphones black,sci fi soldier dust,,,,
1862,Angry Ape #1862,bg 6,hex striped bust,head checkered red orange,,mad suspenders natural,eyes magenta dizzy,,,
1863,Angry Ape #1863,bg 11,neon green bust,head og,greek helmet,mad left shoulder spike,,,,
1864,Angry Ape #1864,bg 51,magenta bust,head light blue vapor,space suit,shirt black,,,,
1865,Angry Ape #1865,bg 5,blue goth bust,head two face 2,,,,,,
1866,Angry Ape #1866,bg 36,hex striped bust,head neon pink og,gas mask,,,,,
1867,Angry Ape #1867,bg 51,checkered black white bust,head og,headphones teal,,,,,
1868,Angry Ape #1868,bg 16,original bust,head yellow og skin,chinese soldier,,,headband black,,
1869,Angry Ape #1869,bg 26,white red bust,head teal vapor,,assym belt brown,,,,eyes lightning red
1870,Angry Ape #1870,bg 36,orange bust,head green magenta,medival soldier helmet,mad steel vest,,,small piercings,
1871,Angry Ape #1871,bg 56,aboriginal shaman bust,head teal skin,,,,,,
1872,Angry Ape #1872,bg 63,blue white stripe bust,head green red,,,,,small piercings,
1873,Angry Ape #1873,bg 40,white red bust,head metropolitan,,warrior runt grey,eyes magenta dizzy,,,
1874,Angry Ape #1874,bg 9,acid green orange bust,head bloody shaman,,japanese soldier armor,,,,
1875,Angry Ape #1875,bg 61,acid green orange bust,head yellow og skin,,mad rambo,,,,
1876,Angry Ape #1876,bg 27,white red bust,head striped blue magenta,,warrior runt red,,,,
1877,Angry Ape #1877,bg 8,original bust,head yellow vapor,,,,,,
1878,Angry Ape #1878,bg 62,orange bust,head white red,,,,,,
1879,Angry Ape #1879,bg 52,blue magenta bust,head checkered orange sage,,mad double shoulder leather brown,,AAA naruto,,
1880,Angry Ape #1880,bg 61,orange bust,head magenta skin,jello blue,mad left shoulder leather red,,,,
1881,Angry Ape #1881,bg 39,invert faded bust,head sage vapor,roman helmet,warrior runt red,,,,
1882,Angry Ape #1882,bg 24,original bust,head striped blue magenta blue skin,,warrior runt grey,,,,
1883,Angry Ape #1883,bg 2,acid green orange bust,head og,,shirt mustard,eyes glow red,headband black,,
1884,Angry Ape #1884,bg 17,original bust,head og,,mad suspenders natural,,,,
1885,Angry Ape #1885,bg 9,metropolitan bust,head bloody priest,chinese general,,,,,
1886,Angry Ape #1886,bg 34,yellow bust,head bloody hand,gas mask,,,terminator full mouth,cigarette,
1887,Angry Ape #1887,bg 67,goth bust,head white tribe,demon mask troll red,,,,,
1888,Angry Ape #1888,bg 59,purple blue bust,head green blue,man bun,shirt white,eyes glow yellow,,,
1889,Angry Ape #1889,bg 14,invert blue bust,head og,demon mask jaw red,,,,,
1890,Angry Ape #1890,bg 36,neon green bust,head blood orange blue,,,,,,
1891,Angry Ape #1891,bg 48,purple blue bust,head checkered pink sage,space suit,,eyes glow yellow,,,
1892,Angry Ape #1892,bg 47,blue goth bust,head triangle red,,stripe shirt joker,,,,
1893,Angry Ape #1893,bg 51,original bust,head sherbert bust,devil horns red,,,,,
1894,Angry Ape #1894,bg 59,rainbow pop bust,head og,,,,,,
1895,Angry Ape #1895,bg 59,death bust,head checkered blue black,bandana black,stripe shirt freddy,,,,
1896,Angry Ape #1896,bg 37,original bust,head neon green skin,greek helmet,,,,,
1897,Angry Ape #1897,bg 35,orange bust,head hyper teal,,sci fi soldier dust,,,,
1898,Angry Ape #1898,bg 63,orange bust,head blue desat,scifi white antennae shield,,,,,
1899,Angry Ape #1899,bg 64,death bust,head electric blue vapor,barbarian horn helmet,,eyes magenta dizzy,,,
1900,Angry Ape #1900,bg 19,invert blue bust,head green magenta,,,,,,
1901,Angry Ape #1901,bg 67,orange bust,head yellow teal skin,cyber helmet orange,,eyes glow lime,,,patch happy face
1902,Angry Ape #1902,bg 16,yellow bust,head green red,samurai soldier helmet,,,,,
1903,Angry Ape #1903,bg 35,original bust,head purple skin,demon mask jaw black,mad suspenders black,eyes scar,,,
1904,Angry Ape #1904,bg 41,checkered blue black bust,head bloody hand,hellboy red horns,,,,,
1905,Angry Ape #1905,bg 24,original bust,head white washed,space suit,shirt blue,,,,
1906,Angry Ape #1906,bg 17,original bust,head red skin,,mad steel vest,,,,
1907,Angry Ape #1907,bg 2,aboriginal shaman bust,head rainbow pop,gas mask_02,,,,,
1908,Angry Ape #1908,bg 41,purple blue bust,head purple skin,,bullet vest camo,,,,
1909,Angry Ape #1909,bg 67,orange bust,head camo grey,,bullet vest camo,,,,
1910,Angry Ape #1910,bg 27,acid green orange bust,head striped white seaweed,samurai soldier helmet,mad max armor,,,,
1911,Angry Ape #1911,bg 67,neon green bust,head seaweed vapor,,,,,,
1912,Angry Ape #1912,bg 3,original bust,head blue desat,,,,,,
1913,Angry Ape #1913,bg 18,invert faded bust,head white washed,samurai soldier helmet,,,,,
1914,Angry Ape #1914,bg 13,magenta bust,head green blue,,shirt teal,,,,
1915,Angry Ape #1915,bg 40,yellow bust,head og,WW1 helmet,japanese soldier armor,,,,
1916,Angry Ape #1916,bg 23,orange bust,head seaweed vapor,,mad suspenders natural,,,,
1917,Angry Ape #1917,bg 11,two face bust 2,head seaweed vapor,hellboy blue horns,shirt white,eyes glow magenta,,,
1918,Angry Ape #1918,bg 61,yellow bust,head striped white green,demon mask troll red,,,,,
1919,Angry Ape #1919,bg 42,magenta bust,head hyper orange,skull mask red,warrior runt red,eyes glow magenta,,,
1920,Angry Ape #1920,bg 42,metropolitan bust,head white washed,horns,,eyes happy,,,
1921,Angry Ape #1921,bg 46,checkered blue black bust,head camo pink earth,,dune suit scarf,,,,
1922,Angry Ape #1922,bg 8,original bust,head green camo skin,roman helmet,mad double shoulder leather brown,eyes glow yellow,,,
1923,Angry Ape #1923,bg 42,orange bust,head purple purple,,,,,,
1924,Angry Ape #1924,bg 17,original bust,head og,scifi blue antennae,,,terminator full mouth,scar head,
1925,Angry Ape #1925,bg 33,blue orange bust,head hyper orange,,,,,,
1926,Angry Ape #1926,bg 33,blue orange bust,head yellow teal skin,,shirt white,eyes magenta dizzy,,,
1927,Angry Ape #1927,bg 24,orange bust,head yellow orange skin,,,,,,
1928,Angry Ape #1928,bg 3,original bust,head og,,,,,,
1929,Angry Ape #1929,bg 2,magenta bust,head electric blue vapor,jello orange,cyborg white,,,,
1930,Angry Ape #1930,bg 61,invert green bust,head mixed pink blue,bandana white,,,,,
1931,Angry Ape #1931,bg 2,aboriginal soldier bust,head hyper orange,,mad steel vest,,,,
1932,Angry Ape #1932,bg 15,orange bust,head white red,,shoulder guard copper,eyes glow lime,,,
1933,Angry Ape #1933,bg 21,green stripe bust,head yellow orange skin,,,eyes scar,,,patch
1934,Angry Ape #1934,bg 36,rainbow pop bust,head checkered orange black,,mad left shoulder spike,eyes magenta dizzy,,,
1935,Angry Ape #1935,bg 29,neon green bust,head white yellow,mongol mohawk helmet,,,,,
1936,Angry Ape #1936,bg 13,metropolitan bust,head black warrior,bandana white,,,,,
1937,Angry Ape #1937,bg 5,death bust,head og,,,eyes green,,,
1938,Angry Ape #1938,bg 34,original bust,head teal,,,eyes happy,,,
1939,Angry Ape #1939,bg 46,white red bust,head striped blue magenta blue skin,,warrior runt grey,,,,
1940,Angry Ape #1940,bg 39,invert hyper green bust,head striped white purple,,mad left shoulder spike,,,,
1941,Angry Ape #1941,bg 36,blue goth bust,head blue bleached,devil horns black,mad double shoulder spike,,,,
1942,Angry Ape #1942,bg 49,metropolitan bust,head camo,cyber helmet yellow,,,,,
1943,Angry Ape #1943,bg 45,blue goth bust,head og,,,,terminator right side mouth,,
1944,Angry Ape #1944,bg 45,blue white stripe bust,head yellow orange skin,,,,,,
1945,Angry Ape #1945,bg 68,velvet stripe bust,head og,,bullet vest camo,,,,patch happy face
1946,Angry Ape #1946,bg 11,orange bust,head magenta og,bandana yellow,,,,,
1947,Angry Ape #1947,bg 62,blue white stripe bust,head green bleached,,,,,,
1948,Angry Ape #1948,bg 27,psyche bust,head checkered red white,,,,,scar head,
1949,Angry Ape #1949,bg 27,neon green bust,head yellow og skin,,troy armor,,,,
1950,Angry Ape #1950,bg 45,blue orange bust,head red skin,hellboy red horns,,,headband red,,
1951,Angry Ape #1951,bg 52,neon sherbert bust,head neon green skin,cyber helmet alpha,,eyes green,,,
1952,Angry Ape #1952,bg 48,white magenta bust,head og,samurai general helmet,,eyes magenta,,,
1953,Angry Ape #1953,bg 8,yellow bust,head yellow vapor,,,,,scar head,
1954,Angry Ape #1954,bg 47,psyche bust,head neon pink blue skin,demon mask troll white,mad suspenders black,,,,
1955,Angry Ape #1955,bg 13,rainbow pop bust,head hyper orange,sith lord 4 horns blue,,,,,
1956,Angry Ape #1956,bg 60,original bust,head og,roman helmet,,,,,
1957,Angry Ape #1957,bg 6,neon green bust,head blue skin,skull mask,assym belt brown,,,,
1958,Angry Ape #1958,bg 5,yellow bust,head magenta og,cyber helmet orange,,,,,
1959,Angry Ape #1959,bg 51,blue magenta bust,head blue vapor,,,,,,
1960,Angry Ape #1960,bg 11,invert black bust,head white tribe,horns,bullet vest camo,eyes red,headband black,cigarette,
1961,Angry Ape #1961,bg 48,purple blue bust,head blue bleached,samurai general helmet,,,,,
1962,Angry Ape #1962,bg 35,rainbow pop bust,head white dark,,,eyes glow lime,,nose ring,
1963,Angry Ape #1963,bg 59,original bust,head yellow og skin,jello orange,bullet vest camo,,,,
1964,Angry Ape #1964,bg 53,yellow bust,head blue,,,,,,
1965,Angry Ape #1965,bg 38,original bust,head two face,hellboy red horns,japanese soldier armor,,,,
1966,Angry Ape #1966,bg 35,magenta bust,head og,mongol mohawk helmet,,,,,
1967,Angry Ape #1967,bg 26,blue orange bust,head neon green skin,,mad double shoulder leather brown,eyes magenta dizzy,,,
1968,Angry Ape #1968,bg 63,original bust,head electric blue vapor,samurai soldier helmet,sci fi soldier orange,,,,
1969,Angry Ape #1969,bg 23,metropolitan bust,head neon orange og,roman helmet,japanese soldier armor,eyes glow blue,,,eyes lightning green
1970,Angry Ape #1970,bg 9,magenta bust,head hyper yellow,unicorn horn rainbow,,eyes glow lime,terminator right side mouth,,
1971,Angry Ape #1971,bg 24,original bust,head teal vapor,man bun,warrior runt grey,eyes magenta,,,
1972,Angry Ape #1972,bg 35,white red bust,head white priest,,warrior runt red,,,,
1973,Angry Ape #1973,bg 66,invert green bust,head black contrast,,mad steel vest,,,,
1974,Angry Ape #1974,bg 12,original bust,head pink vapor,,,,,,
1975,Angry Ape #1975,bg 26,neon sherbert bust,head yellow og skin,,karate white,,,earrings horns,
1976,Angry Ape #1976,bg 23,orange bust,head metropolitan,,shirt teal,eyes glow blue,,,
1977,Angry Ape #1977,bg 63,blue white stripe bust,head og,hellboy red horns,,,,,
1978,Angry Ape #1978,bg 28,invert green bust,head og,,bullet vest camo,,,,
1979,Angry Ape #1979,bg 39,original bust,head yellow orange skin,,,eyes glow blue,,,
1980,Angry Ape #1980,bg 19,magenta bust,head two face 2,,,,,,
1981,Angry Ape #1981,bg 21,teal orange bust,head triangle white,,,eyes glow green,terminator skull left,,
1982,Angry Ape #1982,bg 10,neon green bust,head sage vapor,,mad left shoulder spike,eyes glow red,,,
1983,Angry Ape #1983,bg 20,goth bust,head green og,,,,,,
1984,Angry Ape #1984,bg 34,mixed pink blue bust,head og,gas mask_02,,,,,
1985,Angry Ape #1985,bg 44,goth bust,head yellow vapor,cyber helmet orange,,,,,
1986,Angry Ape #1986,bg 19,neon green bust,head seaweed vapor,hellboy red horns,,,,,
1987,Angry Ape #1987,bg 1,invert hyper green bust,head green og,,,,,,
1988,Angry Ape #1988,bg 53,green stripe bust,head light orange vapor,,mad left shoulder leather red,,,,
1989,Angry Ape #1989,bg 56,yellow blue bust,head blue desat,,,,,,
1990,Angry Ape #1990,bg 49,goth bust,head checkered red orange,,,,headband black,,
1991,Angry Ape #1991,bg 61,magenta bust,head seaweed vapor,chinese soldier,,,,,
1992,Angry Ape #1992,bg 51,aboriginal general bust,head og,,assym belt brown,,,,
1993,Angry Ape #1993,bg 59,magenta bust,head green magenta,,dune red,,,,
1994,Angry Ape #1994,bg 53,hex striped bust,head purple purple,sith lord 6 horns red,shirt red,eyes glow magenta,,scar head,
1995,Angry Ape #1995,bg 66,invert hyper green bust,head og,space suit,,,,,
1996,Angry Ape #1996,bg 26,metropolitan bust,head hyper orange,,mad rambo,,,,
1997,Angry Ape #1997,bg 53,original bust,head amazonian soldier,,stripe shirt freddy,eyes glow blue,,,
1998,Angry Ape #1998,bg 46,aboriginal shaman bust,head purple skin,chinese soldier,,,,,
1999,Angry Ape #1999,bg 34,goth bust,head neon teal vapor,sith lord 6 horns magenta,dune suit,,,,
2000,Angry Ape #2000,bg 24,aboriginal shaman bust,head magenta og,,shirt mustard,,,,
2001,Angry Ape #2001,bg 52,magenta bust,head bloody shaman,sith lord 6 horns magenta,suspenders black,,,,
2002,Angry Ape #2002,bg 12,checkered black white bust,head checkered pink sage,,,,,,
2003,Angry Ape #2003,bg 18,original bust,head teal skin,elk horns yellow,,,,,
2004,Angry Ape #2004,bg 33,white magenta bust,head yellow orange skin,demon mask troll red,,,,,
2005,Angry Ape #2005,bg 5,orange bust,head purple purple,mongol mohawk helmet,,,,,
2006,Angry Ape #2006,bg 63,original bust,head hyper orange,,mad double shoulder spike,,,,
2007,Angry Ape #2007,bg 20,sherbert bust,head yellow vapor,,,,,,
2008,Angry Ape #2008,bg 53,invert green bust,head og,,,,,,
2009,Angry Ape #2009,bg 5,original bust,head camo,headphones teal,bullet vest camo,,,,
2010,Angry Ape #2010,bg 49,invert faded bust,head electric blue vapor,,,,,,
2011,Angry Ape #2011,bg 63,invert hyper green bust,head black desat,gas mask,,eyes happy,,cigarette,
2012,Angry Ape #2012,bg 9,goth bust,head neon teal vapor,,shirt white,,,,
2013,Angry Ape #2013,bg 49,orange bust,head tribal warrior,cyber helmet orange,shirt red,eyes glow green,,,
2014,Angry Ape #2014,bg 13,magenta bust,head green red,cyber helmet yellow,shirt black,eyes glow yellow,,,
2015,Angry Ape #2015,bg 29,original bust,head electric blue vapor,demon mask troll red,japanese soldier armor,,,,
2016,Angry Ape #2016,bg 56,death bust,head og,,,,,,
2017,Angry Ape #2017,bg 60,orange bust,head og,sith lord 6 horns red,,,,,
2018,Angry Ape #2018,bg 10,two face bust 2,head bloody hand,,shirt black,,,,
2019,Angry Ape #2019,bg 63,invert faded bust,head bloody priest,,,eyes green,,,
