TOKEN_ID,TOKEN_NAME,animation,hair,face accessory,eyes,earrings,horns,colour scheme,halo,other accessories
5796,Imp #5796,Float,Short dreads mesh,Goatee,Panda,Cyber earrings,Spiral horns,Cherry Tides,Murder of crows,Lollypop
5797,Imp #5797,Look left,Ninja bandana,Tooth,Eyes closed,Stretcher,Thin horns,Spearmint Cherry,,Small chains
5798,Imp #5798,Float,Frou,,Eyelashes,Cross earring,Antlers,Neon Juice,Murder of crows,Spear
5799,Imp #5799,Float,Cyberhalo,Lolly stick,Mascara,,Small horns,Angry Flamingo,,Small chains
5800,Imp #5800,Look right,Metrosexual,Tooth,Fire lashes,Antichrist earrings,Split horns,Grape lipstick,,Ciggy
5801,Imp #5801,Float,Bandana quiff,Tears,Eyes closed,Rose earring,Small horns,Angry Flamingo,,
5802,Imp #5802,Look left,L-hand,,VR,Flower earring,Big horns,Pink Forest,UFO,Suit
5803,Imp #5803,Look right,Ninja bandana,Cheek heart,Stubborn eyes,Top Piercings,Slick horns,Spearmint sunset,,Monk collar
5804,Imp #5804,Float,,,Fire pupils,Spike earring,Spiral horns,Yin Yang,Floating Flowers,Black and white wings
5805,Imp #5805,Look left,Hood,,Normal Eyes,Goth earrings,Slick horns,Berry Blossom,,Bottom Ghost
5806,Imp #5806,Look left,Double poof,Cute cheeks,Normal Eyes,Stripe earrings,Small horns,Spearmint Cherry,,Tag
5807,Imp #5807,Float,Poof,Nosering,Eyelashes,Spike earring,Thin horns,Spearmint sunset,,
5808,Imp #5808,Look left,Bamboo hat,,Eyes closed,Ofuda earrings,Spiral horns,Cherry Tides,Little Dragon,Banana phone
5809,Imp #5809,Float,Wanderer cut,Face stripes,Normal Eyes,Feather earrings,Thin horns,Angry Flamingo,,Axe
5810,Imp #5810,Float,Rasta,Heart pill,Mascara,Antichrist earrings,Tipped horns,Pink Forest,UFO,
5811,Imp #5811,Look left,Poof,,VR,,Medium horns,Spearmint sunset,Planets,Button Jacket
5812,Imp #5812,Float,Beanie,Moustache beard,Normal Eyes,Two earrings,Double horns,Grape lipstick,Planets,Sai
5813,Imp #5813,Float,Bowl cut,Small freckles,Normal Eyes,,Small horns,Spearmint Cherry,Rocket,Tag
5814,Imp #5814,Float,Double bandana,Cheek heart,Eyes closed,Stretcher,Small horns,Spearmint Cherry,,Axe
5815,Imp #5815,Look right,Ninja bandana,Long beard,Tired,,Double horns,Neon Saphire,Paper plane,Pipe
5816,Imp #5816,Look left,Rasta,,Fire lashes,,Double horns,Berry Blossom,,Captain vest
5817,Imp #5817,Look left,Skater Cap,Goatee,Panda,Two earrings,Tipped horns,Ethereal Watermelon,Floating Flowers,
5818,Imp #5818,Float,Bandana quiff,Freckles,Eyes closed,Thick Piercings,Slick horns,Spearmint sunset,,
5819,Imp #5819,Look left,Cyborg samurai hair,Lolly stick,Normal Eyes,Two earrings,Medium horns,Spearmint Cherry,,
5820,Imp #5820,Look left,,Aviator glasses,Normal Eyes,Goth earrings,Big horns,Cherry Tides,Little Dragon,Spraycans
5821,Imp #5821,Float,Candle,Face bandaid,Eyelashes,,Medium horns,Spearmint Cherry,,Ciggy
5822,Imp #5822,Look left,Geisha cut,Freckles,Fire lashes,Key earring,Split horns,Neon Lantern,Top void,
5823,Imp #5823,Float,Quiff,,Normal Eyes,BTC earring,Split horns,Neon Lantern,,Ninja mask
5824,Imp #5824,Look left,,Facemask,Tired,Stripe earrings,Tipped horns,Pink Forest,Paper plane,Captain vest
5825,Imp #5825,Look left,,Face bandaid,Normal Eyes,Single earring,Small horns,Spearmint Cherry,,Rattlesnake
5826,Imp #5826,Float,Three braids,Aviator glasses,Eyes closed,,Medium horns,Angry Flamingo,Moon,Ciggy
5827,Imp #5827,Look left,Captain hat,Fire beard,Panda,Eth earring,Branch horns 2,Ethereal Watermelon,Top void,
5828,Imp #5828,Look left,Cyborg samurai hair,Ring beard,Eyes closed,Cyber earrings,Small horns,Spearmint sunset,Fez,
5829,Imp #5829,Float,Skater Cap,Cheek bolt,Tired,Rose earring,Slick horns,Spearmint sunset,,Banana phone
5830,Imp #5830,Look right,Spikes,Kunai,Mascara,,Tipped horns,Spearmint sunset,,Button Jacket
5831,Imp #5831,Look right,Flat cap,,Normal Eyes,BTC earring,Small horns,Grape lipstick,Paper plane,Rattlesnake
5832,Imp #5832,Float,Punk,,Normal Eyes,Flower earring,Slick horns,Spearmint Cherry,,Rattlesnake
5833,Imp #5833,Float,,3D glasses,Normal Eyes,,Tipped horns,Ethereal Watermelon,Floating Flowers,Small wings
5834,Imp #5834,Float,,Freckles,Fire pupils,Goth earrings,Antlers,Neon Saphire,Crown,Monk collar
5835,Imp #5835,Look right,,Tooth,Eyes closed,,Split horns,Berry Blossom,Love message,Chain
5836,Imp #5836,Look left,,Face bandaid,Stubborn eyes,,Medium horns,Spearmint Cherry,Balloons,Big white wings
5837,Imp #5837,Float,Celestial tiara,Branch nose,Eyes closed,Elf earrings,Tipped horns,Neon Juice,,Crumpled ciggy
5838,Imp #5838,Float,Cowboy hat,Nosering,Mask,BTC earring,Tipped horns,Neon Lantern,,Captain vest
5839,Imp #5839,Look right,Flat cap,,Stubborn eyes,Two earrings,Medium horns,Spearmint sunset,UFO,Laces
5840,Imp #5840,Look left,Buzzed Punk,Grin,Panda,BTC earring,Split horns,Berry Blossom,,Kawaii blocks
5841,Imp #5841,Look right,Bucket hat,Goatee,Eyes closed,Cross earring,Medium horns,Spearmint Cherry,,Ciggy
5842,Imp #5842,Look right,Six dots,Face bandaid,Eyelashes,Antichrist earrings,Small horns,Spearmint Cherry,,
5843,Imp #5843,Look left,L-hand,,Empty eyes,Smiley earrings,Branch horns,Yin Yang,Murder of crows,
5844,Imp #5844,Look right,Hood,Cheek arrow,Stubborn eyes,Cross earring,Slick horns,Spearmint Cherry,,Suit
5845,Imp #5845,Float,Viking braids,Goatee,Panda,Single earring,Slick horns,Spearmint sunset,,Button Jacket
5846,Imp #5846,Look right,Crew cut,Long beard,Stubborn eyes,Two earrings,Medium horns,Berry Blossom,Halo,
5847,Imp #5847,Look right,Quiff,Rose,Eyes closed,Cross earring,Slick horns,Grape lipstick,,Suit
5848,Imp #5848,Look left,Forehead bandaid,Cheek heart,Stubborn eyes,Single earring,Small horns,Spearmint Cherry,,Scarf
5849,Imp #5849,Float,Kitty,Cute cheeks,Eyepatch,Two earrings,Thin horns,Neon Lantern,,Imp Necklace
5850,Imp #5850,Look left,Windy hair,Aviator glasses,Tired,,Slick horns,Spearmint Cherry,,Hover rings
5851,Imp #5851,Look left,Goggles,Moustache beard,Normal Eyes,,Slick horns,Spearmint sunset,,Red tie
5852,Imp #5852,Float,Rasta,Wayfarer shades,Eyelashes,,Small horns,Spearmint Cherry,,Big wings
5853,Imp #5853,Look right,Short dreads,Snake tongue,Panda,Rose earring,Thin horns,Neon Saphire,,
5854,Imp #5854,Look right,,Disco glasses,Panda,Thick Piercings,Small horns,Spearmint sunset,,Laces
5855,Imp #5855,Look left,,Heart pill,Eyes closed,Moon earrings,Thin horns,Grape lipstick,Love message,Sword
5856,Imp #5856,Look left,Small beanie,Tooth,Fire lashes,,Thin horns,Spearmint Cherry,,Scarf
5857,Imp #5857,Look right,Wild hair,,Fire pupils,Thick Piercings,Slick horns,Pink Forest,Balloons,Lanterns
5858,Imp #5858,Float,,Face bandaid,Eyes closed,Spike earring,Slick horns,Spearmint sunset,Halo,Sai
5859,Imp #5859,Float,,Cute cheeks,Normal Eyes,,Thin horns,Berry Blossom,,Small chains
5860,Imp #5860,Look right,Cyberhalo,Freckles,Normal Eyes,,Medium horns,Spearmint sunset,Top void,Suit
5861,Imp #5861,Look left,Desert hat,War stripes,Eyes closed,,Thin horns,Spearmint Cherry,,Scroll
5862,Imp #5862,Float,Forehead bandaid,,Eyepatch,Flower earring,Medium horns,Spearmint sunset,,Scarf
5863,Imp #5863,Look right,Cyberhalo,,Fire pupils,Flower earring,Branch horns 2,Grape lipstick,Paper plane,Suit
5864,Imp #5864,Float,Skater Cap,Drool,Normal Eyes,Goth earrings,Split horns,Neon Lantern,Top void,
5865,Imp #5865,Look right,Pirate,,Eyepatch,Piercings,Thin horns,Spearmint sunset,,Imp Tail
5866,Imp #5866,Float,Beanie,Freckles,Normal Eyes,,Medium horns,Spearmint sunset,Love message,Stunt suit
5867,Imp #5867,Look right,Short dreads mesh,Snake tongue,Eyelashes,Flower earring,Double horns,Pink Forest,Rocket,
5868,Imp #5868,Look left,,Monocle,Fire lashes,,Antlers,Grape lipstick,,Stunt suit
5869,Imp #5869,Float,Bandana,Wayfarer shades,Eyes closed,Ofuda earrings,Tipped horns,Angry Flamingo,,Small chains
5870,Imp #5870,Look right,Dual colored hair,Tears,Fire pupils,Stretcher,Double horns,Neon Saphire,,Sai
5871,Imp #5871,Look left,Geisha cut,Cheek triangles,Eyes closed,,Tipped horns,Spearmint Cherry,,Hover rings
5872,Imp #5872,Look right,,Face stripes,Normal Eyes,Stretcher,Medium horns,Angry Flamingo,,Captain vest
5873,Imp #5873,Look right,Viking braids,Goatee,Mascara,Top Piercings,Tipped horns,Spearmint Cherry,,Ice cream
5874,Imp #5874,Look right,Long curly hair,Branch nose,Eyes closed,Single earring,Slick horns,Spearmint Cherry,,
5875,Imp #5875,Look left,Cyberhalo,,Eyes closed,Single earring,Slick horns,Grape lipstick,Top void,Ciggy
5876,Imp #5876,Look left,Unicorn,Face bandaid,VR,,Thin horns,Grape lipstick,Paper plane,Laces
5877,Imp #5877,Float,,,Normal Eyes,Antichrist earrings,Double horns,Cherry Tides,Demon,Button Jacket
5878,Imp #5878,Float,Bandana,,Normal Eyes,Stripe earrings,Small horns,Angry Flamingo,Top void,Tag
5879,Imp #5879,Look right,Mouse beanie,,Normal Eyes,Goth earrings,Thin horns,Spearmint Cherry,War flag,Kawaii blocks
5880,Imp #5880,Look left,Visor Beanie,Nosering,Normal Eyes,Eth earring,Small horns,Grape lipstick,,Red tie
5881,Imp #5881,Look right,Candle,Freckles,Normal Eyes,,Medium horns,Spearmint sunset,,Turtleneck 2
5882,Imp #5882,Float,Three braids,,Normal Eyes,Cross earring,Slick horns,Angry Flamingo,,Scythe
5883,Imp #5883,Look right,Three braids,Specs,Stubborn eyes,Ofuda earrings,Medium horns,Pink Forest,UFO,
5884,Imp #5884,Look right,Samurai hair,War stripes,Normal Eyes,Key earring,Tipped horns,Angry Flamingo,,Fan
5885,Imp #5885,Look right,Undercut,Heart pill,Panda,Goth earrings,Split horns,Pink Forest,,Crumpled ciggy
5886,Imp #5886,Float,Cowboy hat,Drool,Normal Eyes,Stripe earrings,Double horns,Ethereal Watermelon,Kid,
5887,Imp #5887,Look right,Super Saiyan,,Stubborn eyes,Antichrist earrings,Split horns,Grape lipstick,,Windy scarf
5888,Imp #5888,Look left,Short dreads,Rose,Normal Eyes,BTC earring,Big horns,Neon Saphire,Halo,Sword
5889,Imp #5889,Look left,Viking braids,War stripes,Eyes closed,Spike earring,Double horns,Grape lipstick,Moon,Peace hand
5890,Imp #5890,Look left,Antichrist,Broken glasses,Mascara,Goth earrings,Tipped horns,Neon Juice,UFO,
5891,Imp #5891,Float,Three braids,,Normal Eyes,Key earring,Slick horns,Spearmint Cherry,Fez,Surrender flag
5892,Imp #5892,Float,Third eye,Monocle,Normal Eyes,Cross earring,Double horns,Neon Saphire,,Turtleneck
5893,Imp #5893,Look left,Wizard cap,Moustache beard,Eyes closed,,Small horns,Spearmint sunset,,Small chains
5894,Imp #5894,Look right,,Moustache,Normal Eyes,Cross earring,Thin horns,Ethereal Watermelon,Balloons,Decapitated
5895,Imp #5895,Look right,Wild hair,Dragon moustache,Normal Eyes,Flower earring,Thin horns,Neon Saphire,,Moon staff
5896,Imp #5896,Float,Wizard cap,Tooth,VR,,Tipped horns,Grape lipstick,,Laces
5897,Imp #5897,Float,Poof,Ofuda,Blindfold,Key earring,Big horns,Berry Blossom,,Captain vest
5898,Imp #5898,Float,,Nosering,Normal Eyes,Rose earring,Small horns,Spearmint sunset,Planets,Turtleneck 2
5899,Imp #5899,Look right,,Cheek arrow,Normal Eyes,Elf earrings,Double horns,Neon Juice,Rocket,Lollypop
5900,Imp #5900,Look right,Long hair beanie,,Normal Eyes,Key earring,Small horns,Spearmint sunset,,Captain vest
5901,Imp #5901,Look left,Spikes,Goatee,Yokai eyes,Elf earrings,Big horns,Neon Juice,,Tag
5902,Imp #5902,Float,,Straw,Normal Eyes,Goth earrings,Thin horns,Spearmint Cherry,,Imp Tail
5903,Imp #5903,Look right,Unicorn,Grin,Eyelashes,Eth earring,Split horns,Cherry Tides,,Bell scarf
5904,Imp #5904,Float,Bowl cut,Straw,Cyclops,,Split horns,Cherry Tides,,Devil tail
5905,Imp #5905,Look right,Forehead bandaid,Moustache,Normal Eyes,Feather earrings,Small horns,Spearmint Cherry,Paper plane,
5906,Imp #5906,Float,Double poof,Disco glasses,Eyes closed,Cross earring,Small horns,Spearmint Cherry,,Turtleneck 2
5907,Imp #5907,Float,Bowl cut beanie,Fire beard,Yokai eyes,Smiley earrings,Tipped horns,Neon Saphire,Balloons,
5908,Imp #5908,Look left,,Small freckles,Normal Eyes,Piercings,Split horns,Neon Saphire,Planets,Hands
5909,Imp #5909,Look left,Bowl cut beanie,,Eyelashes,Smiley earrings,Split horns,Pink Forest,War flag,Recruitment
5910,Imp #5910,Float,Double poof,Snake tongue,Eyelashes,,Tipped horns,Spearmint Cherry,,Imp Tail
5911,Imp #5911,Look left,Small beanie,,Mask,Moon earrings,Branch horns 2,Neon Saphire,,Ciggy
5912,Imp #5912,Float,Vine crown,Straw,Fire pupils,Cross earring,Branch horns,Cherry Tides,Murder of crows,Ice cream
5913,Imp #5913,Float,Genie hair,Broken glasses,Tired,Cross earring,Tipped horns,Neon Lantern,Crown,
5914,Imp #5914,Float,Wild hair,,Fire lashes,Ofuda earrings,Thin horns,Neon Juice,,Ciggy
5915,Imp #5915,Float,,Lolly stick,Stubborn eyes,Key earring,Medium horns,Angry Flamingo,Paper plane,
5916,Imp #5916,Look right,Triple poof,Pencil,Eyelashes,,Slick horns,Angry Flamingo,,Red tie
5917,Imp #5917,Look right,Buzzed Punk,Broken glasses,Normal Eyes,,Medium horns,Spearmint Cherry,,Katana
5918,Imp #5918,Look left,,Cheek arrow,Mask,Ofuda earrings,Antlers,Ethereal Watermelon,Moon,Aux Cables
5919,Imp #5919,Look left,Spikes,,Stubborn eyes,Flower earring,Medium horns,Spearmint sunset,Moon,Captain vest
5920,Imp #5920,Look left,,Grin,Cyclops,Cyber earrings,Big horns,Ethereal Watermelon,,Surrender flag
5921,Imp #5921,Look left,,,Tired,Rose earring,Tipped horns,Spearmint sunset,Fez,Turtleneck 2
5922,Imp #5922,Look left,Poof,,Eyelashes,Rose earring,Tipped horns,Neon Saphire,Little Dragon,Spear
5923,Imp #5923,Look left,Beanie,Face bandaid,Eyes closed,Two earrings,Tipped horns,Spearmint sunset,Balloons,Aux Cables
5924,Imp #5924,Look right,Cowboy hat,Drool,Blindfold,Thick Piercings,Double horns,Neon Saphire,,Hover rings
5925,Imp #5925,Look left,Hunter hat,,Eyes closed,Antichrist earrings,Medium horns,Spearmint sunset,Balloons,Sushi
5926,Imp #5926,Look left,Ninja bandana,Small freckles,Normal Eyes,,Medium horns,Spearmint Cherry,Balloons,Lollypop
5927,Imp #5927,Look right,Flat cap,Tooth,Stubborn eyes,,Small horns,Angry Flamingo,Top ghost,Scarf
5928,Imp #5928,Look right,Crew cut,Ace of spades,Eyes closed,Thick Piercings,Tipped horns,Berry Blossom,,Stars
5929,Imp #5929,Look right,,Tongue,Eyepatch,,Slick horns,Berry Blossom,War flag,Sword
5930,Imp #5930,Float,Bandana,Snake tongue,Mascara,,Small horns,Angry Flamingo,,Imp Tail
5931,Imp #5931,Look left,Dual colored hair,,Tired,Moon earrings,Small horns,Spearmint Cherry,,Aux Cables
5932,Imp #5932,Look right,Short dreads,,Normal Eyes,Flower earring,Slick horns,Spearmint sunset,,Bottom Ghost
5933,Imp #5933,Float,Soldier,Popsicle,Normal Eyes,Top Piercings,Antlers,Berry Blossom,,Egyptian Staff
5934,Imp #5934,Look left,Small beanie,,Eyes closed,Feather earrings,Slick horns,Spearmint Cherry,,Mime suit
5935,Imp #5935,Look left,Sapling,,Blindfold,Antichrist earrings,Split horns,Neon Saphire,,Surrender flag
5936,Imp #5936,Look left,Undercut,Ring beard,Normal Eyes,,Medium horns,Spearmint sunset,UFO,Sai
5937,Imp #5937,Look left,Windy hair,,Tired,,Branch horns 2,Neon Lantern,,Stars
5938,Imp #5938,Look left,Captain hat,,Blindfold,Spike earring,Thin horns,Grape lipstick,,Button Jacket
5939,Imp #5939,Float,L-hand,Flower,Normal Eyes,Thick Piercings,Tipped horns,Spearmint Cherry,,Scarf
5940,Imp #5940,Look right,,Disco glasses,Eyes closed,,Double horns,Pink Forest,Kid,Laces
5941,Imp #5941,Look right,Hairclips,,Normal Eyes,,Big horns,Neon Saphire,Murder of crows,Suit
5942,Imp #5942,Look left,Windy hair,Cheek heart,Eyes closed,Piercings,Small horns,Angry Flamingo,,
5943,Imp #5943,Look left,Bamboo hat,Small freckles,VR,,Slick horns,Neon Saphire,,Button Jacket
5944,Imp #5944,Float,Bowl cut beanie,Flower,Fire pupils,Piercings,Big horns,Berry Blossom,,Turtleneck
5945,Imp #5945,Look right,,,Eyepatch,Eth earring,Tipped horns,Neon Saphire,UFO,Axe
5946,Imp #5946,Float,Goggles,Dragon moustache,Eyelashes,Cross earring,Medium horns,Angry Flamingo,,Captain vest
5947,Imp #5947,Look right,Fedora,Heart pill,Normal Eyes,Two earrings,Slick horns,Spearmint Cherry,,Imp Tail
5948,Imp #5948,Float,Wanderer cut,Specs,Eyelashes,Cyber earrings,Medium horns,Spearmint sunset,,Zen hands
5949,Imp #5949,Look right,Bucket hat,Branch nose,Normal Eyes,Spike earring,Tipped horns,Angry Flamingo,,Small wings
5950,Imp #5950,Float,Small beanie,,Fire lashes,Two earrings,Split horns,Neon Lantern,Top hat,Big wings
5951,Imp #5951,Look left,Short dreads mesh,Disco glasses,Normal Eyes,Rose earring,Small horns,Spearmint sunset,Fez,Stunt suit
5952,Imp #5952,Float,Wanderer cut,Wayfarer shades,Normal Eyes,Thick Piercings,Slick horns,Spearmint sunset,,Turtleneck
5953,Imp #5953,Look left,Unicorn,Moustache,Panda,,Double horns,Neon Saphire,Paper plane,
5954,Imp #5954,Look left,Cowboy hat,Nosering,Normal Eyes,Rose earring,Medium horns,Angry Flamingo,,
5955,Imp #5955,Look right,Flower tiara,Dragon moustache,Eyes closed,Diagonal piercings,Antlers,Berry Blossom,Paper plane,Banana phone
5956,Imp #5956,Look right,Visor Beanie,Face bandaid,Eyelashes,Elf earrings,Branch horns 2,Cherry Tides,Demon,
5957,Imp #5957,Look left,Triple poof,Branch nose,Normal Eyes,Spike earring,Small horns,Spearmint sunset,,Kawaii blocks
5958,Imp #5958,Look left,Bucket hat,,Stubborn eyes,Stretcher,Antlers,Cherry Tides,,Eye necklace
5959,Imp #5959,Float,Double bandana,Cheek arrow,Stubborn eyes,Stretcher,Small horns,Angry Flamingo,UFO,
5960,Imp #5960,Float,Desert hat,Gas mask,Eyes closed,,Medium horns,Neon Lantern,Rocket,Rattlesnake
5961,Imp #5961,Look right,Six dots,Disco glasses,Eyelashes,Spike earring,Tipped horns,Neon Juice,Planets,Ninja mask
5962,Imp #5962,Float,Buzzed Punk,,Normal Eyes,Flower earring,Small horns,Spearmint Cherry,,Captain vest
5963,Imp #5963,Look left,Sapling,Cheek arrow,Normal Eyes,Eth earring,Medium horns,Berry Blossom,,Scroll
5964,Imp #5964,Float,Crew cut,,Eyes closed,Cyber earrings,Thin horns,Spearmint sunset,,Moon staff
5965,Imp #5965,Look right,Small beanie,,Panda,Single earring,Small horns,Grape lipstick,Rocket,Lollypop
5966,Imp #5966,Look right,Watchers,Small freckles,Eyes closed,,Small horns,Angry Flamingo,Balloons,
5967,Imp #5967,Look left,Mouse beanie,Wayfarer shades,Normal Eyes,Key earring,Small horns,Spearmint Cherry,Balloons,
5968,Imp #5968,Look left,Desert hat,Monocle,Eyelashes,,Medium horns,Angry Flamingo,,Turtleneck 2
5969,Imp #5969,Look left,Cyborg spikes,Black shades,Normal Eyes,Feather earrings,Tipped horns,Neon Saphire,,Tag
5970,Imp #5970,Look left,Super Saiyan,Cheek O's,VR,,Medium horns,Angry Flamingo,,Turtleneck 2
5971,Imp #5971,Float,,Disco glasses,Stubborn eyes,Top Piercings,Medium horns,Spearmint Cherry,Paper plane,Concentration
5972,Imp #5972,Float,,Long beard,Panda,Top Piercings,Double horns,Neon Juice,Moon,
5973,Imp #5973,Look right,Crew cut,Face bandaid,Eyes closed,Single earring,Tipped horns,Spearmint Cherry,,Captain vest
5974,Imp #5974,Look right,Flat cap,Flower,Mask,Thick Piercings,Big horns,Cherry Tides,Planets,
5975,Imp #5975,Look right,Candle,Black shades,Eyelashes,,Small horns,Spearmint Cherry,Paper plane,Big white wings
5976,Imp #5976,Look left,Soldier,Tears,Normal Eyes,,Slick horns,Spearmint sunset,Balloons,Turtleneck
5977,Imp #5977,Float,Skater Cap,Stitches,Fire pupils,,Spiral horns,Yin Yang,,Clouds
5978,Imp #5978,Look right,Fedora,,VR,Elf earrings,Slick horns,Angry Flamingo,,Royal mantle
5979,Imp #5979,Look right,Bandana quiff,Cheek arrow,Normal Eyes,Stretcher,Small horns,Grape lipstick,Moon,
5980,Imp #5980,Float,Three braids,Tooth,Eyelashes,,Slick horns,Angry Flamingo,Balloons,
5981,Imp #5981,Look left,Wizard cap,Moustache,Normal Eyes,Two earrings,Tipped horns,Berry Blossom,Balloons,Tag
5982,Imp #5982,Look left,Short dreads mesh,,Eyes closed,,Medium horns,Grape lipstick,,Red tie
5983,Imp #5983,Float,Long hair beanie,Black shades,Eyes closed,Cyber earrings,Tipped horns,Berry Blossom,,Chain
5984,Imp #5984,Look left,Windy hair,Rose,Eyelashes,Spike earring,Small horns,Berry Blossom,Balloons,
5985,Imp #5985,Float,Geisha cut,,Empty eyes,Feather earrings,Split horns,Cherry Tides,War flag,Clouds
5986,Imp #5986,Float,T-rex,Dragon moustache,Normal Eyes,Antichrist earrings,Tipped horns,Spearmint Cherry,,Turtleneck 2
5987,Imp #5987,Float,T-rex,Small freckles,Stubborn eyes,Single earring,Thin horns,Angry Flamingo,Top hat,
5988,Imp #5988,Look right,Frou,Broken glasses,Tired,,Small horns,Spearmint Cherry,,Turtleneck 2
5989,Imp #5989,Look right,Soldier,,Panda,,Medium horns,Spearmint sunset,,Red tie
5990,Imp #5990,Float,,Tooth,Eyes closed,Moon earrings,Small horns,Angry Flamingo,Halo,
5991,Imp #5991,Look right,Ninja bandana,Cheek O's,VR,Cross earring,Spiral horns,Yin Yang,Little Dragon,Button Jacket
5992,Imp #5992,Look left,Unicorn,,Normal Eyes,Moon earrings,Big horns,Berry Blossom,Top ghost,Sai
5993,Imp #5993,Float,Fisherman beanie,3D glasses,Normal Eyes,,Slick horns,Spearmint sunset,,Imp Necklace
5994,Imp #5994,Look right,Bowl cut beanie,,Eyes closed,Goth earrings,Slick horns,Angry Flamingo,Moon,Button Jacket
5995,Imp #5995,Look left,Viking braids,Lolly stick,Normal Eyes,Two earrings,Medium horns,Spearmint Cherry,,Monk collar
5996,Imp #5996,Look right,Crew cut,Wayfarer shades,Normal Eyes,Piercings,Small horns,Spearmint Cherry,,Royal mantle
5997,Imp #5997,Float,Candle,Moustache,Normal Eyes,Rose earring,Thin horns,Spearmint sunset,UFO,
5998,Imp #5998,Look right,Geisha cut,Monocle,Eyes closed,,Thin horns,Spearmint Cherry,,Stunt suit
5999,Imp #5999,Look left,Hood,Cheek triangles,Eyes closed,Elf earrings,Thin horns,Neon Juice,Top ghost,Bell scarf
6000,Imp #6000,Look right,Bamboo hat,Face stripes,Fire lashes,Stretcher,Tipped horns,Neon Saphire,,Captain vest
6001,Imp #6001,Look left,Visor Beanie,Specs,Eyelashes,,Medium horns,Spearmint sunset,Halo,Aux Cables
6002,Imp #6002,Float,Three braids,Cheek heart,Normal Eyes,Moon earrings,Medium horns,Spearmint Cherry,Paper plane,
6003,Imp #6003,Float,,,Eyelashes,Diagonal piercings,Split horns,Neon Saphire,Top ghost,Fantasy Sword
6004,Imp #6004,Float,Rasta,Snake tongue,Normal Eyes,,Slick horns,Spearmint Cherry,,Button Jacket
6005,Imp #6005,Float,Hunter hat,Freckles,Eyelashes,Eth earring,Slick horns,Grape lipstick,,Sai
6006,Imp #6006,Look left,Forehead bandaid,Face bandaid,Fire pupils,Elf earrings,Medium horns,Spearmint Cherry,,Ice cream
6007,Imp #6007,Look left,T-rex,Face bandaid,Normal Eyes,,Small horns,Spearmint sunset,,Sushi
6008,Imp #6008,Float,Ninja bandana,Cheek bolt,Cyclops,,Branch horns 2,Cherry Tides,,
6009,Imp #6009,Float,Wanderer cut,Heart pill,Normal Eyes,Top Piercings,Medium horns,Neon Saphire,Top ghost,Tag
6010,Imp #6010,Look left,Cowboy hat,Specs,Normal Eyes,Cyber earrings,Slick horns,Pink Forest,,Surrender flag
6011,Imp #6011,Float,Small beanie,Freckles,Normal Eyes,,Big horns,Ethereal Watermelon,,Black and white wings
6012,Imp #6012,Float,,Branch nose,Panda,Single earring,Tipped horns,Spearmint Cherry,,Imp Tail
6013,Imp #6013,Float,Short dreads mesh,Double eyes,Tired,Moon earrings,Tipped horns,Neon Lantern,,Scarf
6014,Imp #6014,Look left,Small beanie,,Mascara,Cross earring,Slick horns,Spearmint sunset,Top ghost,Turtleneck
6015,Imp #6015,Look right,Forehead bandaid,Rose,Eyelashes,Thick Piercings,Tipped horns,Spearmint sunset,,Monk collar
6016,Imp #6016,Look left,Kitty,Cheek heart,Stubborn eyes,,Medium horns,Spearmint Cherry,,Small chains
6017,Imp #6017,Look right,Desert hat,Moustache beard,Eyepatch,Two earrings,Antlers,Ethereal Watermelon,Balloons,Imp Necklace
6018,Imp #6018,Look right,Mouse beanie,Ofuda,Empty eyes,Cross earring,Tipped horns,Ethereal Watermelon,,
6019,Imp #6019,Look right,Double bandana,Cute cheeks,Normal Eyes,Piercings,Slick horns,Angry Flamingo,,
6020,Imp #6020,Float,Bowl cut beanie,Specs,Normal Eyes,,Thin horns,Spearmint Cherry,Paper plane,Hover rings
6021,Imp #6021,Look left,Ninja bandana,Face bandaid,Eyelashes,,Medium horns,Angry Flamingo,UFO,Surrender flag
6022,Imp #6022,Look right,Mouse beanie,Lolly stick,Cyclops,Rose earring,Antlers,Ethereal Watermelon,,
6023,Imp #6023,Float,Desert hat,,Stubborn eyes,Cross earring,Small horns,Spearmint Cherry,,Ciggy
6024,Imp #6024,Float,Skater Cap,,Eyes closed,Antichrist earrings,Medium horns,Berry Blossom,Halo,Small chains
6025,Imp #6025,Look right,Viking braids,Rose,Eyes closed,,Small horns,Spearmint Cherry,Balloons,
6026,Imp #6026,Look left,Flat cap,Branch nose,Stubborn eyes,,Antlers,Ethereal Watermelon,Crown,Button Jacket
6027,Imp #6027,Look left,Small beanie,Aviator glasses,Mascara,,Medium horns,Pink Forest,,Rattlesnake
6028,Imp #6028,Float,Ninja bandana,,Eyelashes,,Tipped horns,Spearmint Cherry,Top ghost,Button Jacket
6029,Imp #6029,Float,Bowl cut beanie,,Blindfold,Goth earrings,Double horns,Neon Lantern,UFO,
6030,Imp #6030,Look right,Fisherman beanie,,Normal Eyes,,Double horns,Neon Juice,Crown,Monk collar
6031,Imp #6031,Look left,Double bandana,Face bandaid,Normal Eyes,,Small horns,Spearmint Cherry,,Button Jacket
6032,Imp #6032,Look right,Bomb,Facemask,Normal Eyes,,Tipped horns,Pink Forest,,Big wings
