TOKEN_ID,TOKEN_NAME,Background,Fur,Mouth,Eyes,Clothes,Hat,Power,Speed,Cuteness,Intelligence,Total skills
1789,Panda #1789,Goodmorning,Red,Blue Gum,Jester,Shakespear,Blue Beanie,18,12,54,49,133
1790,Panda #1790,Banana,Black,Pink Gum,Blue Iris,Yellow Tuxedo,Blue Beanie,2,6,51,52,111
1791,Panda #1791,Lime,Black,Neutral,Blue Iris,Red Bandana,Kitsune,44,44,92,91,271
1792,Panda #1792,Cerulean,Blue,Bamboo,Blue Iris,Yin Yang Necklace,Pink Partyhat,27,25,12,53,117
1793,Panda #1793,Lime,Black,Surgical Mask,Glasses,Blue Bandana,Laurel Wreath,99,34,67,50,250
1794,Panda #1794,Banana,Pink,Death Whistle,Blindfold,Koi Tattoo,Blue Paper Crown,2,81,26,84,193
1795,Panda #1795,Lavender,Black,Banana,Glasses,Blue Hoodie,Pink Partyhat,11,78,18,26,133
1796,Panda #1796,Coral,Albino,Evil Cigarette,Green Iris,Red Hoodie,Baby Panda,70,76,2,49,197
1797,Panda #1797,Lavender,Galaxy,Blue Gum,Blindfold,Black Tuxedo,Unicorn,26,39,52,70,187
1798,Panda #1798,Lime,Purple,Evil Cigarette,Monocle,Gold Necklace,Santa,93,27,1,4,125
1799,Panda #1799,Cerulean,Galaxy,Pyro,Blue Iris,Pink Tuxedo,Gold Laurel Wreath,41,69,53,85,248
1800,Panda #1800,Lavender,Brown,Pai Mei,Jester,Prisoner,Pirate,62,34,84,1,181
1801,Panda #1801,Banana,Red,Bamboo,Anime,Night's Watch,Earth Dragon,62,10,38,40,150
1802,Panda #1802,Cerulean,Black,Happy,Mad,Yellow Tuxedo,Jester,78,21,20,29,148
1803,Panda #1803,Neon Green,Mermaid,Neutral,Anime,Koi Tattoo,Laurel Wreath,2,74,51,15,142
1804,Panda #1804,Lime,Pink,Joint,Thug Life,Red Hoodie,Bun,13,1,12,41,67
1805,Panda #1805,Cotton Candy,Brown,Neutral,Green Iris,Greek Toga,Bun,47,85,4,94,230
1806,Panda #1806,Banana,Black,Rainbow Grill,Eyepatch,Joker,Bamboo Conical,67,71,32,88,258
1807,Panda #1807,Cotton Candy,Galaxy,Bamboo,Orange Iris,Joker,Kitsune,25,53,38,91,207
1808,Panda #1808,Rise,Pink,Party Horn Yellow,Eyepatch,Koi Tattoo,Pirate,70,43,99,4,216
1809,Panda #1809,Lime,Galaxy,Pizza,Blue Iris,Kimono,Bamboo Conical,95,68,93,99,355
1810,Panda #1810,Banana,Black,Ninja Mask,Orange Iris,Koi Tattoo,Pink Partyhat,93,82,12,58,245
1811,Panda #1811,Teal,Brown,Pyro,Orange Iris,Prisoner,Blue Paper Crown,24,43,31,30,128
1812,Panda #1812,Banana,Black,Pink Gum,Sad,Vampire,Gold Crown,63,85,90,84,322
1813,Panda #1813,Lavender,Black,Ninja Mask,Bitcoin,Gold Necklace,Bun,38,7,19,69,133
1814,Panda #1814,Teal,Black,Happy,Demonic,Blue Bandana,Pirate,67,43,84,30,224
1815,Panda #1815,Lavender,Pink,Happy,Jester,Blue Tuxedo,Koi,31,39,98,23,191
1816,Panda #1816,Vaporwave,Silver,Pizza,Red Noun,Prisoner,Bamboo Conical,58,47,7,68,180
1817,Panda #1817,Neon Green,Purple,Jester,Superpanda,Kimono,Purple Paper Crown,52,9,27,54,142
1818,Panda #1818,Neon Green,Brown,Sad,Thug Life,Gold Necklace,Bun,93,25,66,11,195
1819,Panda #1819,Teal,Black,Sad,Orange Iris,Santa,Baby Panda,99,48,70,52,269
1820,Panda #1820,Cerulean,Albino,Jester,Green Iris,Blue Tuxedo,Baby Panda,12,52,54,54,172
1821,Panda #1821,Neon Green,Albino,Happy,Blue Iris,Blue Bandana,Jester,59,71,6,95,231
1822,Panda #1822,Lime,Brown,Mad,Pink Shutter,Koi Tattoo,Bun,33,23,7,58,121
1823,Panda #1823,Lime,Brown,Pizza,Sad,Yin Yang Necklace,Bamboo Conical,0,51,33,11,95
1824,Panda #1824,Gold,Purple,Bamboo,Cyborg Laser,Red Tuxedo,Kitsune,68,78,67,29,242
1825,Panda #1825,Lime,Camo,Ninja Mask,Eyepatch,Panda Necklace,Pirate,30,30,93,52,205
1826,Panda #1826,Banana,Blue,Bamboo,Green Iris,Hawaiian,Bun,19,35,47,95,196
1827,Panda #1827,Cerulean,Albino,Jester,Thug Life,Red Hoodie,Koi,91,89,71,78,329
1828,Panda #1828,Cerulean,Black,Neutral,Orange Iris,Demon Wings,Pink Paper Crown,14,31,83,12,140
1829,Panda #1829,Teal,Black,Pink Gum,Red Noun,Night's Watch,Laurel Wreath,34,48,53,60,195
1830,Panda #1830,Lime,Brown,Neutral,Pink Shutter,Pirate,Silver Crown,12,82,9,81,184
1831,Panda #1831,Lavender,Black,Pink Gum,Eyepatch,Blue Hoodie,Unicorn,69,49,64,44,226
1832,Panda #1832,Banana,Silver,Bamboo,Pink Shutter,Yin Yang Necklace,Baby Panda,67,99,45,88,299
1833,Panda #1833,Banana,Black,Cigarette,Sad,Blue Bandana,Bamboo Conical,12,77,48,84,221
1834,Panda #1834,Violet,Black,Happy,Monocle,Koi Tattoo,Jester,3,59,74,46,182
1835,Panda #1835,Teal,Blue,Neutral,Blue Iris,Blue Hoodie,Red Beanie,62,36,48,38,184
1836,Panda #1836,Cerulean,Black,Happy,Orange Iris,Greek Toga,Kitsune,50,31,39,71,191
1837,Panda #1837,Teal,Brown,Bamboo,Monocle,Superpanda,Baby Panda,25,1,64,72,162
1838,Panda #1838,Violet,Black,Gold Grill,Red Laser,Yin Yang Necklace,Silver Crown,0,76,77,38,191
1839,Panda #1839,Cotton Candy,Purple,Bamboo,Vaporwave,Koi Tattoo,Bamboo Conical,65,28,28,36,157
1840,Panda #1840,Lime,Brown,Rose,Blue Iris,Angel Wings,Bamboo Conical,80,73,4,6,163
1841,Panda #1841,Teal,Brown,Vampire,Glasses,Vampire,Bun,8,12,97,54,171
1842,Panda #1842,Cotton Candy,Red,Mad,Demonic,Gold Necklace,Gold Crown,28,26,69,20,143
1843,Panda #1843,Gold,Black,Trumpet,Monocle,Shakespear,Blue Beanie,2,93,13,49,157
1844,Panda #1844,Lavender,Blue,Ninja Mask,Cyber,Koi Tattoo,Purple Paper Crown,53,13,54,35,155
1845,Panda #1845,Azure,Black,Party Horn Red,Superpanda,Wizard Robe,Bamboo Conical,49,48,87,80,264
1846,Panda #1846,Cerulean,Black,Neutral,Vaporwave,Blue Tuxedo,Bamboo Conical,100,58,19,89,266
1847,Panda #1847,Teal,Black,Vampire,Green Iris,Yellow Tuxedo,Koi,94,68,95,1,258
1848,Panda #1848,Cerulean,Gold,Happy,Orange Iris,Hawaiian,Blue Beanie,27,60,41,9,137
1849,Panda #1849,Cerulean,Mermaid,Rose,Monocle,Superpanda,Blue Beanie,96,74,53,14,237
1850,Panda #1850,Lime,Brown,Neutral,Monocle,Yin Yang Necklace,Bamboo Conical,31,45,93,44,213
1851,Panda #1851,Vaporwave,Albino,Trumpet,Orange Iris,Leather Jacket,Lotus Flower,1,88,100,70,259
1852,Panda #1852,Lime,Blue,Jester,Orange Iris,Santa,Lotus Flower,29,49,25,98,201
1853,Panda #1853,Cotton Candy,Black,Evil Cigarette,Blue Laser,Blue Hoodie,Bamboo Conical,4,31,84,50,169
1854,Panda #1854,Banana,Black,Neutral,Gradient Noun,Pink Tuxedo,Unicorn,17,56,16,66,155
1855,Panda #1855,Cerulean,Black,Bamboo,Monocle,Red Bandana,Yellow Paper Crown,9,80,55,90,234
1856,Panda #1856,Banana,Red,Surgical Mask,Red Noun,Joker,Kitsune,68,1,55,79,203
1857,Panda #1857,Lime,Red,Rose,Vaporwave,Gold Necklace,Kitsune,61,52,95,9,217
1858,Panda #1858,Cerulean,Pink,Cigarette,Jester,Blue Bandana,Bun,81,8,16,51,156
1859,Panda #1859,Neon Green,Mermaid,Pyro,Mad,Joker,Blue Beanie,21,84,83,44,232
1860,Panda #1860,Cerulean,Black,Pizza,Blue Iris,Yin Yang Necklace,Lotus Flower,79,24,8,85,196
1861,Panda #1861,Coral,Mermaid,Pyro,Blindfold,Royal,Pink Partyhat,4,88,93,51,236
1862,Panda #1862,Cerulean,Camo,Party Horn Red,Hearts,Yellow Tuxedo,Unicorn,19,18,70,92,199
1863,Panda #1863,Cerulean,Black,Pai Mei,Blue Iris,Gold Necklace,Black Conical,21,46,98,61,226
1864,Panda #1864,Neon Green,Black,Surgical Mask,Anime,Superpanda,Kitsune,95,83,31,58,267
1865,Panda #1865,Teal,Mermaid,Pink Gum,Blue Iris,Prisoner,Koi,30,68,2,17,117
1866,Panda #1866,Cerulean,Black,Death Whistle,Monocle,Hawaiian,Bamboo Conical,7,95,45,44,191
1867,Panda #1867,Gold,Black,Bamboo,Orange Iris,Prisoner,Black Conical,89,11,47,19,166
1868,Panda #1868,Dawn,Black,Pink Gum,3D,Demon Wings,Baby Panda,41,30,81,48,200
1869,Panda #1869,Lime,Silver,Trumpet,Cyborg,Kimono,Red Beanie,16,29,28,1,74
1870,Panda #1870,Banana,Brown,Evil Cigarette,Orange Iris,Blue Tuxedo,Pink Partyhat,10,2,87,41,140
1871,Panda #1871,Cerulean,Albino,Neutral,Cyborg Laser,Yellow Tuxedo,Purple Paper Crown,32,58,93,99,282
1872,Panda #1872,Cerulean,Purple,Joint,Mad,Greek Toga,Earth Dragon,9,95,92,80,276
1873,Panda #1873,Lime,Purple,Gold Grill,Blue Iris,Yellow Tuxedo,Halo,12,55,56,38,161
1874,Panda #1874,Banana,Pink,Ninja Mask,Blue Laser,Red Tuxedo,Bun,94,51,42,55,242
1875,Panda #1875,Lavender,Purple,Pyro,Orange Iris,Vampire,Lotus Flower,85,19,4,15,123
1876,Panda #1876,Cerulean,Camo,Bamboo,Orange Iris,Red Bandana,Kitsune,83,39,37,62,221
1877,Panda #1877,Lime,Brown,Banana,Green Iris,Samurai,Baby Panda,56,77,17,17,167
1878,Panda #1878,Banana,Black,Party Horn Yellow,Hearts,Yellow Tuxedo,Kitsune,11,46,21,13,91
1879,Panda #1879,Teal,Black,Cigarette,Hypno,Leather Jacket,Squid,65,21,87,90,263
1880,Panda #1880,Cerulean,Black,Neutral,Glasses,Greek Toga,Blue Partyhat,48,16,12,11,87
1881,Panda #1881,Lime,Albino,Sad,Eyepatch,Greek Toga,Blue Beanie,6,58,95,19,178
1882,Panda #1882,Lavender,Black,Banana,Bitcoin,Pandaball Z,Gold Laurel Wreath,65,1,73,9,148
1883,Panda #1883,Cerulean,Purple,Surgical Mask,Orange Iris,Yellow Tuxedo,Bun,34,45,11,1,91
1884,Panda #1884,Azure,Blue,Mad,Sad,Holographic Jacket,Halo,99,70,28,36,233
1885,Panda #1885,Lime,Blue,Blue Gum,Green Iris,Gold Necklace,Baby Panda,78,34,45,53,210
1886,Panda #1886,Teal,Pink,Gold Grill,Eyepatch,Leather Jacket,Silver Crown,79,48,73,5,205
1887,Panda #1887,Coral,Camo,Rose,Blue Iris,Yellow Tuxedo,Laurel Wreath,75,43,1,67,186
1888,Panda #1888,Cerulean,Red,Neutral,Superpanda,Gold Necklace,Santa,38,86,41,39,204
1889,Panda #1889,Teal,Black,Jester,Blue Iris,Gold Necklace,Lotus Flower,83,43,90,72,288
1890,Panda #1890,Banana,Black,Banana,Orange Iris,Wizard Robe,Yellow Paper Crown,34,15,73,31,153
1891,Panda #1891,Cotton Candy,Red,Banana,Thug Life,Panda Necklace,Bun,61,53,80,86,280
1892,Panda #1892,Lavender,Black,Bamboo,Jester,Blue Bandana,Yellow Paper Crown,77,55,3,38,173
1893,Panda #1893,Azure,Black,Happy,Blue Iris,Gold Necklace,Bamboo Conical,61,36,45,31,173
1894,Panda #1894,Cerulean,Brown,Gold Grill,Green Iris,Red Bandana,Bun,90,75,62,81,308
1895,Panda #1895,Lime,Silver,Neutral,Blue Iris,Red Bandana,Bamboo Conical,67,4,95,37,203
1896,Panda #1896,Teal,Mermaid,Blue Gum,Blue Iris,Red Tuxedo,Bamboo Conical,43,95,26,87,251
1897,Panda #1897,Banana,Blue,Neutral,Green Shutter,Blue Tuxedo,Jester,67,25,2,78,172
1898,Panda #1898,Lime,Black,Evil Cigarette,Blue Iris,Pirate,Samurai,55,18,51,37,161
1899,Panda #1899,Goodnight,Mermaid,Party Horn Red,Superpanda,Samurai,Lotus Flower,99,40,79,92,310
1900,Panda #1900,Neon Green,Red,Pai Mei,Green Iris,Prisoner,Lotus Flower,12,23,26,80,141
1901,Panda #1901,Cerulean,Red,Vampire,Jester,Koi Tattoo,Bamboo Conical,97,28,89,42,256
1902,Panda #1902,Cerulean,Black,Banana,Glasses,Red Bandana,Laurel Wreath,11,98,35,44,188
1903,Panda #1903,Teal,Black,Happy,Gradient Noun,Yellow Tuxedo,Koi,41,84,13,20,158
1904,Panda #1904,Neon Green,Blue,Bamboo,Blue Iris,Hawaiian,Blue Beanie,85,35,82,57,259
1905,Panda #1905,Lavender,Albino,Surgical Mask,Blue Iris,Black Tuxedo,Bun,54,12,75,35,176
1906,Panda #1906,Lime,Black,Rose,Sad,Santa,Unicorn,46,11,16,43,116
1907,Panda #1907,Cerulean,Black,Mad,Thug Life,Blue Hoodie,Squid,32,21,66,32,151
1908,Panda #1908,Banana,Black,Blue Gum,Green Iris,Blue Bandana,Kitsune,94,19,88,5,206
1909,Panda #1909,Teal,Black,Neutral,Blue Iris,Yellow Tuxedo,Koi,19,0,67,81,167
1910,Panda #1910,Lime,Black,Banana,Blue Iris,Leather Jacket,Halo,79,68,42,38,227
1911,Panda #1911,Neon Green,Black,Neutral,Green Iris,Prisoner,Squid,55,45,42,11,153
1912,Panda #1912,Banana,Albino,Cigarette,Orange Iris,Pandaball Z,Koi,100,24,58,22,204
1913,Panda #1913,Azure,Blue,Death Whistle,Hypno,Holographic Jacket,Baby Panda,65,24,95,0,184
1914,Panda #1914,Lime,Black,Gold Grill,Glasses,Hawaiian,Jester,70,59,82,55,266
1915,Panda #1915,Cerulean,Black,Happy,Bitcoin,Leather Jacket,Gold Crown,93,20,48,11,172
1916,Panda #1916,Cerulean,Black,Banana,3D,Blue Hoodie,Purple Paper Crown,99,82,70,62,313
1917,Panda #1917,Banana,Silver,Surgical Mask,Orange Iris,Koi Tattoo,Pink Partyhat,94,90,9,48,241
1918,Panda #1918,Lavender,Blue,Happy,Green Shutter,Panda Necklace,Unicorn,80,53,21,37,191
1919,Panda #1919,Cotton Candy,Purple,Banana,Demonic,Royal,Santa,5,22,84,15,126
1920,Panda #1920,Dawn,Black,Surgical Mask,Green Iris,Red Bandana,Red Beanie,67,96,83,59,305
1921,Panda #1921,Rise,Blue,Jester,Orange Iris,Joker,Red Beanie,49,34,70,36,189
1922,Panda #1922,Lavender,Blue,Ninja Mask,Jester,Panda Necklace,Pirate,99,25,66,31,221
1923,Panda #1923,Lime,Blue,Neutral,Blue Iris,Prisoner,Red Beanie,94,22,59,77,252
1924,Panda #1924,Banana,Black,Neutral,Hearts,Black Tuxedo,Blue Paper Crown,60,93,32,64,249
1925,Panda #1925,Violet,Brown,Happy,Glasses,Red Hoodie,Earth Dragon,57,22,39,98,216
1926,Panda #1926,Cotton Candy,Black,Joint,Eyepatch,Blue Hoodie,Laurel Wreath,56,48,36,62,202
1927,Panda #1927,Goodnight,Red,Joint,Hearts,Shakespear,Koi,23,58,29,71,181
1928,Panda #1928,Banana,Purple,Mad,Orange Iris,Blue Bandana,Halo,66,7,56,62,191
1929,Panda #1929,Violet,Black,Rose,Green Shutter,Panda Necklace,Bun,94,94,97,1,286
1930,Panda #1930,Lime,Purple,Evil Cigarette,Sad,Koi Tattoo,Squid,81,93,73,28,275
1931,Panda #1931,Cerulean,Purple,Trumpet,Glasses,Leather Jacket,Silver Crown,41,52,45,71,209
1932,Panda #1932,Coral,Black,Neutral,Blue Iris,Vampire,Black Conical,36,4,30,27,97
1933,Panda #1933,Lavender,Purple,Neutral,Green Iris,Koi Tattoo,Kitsune,24,78,2,41,145
1934,Panda #1934,Lime,Black,Bamboo,Superpanda,Leather Jacket,Pirate,20,88,90,7,205
1935,Panda #1935,Cerulean,Red,Pai Mei,Orange Iris,Red Bandana,Silver Crown,7,99,9,73,188
1936,Panda #1936,Lavender,Albino,Pai Mei,Red Noun,Yin Yang Necklace,Bamboo Conical,56,39,45,43,183
1937,Panda #1937,Goodmorning,Brown,Mad,Pink Shutter,Prisoner,Nogitsune,68,38,11,25,142
1938,Panda #1938,Cotton Candy,Rainbow,Blue Gum,Red Noun,Superpanda,Wizard,46,57,35,50,188
1939,Panda #1939,Goodmorning,Blue,Death Whistle,Green Iris,Red Bandana,Halo,30,67,64,22,183
1940,Panda #1940,Banana,Brown,Bamboo,Orange Iris,Blue Tuxedo,Baby Panda,71,3,89,29,192
1941,Panda #1941,Cotton Candy,Red,Sad,Orange Iris,Koi Tattoo,Lotus Flower,69,96,14,82,261
1942,Panda #1942,Lavender,Black,Vampire,Anime,Night's Watch,Blue Beanie,57,24,83,37,201
1943,Panda #1943,Cerulean,Purple,Blue Gum,Orange Iris,Red Hoodie,Pirate,85,32,19,90,226
1944,Panda #1944,Teal,Mermaid,Mad,Anime,Leather Jacket,Koi,12,97,70,69,248
1945,Panda #1945,Lime,Black,Joint,Glasses,Yin Yang Necklace,Squid,8,13,35,38,94
1946,Panda #1946,Banana,Mermaid,Pai Mei,Sad,Night's Watch,Purple Paper Crown,52,96,6,70,224
1947,Panda #1947,Banana,Blue,Cigarette,Sad,Red Bandana,Lotus Flower,56,55,98,77,286
1948,Panda #1948,Violet,Brown,Evil Cigarette,Anime,Black Hoodie,Koi,57,1,63,19,140
1949,Panda #1949,Cerulean,Brown,Jester,Hearts,Koi Tattoo,Nogitsune,3,86,17,96,202
1950,Panda #1950,Cerulean,Blue,Party Horn Yellow,Green Iris,Panda Necklace,Lotus Flower,11,16,77,67,171
1951,Panda #1951,Cerulean,Brown,Pink Gum,Eyepatch,Yin Yang Necklace,Nogitsune,2,74,2,90,168
1952,Panda #1952,Teal,Red,Evil Cigarette,Glasses,Red Tuxedo,Blue Paper Crown,52,71,17,1,141
1953,Panda #1953,Cerulean,Rainbow,Happy,Red Noun,Leather Jacket,Blue Paper Crown,61,84,81,32,258
1954,Panda #1954,Teal,Black,Party Horn Red,Demonic,Yin Yang Necklace,Bamboo Conical,14,28,20,21,83
1955,Panda #1955,Lime,Brown,Cigarette,Green Iris,Yin Yang Necklace,Koi,18,91,20,66,195
1956,Panda #1956,Rise,Purple,Pai Mei,Thug Life,Hawaiian,Laurel Wreath,22,14,95,17,148
1957,Panda #1957,Cerulean,Albino,Trumpet,Thug Life,Prisoner,Squid,45,99,95,77,316
1958,Panda #1958,Goodmorning,Purple,Bamboo,Jester,Prisoner,Jester,19,33,49,50,151
1959,Panda #1959,Lavender,Red,Bamboo,Monocle,Prisoner,Black Conical,41,28,99,43,211
1960,Panda #1960,Banana,Black,Trumpet,Blue Iris,Red Tuxedo,Yellow Paper Crown,42,78,81,96,297
1961,Panda #1961,Lavender,Pink,Mad,Vaporwave,Leather Jacket,Koi,74,16,57,67,214
1962,Panda #1962,Teal,Black,Pink Gum,Red Noun,Pink Tuxedo,Laurel Wreath,18,92,19,48,177
1963,Panda #1963,Banana,Blue,Neutral,Pink Shutter,Blue Tuxedo,Blue Partyhat,60,15,76,84,235
1964,Panda #1964,Azure,Red,gm,Green Shutter,Yin Yang Necklace,Lotus Flower,66,91,59,38,254
1965,Panda #1965,Banana,Black,Trumpet,Demonic,Black Hoodie,Bun,80,44,54,27,205
1966,Panda #1966,Lime,Brown,Pizza,Hypno,Red Tuxedo,Lotus Flower,88,47,97,41,273
1967,Panda #1967,Cotton Candy,Black,Cigarette,Thug Life,Leather Jacket,Bamboo Conical,58,16,88,68,230
1968,Panda #1968,Violet,Galaxy,Bamboo,Monocle,Blue Bandana,Nogitsune,88,92,77,37,294
1969,Panda #1969,Lime,Brown,Rose,Green Iris,Prisoner,Silver Crown,75,96,47,31,249
1970,Panda #1970,Lavender,Silver,Party Horn Red,Orange Iris,Pirate,Halo,19,86,50,70,225
1971,Panda #1971,Goodmorning,Blue,Trumpet,Green Iris,Superpanda,Laurel Wreath,57,49,9,89,204
1972,Panda #1972,Teal,Blue,Neutral,Sad,Greek Toga,Black Conical,49,93,81,55,278
1973,Panda #1973,Vaporwave,Camo,Sad,Hearts,Demon Wings,Nogitsune,84,9,45,46,184
1974,Panda #1974,Cerulean,Black,Bamboo,Orange Iris,Blue Tuxedo,Kitsune,78,42,100,34,254
1975,Panda #1975,Goodnight,Blue,Happy,Green Shutter,Angel Wings,Blue Beanie,97,1,70,54,222
1976,Panda #1976,Neon Green,Rainbow,Pyro,Sad,Samurai,Silver Crown,8,31,93,28,160
1977,Panda #1977,Cerulean,Red,Trumpet,VR,Yin Yang Necklace,Lotus Flower,86,36,43,22,187
1978,Panda #1978,Lime,Brown,Banana,Demonic,Prisoner,Blue Beanie,37,9,89,78,213
1979,Panda #1979,Lime,Black,Pyro,Blindfold,Shakespear,Bamboo Conical,83,61,87,47,278
1980,Panda #1980,Cerulean,Mermaid,Cigarette,Green Iris,Black Tuxedo,Jester,79,61,14,53,207
1981,Panda #1981,Teal,Black,Rainbow Grill,Cyborg,Red Tuxedo,Red Beanie,86,27,16,99,228
1982,Panda #1982,Cerulean,Camo,Bamboo,Demonic,Red Bandana,Blue Beanie,96,54,21,55,226
1983,Panda #1983,Banana,Brown,Ninja Mask,Green Iris,Pink Tuxedo,Yellow Paper Crown,85,39,26,84,234
1984,Panda #1984,Lime,Black,Surgical Mask,Glasses,Red Tuxedo,Baby Panda,82,76,42,57,257
1985,Panda #1985,Rise,Black,Surgical Mask,Superpanda,Wizard Robe,Bun,40,71,65,32,208
1986,Panda #1986,Teal,Albino,Sad,Orange Iris,Pink Tuxedo,Jester,65,95,41,9,210
1987,Panda #1987,Teal,DMT,Party Horn Red,Blue Iris,Pirate,Bamboo Conical,45,11,37,20,113
1988,Panda #1988,Banana,Purple,Bamboo,Bitcoin,Blue Bandana,Silver Crown,4,76,82,94,256
1989,Panda #1989,Dawn,Blue,gm,Orange Iris,Kimono,Baby Panda,60,18,46,77,201
1990,Panda #1990,Cerulean,Pink,Rose,Green Iris,Red Hoodie,Baby Panda,44,31,58,64,197
1991,Panda #1991,Lime,Galaxy,Rainbow Grill,Sad,Prisoner,Blue Partyhat,25,76,1,97,199
1992,Panda #1992,Cerulean,Brown,Happy,Cyber,Panda Necklace,Squid,85,64,37,46,232
1993,Panda #1993,Coral,Gold,Pizza,Anime,Leather Jacket,Bamboo Conical,43,29,20,38,130
1994,Panda #1994,Vaporwave,Brown,Cigarette,Blue Iris,Koi Tattoo,Bamboo Conical,76,37,63,35,211
1995,Panda #1995,Lime,Pink,Rose,Green Iris,Yin Yang Necklace,Red Beanie,40,76,84,60,260
1996,Panda #1996,Coral,Purple,Neutral,Green Iris,Pirate,Squid,68,79,79,84,310
1997,Panda #1997,Lavender,Black,Rose,Glasses,Red Bandana,Wizard,11,28,64,11,114
1998,Panda #1998,Cerulean,Blue,Jester,Demonic,Santa,Pirate,85,93,61,74,313
1999,Panda #1999,Banana,Purple,Rose,Orange Iris,Yin Yang Necklace,Red Beanie,17,40,91,55,203
2000,Panda #2000,Azure,Brown,Pyro,Hearts,Shakespear,Bamboo Conical,35,56,38,55,184
2001,Panda #2001,Banana,Black,Joint,Eyepatch,Holographic Jacket,Lotus Flower,17,34,42,26,119
2002,Panda #2002,Lime,Blue,Bamboo,3D,Hawaiian,Blue Beanie,61,50,73,31,215
2003,Panda #2003,Rise,DMT,Happy,Sad,Red Tuxedo,Bun,90,40,71,48,249
2004,Panda #2004,Teal,Silver,Neutral,Green Iris,Pink Tuxedo,Pink Partyhat,56,74,6,9,145
2005,Panda #2005,Cerulean,Brown,Bamboo,Orange Iris,Shakespear,Celestial Dragon,90,41,15,45,191
2006,Panda #2006,Coral,Black,Party Horn Red,Blue Iris,Kimono,Gold Crown,96,4,51,79,230
2007,Panda #2007,Azure,Silver,Neutral,Jester,Prisoner,Silver Crown,14,100,11,34,159
2008,Panda #2008,Lavender,Black,Bamboo,Blue Iris,Kimono,Bamboo Conical,1,99,79,48,227
2009,Panda #2009,Lavender,Red,gm,Sad,Black Hoodie,Pink Paper Crown,86,75,59,83,303
2010,Panda #2010,Banana,Purple,Joint,Green Shutter,Hawaiian,Gold Laurel Wreath,90,18,65,37,210
2011,Panda #2011,Cerulean,Albino,Neutral,Monocle,Koi Tattoo,Pink Paper Crown,97,0,47,50,194
2012,Panda #2012,Cerulean,Gold,Happy,Green Iris,Red Tuxedo,Baby Panda,64,57,94,53,268
2013,Panda #2013,Banana,Purple,Happy,Blue Iris,Koi Tattoo,Unicorn,42,64,42,15,163
2014,Panda #2014,Lime,Black,Ninja Mask,Glasses,Blue Bandana,Bamboo Conical,49,95,38,33,215
2015,Panda #2015,Teal,Black,Jester,Sad,Red Bandana,Koi,18,65,77,9,169
2016,Panda #2016,Azure,Albino,Pai Mei,Vaporwave,Red Bandana,Black Conical,37,55,64,17,173
2017,Panda #2017,Rise,Black,Sad,VR,Leather Jacket,Halo,90,84,85,82,341
2018,Panda #2018,Neon Green,Black,Happy,Eyepatch,Koi Tattoo,Pirate,59,51,50,52,212
2019,Panda #2019,Lime,Red,Bamboo,Orange Iris,Panda Necklace,Santa,68,39,3,68,178
2020,Panda #2020,Cerulean,Black,Sad,Green Shutter,Koi Tattoo,Squid,84,14,29,10,137
2021,Panda #2021,Lime,Black,Blue Gum,Green Iris,Pink Tuxedo,Red Beanie,15,64,74,95,248
2022,Panda #2022,Lavender,Pink,Trumpet,Anime,Red Bandana,Bun,25,12,41,42,120
2023,Panda #2023,Teal,Black,Vampire,Cyborg Laser,Gold Necklace,Jester,83,56,80,48,267
2024,Panda #2024,Cerulean,Black,Vampire,Anime,Hawaiian,Jester,56,59,84,95,294
2025,Panda #2025,Neon Green,Black,Cigarette,Demonic,Pink Tuxedo,Earth Dragon,84,11,58,45,198
2026,Panda #2026,Goodmorning,Mermaid,Cigarette,Eyepatch,Superpanda,Lotus Flower,62,50,19,46,177
2027,Panda #2027,Violet,Black,Mad,Bitcoin,Pandaball Z,Bamboo Conical,46,22,12,50,130
2028,Panda #2028,Cerulean,DMT,gm,Sad,Gold Necklace,Laurel Wreath,40,81,14,50,185
2029,Panda #2029,Banana,Purple,Bamboo,Green Iris,Santa,Bun,67,87,8,63,225
2030,Panda #2030,Banana,Blue,Sad,Orange Iris,Pirate,Laurel Wreath,98,99,30,61,288
2031,Panda #2031,Lime,Purple,Trumpet,Green Iris,Panda Necklace,Koi,2,75,62,29,168
2032,Panda #2032,Cotton Candy,Silver,Banana,Thug Life,Shakespear,Blue Beanie,89,40,58,13,200
2033,Panda #2033,Goodnight,Purple,Pink Gum,Superpanda,Red Bandana,Jester,43,62,84,64,253
2034,Panda #2034,Lavender,Purple,Banana,Orange Iris,Greek Toga,Koi,89,31,57,28,205
2035,Panda #2035,Banana,Pink,Trumpet,Orange Iris,Kimono,Bamboo Conical,12,31,45,32,120
2036,Panda #2036,Banana,Silver,Rose,Glasses,Kimono,Red Beanie,80,84,22,82,268
2037,Panda #2037,Violet,Purple,Party Horn Yellow,Jester,Pink Tuxedo,Halo,90,0,85,68,243
2038,Panda #2038,Cerulean,Red,Surgical Mask,Red Laser,Gold Necklace,Pirate,44,81,35,66,226
2039,Panda #2039,Coral,Red,gm,Superpanda,Black Hoodie,Halo,4,97,79,17,197
2040,Panda #2040,Teal,Albino,Sad,Eyepatch,Black Tuxedo,Nogitsune,18,27,77,15,137
2041,Panda #2041,Banana,Albino,Happy,Superpanda,Joker,Pink Paper Crown,78,6,61,19,164
