TOKEN_ID,TOKEN_NAME,Mouth,Armor,Nose,Helmet,Weapon,Eyes,Background,Character,Galactic Clout,Facial Hair,Round Table
4683,Knights of Degen #4683,Cigarette,Chainmail - Other,Normal,Cloak - Other,None,Bloodshot,Purple,Human,,,
4684,Knights of Degen #4684,Deadass,Overalls,Normal,Valkyrie Helmet - Other,None,Heart Glasses,Red,Robot,,,
4685,Knights of Degen #4685,Grin,Chainmail - Silver,Normal,Cloak - Other,Potion,Heart Glasses,Teal,Human,,Sweet Stache - Other,
4686,Knights of Degen #4686,Smile,Emperors Armor - Silver,Normal,Spartan Helmet - Silver,None,Eyeblack,Purple,Alien,,,
4687,Knights of Degen #4687,Tongue Out,Chainmail - Other,Nose Ring,Guardian Helmet - Other,None,Eyeblack,Yellow,Human,,,
4688,Knights of Degen #4688,Grin,Knights Armor - Other,Normal,Headphones On - Other,None,Heart Glasses,Red,Human,,,
4689,Knights of Degen #4689,Vape,Leather Jacket,Nose Ring,Cowboy Hat - Other,None,Green,Teal,Human,,,
4690,Knights of Degen #4690,Smile,Chainmail - Other,Nose Ring,Cloak - Other,Soccer Ball,Eyeblack,Yellow,Human,,,
4691,Knights of Degen #4691,Grin,Knights Armor - Gold,Normal,Valkyrie Helmet - Gold,None,Brown,Pink,Human,,,
4692,Knights of Degen #4692,Deadass,Kings Guard Armor - Other,Normal,Fedora - Other,None,Brown,Yellow,Human,,Beard - Other,
4693,Knights of Degen #4693,Pizza,Chainmail - Other,Normal,Spartan Helmet - Silver,Cash,Brown,Red,Human,,,
4694,Knights of Degen #4694,Smile,Chainmail - Other,Nose Ring,Guardian Helmet - Silver,None,Wink,Blue,Human,,,
4695,Knights of Degen #4695,Bubblegum,Lazy Robe,Nose Ring,Crown - Other,None,Green,Blue,Human,,,
4696,Knights of Degen #4696,Smile,Emperors Armor - Gold,Normal,Beanie - Other,Mightier Than,Normal,Yellow,Robot,,Scruff,
4697,Knights of Degen #4697,Cigar,Chainmail - Other,Normal,Headphones On - Other,Basketball,Brown,Green,Human,,,
4698,Knights of Degen #4698,Smile,Knights Armor - Silver,Normal,Cloak - Other,None,Wink,Green,Human,,,
4699,Knights of Degen #4699,Grin,Galactic Guard - Silver,Nose Ring,Baseball Cap - Other,Space Dog,Tired AF,Yellow,Alien,,,
4700,Knights of Degen #4700,Cigarette,Referee,Normal,Valkyrie Helmet - Other,None,Purple,Red,Human,,,
4701,Knights of Degen #4701,Grin,Knights Armor - Silver,Normal,Knights Helmet - Silver,Basketball,Glasses,Teal,Human,,,
4702,Knights of Degen #4702,Tongue Out,Queens Armor - Other,Normal,Baseball Cap - Backwards - Other,None,Bloodshot,Yellow,Human,Legendary,,
4703,Knights of Degen #4703,Smile,Knights Armor - Other,Normal,Knights Helmet - Silver,None,Normal,Red,Robot,,,
4704,Knights of Degen #4704,Deadass,Basketball Jersey,Nose Ring,Cloak - Other,None,Tired AF,Pink,Human,Legendary,,
4705,Knights of Degen #4705,Deadass,Queens Guard - Other,Normal,Guardian Helmet - Silver,None,Brown,Blue,Human,,,
4706,Knights of Degen #4706,Pizza,Hawaiian Shirt,Normal,Valkyrie Helmet - Silver,None,Purple,Green,Human,,,
4707,Knights of Degen #4707,Smile,Kings Armor - Other,Normal,Knights Helmet - Silver,Space Dog,Normal,Pink,Robot,,,
4708,Knights of Degen #4708,Grin,Flannel Shirt,Normal,Cowboy Hat - Other,None,Blue,Green,Human,,Sweet Stache - Other,
4709,Knights of Degen #4709,Smile,Chainmail - Other,Normal,Guardian Helmet - Silver,Hot Dog,Wink,Teal,Human,,,
4710,Knights of Degen #4710,Grin,Kings Guard Armor - Silver,Normal,Cloak - Other,None,VR Headset - Other,Blue,Human,,Sweet Stache - Red,
4711,Knights of Degen #4711,Cigar,Knights Armor - Other,Nose Ring,Fedora - Other,None,Bloodshot,Purple,Human,,,
4712,Knights of Degen #4712,Deadass,Chainmail - Other,Normal,Headphones On - Other,Beer,Wink,Red,Human,,,
4713,Knights of Degen #4713,Grin,Chainmail - Other,Normal,Spartan Helmet - Silver,Sword - Aqua,Bloodshot,Purple,Alien,,,
4714,Knights of Degen #4714,Deadass,Basketball Jersey,Normal,Knights Helmet - Silver,Sword - Neon,Normal,Green,Robot,,,
4715,Knights of Degen #4715,Grin,Suit - Other,Normal,Valkyrie Helmet - Other,None,Eyeblack,Purple,Human,,,
4716,Knights of Degen #4716,Grin,Chainmail - Other,Normal,Spartan Helmet - Other,None,Eyeblack,Red,Alien,,,
4717,Knights of Degen #4717,Grin,Chainmail - Gold,Normal,Space Helmet - Silver,Lightsaber - Purple,Brown,Teal,Human,,,
4718,Knights of Degen #4718,Grin,Torn Tee,Normal,Beanie - Other,None,Bloodshot,Teal,Alien,,,
4719,Knights of Degen #4719,Smile,Knights Armor - Silver,Normal,Beanie - Other,None,Bloodshot,Pink,Robot,,,
4720,Knights of Degen #4720,Deadass,Basketball Jersey,Normal,Knights Helmet - Silver,None,3D Glasses,Teal,Human,,,
4721,Knights of Degen #4721,Grin,Suit - Business,Normal,Spartan Helmet - Silver,None,Blue,Teal,Human,,,
4722,Knights of Degen #4722,Smile,Chainmail - Silver,Normal,Valkyrie Helmet - Other,None,Eyeblack,Green,Robot,,,
4723,Knights of Degen #4723,Grin,Knights Armor - Silver,Normal,Fedora - Other,Beer,Wink,Blue,Human,,,
4724,Knights of Degen #4724,Grin,Chainmail - Silver,Normal,Cloak - Other,None,Bloodshot,Green,Human,,Sweet Stache - Other,
4725,Knights of Degen #4725,Grin,Suit - Business,Nose Ring,Knights Helmet - Other,Notebook,Bloodshot,Blue,Human,,Sweet Stache - Other,
4726,Knights of Degen #4726,Deadass,Leather Jacket,Normal,Cloak - Other,Mightier Than,Bloodshot,Pink,Human,,Mustache - Other,
4727,Knights of Degen #4727,Pizza,Knights Armor - Silver,Normal,Valkyrie Helmet - Silver,None,Tired AF,Red,Human,,,
4728,Knights of Degen #4728,Grin,Basketball Jersey,Normal,Knights Helmet - Silver,None,Blue,Green,Human,,Sweet Stache - Other,
4729,Knights of Degen #4729,Smile,Emperors Armor - Silver,Normal,Knights Helmet - Other,Space Dog,Eyeblack,Purple,Robot,,,
4730,Knights of Degen #4730,Tongue Out,Chainmail - Other,Nose Ring,Beanie - Other,None,3D Glasses,Red,Human,,,
4731,Knights of Degen #4731,Tongue Out,Chainmail - Silver,Normal,Headphones Off - Other,Basketball,Green,Teal,Human,,,
4732,Knights of Degen #4732,Grin,HODL Tee,Nose Ring,Knights Helmet - Gold,Baseball Bat,Bloodshot,Green,Human,,Sweet Stache - Other,
4733,Knights of Degen #4733,Deadass,Chainmail - Other,Nose Ring,Sweatband - Hair,Beer,Tired AF,Teal,Human,,Mustache - Other,
4734,Knights of Degen #4734,Joint,Basketball Jersey,Normal,Baseball Cap - Other,None,Tired AF,Red,Human,,,
4735,Knights of Degen #4735,Cigar,Chainmail - Other,Normal,Valkyrie Helmet - Other,None,Tired AF,Pink,Human,,,
4736,Knights of Degen #4736,Pizza,Chainmail - Other,Normal,Cloak - Other,Phone,3D Glasses,Green,Human,,,
4737,Knights of Degen #4737,Grin,Kings Armor - Silver,Nose Ring,Knights Helmet - Silver,Baseball Bat,Brown,Blue,Human,,,
4738,Knights of Degen #4738,Deadass,Kings Armor - Silver,Normal,Crown - Other,Soccer Ball,Laser Eyes - Other,Red,Robot,,,
4739,Knights of Degen #4739,Grin,Chainmail - Other,Nose Ring,Fedora - Other,None,Brown,Yellow,Human,,,
4740,Knights of Degen #4740,Smile,Lazy Robe,Nose Ring,Cloak - Gold,None,Brown,Pink,Human,,,
4741,Knights of Degen #4741,Deadass,None,Normal,Headphones On - Other,Cash,Wink,Red,Human,,,
4742,Knights of Degen #4742,Smile,Kings Guard Armor - Other,Nose Ring,Valkyrie Helmet - Silver,None,3D Glasses,Red,Human,,,
4743,Knights of Degen #4743,Grin,Knights Armor - Silver,Normal,Space Helmet - Silver,None,Normal,Red,Robot,,,
4744,Knights of Degen #4744,Smile,Chainmail - Other,Nose Ring,Knights Helmet - Other,None,Purple,Blue,Human,,,
4745,Knights of Degen #4745,Deadass,Chainmail - Silver,Normal,Cowboy Hat - Party,Ready to Rumble,Green,Green,Human,,,
4746,Knights of Degen #4746,Cigar,Kings Guard Armor - Silver,Nose Ring,Knights Helmet - Silver,Boxing Gloves,Blue,Blue,Human,,,
4747,Knights of Degen #4747,Deadass,Chainmail - Silver,Normal,Knights Helmet - Other,None,Blue,Green,Human,,Beard - Other,
4748,Knights of Degen #4748,Tongue Out,Chainmail - Other,Normal,Guardian Helmet - Silver,None,Tired AF,Yellow,Human,,,
4749,Knights of Degen #4749,Cigar,Suit - Business,Normal,Valkyrie Helmet - Silver,None,Glasses,Green,Human,,,
4750,Knights of Degen #4750,Tongue Out,Chainmail - Silver,Normal,Knights Helmet - Silver,None,Wink,Red,Human,Legendary,,
4751,Knights of Degen #4751,Smile,Chainmail - Silver,Normal,Cloak - Other,None,Normal,Teal,Robot,,,
4752,Knights of Degen #4752,Grin,Chainmail - Other,Normal,Crown - Other,None,Normal,Teal,Robot,,Sweet Stache - Other,
4753,Knights of Degen #4753,Grin,Chainmail - Silver,Normal,Baseball Cap - Other,Diamond Hands,Green,Green,Human,,,
4754,Knights of Degen #4754,Grin,Chainmail - Other,Normal,Headphones Off - Other,Mightier Than,Eyeblack,Blue,Human,,,
4755,Knights of Degen #4755,Grin,Basketball Jersey,Normal,Cloak - Other,None,Tired AF,Red,Human,,Sweet Stache - Other,
4756,Knights of Degen #4756,Pizza,Chainmail - Other,None,Spartan Helmet - Silver,Sword - Platinum,Normal,Pink,Robot,,,
4757,Knights of Degen #4757,Smile,Emperors Armor - Other,Normal,Crown - Other,None,3D Glasses,Red,Alien,,Beard - Other,
4758,Knights of Degen #4758,Cigarette,Torn Tee,Normal,Cloak - Other,None,Blue,Green,Human,,,
4759,Knights of Degen #4759,Grin,Queens Guard - Silver,Normal,Cloak - Other,Potion,Bloodshot,Purple,Human,,,
4760,Knights of Degen #4760,Wizard Beard - Other,Knights Armor - Other,Normal,Headphones On - Other,Phone,Eyeblack,Teal,Alien,,,
4761,Knights of Degen #4761,Grin,Basketball Jersey,Normal,Space Helmet - Gold,None,Blue,Teal,Human,,,
4762,Knights of Degen #4762,Pizza,Referee,Nose Ring,Spartan Helmet - Silver,None,Eyeblack,Blue,Human,,,
4763,Knights of Degen #4763,Grin,Knights Armor - Other,Normal,Fedora - Other,Lightsaber - Red,Tired AF,Pink,Human,,,
4764,Knights of Degen #4764,Joint,Chainmail - Silver,Normal,Fedora - Party,Sword - Emerald,Purple,Green,Human,,,
4765,Knights of Degen #4765,Deadass,Knights Armor - Other,Normal,Spartan Helmet - Silver,None,Normal,Purple,Robot,,Mustache - Other,
4766,Knights of Degen #4766,Grin,Queens Guard - Silver,Normal,Sweatband - Other,None,Brown,Blue,Human,,,
4767,Knights of Degen #4767,Smile,Queens Guard - Other,Normal,Valkyrie Helmet - Silver,None,Wink,Pink,Human,,,
4768,Knights of Degen #4768,Cigar,Knights Armor - Silver,Normal,Knights Helmet - Other,Sword - Silver,Blue,Purple,Human,,,
4769,Knights of Degen #4769,Cigar,Knights Armor - Other,Nose Ring,Jester Cap,None,Glasses,Green,Human,,,
4770,Knights of Degen #4770,Pizza,Emperors Armor - Silver,Normal,Beanie - Other,None,Bloodshot,Red,Alien,,,
4771,Knights of Degen #4771,Smile,Queens Armor - Gold,Normal,Cloak - Other,Basketball,Bloodshot,Teal,Alien,,,
4772,Knights of Degen #4772,Cigar,Referee,Nose Ring,Valkyrie Helmet - Gold,Cash,Eyeblack,Green,Human,,,
4773,Knights of Degen #4773,Deadass,Chainmail - Silver,Nose Ring,Knights Helmet - Silver,None,Heart Glasses,Teal,Robot,Legendary,,
4774,Knights of Degen #4774,Deadass,Emperors Armor - Other,Normal,Baseball Cap - Other,Mightier Than,Normal,Purple,Robot,,,
4775,Knights of Degen #4775,Grin,Emperors Armor - Other,Normal,Crown - Other,None,Tired AF,Green,Alien,Legendary,,
4776,Knights of Degen #4776,Smile,Emperors Armor - Silver,Nose Ring,Space Helmet - Gold,None,Normal,Teal,Robot,,,
4777,Knights of Degen #4777,Vape,Kings Guard Armor - Gold,Normal,Space Helmet - Silver,Mightier Than,Tired AF,Blue,Human,,,
4778,Knights of Degen #4778,Wizard Beard - Other,Queens Armor - Silver,Normal,Valkyrie Helmet - Other,Notebook,Eyeblack,Yellow,Alien,,,
4779,Knights of Degen #4779,Pizza,Emperors Armor - Gold,Normal,Space Helmet - Other,Phone,Normal,Teal,Robot,,,
4780,Knights of Degen #4780,Grin,Kings Guard Armor - Gold,Normal,Valkyrie Helmet - Gold,Hot Dog,Green,Purple,Human,,Sweet Stache - Other,
4781,Knights of Degen #4781,Smile,Queens Armor - Other,Nose Ring,Headphones On - Other,None,Brown,Pink,Human,,,
4782,Knights of Degen #4782,Pizza,Chainmail - Gold,Normal,Guardian Helmet - Silver,None,3D Glasses,Pink,Human,,,
4783,Knights of Degen #4783,Grin,Overalls,Nose Ring,Cloak - Other,Boxing Gloves,Bloodshot,Purple,Human,,,
4784,Knights of Degen #4784,Deadass,Chainmail - Other,Nose Ring,Spartan Helmet - Silver,Hot Dog,Blue,Red,Human,,Beard - Other,
4785,Knights of Degen #4785,Bubblegum,Knights Armor - Other,Normal,Knights Helmet - Silver,None,Eyeblack,Pink,Robot,,,
4786,Knights of Degen #4786,Smile,Kings Armor - Other,Normal,Valkyrie Helmet - Other,None,Normal,Purple,Robot,,,
4787,Knights of Degen #4787,Grin,Chainmail - Silver,Normal,Spartan Helmet - Silver,None,Normal,Purple,Alien,,,
4788,Knights of Degen #4788,Tongue Out,Chainmail - Silver,Normal,Fedora - Party,None,Bloodshot,Green,Human,,,
4789,Knights of Degen #4789,Smile,Chainmail - Silver,Normal,Beanie - Other,None,Green,Yellow,Human,,,
4790,Knights of Degen #4790,Pizza,Apothecary,Nose Ring,Cloak - Gold,None,Blue,Pink,Human,,,
4791,Knights of Degen #4791,Smile,Emperors Armor - Silver,Normal,Space Helmet - Other,Notebook,Normal,Red,Robot,,Beard - Other,
4792,Knights of Degen #4792,Smile,Suit - Business,Normal,Crown - Silver,Baseball Bat,Blue,Yellow,Human,Legendary,,
4793,Knights of Degen #4793,Grin,Kings Guard Armor - Other,Nose Ring,Knights Helmet - Silver,None,3D Glasses,Pink,Human,,Sweet Stache - Red,
4794,Knights of Degen #4794,Deadass,Suit - Business,Normal,Cowboy Hat - Other,None,Blue,Red,Human,,Mustache - Other,
4795,Knights of Degen #4795,Smile,Chainmail - Silver,Nose Ring,Valkyrie Helmet - Silver,None,Eyeblack,Purple,Human,,,
4796,Knights of Degen #4796,Grin,Knights Armor - Silver,Normal,Beanie - NY,Mightier Than,Normal,Yellow,Robot,,,
4797,Knights of Degen #4797,Deadass,Overalls,Normal,Cloak - Silver,Phone,Heart Glasses,Teal,Robot,,,
4798,Knights of Degen #4798,Smile,Basketball Jersey,Normal,Knights Helmet - Other,Sword - Silver,Brown,Blue,Human,,,
4799,Knights of Degen #4799,Bubblegum,Knights Armor - Silver,Normal,Knights Helmet - Other,Sword - Emerald,Eyeblack,Blue,Human,Legendary,,
4800,Knights of Degen #4800,Deadass,HODL Tee,Nose Ring,Knights Helmet - Silver,Cash,Tired AF,Green,Human,,Beard - Other,
4801,Knights of Degen #4801,Bubblegum,Chainmail - Other,Nose Ring,Cloak - Other,Sword - Silver,Bloodshot,Blue,Human,,,
4802,Knights of Degen #4802,Deadass,Queens Guard - Silver,Nose Ring,Knights Helmet - Silver,Sword - Gold,Wink,Teal,Human,,,
4803,Knights of Degen #4803,Deadass,Basketball Jersey,Nose Ring,Valkyrie Helmet - Gold,None,Bloodshot,Green,Robot,,,
4804,Knights of Degen #4804,Deadass,Kings Armor - Silver,Normal,Space Helmet - Silver,Sword - Silver,Blue,Blue,Human,,Mustache - Other,
4805,Knights of Degen #4805,Smile,Chainmail - Other,Normal,Guardian Helmet - Silver,None,Brown,Red,Human,,,
4806,Knights of Degen #4806,Pizza,Queens Armor - Other,Nose Ring,Knights Helmet - Silver,None,Bloodshot,Blue,Human,,,
4807,Knights of Degen #4807,Vape,Kings Armor - Silver,Nose Ring,Knights Helmet - Other,None,Green,Green,Human,,,
4808,Knights of Degen #4808,Pizza,Chainmail - Other,Normal,Sweatband - Hair,Phone,Tired AF,Yellow,Human,,,
4809,Knights of Degen #4809,Bubblegum,Chainmail - Other,Normal,Headphones Off - Other,None,Normal,Red,Robot,,,
4810,Knights of Degen #4810,Joint,Knights Armor - Silver,Nose Ring,Knights Helmet - Other,Mightier Than,Eyeblack,Yellow,Human,,,
4811,Knights of Degen #4811,Deadass,Knights Armor - Other,Nose Ring,Valkyrie Helmet - Gold,Baseball Bat,Heart Glasses,Teal,Human,,Beard - Other,
4812,Knights of Degen #4812,Grin,HODL Tee,Nose Ring,Cloak - Other,Hot Dog,Tired AF,Pink,Human,,,
4813,Knights of Degen #4813,Grin,Chainmail - Silver,Normal,Knights Helmet - Other,Beer,Bloodshot,Teal,Human,,Sweet Stache - Other,
4814,Knights of Degen #4814,Smile,Chainmail - Other,Normal,Headphones On - Other,Mightier Than,Normal,Blue,Robot,,,
4815,Knights of Degen #4815,Grin,Torn Tee,Normal,Knights Helmet - Silver,None,Bloodshot,Purple,Alien,,,
4816,Knights of Degen #4816,Grin,Chainmail - Other,Normal,Cloak - Other,Notebook,Normal,Blue,Alien,,,
4817,Knights of Degen #4817,Grin,Kings Guard Armor - Gold,Nose Ring,Spartan Helmet - Other,None,Blue,Blue,Human,,Sweet Stache - Other,
4818,Knights of Degen #4818,Grin,Chainmail - Other,Nose Ring,Valkyrie Helmet - Silver,Notebook,Bloodshot,Teal,Human,,Sweet Stache - Red,
4819,Knights of Degen #4819,Cigar,Leather Jacket,Normal,Space Helmet - Silver,Potion,Tired AF,Yellow,Human,,,
4820,Knights of Degen #4820,Grin,Knights Armor - Other,Nose Ring,Knights Helmet - Silver,Sword - Emerald,Eyeblack,Pink,Human,,,
4821,Knights of Degen #4821,Smile,Knights Armor - Silver,Normal,Cloak - Other,Soccer Ball,VR Headset - Silver,Teal,Human,,,
4822,Knights of Degen #4822,Cigar,Queens Guard - Other,Normal,Knights Helmet - Silver,None,Wink,Purple,Human,,,
4823,Knights of Degen #4823,Grin,Chainmail - Other,Normal,Baseball Cap - Backwards - Other,None,VR Headset - Other,Red,Alien,,,
4824,Knights of Degen #4824,Grin,Chainmail - Other,Nose Ring,Cloak - Other,Potion,Tired AF,Red,Human,Legendary,Sweet Stache - Other,
4825,Knights of Degen #4825,Smile,Chainmail - Other,Nose Ring,Cloak - Other,None,Brown,Green,Human,,,
4826,Knights of Degen #4826,Wizard Beard - Other,Queens Armor - Silver,Normal,Cloak - Other,Sword - Sapphire,Heart Glasses,Purple,Alien,,,
4827,Knights of Degen #4827,Deadass,Knights Armor - Silver,Nose Ring,Knights Helmet - Silver,None,Green,Green,Human,,Beard - Other,
4828,Knights of Degen #4828,Smile,Overalls,Normal,Cowboy Hat - Other,None,Blue,Pink,Human,,,
4829,Knights of Degen #4829,Pizza,Queens Guard - Silver,Nose Ring,Knights Helmet - Other,Baseball Bat,Blue,Purple,Human,,,
4830,Knights of Degen #4830,Bubblegum,Knights Armor - Other,Normal,Knights Helmet - Silver,None,Tired AF,Green,Human,,,
4831,Knights of Degen #4831,Smile,Knights Armor - Silver,Normal,Cowboy Hat - Other,None,Wink,Yellow,Human,,,
4832,Knights of Degen #4832,Smile,Chainmail - Other,Normal,Cowboy Hat - Other,Hot Dog,Brown,Yellow,Human,,,
4833,Knights of Degen #4833,Smile,Basketball Jersey,Nose Ring,Beanie - Gold,None,Normal,Red,Alien,Legendary,Mustache - Other,
4834,Knights of Degen #4834,Pizza,Emperors Armor - Other,Normal,Valkyrie Helmet - Other,None,Normal,Green,Robot,Legendary,,
4835,Knights of Degen #4835,Smile,Knights Armor - Gold,Normal,Headphones On - Other,None,Brown,Teal,Human,,,
4836,Knights of Degen #4836,Smile,Overalls,Nose Ring,Valkyrie Helmet - Other,Lightsaber - Orange,Bloodshot,Teal,Alien,,,
4837,Knights of Degen #4837,Bubblegum,Hawaiian Shirt,Normal,Valkyrie Helmet - Silver,None,Eyeblack,Yellow,Human,,,
4838,Knights of Degen #4838,Grin,Torn Tee,Normal,Knights Helmet - Other,Notebook,Tired AF,Purple,Alien,,,
4839,Knights of Degen #4839,Laser Mouth,Knights Armor - Silver,Nose Ring,Cloak - Other,Cash,Tired AF,Teal,Human,,,
4840,Knights of Degen #4840,Grin,Kings Armor - Silver,Nose Ring,Sweatband - Hair,None,Tired AF,Purple,Human,,Sweet Stache - Other,
4841,Knights of Degen #4841,Grin,Knights Armor - Other,Normal,Headphones Off - Other,None,3D Glasses,Green,Human,,,
4842,Knights of Degen #4842,Tongue Out,Chainmail - Other,Normal,Valkyrie Helmet - Other,Baseball Bat,Eyeblack,Purple,Human,,,
4843,Knights of Degen #4843,Pizza,Chainmail - Silver,Nose Ring,Cloak - Other,None,Blue,Blue,Human,,,
4844,Knights of Degen #4844,Deadass,None,Nose Ring,Valkyrie Helmet - Other,None,Normal,Red,Robot,,,
4845,Knights of Degen #4845,Cigarette,Suit - Business,Normal,Knights Helmet - Other,None,Brown,Red,Human,,,
4846,Knights of Degen #4846,Smile,HODL Tee,Nose Ring,Spartan Helmet - Silver,Liquid Courage,Tired AF,Green,Human,,,
4847,Knights of Degen #4847,Smile,Chainmail - Other,Normal,Space Helmet - Silver,None,Normal,Red,Robot,,Mustache - Other,
4848,Knights of Degen #4848,Bubblegum,Galactic Guard - Silver,Nose Ring,Valkyrie Helmet - Other,None,Bloodshot,Pink,Alien,,,
4849,Knights of Degen #4849,Joint,Hawaiian Shirt,Normal,Valkyrie Helmet - Other,Liquid Courage,Tired AF,Red,Human,,,
4850,Knights of Degen #4850,Smile,Emperors Armor - Silver,Normal,Valkyrie Helmet - Other,Space Dog,Normal,Purple,Robot,,Beard - Other,
4851,Knights of Degen #4851,Pizza,Torn Tee,Normal,Space Helmet - Silver,None,Normal,Yellow,Robot,,,
4852,Knights of Degen #4852,Deadass,HODL Tee,Normal,Knights Helmet - Other,Potion,Bloodshot,Green,Human,,Beard - Red,
4853,Knights of Degen #4853,Grin,Chainmail - Silver,Nose Ring,Baseball Cap - Other,None,3D Glasses,Yellow,Human,,,
4854,Knights of Degen #4854,Grin,Flannel Shirt,Nose Ring,Headphones Off - Other,Sword - Silver,Tired AF,Red,Human,,,
4855,Knights of Degen #4855,Pizza,Kings Armor - Silver,Nose Ring,Knights Helmet - Silver,Sword - Neon,Normal,Purple,Robot,,,
4856,Knights of Degen #4856,Smile,Chainmail - Silver,Normal,Cloak - Other,None,Normal,Pink,Robot,,Sweet Stache - Other,
4857,Knights of Degen #4857,Pizza,Chainmail - Silver,Normal,Spartan Helmet - Silver,Sword - Platinum,Normal,Yellow,Robot,,,
4858,Knights of Degen #4858,Smile,Overalls,Normal,Valkyrie Helmet - Other,None,Eyeblack,Green,Alien,,,
4859,Knights of Degen #4859,Pizza,Emperors Armor - Other,Normal,Valkyrie Helmet - Other,Space Dog,Tired AF,Yellow,Robot,,,
4860,Knights of Degen #4860,Smile,Knights Armor - Other,Normal,Space Helmet - Gold,Sword - Platinum,Tired AF,Purple,Robot,,,
4861,Knights of Degen #4861,Pizza,Queens Armor - Other,Nose Ring,Guardian Helmet - Other,None,Wink,Blue,Human,,,
4862,Knights of Degen #4862,Joint,Knights Armor - Gold,Nose Ring,Knights Helmet - Other,None,Green,Teal,Human,,,
4863,Knights of Degen #4863,Deadass,Emperors Armor - Other,Normal,Knights Helmet - Silver,Notebook,Normal,Teal,Robot,,,
4864,Knights of Degen #4864,Bubblegum,Queens Armor - Other,Normal,Beanie - Other,Phone,Green,Green,Human,,,
4865,Knights of Degen #4865,Cigar,Knights Armor - Other,Nose Ring,Baseball Cap - Other,None,Tired AF,Red,Human,,,
4866,Knights of Degen #4866,Grin,Chainmail - Other,Normal,Guardian Helmet - Other,None,Eyeblack,Purple,Human,,,
4867,Knights of Degen #4867,Smile,Suit - Other,Nose Ring,Cloak - Other,None,Green,Green,Human,,,
4868,Knights of Degen #4868,Deadass,Chainmail - Other,Normal,Space Helmet - Other,None,Glasses,Red,Human,,Mustache - Red,
4869,Knights of Degen #4869,Grin,Chainmail - Silver,Normal,Beanie - Other,Sword - Ruby,Bloodshot,Red,Alien,,,
4870,Knights of Degen #4870,Deadass,Knights Armor - Other,Normal,Cowboy Hat - Other,None,Brown,Blue,Human,,,
4871,Knights of Degen #4871,Grin,Leather Jacket,Normal,Valkyrie Helmet - Silver,None,Green,Green,Human,,Sweet Stache - Other,
4872,Knights of Degen #4872,Grin,Knights Armor - Other,Normal,Knights Helmet - Other,Cash,Bloodshot,Yellow,Human,,,
4873,Knights of Degen #4873,Cigar,Knights Armor - Other,Normal,Cloak - Other,Cash,Bloodshot,Purple,Human,,,
4874,Knights of Degen #4874,Grin,Knights Armor - Other,Nose Ring,Cloak - Other,None,Blue,Green,Human,,,
4875,Knights of Degen #4875,Smile,Emperors Armor - Other,Normal,Valkyrie Helmet - Other,None,Normal,Teal,Robot,,,
4876,Knights of Degen #4876,Cigar,Chainmail - Silver,Normal,Space Helmet - Silver,Sword - Platinum,VR Headset - Silver,Red,Robot,,,
4877,Knights of Degen #4877,Deadass,Basketball Jersey,Normal,Knights Helmet - Silver,None,3D Glasses,Pink,Human,,Beard - Other,
4878,Knights of Degen #4878,Pizza,Queens Guard - Silver,Normal,Cloak - Other,None,Wink,Blue,Human,,,
4879,Knights of Degen #4879,Deadass,Knights Armor - Silver,None,Valkyrie Helmet - Other,Sword - Neon,Eyeblack,Blue,Robot,,,
4880,Knights of Degen #4880,Smile,Overalls,Normal,Crown - Gold,Space Dog,Normal,Pink,Robot,,,
4881,Knights of Degen #4881,Bubblegum,Leather Jacket,Normal,Sweatband - Other,None,Green,Teal,Human,,,
4882,Knights of Degen #4882,Deadass,Chainmail - Silver,Normal,Knights Helmet - Silver,None,Tired AF,Green,Robot,,,
4883,Knights of Degen #4883,Smile,Hawaiian Shirt,Normal,Baseball Cap - Other,None,Blue,Red,Human,,,
4884,Knights of Degen #4884,Grin,Kings Guard Armor - Silver,Normal,Cloak - Other,None,Tired AF,Yellow,Human,,,
4885,Knights of Degen #4885,Grin,Knights Armor - Other,Nose Ring,Spartan Helmet - Other,Phone,Bloodshot,Pink,Human,,Sweet Stache - Other,
4886,Knights of Degen #4886,Smile,Knights Armor - Other,Normal,Valkyrie Helmet - Silver,None,Green,Blue,Human,,,
4887,Knights of Degen #4887,Deadass,Queens Guard - Silver,Normal,Guardian Helmet - Other,None,Heart Glasses,Yellow,Human,,,
4888,Knights of Degen #4888,Smile,Suit - Business,Normal,Valkyrie Helmet - Silver,Mightier Than,Heart Glasses,Teal,Human,,,
4889,Knights of Degen #4889,Deadass,Chainmail - Silver,Normal,Fedora - Other,None,Tired AF,Teal,Human,,,
4890,Knights of Degen #4890,Grin,Leather Jacket,Normal,Knights Helmet - Other,None,Green,Blue,Human,Legendary,Sweet Stache - Other,
4891,Knights of Degen #4891,Tongue Out,Queens Guard - Other,Normal,Knights Helmet - Other,Sword - Gold,Tired AF,Purple,Human,,,
4892,Knights of Degen #4892,Cigarette,Knights Armor - Silver,Nose Ring,Spartan Helmet - Silver,Lightsaber - Red,Tired AF,Pink,Human,,,
4893,Knights of Degen #4893,Grin,Chainmail - Silver,Normal,Space Helmet - Silver,Space Dog,Normal,Red,Robot,,Sweet Stache - Other,
4894,Knights of Degen #4894,Vape,Chainmail - Silver,Normal,Spartan Helmet - Silver,None,Bloodshot,Green,Human,,,
